case,variant,cores,status,makespan_cycles,original_copy_bytes,scheduled_copy_bytes,added_copy_bytes,cache_hit_rate,cache_hit_bytes,wall_seconds,error
case_079,singlecore,1,ok,31052251,9351168,41799680,32448512,,,336.113,
case_079,q1,2,ok,15446486,9351168,41132032,31780864,,,179.805,
case_079,q1,3,ok,10181692,9351168,49311744,39960576,,,261.588,
case_079,q1,4,ok,7635624,9351168,39796736,30445568,,,67.838,
case_079,q1,5,ok,6075976,9351168,57028608,47677440,,,249.794,
case_079,q2,1,ok,31052251,9351168,41799680,32448512,,,16.395,
case_079,q2,2,ok,15446486,9351168,41132032,31780864,,,11.066,
case_079,q2,3,ok,10181692,9351168,49311744,39960576,,,10.384,
case_079,q2,4,ok,7635624,9351168,39796736,30445568,,,8.665,
case_079,q2,5,ok,6075976,9351168,57028608,47677440,,,8.923,
case_079,q3,1,ok,31052251,9351168,41799680,32448512,0.0,0,16.515,
case_079,q3,2,ok,15446486,9351168,41132032,31780864,0.0,0,13.737,
case_079,q3,3,ok,10175315,9351168,49311744,39960576,0.13731543624161074,6285312,12.872,
case_079,q3,4,ok,7635624,9351168,39796736,30445568,0.0,0,8.37,
case_079,q3,5,ok,6075472,9351168,57028608,47677440,0.2441611149398882,13060096,10.075,
case_080,singlecore,1,ok,292138,1978368,2527232,548864,,,0.533,
case_080,q1,2,ok,145926,1978368,4169728,2191360,,,0.535,
case_080,q1,3,ok,100325,1978368,5025792,3047424,,,0.324,
case_080,q1,4,ok,111314,1978368,6168576,4190208,,,0.428,
case_080,q1,5,ok,113455,1978368,6549504,4571136,,,0.409,
case_080,q2,1,ok,292138,1978368,2527232,548864,,,0.263,
case_080,q2,2,ok,145926,1978368,4169728,2191360,,,0.275,
case_080,q2,3,ok,100325,1978368,5025792,3047424,,,0.235,
case_080,q2,4,ok,111314,1978368,6168576,4190208,,,0.267,
case_080,q2,5,ok,113455,1978368,6549504,4571136,,,0.28,
case_080,q3,1,ok,291826,1978368,2527232,548864,0.1686143572621035,413696,0.272,
case_080,q3,2,ok,145674,1978368,4169728,2191360,0.436,1785856,0.296,
case_080,q3,3,ok,100325,1978368,5025792,3047424,0.0,0,0.31,
case_080,q3,4,ok,90584,1978368,6168576,4190208,0.478494623655914,2916352,0.32,
case_080,q3,5,ok,90408,1978368,6549504,4571136,0.34408602150537637,2228224,0.301,
case_081,singlecore,1,ok,151795,1741140,1741140,0,,,3.767,
case_081,q1,2,ok,76860,1741140,1741140,0,,,2.4,
case_081,q1,3,ok,51943,1741140,1741140,0,,,1.684,
case_081,q1,4,ok,39588,1741140,1741140,0,,,1.337,
case_081,q1,5,ok,30943,1741140,1741140,0,,,1.349,
case_081,q2,1,ok,151795,1741140,1741140,0,,,1.166,
case_081,q2,2,ok,76860,1741140,1741140,0,,,0.793,
case_081,q2,3,ok,51943,1741140,1741140,0,,,0.726,
case_081,q2,4,ok,39588,1741140,1741140,0,,,0.782,
case_081,q2,5,ok,30943,1741140,1741140,0,,,0.721,
case_081,q3,1,ok,151795,1741140,1741140,0,0.0,0,1.044,
case_081,q3,2,ok,76860,1741140,1741140,0,0.0,0,0.986,
case_081,q3,3,ok,51943,1741140,1741140,0,0.0,0,0.879,
case_081,q3,4,ok,39588,1741140,1741140,0,0.0,0,0.806,
case_081,q3,5,ok,30943,1741140,1741140,0,0.0,0,0.755,
case_082,singlecore,1,ok,721041,592006,592006,0,,,3.522,
case_082,q1,2,ok,721041,592006,592006,0,,,3.307,
case_082,q1,3,ok,721041,592006,592006,0,,,2.818,
case_082,q1,4,ok,721041,592006,592006,0,,,2.803,
case_082,q1,5,ok,721041,592006,592006,0,,,2.945,
case_082,q2,1,ok,721041,592006,592006,0,,,0.741,
case_082,q2,2,ok,721041,592006,592006,0,,,0.742,
case_082,q2,3,ok,721041,592006,592006,0,,,0.783,
case_082,q2,4,ok,721041,592006,592006,0,,,0.776,
case_082,q2,5,ok,721041,592006,592006,0,,,0.782,
case_082,q3,1,ok,721041,592006,592006,0,0.0,0,0.798,
case_082,q3,2,ok,721041,592006,592006,0,0.0,0,0.87,
case_082,q3,3,ok,721041,592006,592006,0,0.0,0,0.725,
case_082,q3,4,ok,721041,592006,592006,0,0.0,0,0.803,
case_082,q3,5,ok,721041,592006,592006,0,0.0,0,0.799,
case_083,singlecore,1,ok,1057993,1438304,15372992,13934688,,,4.67,
case_083,q1,2,ok,644672,1438304,15679520,14241216,,,3.338,
case_083,q1,3,ok,512623,1438304,16281056,14842752,,,2.452,
case_083,q1,4,ok,450029,1438304,16415904,14977600,,,1.433,
case_083,q1,5,ok,442480,1438304,16496352,15058048,,,1.354,
case_083,q2,1,ok,1057993,1438304,15372992,13934688,,,1.474,
case_083,q2,2,ok,644672,1438304,15679520,14241216,,,1.201,
case_083,q2,3,ok,512623,1438304,16281056,14842752,,,1.025,
case_083,q2,4,ok,450029,1438304,16415904,14977600,,,0.92,
case_083,q2,5,ok,442480,1438304,16496352,15058048,,,0.787,
case_083,q3,1,ok,946145,1438304,15372992,13934688,0.7958684091545202,11829024,1.398,
case_083,q3,2,ok,535329,1438304,15679520,14241216,0.7076181170611782,10776288,1.12,
case_083,q3,3,ok,402691,1438304,16281056,14842752,0.6590289066365114,10443552,1.134,
case_083,q3,4,ok,333151,1438304,16415904,14977600,0.6425764561777388,10324096,1.069,
case_083,q3,5,ok,310731,1438304,16496352,15058048,0.6756744500592479,10966272,0.994,
case_084,singlecore,1,ok,2507412,13236330,13236330,0,,,53.411,
case_084,q1,2,ok,1255052,13236330,13236330,0,,,33.01,
case_084,q1,3,ok,836220,13236330,13236330,0,,,18.554,
case_084,q1,4,ok,629028,13236330,13236330,0,,,13.779,
case_084,q1,5,ok,503472,13236330,13236330,0,,,11.645,
case_084,q2,1,ok,2507412,13236330,13236330,0,,,5.912,
case_084,q2,2,ok,1255052,13236330,13236330,0,,,4.409,
case_084,q2,3,ok,836220,13236330,13236330,0,,,4.044,
case_084,q2,4,ok,629028,13236330,13236330,0,,,3.733,
case_084,q2,5,ok,503472,13236330,13236330,0,,,3.781,
case_084,q3,1,ok,2507412,13236330,13236330,0,0.0,0,5.951,
case_084,q3,2,ok,1255052,13236330,13236330,0,0.0,0,4.759,
case_084,q3,3,ok,836220,13236330,13236330,0,0.0,0,4.505,
case_084,q3,4,ok,629028,13236330,13236330,0,0.0,0,4.181,
case_084,q3,5,ok,503472,13236330,13236330,0,0.0,0,3.947,
case_085,singlecore,1,ok,3187899,1689734,1689734,0,,,129.189,
case_085,q1,2,ok,3187899,1689734,1689734,0,,,137.242,
case_085,q1,3,ok,3187899,1689734,1689734,0,,,151.974,
case_085,q1,4,ok,3187899,1689734,1689734,0,,,129.7,
case_085,q1,5,ok,3187899,1689734,1689734,0,,,127.296,
case_085,q2,1,ok,3187899,1689734,1689734,0,,,15.124,
case_085,q2,2,ok,3187899,1689734,1689734,0,,,14.938,
case_085,q2,3,ok,3187899,1689734,1689734,0,,,14.413,
case_085,q2,4,ok,3187899,1689734,1689734,0,,,15.843,
case_085,q2,5,ok,3187899,1689734,1689734,0,,,14.868,
case_085,q3,1,ok,3187899,1689734,1689734,0,0.0,0,14.645,
case_085,q3,2,ok,3187899,1689734,1689734,0,0.0,0,14.787,
case_085,q3,3,ok,3187899,1689734,1689734,0,0.0,0,14.972,
case_085,q3,4,ok,3187899,1689734,1689734,0,0.0,0,14.829,
case_085,q3,5,ok,3187899,1689734,1689734,0,0.0,0,14.488,
