case,cores,status,makespan_cycles,added_copy_bytes,scheduled_copy_bytes,spill_added_copy_bytes,plan_sha256,seconds,error,speedup
case_042,2,ok,849537,6469920,8858884,4417536,6191242e23419a031356ffc91411a279afd05cb252394f39ddd73522b68327fb,1.152845900011016,,1.9854815034542346
case_042,3,ok,567781,8368416,10757380,4263936,1ab3a3d313e3e1619bb00a15411d07187e674b53457b6b10066349853799fdfb,1.1622367999952985,,2.97075809158813
case_042,4,ok,444517,8168736,10557700,2626560,a9a6df9d863cfd258b6265b5ac3a4b5cfca08b851b4c470fda6a7e16f5903b49,1.1312618999945698,,3.7945455404405233
case_042,5,ok,362266,10073088,12462052,2171904,16463ba3fdf7ad2083552e659007181f14c09f4f47bee4514bd7d5632f89303c,1.1687314000009792,,4.656081442917635
case_043,2,ok,353177,385024,1816146,16384,7734b5436c71b0e65cdbd938d1056f5d3f076af32797243eb7dd638861ea8142,2.228569200000493,,1.918743293023045
case_043,3,ok,268777,279560,1710682,49160,37c0341953ab7be2cdb31afe88586f1bafdfe77cce1d121595051867d8d2184f,2.0142199999972945,,2.521257399256633
case_043,4,ok,269194,648200,2079322,49160,f1541392eb65f6b85de0591848d99d1a8a8ba0a7b362ae2fa684dca2a364060f,2.065991800001939,,2.517351798331315
case_043,5,ok,269612,1155080,2586202,49160,3e2698e004a197e2edc3108f4653b86b057b9a4cbfed6cf975dad302ad03926f,2.0852641999954358,,2.5134489562779105
case_044,2,ok,47521,930400,1905856,0,cd9c76f3840b92ffe801ddec8251eddcf978097216f9c7cb62885cb5e37c49a6,0.2176130000007106,,3.2492371793522863
case_044,3,ok,55668,1860800,2836256,0,699e24894b7ae76cb8e463e61489e5b1a93851ad800c030e598983cea7e8a6d4,0.18085979999159463,,2.7737120068980383
case_044,4,ok,68165,2791200,3766656,0,03c3f73d883cf557d2e47784584fcbeff463ef26723ef61660b8580a404dd2bf,0.19186110000009649,,2.265194748037849
case_044,5,ok,83237,3721600,4697056,0,037635b4b1ba83a6ec558b22468b0f1c19e0f4ca324d7def8141fb9e0a5033c8,0.17288640000333544,,1.855028412845249
case_045,2,ok,63059,0,557056,0,fd8a41237af35939cf7fc007017968c5630e206b0a9d13f0a2a3789f2afc6162,0.17298470000969246,,1.99200748505368
case_045,3,ok,42601,0,557056,0,0eb6b7af74988a025bde49f4851ea0c80e7c7376111fbbec34cab9a2ebbf6e81,0.19918340000731405,,2.94861622966597
case_045,4,ok,31878,0,557056,0,ecd749215e7197ecc8e0b63da20682d7e83a77823fbe809d5a12a3d4b4c737d3,0.16008859999419656,,3.940460505677897
case_045,5,ok,26164,0,557056,0,16c8ee2138dbbf5b3f98a086cfe11187e5ed434b81052b1a0fe1d3026ab8eda2,0.17449999999371357,,4.801024308209754
case_046,2,ok,112356,930400,1991872,0,e356cf4fa425364ec06f45bd25b16c8c5b6ed053c8a3ecc94e52df16f9a2b31f,0.13416430000506807,,2.460527252661184
case_046,3,ok,84540,1860800,2922272,0,ad2613481fc6a736086c8263cdeb5feb84d618de5fbbe42c8231f1070494b4d3,0.1342962000053376,,3.2701088242252188
case_046,4,ok,80168,2791200,3852672,0,7aada3983c968ea15cdf0b3e1b072e83da4adc2d267ec23183ee84714eee7943,0.13551710000319872,,3.4484457638958186
case_046,5,ok,95335,3721600,4783072,0,a16b928e56cd55900a92b9729703ca028450b3086baf8d9761a8d74c9692dc05,0.1416975000029197,,2.8998269261026905
case_047,2,ok,176096,494022,957964,0,e7cc7b837f6ef7cb78c55ee8388eef85c28b501ea5c7073a26c0b7e5d4c10b46,4.4263561999978265,,1.854147737597674
case_047,3,ok,128024,1353740,1817682,0,f773632b9cdf6cf73841aae589bd8716523742793d9950c9a501ad09110d0485,4.142965899998671,,2.550365556458164
case_047,4,ok,104175,1170770,1634712,0,fddf7b19994db49009cf1775592eada83c37397520b6926313a82e5ee6731d26,3.7377101000020048,,3.134226061915047
case_047,5,ok,94756,2385816,2849758,0,8fe9267dbbeddc2d932692355b6938065e7dab41d73991220774cdaa2ba67bed,3.9503627000085544,,3.4457765207480264
case_048,2,ok,148681,424582,839372,0,5bd79b0505c2038c8a15485caaad1bd23065da1747719199d1ee8253686895f2,0.3206432000006316,,1.4946092641292432
case_048,3,ok,130128,638220,1053010,0,dff9e2b831304e0a9639eacb3681375656c9497b3c0bdfc4d1c0677a0f0906f1,0.36070000000472646,,1.707703184556744
case_048,4,ok,126825,415310,830100,0,d1da4d7cdad14f343198321cf67b5bb48f75e52266584fa34abc9e0b27408f01,0.2877102000056766,,1.7521781983047506
case_048,5,ok,127339,415760,830550,0,4ff9b52c47bf7efe9953fb55d6d6762b13de125e670a0bd231985d07557ee3d4,0.3056683000031626,,1.7451055843064576
case_049,2,ok,132212,795798,948338,0,08890f9adbd0410b361e00474319eded3a8f63d3e551daa34a8736904b1ed368,0.9028270000126213,,1.4845551084621669
case_049,3,ok,115750,1226378,1378918,0,1fbcb4d7f7e3377d89ca7da485c01f4d20ed4786f61e7e3c7b57995976a84fbe,0.871924899998703,,1.6956889848812096
case_049,4,ok,102275,1531118,1683658,0,ad02a456a1fb3b8e4b4071032732510443168d98ae1af6698c196fe662707cab,0.9440735000098357,,1.9191004644341236
case_049,5,ok,97747,1726740,1879280,0,fd350a3215ce3077600bbb99396c7106a654b4553491f9bd83027132e80787c8,0.9844263999984832,,2.008000245531832
case_050,2,ok,75386,597958,917334,0,448fd606e76f57a11ae7dd2393fc9363fdac839cd4aa6beca0d4153075a64516,1.0661575999984052,,1.9856472023983234
case_050,3,ok,60423,919320,1238696,0,82ef3c705a26f4cf10d9358b3f173dba7e3bdba6573790e44f123ec428438eff,0.9907275000005029,,2.4773678897108717
case_050,4,ok,49215,1303162,1622538,0,403cb490188b8110586297a28b75f7186cfda632736da0e1d8066a50d34b7dc0,1.0618486000021221,,3.0415523722442344
case_050,5,ok,47714,1526304,1845680,0,171dcea75e81965a859a03b2a0d053096cf2114c91ceb58ef8802b18529ccce9,1.1185248999972828,,3.1372343546967345
case_051,2,ok,379535,9438408,9831626,9437644,d8e4a6d6494cb27a69e46628c3e0c441339c12280363c4af06040c7beda78785,0.2978426999907242,,1.6009801467585334
case_051,3,ok,228013,376,393594,0,496a298c7f7c37a28368c295d600ef35aec7f9485978d69ee18b6ef7f9f2e453,0.20132829999784008,,2.6648831426278328
case_051,4,ok,192346,1332,394550,0,a5a5a5cb6f75d467244ccdb5d4213854154ce8ae8fcd166dd7155755d7b4ef51,0.2658385999966413,,3.159036319965063
case_051,5,ok,191961,1520,394738,0,5e1bc9289d814edaac123d0f91e8678a89ce068e822f38034e31b797e5569bdf,0.283339799992973,,3.165372132881158
case_052,2,ok,91254,102912,913116,0,6296dd77000fc3cef22639e8fb4fe9ebc4d86ed2eb882aeb05176d435b396931,0.15050009998958558,,1.9758147588050934
case_052,3,ok,63361,181248,991452,0,986033146cb827f76caeb237366105f97b26dfceed0a7295c5635b5b5c3c598e,0.1393699999898672,,2.845614810372311
case_052,4,ok,47721,259584,1069788,0,53ac8fcf9f16e02f836f1a0787f01c7ae27124313e3bde00148c918d638fb03e,0.167464199999813,,3.778231805703988
case_052,5,ok,51670,328704,1138908,0,a768b8b8242cd9690888ebe926fa4bb7bb5010ac38017757db638ddd8129c23e,0.1630927999940468,,3.4894716469905167
case_053,2,ok,718971,4639598,7634886,0,c5d08458592b906767881d30b3cbfb2afd335a0c099459d6c0177acd74324fdb,4.94215560000157,,2.0483246194909115
case_053,3,ok,546106,5882944,8878232,4768320,f204a28e4ca1ab8d8388889b93d69c78c9c98d61dbbb7f521c4769f191fcae57,3.559178299998166,,2.6967035703691224
case_053,4,ok,492232,6360992,9356280,4291488,b3c52372a51c88990b6e611439d91205190655b31681d13ab9f7e4d9ad63a0ce,3.436657500002184,,2.991853434965626
case_053,5,ok,520446,9600548,12595836,3831888,16eb03b4196d2b5408700386405194b8588baa08a02dccccdbffe3408040a6e7,3.1227607000037096,,2.829661482651418
case_054,2,ok,435929,661958,2268234,0,6eaf212fce5eb177491a0f3fc0cfb205d0aa5028ec4b31a973e67085480f8467,5.583165400006692,,1.869687494981981
case_054,3,ok,295182,1733776,3340052,0,af01a314360fbf80ed5dbabaacd98dcd785d549dabcd5356e3f0ec8b6c22daad,4.9364411999995355,,2.76118123733832
case_054,4,ok,231708,1766610,3372886,0,3aa929376c23ac63bba428053d465652bb3dc9c10a9f44eededc2f3c450e1e09,4.434171100001549,,3.517578158717006
case_054,5,ok,202096,2922392,4528668,0,eaa8bdb25df6d25770158c8bc8f1050870ad4bb99c310c745ad9dca3c0fb2d69,4.6076055000012275,,4.032989272424986
case_055,2,ok,65764,57856,683666,0,02bf0b0a06bbf48d250ae2deabad176bd4466fbec3fe72dc0c62bcfe4537922e,0.1488796000048751,,1.8069916671735295
case_055,3,ok,43687,115712,741522,0,f7e9857891b00fa753773c02663f33bd361ec9e6a845ed791a04ae3ffe9fc963,0.14566550000745337,,2.7201455810653057
case_055,4,ok,31367,115712,741522,0,266d8f0e29bf76797635ed37585a3e3e8962a666529f066394bb409fe5a19419,0.15498229999502655,,3.788535722255874
case_055,5,ok,26781,198656,824466,0,74406cae53bf0d1e092b0103b8e937ec015f425d70e5a993de55aa9d6578c884,0.17975969999679364,,4.437287629289422
case_056,2,ok,187182,1022802,1244402,0,f173dd9e25a5b164fa0163f796a1f1349aab252c77cf29ada8235612e44667e4,2.1733534000086365,,1.4813657296107532
case_056,3,ok,144637,1371916,1593516,0,2b5d5dc730581e593ea79e4c93f832ef0209d5b9f271dbf4031527f76c679558,1.8660352000006242,,1.9171097298754813
case_056,4,ok,121045,1936314,2157914,0,b607b80358b0c6cb0633ed148d416986b14c34bf71c5c03de0036b53bc715986,1.8758454999915557,,2.2907596348465447
case_056,5,ok,112895,2504008,2725608,0,42dfd540bacb1fa36c3bf4bfd762dfe4619ea6bd3c2cd20a0eb71b45337aebc0,1.9080399999947986,,2.456131803888569
case_057,2,ok,33730,288,342748,0,e4a9979d248f1b2c0cf1a19905e584470bc20ed8105da02c99bb20da1e8ff851,0.10686619998887181,,1.7707085680403203
case_057,3,ok,25250,288,342748,0,400f4f7a8fecae7b822de8cd588583e260ebef87054b9978797c6213e5cf0875,0.12183709999953862,,2.3653861386138613
case_057,4,ok,20957,288,342748,0,a2bd8abf08f740fcd042d023511a1f488e38e75f60241cb194abb0a33b117c32,0.1101424000080442,,2.8499308107076393
case_057,5,ok,16538,27936,370396,0,643bd93ba247202c196ce04327479e7881d6a489b8abc38c6aee2a357e731bf2,0.10408640000969172,,3.6114403192647235
case_058,2,ok,2316879,31506432,39174144,29216768,ffdbc79c0e989a9aa356939d2c9b1c87f134a2912979f98d026bf9b61cdec152,6.827033800000208,,1.9594104828089858
case_058,3,ok,1554831,30400512,38068224,21209088,b615e67bad6daa16fbb75a224b97d9b427aa160df1a220cd978e8f44c7436ae1,6.377421900004265,,2.9197494775959574
case_058,4,ok,1274373,27066368,34734080,13930496,b7c5f0b9fc2b701df3ed340b4df802866bf4c3434d606fc179d60fdeb4dd963b,6.429833300004248,,3.562314173322881
case_058,5,ok,1004819,32104448,39772160,13721600,bc4ce56d1f63e7a39beffc94f4e6975a50f69a266abbf66c71409f39a871d9fc,5.468253099999856,,4.517945022934478
case_059,2,ok,369318,360448,1703936,0,a4e6a96742cbcae03080b2d6c8b222dc903cf2f8614c8f6def699a7f720770de,0.4288072000053944,,2.2459587672412393
case_059,3,ok,266217,2998272,4341760,835584,ff23eca4b1c5c288383253307c61a5152a29e17d7b38231455e16bcb9d36504b,0.5190368000039598,,3.1157777301975456
case_059,4,ok,185216,1081344,2424832,0,7a7c67cc5070dad2699e61bab51db2ea511a33c24b1dc94e9d306ffcef0b492f,0.46628570000757463,,4.478408992743607
case_059,5,ok,150782,4325376,5668864,0,f803551e4dd53af0b4c8546f66122f25cbc78a7822318b47052da16c4f998226,0.5928502999886405,,5.501140719714555
case_060,2,ok,469437,2768912,4867918,1570832,c9da9e9aee0e139ed2e7b88cc93a9a5cf6e975392e53c778c498f33c9768e4f4,1.140717800008133,,1.8933083672569482
case_060,3,ok,334622,3439756,5538762,1033228,708dfd61215a9bf375016f6778a7b8d98faf4c572684da8c4ffad8736a29557c,1.106110599997919,,2.656098523109658
case_060,4,ok,229383,3699968,5798974,146432,3b1fab878d8311078f649190c886ea5e1c1c276161e004cbb3987513e8d4c8d8,1.1265451000072062,,3.8746942885915696
case_060,5,ok,183272,4290944,6389950,81920,f83edc0910763ec026efc64771a9170d73cedfbaf0f783d5bdd4bc7ad0700566,1.1612908000097377,,4.849562399057139
case_061,2,ok,39299,34560,578748,0,44db77417322b10e8605e17b7f7a95e95281854e8ab36b7149bc89402505adba,0.15873160000774078,,1.9641975622789385
case_061,3,ok,28409,43008,587196,0,21583862db0fa05dc04603160a22b8731cedb73f842b5a06bbcae452849cf974,0.1525419000099646,,2.7171318948220633
case_061,4,ok,27166,62208,606396,0,007f14624a8b45678a1c365879add4651c790e49734e964f90dcdb25f38e8167,0.17329829999653157,,2.8414562320547745
case_061,5,ok,20949,157028,701216,0,cba676a027124d453828066c75731bffa229c2d4bf460aa318d75403aa0f914b,0.17735050000192132,,3.684710487374099
case_062,2,ok,1625119,16422912,29824512,7180800,b8aa45726e0819c32ecd4882382457ed17f05bd2ae7f263f566334388e8c9c28,10.480865099991206,,1.7566768956611793
case_062,3,ok,1126037,15585792,28987392,3941376,c8563263af861b743ae2791885c7ffe0225fa69f2b3eaae7aa8e437cd2c9eb8a,9.453753800000413,,2.5352710434914663
case_062,4,ok,885322,14976000,28377600,1124352,a3c3723248ccccc67b12831a70cb2b6656927b87f98a5300e4f07fcea4817f56,9.235167299993918,,3.2245996371941508
case_062,5,ok,567755,15037440,28439040,251904,444c51f8c4a98cb7ba22795443c04834c3561f100731089f62d253e5486d3b79,8.797272399999201,,5.028241054680276
case_063,2,ok,585524,5064192,10085376,1598976,3da343364bcd8e8ce5d063f7c5fb31341e777d4b21fc8c717e9d1b1864cabdf5,2.39132540000719,,1.828100983051079
case_063,3,ok,351019,4792320,9813504,15360,95213bd40757de7cc3ac8e9dfa720a1c227ec1e07a11da844e5876600be33f13,2.272823100007372,,3.0493990353798512
case_063,4,ok,263878,5203968,10225152,0,4d808b41ce86f643b602cfd7d197202ff8ebe4babbdd4963f598ca80548e61a1,2.201947299996391,,4.056408643388233
case_063,5,ok,373335,9785856,14807040,7096320,9a7daaf05db1e6e3d6432d5b69c2432fd381532687a9159a95c37e2e4f0ebb8c,2.606111699991743,,2.8671220217766886
case_064,2,ok,13773,40166,77580,0,fe6dad99eba2065ea5c457c2b66129ae7731dca62d16542f8a13e16b9fed1f8d,0.11936330000753514,,1.38793291221956
case_064,3,ok,10681,65868,103282,0,07bdffee917dcd55357675754d3d129d611ee3eee4adf04bf18c3c416272310a,0.13166240000282414,,1.7897200636644508
case_064,4,ok,10465,83824,121238,0,d149b1ab6aa349e1377807c37b40863082c052195f44bd71f4481e1841fb8f82,0.13317349999852013,,1.8266602962255136
case_064,5,ok,10292,83728,121142,0,9156fb8d6d4f4ec8abbe2fb386e7e2fc3ed8304ed58be35b1cff5e8880e0e9f7,0.12861889999476261,,1.85736494364555
case_065,2,ok,26928,13968,330170,0,60086231198c2bb3c25c728c805b4e9330fe9e48290471a0907ca32717b0ba48,0.1019535000086762,,1.970736779560309
case_065,3,ok,18165,27792,343994,0,859726a3ded9de1096dad916287029fff7a00435be21577ee83de9c3783b9dd4,0.09070830000564456,,2.921442334159097
case_065,4,ok,14502,41616,357818,0,0fbb9e125f6479d8ead30c468421c989923e034ceed2b49cfde38f24f4c535d9,0.09967039999901317,,3.659357330023445
case_065,5,ok,12156,55584,371786,0,ab305bc1e9330442f90a7ad5d3259be92e9a3e7672bc7c5591673629b812629c,0.09362480000709184,,4.365580783152352
case_066,2,ok,187136,962412,2069446,0,3c755967e9b6bdf630d80c3f502d5099174acbfaa8b376868a0617873474bfd8,1.482594400004018,,1.918764962380301
case_066,3,ok,138900,1875416,2982450,0,118b06cd94192f122e949f936746ffc44c29ddd6d80b300f2e17a3c9a3830554,1.4142646999971475,,2.585097192224622
case_066,4,ok,112071,2276914,3383948,0,88cbf115810a4a1f460ef963968c1b61e2419e6caf4137ecd9daa58e57dc4827,1.4673973000026308,,3.2039510667344806
case_066,5,ok,94904,2420166,3527200,0,193f5f615d3336965a010c7ae89d66b98be7a2cb8635fbb6d65db45b5dd90eea,1.3744206000119448,,3.7835075444659867
case_067,2,ok,32214746,183980416,190028544,180258816,32f4d50b7d9457d89a82da411ce0013982516a65db58b7d247ce965cb4de8e9a,3.0397209000075236,,1.9815408136385741
case_067,3,ok,23139702,179768064,185816192,172324864,dd2d5f4e197f58d423294455b57fbb080e3ad71af54a0199de1d222c52eb42f6,2.563365599999088,,2.7586713951631703
case_067,4,ok,18057629,177194112,183242240,166029312,54a0a35b7bdbd81163351d2c7bce717a384b98db8fadabb0597b5799ecdef974,2.266033299994888,,3.5350617736138004
case_067,5,ok,15329318,175668736,181716864,160782336,79510991ada973726a8e1347a4a7df733e7205aabb6c5c81926212198a403a8b,2.118610900011845,,4.164231833405766
case_068,2,ok,192023,1290782,4062032,0,96b91decba6d69581ee7ca0835563f1b3f5e4537bd3a5a1ce5637b775b6ee953,1.30639300000621,,1.8856855689162235
case_068,3,ok,134975,2190516,4961766,0,02b8b4946eca0582678e0ac09905c095764d8b9249e7932c995ce01646223489,1.1976930999953765,,2.682681978144101
case_068,4,ok,122595,3057330,5828580,0,07e45339ee1775168349cef0878be804b6b251fb6da2f2b7e5ae20caf8b14eff,1.2957202999969013,,2.95358701415229
case_068,5,ok,123877,3420288,6191538,0,7d908de1a945c4cf20af3889faa51475a2607a918ab5c97d0caee92c47f15576,1.197880499996245,,2.923020415412062
case_069,2,ok,13742,111846,237900,0,69d4dacb5b989f6c1fd6fa7987089b19ac970e83fa611b1e86f814412cc93733,0.10849500000767875,,1.8297191092999563
case_069,3,ok,11864,330444,456498,0,55fc043b5bc0922aa2a19662bdba911393b05d41ca6bca40f90d9dcaf1afa584,0.14314480000757612,,2.119352663519892
case_069,4,ok,9592,262578,388632,0,6bedb2c283cc5ea643cfc46a02a8585c779babe354e1612109c8e8e89734b3ba,0.13748910000140313,,2.621351125938282
case_069,5,ok,14614,331026,457080,0,605e8536f560f44b3076a8c9da07cd3d1c4efb416c8c2b4c121c56c506f1b3d7,0.14709319999383297,,1.7205419460791023
case_070,2,ok,58525,129536,549500,0,0a4682dc7509a24a0d28a236791ed5b83ab405debaa2ff2380162c4c7f605832,0.1398462999932235,,2.0042716787697565
case_070,3,ok,45661,259072,679036,0,872c1cca9b126350c8b86e4aaa213fd5ee4fa4352e77fd093f92457a7ebb09dc,0.15485599999374244,,2.568931911259061
case_070,4,ok,36336,360960,780924,0,5677e787303a523a18b7b6a35f1fa26d1d929f91b5da4bb1412c7230c6fa1b2a,0.18188580000423826,,3.228203434610304
case_070,5,ok,27664,462848,882812,0,f2896306339620f997e60c58c996419eb18a8b3e73574d3271c79b070aeabfc7,0.14560979999077972,,4.240167727009832
case_071,2,ok,11417,80358,201804,0,4f4e6aa6d59931663f179eb99effe1fc266b38572eecdd412c3a9afaa0fcf13b,0.08034260000567883,,1.6570903039327318
case_071,3,ok,10829,277100,398546,0,d3bac41abac6c19f8cffb0d943ab64bd5837a4a49862a82639ef9f7769f81065,0.11200069999904372,,1.7470680579924278
case_071,4,ok,8514,211122,332568,0,541d42fde664a71bccd2c5dc6d508c16e1e4edbd30bb7424b22572c0268411f4,0.09330699998827185,,2.2221047686163966
case_071,5,ok,11906,219474,340920,0,32be0028072230062a6abde083261297f4f89ef993ba84cdad78d7f86116cdc4,0.11002439999720082,,1.5890307408029565
case_072,2,ok,11888724,113611640,124714824,102096168,5efcce0a73a44063c5faa2bea74318ea1afed9443511bd77804adb1ad7515eb0,14.838663100003032,,2.0101255609937616
case_072,3,ok,7926170,118470700,129573884,98032936,d190963f1f40b472528745e83673a3027c1338bcf80ee57b7eadd7d81dc1a192,13.097225999998045,,3.015053676618089
case_072,4,ok,5994354,122293024,133396208,93632968,aaa44100d070ba9d03a42af22c91003f400e0cb0082da4a5c71d1f32ca1f3f72,12.989885700008017,,3.9867228395253265
case_072,5,ok,4863110,121488048,132591232,81879040,c0a4d0909d98a61cd48b445190b95f5b82717dea24c8f6862f353bb0369bc940,12.073944600007962,,4.9141039376037146
case_073,2,ok,5306906,91712384,95753472,87990784,1068749098d7c73b6b32f322c97e6af7a75ba50347e57c954f43f53c54375267,1.3347375000012107,,1.8997182162261776
case_073,3,ok,4347939,93073664,97114752,85630464,8c436efab7ca315e5b589821d8179e51e0f0ff11f2eb4ef5972452a4001ab363,1.2022493999975268,,2.318713763003575
case_073,4,ok,3640418,94434944,98476032,83270144,d2e6d013c407fc69cf9d11f6c97f6e89a5a5180c22ee1e8e7dbcff0c93b6623e,1.140540799999144,,2.7693594526782364
case_073,5,ok,3224273,95796224,99837312,80909824,4f7f6d3e0acfc6ccd8a1f6151aded36c28b1f6eb2ade9af483d52be8771e2317,0.9690413999924203,,3.1267904423725907
case_074,2,ok,822510,7077888,10854616,4792320,512a8c6710d8b33b14fb7336b6586c0e1f2d9ce4babe9a2e4ea21d98ea5f889a,0.7942200000106823,,2.0452505136715664
case_074,3,ok,553814,7614464,11391192,3043328,f44b3b83adbe5c4a21fd8d749dfc194de6e66da93a7b40c4d68b119b9360a71a,0.7401007000007667,,3.0375523190096314
case_074,4,ok,423088,8429568,12206296,1785856,cb5bdc643d505af8d7a9d24e2ac14f642b9861c4f1ba3c38a710bdaa9e11b468,0.7817249999934575,,3.9760971712740614
case_074,5,ok,407970,12185740,15962468,622592,b2fda768f7bd35f58e209e0fb544c8c54787240df2d66e9bcfb2ae6a79f7416c,1.1093048000038834,,4.123437997892002
case_075,2,ok,738658,1401990,3239180,0,0636cef50865a16407fbe82b385c14210d5b6fdf3a7e071a637217bf633d9e42,1.8962285000015981,,1.9519303926851128
case_075,3,ok,559640,4018700,5855890,0,cb7a9b0b1f4647a7cfc27158630f0555e13f41405789466eff57f7b02c903119,1.995275399996899,,2.576315131155743
case_075,4,ok,398037,3455122,5292312,0,fee69e2338b9c3e28a2cb364a0ff62e80ef8618ba9ac75f24822643e43ec2e1b,1.8766503000078956,,3.6222989320088335
case_075,5,ok,369499,6786072,8623262,0,b8dd6eb6a01ad22dea7c4c66bc1da679238f348f6fe938ebc8e340691c431ed7,1.9892344000109006,,3.902064687590494
case_076,2,ok,3069464,30744576,35015250,26670080,9c085d0415a7500639545358ad58241703df683ca05af1facd70079a75250ab9,16.86249470000621,,2.015046600970072
case_076,3,ok,2061609,35117056,39387730,26968064,39e2d4ee50c5452f2d1abd929986cba6b83071211a6079fb6813642a50ef1a6f,15.41775009999401,,3.0001387265965564
case_076,4,ok,1550155,35703808,39974482,23480320,49b569bce2bd14783d92957e2d067050edf2828d130eabdb79cb195196554930,14.763228200012236,,3.9899964842225453
case_076,5,ok,1238120,37194752,41465426,20896768,162a333baa3fb62a3de6b8cb5cef2950e23877f6f82b72bf22e14896ead2e7af,14.015813899997738,,4.995568280942074
case_077,2,ok,250735,57344,2198704,0,68b2bd2b1e09c4a9ec8efaaf8afa56674114d2377c8721b271c9d362b1b85347,0.6981815000035567,,1.9754721119907472
case_077,3,ok,178739,114688,2256048,0,7661925961b9c6ddac03aaf9bc9b3d4718147eb7812e11afbe426147c4163b5c,0.747008399994229,,2.771191513883372
case_077,4,ok,144734,172032,2313392,0,c6e3ba2f11ee76c499b41ff84cabacc22b10f2a11eb4fefd1f2b60e6b847d251,0.7134233999968274,,3.4222781101883455
case_077,5,ok,121081,172032,2313392,0,4b5f3f8d483bc722783a6e95e26fdd9237bca50296070645508ea4428505a112,0.7806252000009408,,4.090815239385205
case_078,2,ok,1055740,2148480,4493568,0,dd512d08343ea8a420864219616b9e37c2ec57aa5a8e0d25277a72cce778b002,0.1559519000002183,,2.1749133309337525
case_078,3,ok,773858,5034240,7379328,0,3b2c349df5a303874ff2972a0aa93d72e2f0eb4df87c7ebaa4955caf16575308,0.15438130000256933,,2.967137381793559
case_078,4,ok,557664,6445440,8790528,0,408c2d623ae7906c6c18ccae0597a4c67ded37fd77becd4f167416f6e542cf3c,0.13901179999811575,,4.117430926149079
case_078,5,ok,528099,9331200,11676288,0,6b3b24e83b2abdd2abcac385a6d89bc7ccdd5b387821677443ff653c1f6df994,0.16122090000135358,,4.347940442985122
case_079,2,ok,15446486,31780864,41132032,28131328,b86021bc1bd6d3163a5cee18d748594163a4a3e3b748ef0d3d2d881b49b32f21,10.06652550000581,,2.010311665708304
case_079,3,ok,10181692,39960576,49311744,28336128,6ab985077dcaa65a8a4ed592d313caf8043e631d6ebc19cc9d2cffa3cd6c9525,8.944054199993843,,3.049812447675691
case_079,4,ok,7635624,30445568,39796736,19496960,6d13f89ff0d52188a983427b9dd1a01939e7c564e727b01ab81921b6727cd47e,7.219831400012481,,4.066760097144647
case_079,5,ok,6075976,47677440,57028608,24428544,27d1a1c7184c6496d232354cd037760c029314f30d493c1d001b028def277a22,8.297964299999876,,5.110660575354478
case_080,2,ok,156441,3076096,5054464,1613824,4994c1699b9ba5036fcbcdfcd9f9b36ebd5ca9cea52e76ef8285d09e4e079816,0.2278095000074245,,1.8674004896414622
case_080,3,ok,100098,983040,2961408,0,f787fb65eda1728918e758483a68fd5181701e5ea27fcece0914931226fa0ab6,0.1634217999962857,,2.9185198505464647
case_080,4,ok,92659,2584576,4562944,0,9079fca7f47cd3282f5b9fd1620fb1c4d24ac6e86e450b93eccd1a149de5eb06,0.2574648000008892,,3.1528291909042836
case_080,5,ok,113455,4571136,6549504,0,cb7a4f27a73a650821a086099dc3be0f35aaaaed2e213d22d961cd162633c73f,0.23230669999611564,,2.574923978669957
case_081,2,ok,76860,0,1741140,0,38d67cf6c28fac291aac83471e998b1d4df4007407ebbd1d57a02e3949f048bd,0.7869612000067718,,1.9749544626593807
case_081,3,ok,51943,0,1741140,0,d68ac76f4bbba1d8b60aa20c255a9cabd714ed94c6686cf599309686826f889c,0.7252055999997538,,2.9223379473653814
case_081,4,ok,39588,0,1741140,0,6a60e3a9bbc1f246a0658bb1bf739967c2feba8eda9c86978335e639c3b60689,0.654249900006107,,3.834369000707285
case_081,5,ok,30943,0,1741140,0,ae26e110b0e9d64eef0fc2c50bf20ec8d20f3c1e5fb6ea87c3845f9f42fa4215,0.5898499000031734,,4.905632937982743
case_082,2,ok,365555,567942,1159948,0,e667ab7b0d097b0ba2cfadbe16203912a442382b7abd426668b5655594ba896b,0.7545137999986764,,1.972455581239485
case_082,3,ok,249583,1538572,2130578,0,213037075f8e71bed93d8f639a4f34222e67abe2d060b80736ec3c035c244049,0.7871838999999454,,2.888982823349347
case_082,4,ok,202367,1418386,2010392,0,4dec74e4095e85090b6c73620265c118ac2593d4103e52ff1502112d02b88472,0.7423924000031548,,3.56303646345501
case_082,5,ok,187739,2829592,3421598,0,2b79a56e8dcf36f94be82411fc38ebce69cf2dc28e2cec132788ae895df757e3,0.8079938000009861,,3.840656443253666
case_083,2,ok,447790,930400,2368704,0,c9188db4633d9a506e875ba4de40c57580c98591034206ec200a2d8503281d68,0.7792288999917218,,2.3626990330288753
case_083,3,ok,308067,1860800,3299104,0,163a381039564a1b6b10d0687b4fb4a82a8471b4c6a3401066834aad95d289c3,0.6727495000086492,,3.4342951370968002
case_083,4,ok,224609,2791200,4229504,0,06cb98df169d10f9dda4d24e406d18d2f029d314f774986c9328a4eba37c3a64,0.6845185999991372,,4.710376699063707
case_083,5,ok,197034,3721600,5159904,0,7bc8dee7e3372db6b1ac1ef6a582f78d0e8848584634df682eb17e36318e880a,0.6429769000096712,,5.369596110315986
