case,cores,status,makespan_cycles,added_copy_bytes,scheduled_copy_bytes,spill_added_copy_bytes,plan_sha256,seconds,error,speedup
case_036,5,ok,187182,4608,6559360,0,44eb0fd5643141ae77ce2094f9599928fea4c7cd89fc95841cadaf777e070f3e,0.4648749000043608,,4.976493466252097
case_037,2,ok,105374,204800,819200,0,f797354f61480b6e37404bfc8c2bad088a272a5b578d6e8ecc6359d93ae54745,0.12298179999925196,,1.992910964754114
case_037,3,ok,74038,1064960,1679360,0,81e7e255e81d45081e729167cb768995ab2c191d6931d47a9ac251bb73cebd7e,0.13914530001056846,,2.836394824279424
case_037,4,ok,54976,532480,1146880,0,47b0ca248ce1ddad5c4b5ad2d7b6b11ea66a30ea6147407e58b4a3bc870652a1,0.11444199999095872,,3.8198668509895226
case_037,5,ok,44890,655360,1269760,0,cfdd02844e2d85eec05f8e608c13be781e7d22da859b5ef70878a2b6d556fe36,0.1259476999985054,,4.678124303853865
case_038,2,ok,683459,6094848,8897798,4240896,bf19ca8e2fe24ca92070b01686d2a8f88dd4fc7bced8487f3d7d38037bdd6dc9,1.541075200002524,,1.996542587046187
case_038,3,ok,462076,7942656,10745606,3323904,1b0bbb4a427c9a7486ec4e678bcd0ae9dc6a19ad6d797de86bd79126c91e2f09,1.6370499000040581,,2.9530964603225445
case_038,4,ok,348315,8252564,11055514,2232320,74a900811fa19abf7e4d2b645025e1dba64401fcafe8b1863c04b16241504294,1.6650193000095896,,3.91758896401246
case_038,5,ok,291895,9579520,12382470,847872,44563c1525e07ef34fdc1328612a0b7846025df80259d94be3836aefaa56d0de,1.6247870000079274,,4.6748145737337055
case_039,2,ok,712650,8159232,12648448,6922240,52363a870e80c7db28d9d76c761e0cb81385e202a7b4a16592833fe09edab480,1.2533406000002287,,2.0139788114782853
case_039,3,ok,568523,15192064,19681280,5976064,45aa2e78dde9a8f4e4fda3fd6461e9646b9fe1016971e2c256a716a8ae934ded,1.750946300002397,,2.524545181109647
case_039,4,ok,367778,12492800,16982016,6103040,aa55b3db2445e181d2558acf9a46f782d108eb668f42fa05cc5b9bbdc30e96cb,1.3498160000017378,,3.902522717508932
case_039,5,ok,431161,20480000,24969216,3670016,3114ed4362763ae1593a971bbdfa0dbf162e339a37908c1086c080f0cd915290,1.4824536999949487,,3.3288307615948565
case_040,2,ok,144027,12288,923526,0,5eebd00a6779e00fce3f090619e94376a721f04ce1e8271d80b0ddc9c8a90111,0.5466509999969276,,1.7597672658598735
case_040,3,ok,110105,0,911238,0,9fc2c058fd63f818676217252253dff4922afc5ffe9218815718552327c7cc93,0.46706139999150764,,2.301929975932065
case_040,4,ok,110202,53760,964998,0,c4e53d803de17d14991233eb73150c5e7eab1a7479f1c6ab05cdded9293bf4b2,0.508266700009699,,2.2999038129979494
case_040,5,ok,110337,66048,977286,0,bf9b5fff87f206f7257230e6c2e3f579be01b554e1a1b18eb1feddd150387b31,0.47752309999486897,,2.2970898248094476
case_041,2,ok,3043073,23538096,28488076,21516288,50489a35a9ac9498b49314f6233efafce1131fa2a4d09bbdd976b0e8cca37b7f,7.068468600002234,,1.9729914464753229
case_041,3,ok,1998711,34737276,39687256,24736768,819e0f5374012cb50e3c62ee810bed324682852813e41547bed2e3807d725f4d,6.079938299997593,,3.0039145229100157
case_041,4,ok,1528894,24485928,29435908,16074752,c7a485e9efad43103d59916a78b88b82a226f15cbd4dea93494dc4b28eb7231f,6.211364799994044,,3.9269936306898976
case_041,5,ok,1208717,39054488,44004468,20263936,3bd1a75774b092b07ae7eb005fceceb155ffd34a40a0e9b80dfcdc3cee1dc63f,6.047698399997898,,4.967214823651855
