version,phase,case,cores,source_sha256,tensor_id,size_bytes,start_event,start_cycle,end_event,end_cycle,evicted
fifo-event-replay-v1,confirmation,case_095,2,d31647a151b0d9c856e7f8ed69d43f1ce3a7524c2557411af2c021c959bb1419,1000004891,18432,3971,467970,4139,495564,True
fifo-event-replay-v1,confirmation,case_095,2,d31647a151b0d9c856e7f8ed69d43f1ce3a7524c2557411af2c021c959bb1419,1000004869,6144,3974,468176,4146,496878,True
fifo-event-replay-v1,confirmation,case_095,2,d31647a151b0d9c856e7f8ed69d43f1ce3a7524c2557411af2c021c959bb1419,1000004885,6144,3975,468176,4146,496878,True
fifo-event-replay-v1,confirmation,case_095,2,d31647a151b0d9c856e7f8ed69d43f1ce3a7524c2557411af2c021c959bb1419,1000004907,18432,3978,469284,4146,496878,True
fifo-event-replay-v1,confirmation,case_095,2,d31647a151b0d9c856e7f8ed69d43f1ce3a7524c2557411af2c021c959bb1419,1000004923,18432,3979,469284,4147,496878,True
fifo-event-replay-v1,confirmation,case_095,2,d31647a151b0d9c856e7f8ed69d43f1ce3a7524c2557411af2c021c959bb1419,1000004901,6144,3982,469490,4154,498192,True
fifo-event-replay-v1,confirmation,case_095,2,d31647a151b0d9c856e7f8ed69d43f1ce3a7524c2557411af2c021c959bb1419,1000004917,6144,3983,469490,4154,498192,True
fifo-event-replay-v1,confirmation,case_095,2,d31647a151b0d9c856e7f8ed69d43f1ce3a7524c2557411af2c021c959bb1419,1000004939,18432,3986,470598,4154,498192,True
fifo-event-replay-v1,confirmation,case_095,2,d31647a151b0d9c856e7f8ed69d43f1ce3a7524c2557411af2c021c959bb1419,1000004955,18432,3987,470598,4155,498192,True
fifo-event-replay-v1,confirmation,case_095,2,d31647a151b0d9c856e7f8ed69d43f1ce3a7524c2557411af2c021c959bb1419,1000004933,6144,3990,470804,4162,499506,True
fifo-event-replay-v1,confirmation,case_095,2,d31647a151b0d9c856e7f8ed69d43f1ce3a7524c2557411af2c021c959bb1419,1000004949,6144,3991,470804,4162,499506,True
fifo-event-replay-v1,confirmation,case_095,2,d31647a151b0d9c856e7f8ed69d43f1ce3a7524c2557411af2c021c959bb1419,1000004971,18432,3994,471912,4162,499506,True
fifo-event-replay-v1,confirmation,case_095,2,d31647a151b0d9c856e7f8ed69d43f1ce3a7524c2557411af2c021c959bb1419,1000004987,18432,3995,471912,4163,499506,True
fifo-event-replay-v1,confirmation,case_095,2,d31647a151b0d9c856e7f8ed69d43f1ce3a7524c2557411af2c021c959bb1419,1000004965,6144,3998,472118,4170,500820,True
fifo-event-replay-v1,confirmation,case_095,2,d31647a151b0d9c856e7f8ed69d43f1ce3a7524c2557411af2c021c959bb1419,1000004981,6144,3999,472118,4170,500820,True
fifo-event-replay-v1,confirmation,case_095,2,d31647a151b0d9c856e7f8ed69d43f1ce3a7524c2557411af2c021c959bb1419,1000005003,18432,4002,473226,4170,500820,True
fifo-event-replay-v1,confirmation,case_095,2,d31647a151b0d9c856e7f8ed69d43f1ce3a7524c2557411af2c021c959bb1419,1000005019,18432,4003,473226,4171,500820,True
fifo-event-replay-v1,confirmation,case_095,2,d31647a151b0d9c856e7f8ed69d43f1ce3a7524c2557411af2c021c959bb1419,1000004997,6144,4006,473432,4178,502134,True
fifo-event-replay-v1,confirmation,case_095,2,d31647a151b0d9c856e7f8ed69d43f1ce3a7524c2557411af2c021c959bb1419,1000005013,6144,4007,473432,4178,502134,True
fifo-event-replay-v1,confirmation,case_095,2,d31647a151b0d9c856e7f8ed69d43f1ce3a7524c2557411af2c021c959bb1419,1000005035,18432,4010,474540,4178,502134,True
fifo-event-replay-v1,confirmation,case_095,2,d31647a151b0d9c856e7f8ed69d43f1ce3a7524c2557411af2c021c959bb1419,1000005051,18432,4011,474540,4179,502134,True
fifo-event-replay-v1,confirmation,case_095,2,d31647a151b0d9c856e7f8ed69d43f1ce3a7524c2557411af2c021c959bb1419,1000005029,6144,4014,474746,4186,503448,True
fifo-event-replay-v1,confirmation,case_095,2,d31647a151b0d9c856e7f8ed69d43f1ce3a7524c2557411af2c021c959bb1419,1000005045,6144,4015,474746,4186,503448,True
fifo-event-replay-v1,confirmation,case_095,2,d31647a151b0d9c856e7f8ed69d43f1ce3a7524c2557411af2c021c959bb1419,1000005067,18432,4018,475854,4186,503448,True
fifo-event-replay-v1,confirmation,case_095,2,d31647a151b0d9c856e7f8ed69d43f1ce3a7524c2557411af2c021c959bb1419,1000005083,18432,4019,475854,4187,503448,True
fifo-event-replay-v1,confirmation,case_095,2,d31647a151b0d9c856e7f8ed69d43f1ce3a7524c2557411af2c021c959bb1419,1000005061,6144,4022,476060,4194,504762,True
fifo-event-replay-v1,confirmation,case_095,2,d31647a151b0d9c856e7f8ed69d43f1ce3a7524c2557411af2c021c959bb1419,1000005077,6144,4023,476060,4194,504762,True
fifo-event-replay-v1,confirmation,case_095,2,d31647a151b0d9c856e7f8ed69d43f1ce3a7524c2557411af2c021c959bb1419,1000005099,18432,4026,477168,4194,504762,True
