case,cores,singlecore_cycles,baseline_cycles,makespan_cycles,speedup,reduction_percent,added_copy_bytes,spill_bytes,peak_l1_bytes,peak_ub_bytes,evaluations,bound_pruned,invalid_candidates,wall_seconds,stop_reason,selected
case_046,4,276455,124612,78100,3.5397567221510884,37.325458222322084,2791200,0,180736,0,24,9,0,5.16701479999756,evaluation_budget,data_w2_k4
case_046,5,276455,131039,78210,3.53477816136044,40.31547859797465,2791200,0,180736,0,24,14,0,6.029151399998227,evaluation_budget,band_w2_k4
case_047,2,326508,326508,175422,1.861271676300578,46.27329192546584,500422,0,14592,28612,24,4,0,160.7914313000001,evaluation_budget,split_s19_d112_c1
case_047,3,326508,326508,126977,2.5713948195342464,61.11060065909564,1334028,0,21504,9572,24,4,0,142.49993970000287,evaluation_budget,valley_w6_k3
case_047,4,326508,326508,102614,3.1819050032159355,68.57228613081456,1057490,0,13824,9444,24,0,0,136.2407424999983,evaluation_budget,eft_placement
case_047,5,326508,326508,94326,3.461484638381782,71.11066191333751,2350744,0,18624,8516,24,1,0,132.74126890000116,evaluation_budget,valley_w12_k5
case_048,2,222220,222220,130812,1.698773812800049,41.134011340113396,584518,0,13056,12292,24,6,0,10.50560680000126,evaluation_budget,split_s8_d35_c1
case_048,3,222220,222220,94684,2.3469646402771325,57.39177391773917,695564,0,8448,10628,24,2,0,8.969239000001835,evaluation_budget,eft_placement
case_048,4,222220,222220,94456,2.352629795883798,57.494374943749435,761806,0,8704,10756,24,0,0,9.462433400000009,evaluation_budget,eft_placement
case_048,5,222220,222220,93690,2.371864660049098,57.839078390783904,634002,0,8704,10308,24,0,0,10.262497499999881,evaluation_budget,release_order
case_049,2,196276,160206,118661,1.654090223409545,25.93223724454764,1012058,0,86176,110564,24,10,0,25.325980399997206,evaluation_budget,chain_s4_r40_d10_c1
case_049,3,196276,160224,100334,1.9562262044770466,37.37891951268224,1503824,0,60032,92130,24,1,0,26.747800000001007,evaluation_budget,band_w4_k3
case_049,4,196276,160242,86256,2.2755054720831014,46.17141573370277,1742718,0,54432,95842,24,0,0,30.300305099997786,evaluation_budget,band_w4_k4
case_049,5,196276,160260,82319,2.3843341148459043,48.63409459628104,2060912,0,49280,95778,24,0,0,31.344660800001293,evaluation_budget,move_s10_c4
case_050,2,149690,108121,74691,2.004123656129922,30.919062901748962,330004,16582,17216,128304,24,13,0,25.3011445000011,evaluation_budget,chain_s2_r8439_d15_c1
case_050,3,149690,108134,56979,2.6271082328577195,47.307044962731425,723864,0,16544,71436,24,16,0,33.15051850000236,evaluation_budget,chain_s12_r40_d91_c2
case_050,4,149690,108147,43856,3.4132159795695003,59.44778865803028,811130,0,15392,57384,24,10,0,22.568359999997483,evaluation_budget,valley_w6_k4
case_050,5,149690,108160,40755,3.6729235676604097,62.31971153846154,958336,0,15104,65576,24,6,0,33.25931370000035,evaluation_budget,chain_s9_r40_d36_c0
case_051,2,607628,607628,318295,1.9090089382491084,47.61679843588511,668,0,196608,65546,20,6,0,5.399395300002652,no_new_candidate,eft_placement
case_051,3,607628,607628,227413,2.6719140946208,62.57364703404056,952,0,131072,65542,24,6,0,5.947503499999584,evaluation_budget,band_w4_k3
case_051,4,607628,607628,178135,3.4110534145451483,70.68354322052308,1140,0,98304,65540,24,6,0,6.117049600001337,evaluation_budget,band_w4_k4
case_051,5,607628,607628,178135,3.4110534145451483,70.68354322052308,1140,0,98304,65540,24,7,0,6.529996299999766,evaluation_budget,band_w4_k4
case_052,2,180301,91254,84778,2.1267427870438085,7.09667521423718,858788,45056,334336,129054,24,13,0,5.891346700002032,evaluation_budget,split_s0_d1_c0
case_052,3,180301,63361,60514,2.9794923488779457,4.493300295134228,832012,0,135936,86262,24,7,0,5.995316199998342,evaluation_budget,valley_w1_k3
case_052,4,180301,47721,45559,3.9575276015715883,4.530500199073783,651248,0,101376,81192,24,21,0,7.12890310000148,evaluation_budget,chain_s6_r1306_d10_c3
case_052,5,180301,51670,37971,4.74838692686524,26.51248306560867,808652,0,101376,67620,24,49,0,10.290350899998884,evaluation_budget,chain_s8_r1278_d10_c2
case_053,2,1472686,774929,703256,2.094096602090846,9.24897635783407,5343438,0,350064,70388,24,5,0,123.98709719999897,evaluation_budget,split_s70_d71_c0
case_053,3,1472686,546106,494145,2.980270973094942,9.514819467282909,8154352,0,235328,47876,24,5,0,130.47285069999998,evaluation_budget,chain_s36_r710_d25_c1
case_053,4,1472686,492232,412060,3.573960102897636,16.287441694160478,10218514,0,191040,32004,24,3,0,114.53267839999899,evaluation_budget,data_w2_k4
case_053,5,1472686,492699,362409,4.063602173235212,26.444137292748714,7309256,6632,499200,131072,24,8,0,131.81281650000165,evaluation_budget,band_w16_k5
case_054,2,815051,517960,419294,1.9438651638229978,19.048961309753654,4776444,0,278528,90340,19,6,0,134.32288049999988,no_new_candidate,band_w2_k2
case_054,3,815051,517986,292055,2.7907448939412096,43.61720200932071,1859024,0,105984,23252,24,6,0,143.20435949999955,evaluation_budget,chain_s4_r15_d28_c2
case_054,4,815051,518015,231708,3.517578158717006,55.27002113838402,1766610,0,101376,21876,24,3,0,146.75406959999964,evaluation_budget,valley_w1_k4
case_054,5,815051,518133,201383,4.047268140806325,61.13295235007228,2980344,0,101376,19124,24,5,0,157.5513764999996,evaluation_budget,chain_s20_r15_d78_c1
case_055,2,118835,65764,59221,2.006636159470458,9.949212335016123,618150,0,75264,103458,24,4,0,7.465425200000027,evaluation_budget,split_s6_d17_c1
case_055,3,118835,43687,42829,2.774638679399472,1.9639709753473622,115712,0,65536,114704,24,13,0,7.440509899999597,evaluation_budget,split_s0_d7_c0
case_055,4,118835,31367,31297,3.797009298015784,0.22316447221601976,115724,0,47616,90124,24,19,0,7.037419199998112,evaluation_budget,chain_s1_r1021_d14_c3
case_055,5,118835,26781,26781,4.437287629289422,0.0,198656,0,40960,65544,24,16,0,5.991555299999163,evaluation_budget,base_w0_k5
case_056,2,277285,265710,153129,1.8107935139653495,42.36987693349893,2662330,0,22208,71052,24,7,0,77.35361829999965,evaluation_budget,chain_s2_r7463_d8_c1
case_056,3,277285,265728,102094,2.7159774325621484,61.579509874759154,2598576,0,20992,54568,24,5,0,70.52110089999769,evaluation_budget,valley_w1_k3
case_056,4,277285,265746,102031,2.71765443835697,61.60581909040964,2603280,0,20992,54568,24,3,0,97.42532420000134,evaluation_budget,chain_s5_r7729_d3_c3
case_056,5,277285,265764,96721,2.866854147496407,63.60643277494318,3976084,0,18048,50250,24,4,0,77.6728200999969,evaluation_budget,valley_w1_k5
case_057,2,59726,33730,30139,1.981684860147981,10.646308923806702,18256,0,17280,122900,24,24,0,5.783647799999017,evaluation_budget,chain_s0_r64_d14_c1
case_057,3,59726,25250,21970,2.718525261720528,12.990099009900991,18208,0,17280,98320,24,37,0,5.565558800000872,evaluation_budget,split_s0_d9_c0
case_057,4,59726,20957,16208,3.684970384995064,22.6606861669132,24400,0,17920,77836,24,60,0,6.467959300000075,evaluation_budget,chain_s0_r64_d14_c1
case_057,5,59726,16538,16209,3.684743043987908,1.989357842544448,85822,0,17920,77836,24,41,0,5.151568299999781,evaluation_budget,chain_s0_r64_d5_c4
case_058,2,4539717,2271316,2267345,2.0022171306087078,0.17483256402895941,33746944,27074560,524288,0,21,12,0,185.80835790000128,time_budget,chain_s0_r1317_d6_c1
case_058,3,4539717,1554831,1528788,2.969487594094145,1.674973035654681,21614592,9605120,524288,0,21,23,0,185.68864119999853,time_budget,release_order
case_058,4,4539717,1154519,1151253,3.943283535417497,0.2828883716941899,42921984,23019520,524288,0,22,23,0,186.08283930000107,time_budget,chain_s2_r1447_d6_c0
case_058,5,4539717,1004819,934884,4.855914744503061,6.95995995298656,30380032,8622080,524288,0,20,41,0,189.44609430000128,time_budget,release_order
case_059,2,829473,369318,369318,2.2459587672412393,0.0,360448,0,421888,0,24,9,0,13.781606100001227,evaluation_budget,base_w0_k2
case_059,3,829473,266217,260714,3.181543760595902,2.0671106653594618,3186688,925696,524288,0,24,25,0,18.823135999999067,evaluation_budget,chain_s1_r396_d17_c2
case_059,4,829473,185216,185216,4.478408992743607,0.0,1081344,0,241664,0,24,16,0,13.636413500000344,evaluation_budget,base_w0_k4
case_059,5,829473,150782,150782,5.501140719714555,0.0,4325376,0,520192,0,24,18,0,15.309268699998938,evaluation_budget,base_w0_k5
case_060,2,888789,469437,442050,2.010607397353241,5.834009675419704,3385392,2187280,524288,122906,24,21,0,43.2304965000003,evaluation_budget,chain_s2_r1389_d28_c1
case_060,3,888789,334622,310589,2.8616242043343454,7.18213387045682,5723712,1242172,524288,126980,24,27,0,44.36133990000235,evaluation_budget,chain_s3_r879_d15_c2
case_060,4,888789,229383,229360,3.875082839204744,0.010026898244419602,3966232,412692,524288,122894,24,34,0,37.86635319999914,evaluation_budget,chain_s0_r2147_d10_c2
case_060,5,888789,183272,183263,4.849800559851143,0.004910733772756082,4290948,81920,452608,122894,24,29,0,35.23421330000201,evaluation_budget,chain_s1_r2796_d9_c0
case_061,2,77191,39299,39298,1.9642475444042953,0.002544594010023271,34560,0,49920,47136,24,15,0,5.138797399999021,evaluation_budget,split_s1_d23_c1
case_061,3,77191,28409,28371,2.7207712100384196,0.1337604280333693,43012,0,44544,52260,24,24,0,5.037212200000795,evaluation_budget,chain_s1_r148_d9_c2
case_061,4,77191,27166,27166,2.8414562320547745,0.0,62208,0,44544,34840,24,12,0,5.037894000000961,evaluation_budget,base_w0_k4
case_061,5,77191,22283,20757,3.7187936599701303,6.848269981600319,157028,0,45312,16414,24,14,0,6.053500199999689,evaluation_budget,chain_s0_r531_d8_c2
case_062,2,2854809,2854809,1430440,1.9957558513464388,49.89367064486626,224256,0,12288,64512,10,27,0,182.86685240000224,time_budget,eft_placement
case_062,3,2854809,2854809,955129,2.9889250561965977,66.54315577679628,299520,0,7680,43008,12,18,0,182.55340179999985,time_budget,data_w8_k3
case_062,4,2854809,2854809,717090,3.981102790444714,74.88133181589382,339456,0,7680,33792,14,19,0,183.15457379999862,time_budget,data_w8_k4
case_062,5,2854809,2854809,567755,5.028241054680276,80.11232975656165,15037440,251904,514560,130560,16,26,0,184.41325789999973,time_budget,data_w4_k5
case_063,2,1070397,1070397,536188,1.996309130379643,49.907557663184775,46080,0,7680,23040,24,31,0,73.9739370999996,evaluation_budget,chain_s0_r3_d13_c0
case_063,3,1070397,1070397,351019,3.0493990353798512,67.20665323239882,4792320,15360,399360,130560,23,17,0,67.42388329999812,no_new_candidate,data_w4_k3
case_063,4,1070397,1070397,263646,4.059978152522701,75.36932558667485,5208576,0,247296,84480,24,33,0,82.48113999999987,evaluation_budget,eft_placement
case_063,5,1070397,1070397,212149,5.04549632569562,80.18034430216079,5555712,0,196608,67584,24,26,0,79.00142030000279,evaluation_budget,data_w4_k5
case_064,2,19116,19116,13395,1.4270996640537514,29.927809165097297,50982,0,7680,8084,24,4,0,5.0573937999979535,evaluation_budget,split_s11_d99_c0
case_064,3,19116,19116,10658,1.7935822856070558,44.245658087466,66892,0,8864,4100,24,4,0,4.505381400002079,evaluation_budget,eft_placement
case_064,4,19116,19116,10465,1.8266602962255136,45.25528353211969,83824,0,8224,2916,24,0,0,6.164945099997567,evaluation_budget,data_w4_k4
case_064,5,19116,19116,10292,1.85736494364555,46.16028457836367,83728,0,8288,2916,24,0,0,7.0246141999996325,evaluation_budget,data_w4_k5
case_065,2,53068,26928,25554,2.0767003208890977,5.102495543672014,21168,0,36864,66576,24,11,0,3.0789632000014535,evaluation_budget,split_s0_d14_c1
case_065,3,53068,18165,18165,2.921442334159097,0.0,27792,0,36864,40968,24,9,0,2.651275700001861,evaluation_budget,base_w0_k3
case_065,4,53068,14502,14387,3.6886077709042886,0.7929940697834814,41876,0,36864,40968,24,25,0,3.59478880000097,evaluation_budget,chain_s0_r118_d5_c2
case_065,5,53068,12156,12156,4.365580783152352,0.0,55584,0,32256,30728,24,11,0,2.8422601999991457,evaluation_budget,base_w0_k5
case_066,2,359070,248146,185994,1.9305461466498919,25.04654517904782,962412,0,123312,70442,24,6,0,51.573773000000074,evaluation_budget,split_s3_d16_c1
case_066,3,359070,248976,137048,2.6200309380654954,44.95533706060022,1906520,0,79872,38408,24,2,0,52.17300559999785,evaluation_budget,chain_s7_r3884_d45_c2
case_066,4,359070,249811,112071,3.2039510667344806,55.137684089171415,2276914,0,89088,35528,24,2,0,49.87947239999994,evaluation_budget,valley_w1_k4
case_066,5,359070,250449,94772,3.788777275988689,62.15916214478796,2420422,0,89088,42022,24,3,0,54.44938909999837,evaluation_budget,chain_s21_r15_d80_c3
case_067,2,63834834,33768704,30500185,2.0929326822116,9.679136634914975,22365440,17465344,524288,0,24,8,0,89.56654399999752,evaluation_budget,move_s0_c1
case_067,3,63834834,23568859,20272452,3.148846227382854,13.986281643926846,17584896,10141696,518144,0,24,20,0,95.46515649999856,evaluation_budget,data_w2_k3
case_067,4,63834834,18473155,15216198,4.195189494773924,17.63075663036444,17030272,5734400,518144,0,24,20,0,102.34016429999974,evaluation_budget,critical_order
case_067,5,63834834,15931687,12334877,5.175149618435595,22.576454081730326,18799872,2441216,518144,0,24,12,0,114.19692510000095,evaluation_budget,critical_order
case_068,2,362095,302408,186013,1.9466112583529107,38.48939181503135,1427488,45442,83520,125404,24,5,0,50.02261889999863,evaluation_budget,split_s37_d31_c0
case_068,3,362095,303144,134975,2.682681978144101,55.47495579658512,2190516,0,69504,109588,24,7,0,35.20880780000152,evaluation_budget,valley_w1_k3
case_068,4,362095,303921,122595,2.95358701415229,59.66221485188585,3057330,0,66048,98692,24,6,0,31.81802560000142,evaluation_budget,valley_w1_k4
case_068,5,362095,304058,122035,2.9671405744253696,59.86456531319683,3065990,0,66048,98692,24,5,0,37.70806300000186,evaluation_budget,move_s6_c4
case_069,2,25144,25144,13405,1.8757180156657964,46.687082405345215,111846,0,37248,34770,24,4,0,3.541066599998885,evaluation_budget,split_s7_d20_c1
case_069,3,25144,25144,10867,2.3137940553970737,56.78094177537385,293004,0,28800,13684,24,2,0,3.6391474999982165,evaluation_budget,valley_w6_k3
case_069,4,25144,25144,9592,2.621351125938282,61.85173401209036,262578,0,26880,11618,24,4,0,3.3290153999987524,evaluation_budget,valley_w1_k4
case_069,5,25144,25144,9592,2.621351125938282,61.85173401209036,262578,0,26880,11618,24,4,0,4.229518299998745,evaluation_budget,valley_w1_k4
case_070,2,117300,58525,58257,2.013491940882641,0.45792396411790115,129552,0,114176,16392,24,9,0,5.113520999999309,evaluation_budget,chain_s1_r472_d8_c0
case_070,3,117300,45661,45647,2.5697198063399567,0.030660738923804498,259076,0,118016,12290,24,15,0,5.410066500000539,evaluation_budget,chain_s0_r47_d10_c2
case_070,4,117300,36336,36335,3.2282922801706344,0.0027520915896084297,360964,0,102400,16392,24,18,0,5.870007800000167,evaluation_budget,chain_s0_r81_d9_c1
case_070,5,117300,27664,26584,4.412428528438158,3.903990746096009,462852,0,104192,16392,24,24,0,6.34603849999985,evaluation_budget,chain_s0_r166_d9_c1
case_071,2,18919,18919,10540,1.7949715370018975,44.288810190813464,79782,0,27648,23202,24,5,0,2.48057620000327,evaluation_budget,split_s7_d20_c0
case_071,3,18919,18919,9004,2.101177254553532,52.4076325387177,257100,0,29184,14722,24,0,0,2.563997699999163,evaluation_budget,split_s9_d20_c0
case_071,4,18919,18919,8493,2.2275991993406334,55.10862096305302,179442,0,24576,11714,24,2,0,3.081583299997874,evaluation_budget,move_s21_c0
case_071,5,18919,18919,8493,2.2275991993406334,55.10862096305302,179442,0,24576,11714,24,3,0,3.6605163999993238,evaluation_budget,move_s21_c0
case_072,2,23897828,11833111,11833111,2.0195727057745,0.0,113945376,102996424,524288,30198,7,5,0,202.31854909999674,time_budget,base_w0_k2
case_072,3,23897828,7945629,7926170,3.015053676618089,0.24490194545957467,118470700,98032936,524288,59542,8,6,0,193.7079690999999,time_budget,valley_w1_k3
case_072,4,23897828,5994354,5972781,4.001122425215323,0.3598886552245717,124242974,92324400,524288,40372,8,7,0,193.20715159999963,time_budget,valley_w1_k4
case_072,5,23897828,4863110,4820122,4.957930110482681,0.8839610866297476,129444980,88998416,524288,59158,9,9,0,191.20314320000034,time_budget,valley_w1_k5
case_073,2,10081626,5980423,4145668,2.4318459654752864,30.679351611081696,3884288,0,459264,0,19,16,0,37.07150240000192,no_new_candidate,move_s0_c1
case_073,3,10081626,4515227,2822777,3.57152761270196,37.4831652982231,7475968,0,401920,0,24,8,0,42.91611499999999,evaluation_budget,chain_s1_r177_d1_c0
case_073,4,10081626,3903787,2197773,4.587200770962243,43.70151342785864,11181184,0,377344,0,24,8,0,53.95689439999842,evaluation_budget,chain_s2_r302_d1_c3
case_073,5,10081626,3517515,1829702,5.5099824998824944,47.98310739257686,14886400,0,360960,0,24,8,0,57.816500000000815,evaluation_budget,eft_placement
case_074,2,1682239,822510,819895,2.0517737027302276,0.3179292652976895,7159808,4874240,524288,122892,24,13,0,32.16346920000069,evaluation_budget,eft_placement
case_074,3,1682239,553814,553722,3.038057003333803,0.016612075534383486,7630848,3043328,524288,122892,24,18,0,31.825795599997946,evaluation_budget,chain_s2_r4397_d25_c1
case_074,4,1682239,423088,413220,4.071049319974832,2.332375297810385,8552452,1892352,524288,122892,24,27,0,34.03661690000081,evaluation_budget,chain_s3_r2215_d25_c0
case_074,5,1682239,347042,345365,4.8709017995454085,0.48322681404556755,9453568,1597440,524288,122896,24,54,0,34.38973050000277,evaluation_budget,chain_s0_r4193_d22_c1
case_075,2,1441809,1441809,733449,1.9657931226302032,49.12994717053368,1407622,0,47872,52964,24,4,0,44.32556720000139,evaluation_budget,split_s12_d66_c0
case_075,3,1441809,1441809,546846,2.6365905574878483,62.0722300942774,3968268,0,49920,28804,24,5,0,49.17128380000213,evaluation_budget,split_s36_d158_c1
case_075,4,1441809,1441809,398037,3.6222989320088335,72.39322268067407,3455122,0,39936,23812,24,6,0,42.06348330000037,evaluation_budget,valley_w1_k4
case_075,5,1441809,1441809,358375,4.023185211021974,75.14407248116775,5720854,0,35456,28866,24,2,0,56.89399649999905,evaluation_budget,chain_s20_r11_d79_c0
case_076,2,6185113,3069464,3069464,2.015046600970072,0.0,30744576,26670080,524288,8192,12,8,0,187.51267449999796,time_budget,base_w0_k2
case_076,3,6185113,2061609,2061506,3.000288623947735,0.004996097708154235,35123204,26974208,524288,8192,11,16,0,204.3710276999991,time_budget,chain_s0_r13898_d10_c1
case_076,4,6185113,1550155,1550155,3.9899964842225453,0.0,35703808,23480320,524288,8192,8,15,0,199.18564609999885,time_budget,base_w0_k4
case_076,5,6185113,1238120,1238120,4.995568280942074,0.0,37194752,20896768,524288,8192,8,18,0,195.54033150000032,time_budget,base_w0_k5
case_077,2,495320,250735,250414,1.978004424672742,0.12802361058488199,90112,0,106592,50212,24,16,0,32.266077499996754,evaluation_budget,chain_s1_r4482_d4_c0
case_077,3,495320,178739,178621,2.773022209034772,0.0660180486631301,114688,0,106592,50212,24,20,0,26.583244000001287,evaluation_budget,split_s2_d48_c2
case_077,4,495320,144734,144734,3.4222781101883455,0.0,172032,0,106496,36864,24,15,0,21.649610599997686,evaluation_budget,base_w0_k4
case_077,5,495320,121081,121081,4.090815239385205,0.0,172032,0,106496,36864,24,15,0,23.20831420000104,evaluation_budget,base_w0_k5
case_078,2,2296143,1260358,1024634,2.240939691636233,18.702939958329303,2148480,0,430848,0,21,12,0,3.5883823999974993,no_new_candidate,band_w2_k2
case_078,3,2296143,993959,759650,3.0226327914171,23.573306343621823,4849920,0,406272,0,19,13,0,3.6832968999988225,no_new_candidate,band_w2_k3
case_078,4,2296143,690924,520320,4.4129439575645755,24.692151379891282,6445440,0,381696,0,23,15,0,4.063471900000877,no_new_candidate,band_w2_k4
case_078,5,2296143,663941,520320,4.4129439575645755,21.63159075881742,6445440,0,381696,0,24,12,0,6.231995199999801,evaluation_budget,band_w2_k4
case_079,2,31052251,15446486,15372096,2.0200401428666592,0.48159820945683496,32485376,28688384,524288,0,24,13,0,180.99319299999843,evaluation_budget,chain_s0_r1253_d7_c1
case_079,3,31052251,10181692,10172123,3.052681431398342,0.09398241471063606,40742912,28971008,524288,0,20,23,0,185.57061389999944,time_budget,chain_s0_r1318_d7_c1
case_079,4,31052251,7635624,7619754,4.075230118977594,0.2078415595110461,30982144,19935232,524288,0,14,32,0,187.0817253999994,time_budget,chain_s1_r1188_d7_c0
case_079,5,31052251,6075976,6075853,5.110764035930428,0.0020243661265295643,47900672,24602624,524288,0,13,29,0,187.53508280000096,time_budget,chain_s1_r1188_d7_c3
case_080,2,292138,145926,145926,2.0019598974822856,0.0,2191360,286720,524288,0,23,8,0,5.398095300002751,no_new_candidate,base_w0_k2
case_080,3,292138,100325,100098,2.9185198505464647,0.22626463992025947,983040,0,491520,0,24,29,0,6.427918400000635,evaluation_budget,data_w4_k3
case_080,4,292138,111314,92659,3.1528291909042836,16.758898251792232,2584576,0,413696,0,24,31,0,8.801717300000746,evaluation_budget,data_w2_k4
case_080,5,292138,113455,100325,2.9119162721156244,11.572870301000393,3047424,0,159744,0,24,33,0,7.84826239999893,evaluation_budget,base_w0_k3
case_081,2,151795,76860,76860,1.9749544626593807,0.0,0,0,0,14340,16,17,0,17.316661199998634,no_new_candidate,base_w0_k2
case_081,3,151795,51943,51943,2.9223379473653814,0.0,0,0,0,14340,24,16,0,21.706311000001733,evaluation_budget,base_w0_k3
case_081,4,151795,39588,39588,3.834369000707285,0.0,0,0,0,14340,24,19,0,20.931883299999754,evaluation_budget,base_w0_k4
case_081,5,151795,30943,30943,4.905632937982743,0.0,0,0,0,14340,13,38,0,13.325316099999327,no_new_candidate,base_w0_k5
case_082,2,721041,721041,363831,1.9818019904845932,49.54087215567492,593542,0,53504,84068,24,5,0,21.07278419999784,evaluation_budget,split_s6_d20_c0
case_082,3,721041,721041,246508,2.9250206889837247,65.8122076275829,1653996,0,82944,57060,24,5,0,23.2776864999978,evaluation_budget,chain_s23_r13_d71_c0
case_082,4,721041,721041,200407,3.5978833074693,72.20588010945286,1373330,0,46080,32452,24,1,0,18.501057100002072,evaluation_budget,valley_w6_k4
case_082,5,721041,721041,185479,3.887453566171912,74.27622007625087,2773528,0,52352,31556,24,3,0,20.21097799999916,evaluation_budget,valley_w6_k5
case_083,2,1057993,644672,412089,2.5673895687582053,36.077726347662065,1192256,0,410112,0,23,12,0,20.25580489999993,no_new_candidate,move_s0_c1
case_083,3,1057993,512623,284253,3.7220117289879084,44.54930816604015,2400896,0,328192,0,24,12,0,21.55709510000088,evaluation_budget,move_s3_c2
case_083,4,1057993,450029,210963,5.0150642529732705,53.12235433716494,2791200,0,279040,0,24,29,0,21.93729059999896,evaluation_budget,data_w2_k4
case_083,5,1057993,442480,181470,5.8301261916570235,58.98797685771109,4179488,0,262656,0,24,10,0,23.015925499999867,evaluation_budget,move_s5_c3
case_084,2,2507412,1255052,686924,3.650202933657872,45.26728772991079,9427968,9427968,10752,129120,21,10,0,78.64885019999929,no_new_candidate,band_w4_k2
case_084,3,2507412,836220,458172,5.472643461407507,45.209155485398576,9179136,9179136,10752,129120,24,24,0,89.50739320000139,evaluation_budget,band_w4_k3
case_084,4,2507412,629028,384788,6.516346663617369,38.82816027267466,8930304,8930304,10752,129120,24,25,0,82.41421780000019,evaluation_budget,band_w4_k4
case_084,5,2507412,503472,375094,6.6847563544071615,25.498538151078908,8681472,8681472,10752,129120,24,29,0,84.69928029999937,evaluation_budget,band_w4_k5
case_085,2,3187899,3187899,1660638,1.9196832783544637,47.90807362466628,2179718,0,67328,71684,24,3,0,175.15630210000018,evaluation_budget,valley_w6_k2
case_085,3,3187899,3187899,1126268,2.8304977145759267,64.67052437985016,5903116,0,102784,55748,24,5,0,164.89650240000265,evaluation_budget,chain_s12_r15_d28_c1
case_085,4,3187899,3187899,831886,3.832134451114696,73.90488218102267,5078962,0,57344,44292,24,6,0,155.1165120000005,evaluation_budget,chain_s36_r15_d128_c2
case_085,5,3187899,3187899,746292,4.271651042755383,76.5898480472562,10855448,0,90752,37252,24,2,0,158.28970040000058,evaluation_budget,valley_w1_k5
case_086,2,118403,118403,59705,1.9831337408927225,49.57475739634975,418278,0,38112,73460,24,5,0,29.169779899999412,evaluation_budget,release_order
case_086,3,118403,118403,47689,2.482815743672545,59.7231489067,1096140,0,46464,25348,24,1,0,25.436590100001922,evaluation_budget,valley_w6_k3
case_086,4,118403,118403,35706,3.316053324371254,69.84366950161736,971058,0,28800,20596,24,4,0,22.857955300001777,evaluation_budget,valley_w6_k4
case_086,5,118403,118403,35541,3.33144818660139,69.98302407878178,996404,0,28800,20596,24,4,0,30.17897559999983,evaluation_budget,move_s13_c4
case_087,2,3974071,1985234,1985234,2.0018148994022873,0.0,9999360,7994880,520704,59414,14,14,0,185.23048449999987,time_budget,base_w0_k2
case_087,3,3974071,1385253,1358472,2.925397799881043,1.933293051882945,16394342,6784848,520704,63992,14,9,0,189.61207569999897,time_budget,valley_w1_k3
case_087,4,3974071,1069661,1022261,3.8875306795427,4.431310480610207,22455922,6702624,520704,42632,14,10,0,183.34107529999892,time_budget,chain_s4_r15338_d20_c3
case_087,5,3974071,888504,885740,4.486724095106916,0.3110846996749572,25908378,5434800,520704,41432,15,15,0,184.0909124000027,time_budget,valley_w1_k5
case_088,2,243623,202290,135849,1.7933367194458554,32.84443126204953,850054,0,97152,43638,24,5,0,15.56078179999895,evaluation_budget,valley_w1_k2
case_088,3,243623,202428,96111,2.5348087107615154,52.52089631869109,1473104,0,84672,40932,24,6,0,15.089465400000336,evaluation_budget,valley_w1_k3
case_088,4,243623,202670,86709,2.809662203462155,57.216657620762824,2037046,0,85248,37060,24,5,0,16.882080600000336,evaluation_budget,chain_s6_r13_d3_c3
case_088,5,243623,202791,83022,2.9344390643443905,59.060313327514535,2154682,0,78592,37058,24,5,0,19.74813549999817,evaluation_budget,chain_s8_r30_d3_c3
case_089,2,693092,346832,295856,2.3426667027202424,14.697605757254228,238720,0,249928,0,23,14,0,24.613957999998092,no_new_candidate,band_w2_k2
case_089,3,693092,243614,205090,3.379452923106929,15.813541093697403,1797888,0,122952,0,24,11,0,30.551918499997555,evaluation_budget,eft_placement
case_089,4,693092,178160,148856,4.656124039340034,16.448136506511002,716160,0,127048,0,24,29,0,23.81598959999974,evaluation_budget,band_w2_k4
case_089,5,693092,147432,120170,5.767595905800117,18.491236637907647,954880,0,102656,0,24,35,0,23.436225299999933,evaluation_budget,band_w2_k5
case_090,2,1178363,769224,451762,2.608371222015132,41.27042317972398,2165760,0,374976,0,24,12,0,7.745849999999336,evaluation_budget,band_w2_k2
case_090,3,1178363,657430,325783,3.617018076449661,50.44597903959357,4656000,0,341184,0,24,8,0,9.113496799996938,evaluation_budget,eft_placement
case_090,4,1178363,608275,278923,4.224689251155337,54.1452468044881,6395400,0,350400,0,24,7,0,11.067848799997591,evaluation_budget,split_s24_d12_c2
case_090,5,1178363,542638,257160,4.58221729662467,52.60929017134812,8593920,0,350400,0,24,3,0,8.54134189999968,evaluation_budget,data_w2_k5
case_091,2,9186769,4590046,4575273,2.0079171231968016,0.321848626353638,57349824,50746560,523776,4100,12,8,0,203.7821972999991,time_budget,chain_s0_r56_d14_c1
case_091,3,9186769,3070809,3049008,3.013035387247262,0.7099432104048176,62702240,49745568,523776,4100,10,22,0,194.1609301999997,time_budget,split_s3_d93_c0
case_091,4,9186769,2315529,2306373,3.9832104347388735,0.3954172027212821,65286784,45820320,523776,4100,12,10,0,189.05664420000176,time_budget,chain_s8_r56_d85_c3
case_091,5,9186769,1874503,1873481,4.903582689122548,0.05452111839778784,71422980,45509632,523776,4100,10,40,0,191.09665780000068,time_budget,chain_s3_r1783_d10_c0
