case,cores,singlecore_cycles,baseline_cycles,makespan_cycles,speedup,reduction_percent,added_copy_bytes,spill_bytes,peak_l1_bytes,peak_ub_bytes,evaluations,bound_pruned,invalid_candidates,wall_seconds,stop_reason,selected
case_006,2,82837,46100,39002,2.1239167222193736,15.396963123644248,823894,119848,145024,123926,24,35,0,4.45694690000164,evaluation_budget,chain_s6_r836_d13_c1
case_006,3,82837,31153,31151,2.6592083721228854,0.0064199274548149,30080,0,196608,94352,24,35,0,2.9913746999991417,evaluation_budget,split_s2_d9_c2
case_006,4,82837,31428,24586,3.369275197266737,21.770395825378642,637248,0,100992,51200,24,45,0,4.450897099999565,evaluation_budget,data_w4_k4
case_006,5,82837,31733,29795,2.780231582480282,6.107207008476978,390540,0,196608,94220,24,42,0,4.977073100002599,evaluation_budget,chain_s2_r624_d13_c4
case_007,2,1012562,507494,490814,2.063025912056298,3.2867383653796933,2933760,2906112,451584,129024,24,12,0,37.903721500002575,evaluation_budget,band_w4_k2
case_007,3,1012562,338094,326994,3.096576695596861,3.2831106142078847,2709504,2654208,308736,129024,24,21,0,37.683922500000335,evaluation_budget,band_w4_k3
case_007,4,1012562,254398,246058,4.115135455868129,3.278327659808644,2485248,2402304,238080,129024,24,28,0,35.94306180000058,evaluation_budget,band_w4_k4
case_007,5,1012562,203834,197052,5.1385522603170735,3.327217245405578,2260992,2150400,195072,129024,24,33,0,34.800041800001054,evaluation_budget,band_w4_k5
case_008,2,487605,244266,136244,3.5789098969495905,44.22310104558146,3538944,3538944,30720,129216,22,12,0,5.4931620999996085,no_new_candidate,band_w4_k2
case_008,3,487605,163359,110229,4.4235636719919444,32.523460599048725,3317760,3317760,30720,129216,24,25,0,6.194241500001226,evaluation_budget,band_w4_k3
case_008,4,487605,123060,104264,4.676638149313281,15.273850154396229,3096576,3096576,30720,129216,24,19,0,6.583072800000082,evaluation_budget,band_w4_k4
case_008,5,487605,100603,97488,5.001692516001969,3.0963291353140576,2875392,2875392,30720,129216,24,6,0,6.253064399999857,evaluation_budget,band_w4_k5
case_009,2,153261,92198,88429,1.7331531511155842,4.087941170090459,740494,7616,36992,127052,24,7,0,54.15755619999982,evaluation_budget,band_w4_k2
case_009,3,153261,92207,70920,2.1610406091370558,23.086099753814782,618700,0,39712,78222,24,3,0,59.10903029999827,evaluation_budget,band_w8_k3
case_009,4,153261,92216,64259,2.3850511212437167,30.316864752320637,747262,0,36992,72776,24,1,0,55.892764699998224,evaluation_budget,band_w8_k4
case_009,5,153261,92225,53909,2.842957576656959,41.54621848739496,861326,0,32800,47114,24,3,0,69.26651549999951,evaluation_budget,band_w8_k5
case_010,2,86969,45272,43504,1.9991035307098197,3.905283619013955,492368,0,181760,74500,24,7,0,3.638456299999234,evaluation_budget,chain_s3_r456_d8_c0
case_010,3,86969,30856,30457,2.8554683652362347,1.2931034482758674,55680,0,229376,32776,24,16,0,2.7168274999967252,evaluation_budget,chain_s1_r1266_d16_c2
case_010,4,86969,29856,25156,3.4571871521704565,15.7422293676313,395096,0,115072,55042,24,19,0,4.376251800000318,evaluation_budget,chain_s1_r689_d2_c3
case_010,5,86969,31015,22105,3.9343587423659807,28.728034821860394,411780,0,115072,41634,24,15,0,5.67535190000126,evaluation_budget,move_s7_c1
case_011,2,184697,92646,92646,1.9935777043801135,0.0,180224,0,241664,0,24,9,0,2.8154161000020395,evaluation_budget,base_w0_k2
case_011,3,184697,69625,63552,2.906234264853978,8.72244165170557,1392640,0,202752,0,24,19,0,5.094445200000337,evaluation_budget,band_w16_k3
case_011,4,184697,46880,46880,3.9397824232081913,0.0,540672,0,110592,0,24,18,0,3.5692266000005475,evaluation_budget,base_w0_k4
case_011,5,184697,47287,46880,3.9397824232081913,0.8607016727641859,540672,0,110592,0,24,38,0,4.296022799997445,evaluation_budget,base_w0_k4
case_012,2,59088,30094,28465,2.075812401194449,5.4130391440154195,244050,0,30720,65274,24,6,0,5.553639800000383,evaluation_budget,chain_s2_r1818_d3_c1
case_012,3,59088,21894,20939,2.8219112660585512,4.361925641728326,323208,0,36416,72292,24,6,0,6.672576100001606,evaluation_budget,chain_s9_r465_d15_c1
case_012,4,59088,17236,17109,3.453620901280028,0.7368298909259718,39168,0,28224,47110,24,18,0,5.120319699999527,evaluation_budget,split_s1_d10_c1
case_012,5,59088,14300,14022,4.213949507916132,1.9440559440559446,49552,0,28224,30728,24,20,0,5.2191641999997955,evaluation_budget,chain_s3_r465_d14_c2
case_013,2,263949,132198,132198,1.9966187083011846,0.0,8192,0,20480,0,14,4,0,6.769336099998327,no_new_candidate,base_w0_k2
case_013,3,263949,88351,88351,2.98750438591527,0.0,16384,0,20480,0,24,8,0,12.94161780000286,evaluation_budget,base_w0_k3
case_013,4,263949,66982,66982,3.9405959810098237,0.0,24576,0,20480,0,24,11,0,12.03717890000189,evaluation_budget,base_w0_k4
case_013,5,263949,54363,54363,4.855305998565201,0.0,32768,0,20480,0,24,14,0,11.983649800000421,evaluation_budget,base_w0_k5
case_014,2,17698626,8891974,8869538,1.995439446789675,0.25231742692904957,75642024,65748816,523800,132,5,5,0,183.98346749999837,time_budget,valley_w1_k2
case_014,3,17698626,5980632,5948032,2.975543171253954,0.5450928931925558,80050824,60227544,523800,132,5,11,0,198.25831140000082,time_budget,eft_placement
case_014,4,17698626,4526660,4511385,3.923102550547116,0.33744526869701197,85928304,56552520,523800,132,5,16,0,204.68149260000064,time_budget,split_s4_d71_c2
case_014,5,17698626,3694640,3648527,4.850896265808092,1.2481053634454287,90875376,51528192,523776,132,5,20,0,209.4678473999993,time_budget,chain_s5_r52_d71_c2
case_015,2,177362,92411,92184,1.9239998264340883,0.24564175260520793,224564,114712,196608,122900,24,13,0,5.518201700000645,evaluation_budget,chain_s0_r664_d22_c1
case_015,3,177362,60807,60807,2.916802341835644,0.0,306448,98320,196608,122898,24,9,0,4.999129100000573,evaluation_budget,base_w0_k3
case_015,4,177362,53421,51930,3.415405353360293,2.7910372325489985,979116,0,180224,128142,24,19,0,7.809216500001639,evaluation_budget,move_s9_c3
case_015,5,177362,43437,43286,4.097444901353787,0.34762990077583655,313376,0,196608,114700,24,35,0,6.393317400001251,evaluation_budget,chain_s1_r98_d13_c2
case_016,2,7715523,7715523,4033396,1.9129098655326677,47.72362158728579,8536,0,196608,65546,13,6,0,186.8456389000021,time_budget,eft_placement
