case,variant,cores,status,makespan_cycles,original_copy_bytes,scheduled_copy_bytes,added_copy_bytes,cache_hit_rate,cache_hit_bytes,wall_seconds,error
case_034,q2,5,ok,178096,2280386,5817282,3536896,,,1.288,
case_034,q3,1,ok,842733,2280386,3360218,1079832,0.309046599146855,1038336,1.126,
case_034,q3,2,ok,417777,2280386,3928514,1648128,0.4113609795240054,1615872,1.106,
case_034,q3,3,ok,282073,2280386,4918722,2638336,0.5217521430081816,2566144,1.075,
case_034,q3,4,ok,212928,2280386,5457346,3176960,0.5757127065991514,3141632,1.077,
case_034,q3,5,ok,177225,2280386,5817282,3536896,0.571335836393393,3323392,1.097,
case_035,singlecore,1,ok,169571,410854,410854,0,,,3.997,
case_035,q1,2,ok,95406,410854,410854,0,,,3.724,
case_035,q1,3,ok,95424,410854,410854,0,,,3.137,
case_035,q1,4,ok,95442,410854,415462,4608,,,3.173,
case_035,q1,5,ok,95460,410854,410854,0,,,2.97,
case_035,q2,1,ok,169571,410854,410854,0,,,1.088,
case_035,q2,2,ok,95406,410854,410854,0,,,0.876,
case_035,q2,3,ok,95424,410854,410854,0,,,0.907,
case_035,q2,4,ok,95442,410854,415462,4608,,,0.892,
case_035,q2,5,ok,95460,410854,410854,0,,,0.88,
case_035,q3,1,ok,169571,410854,410854,0,0.0,0,1.248,
case_035,q3,2,ok,95406,410854,410854,0,0.0,0,0.969,
case_035,q3,3,ok,95424,410854,410854,0,0.0,0,0.887,
case_035,q3,4,ok,95442,410854,415462,4608,0.01147736160164987,4608,0.875,
case_035,q3,5,ok,95460,410854,410854,0,0.0,0,0.853,
case_036,singlecore,1,ok,931510,6554752,6554752,0,,,3.241,
case_036,q1,2,ok,466068,6554752,6555904,1152,,,1.966,
case_036,q1,3,ok,311345,6554752,6557056,2304,,,1.416,
case_036,q1,4,ok,233584,6554752,6558208,3456,,,1.257,
case_036,q1,5,ok,187182,6554752,6559360,4608,,,1.182,
case_036,q2,1,ok,931510,6554752,6554752,0,,,0.83,
case_036,q2,2,ok,466068,6554752,6555904,1152,,,0.802,
case_036,q2,3,ok,311345,6554752,6557056,2304,,,0.709,
case_036,q2,4,ok,233584,6554752,6558208,3456,,,0.61,
case_036,q2,5,ok,187182,6554752,6559360,4608,,,0.677,
case_036,q3,1,ok,931510,6554752,6554752,0,0.0,0,0.928,
case_036,q3,2,ok,466068,6554752,6555904,1152,0.0,0,0.855,
case_036,q3,3,ok,311345,6554752,6557056,2304,0.0,0,0.822,
case_036,q3,4,ok,233584,6554752,6558208,3456,0.0,0,0.788,
case_036,q3,5,ok,187182,6554752,6559360,4608,0.0,0,0.727,
case_037,singlecore,1,ok,210001,614400,614400,0,,,0.296,
case_037,q1,2,ok,105374,614400,819200,204800,,,0.231,
case_037,q1,3,ok,74038,614400,1679360,1064960,,,0.347,
case_037,q1,4,ok,53320,614400,1228800,614400,,,0.273,
case_037,q1,5,ok,43800,614400,2539520,1925120,,,0.349,
case_037,q2,1,ok,210001,614400,614400,0,,,0.186,
case_037,q2,2,ok,105374,614400,819200,204800,,,0.169,
case_037,q2,3,ok,74038,614400,1679360,1064960,,,0.195,
case_037,q2,4,ok,53320,614400,1228800,614400,,,0.218,
case_037,q2,5,ok,43800,614400,2539520,1925120,,,0.227,
case_037,q3,1,ok,210001,614400,614400,0,0.0,0,0.184,
case_037,q3,2,ok,105374,614400,819200,204800,0.0,0,0.175,
case_037,q3,3,ok,74038,614400,1679360,1064960,0.5897435897435898,942080,0.219,
case_037,q3,4,ok,53320,614400,1228800,614400,0.0,0,0.214,
case_037,q3,5,ok,43013,614400,2539520,1925120,0.6425,1579008,0.256,
case_038,singlecore,1,ok,1364555,2802950,8430854,5627904,,,15.123,
case_038,q1,2,ok,683459,2802950,8897798,6094848,,,16.091,
case_038,q1,3,ok,462076,2802950,10745606,7942656,,,17.228,
case_038,q1,4,ok,346382,2802950,11564294,8761344,,,16.588,
case_038,q1,5,ok,280919,2802950,11873030,9070080,,,17.162,
case_038,q2,1,ok,1364555,2802950,8430854,5627904,,,2.322,
case_038,q2,2,ok,683459,2802950,8897798,6094848,,,2.112,
case_038,q2,3,ok,462076,2802950,10745606,7942656,,,2.07,
case_038,q2,4,ok,346382,2802950,11564294,8761344,,,2.031,
case_038,q2,5,ok,280919,2802950,11873030,9070080,,,2.09,
case_038,q3,1,ok,1363312,2802950,8430854,5627904,0.1736168151396097,1462272,2.363,
case_038,q3,2,ok,683271,2802950,8897798,6094848,0.2215180090701754,1969152,2.121,
case_038,q3,3,ok,461382,2802950,10745606,7942656,0.3343185098632208,3589632,2.321,
case_038,q3,4,ok,344813,2802950,11564294,8761344,0.37230805176598863,4302336,2.234,
case_038,q3,5,ok,276012,2802950,11873030,9070080,0.4182881728869427,4962816,2.225,
case_039,singlecore,1,ok,1435262,4489216,12419072,7929856,,,12.869,
case_039,q1,2,ok,708561,4489216,15556608,11067392,,,11.198,
case_039,q1,3,ok,485565,4489216,18812928,14323712,,,13.74,
case_039,q1,4,ok,395323,4489216,22093824,17604608,,,11.835,
case_039,q1,5,ok,431161,4489216,24969216,20480000,,,12.772,
case_039,q2,1,ok,1435262,4489216,12419072,7929856,,,2.475,
case_039,q2,2,ok,708561,4489216,15556608,11067392,,,2.021,
case_039,q2,3,ok,485565,4489216,18812928,14323712,,,1.843,
case_039,q2,4,ok,395323,4489216,22093824,17604608,,,1.98,
case_039,q2,5,ok,431161,4489216,24969216,20480000,,,1.924,
case_039,q3,1,ok,1435262,4489216,12419072,7929856,0.0,0,2.589,
case_039,q3,2,ok,705615,4489216,15556608,11067392,0.3701716738197425,5652480,2.238,
case_039,q3,3,ok,483226,4489216,18812928,14323712,0.38602697324784435,7151616,2.144,
case_039,q3,4,ok,368055,4489216,22093824,17604608,0.47821187077385424,10428416,2.328,
case_039,q3,5,ok,340476,4489216,24969216,20480000,0.3708927978758712,9154560,2.255,
case_040,singlecore,1,ok,253454,911238,911238,0,,,2.081,
case_040,q1,2,ok,144027,911238,923526,12288,,,1.942,
case_040,q1,3,ok,110105,911238,911238,0,,,2.142,
case_040,q1,4,ok,110202,911238,964998,53760,,,2.158,
case_040,q1,5,ok,110337,911238,977286,66048,,,1.949,
case_040,q2,1,ok,253454,911238,911238,0,,,0.618,
case_040,q2,2,ok,144027,911238,923526,12288,,,0.648,
case_040,q2,3,ok,110105,911238,911238,0,,,0.547,
case_040,q2,4,ok,110202,911238,964998,53760,,,0.615,
case_040,q2,5,ok,110337,911238,977286,66048,,,0.613,
case_040,q3,1,ok,253454,911238,911238,0,0.0,0,0.565,
case_040,q3,2,ok,144001,911238,923526,12288,0.013306448993028408,12288,0.686,
case_040,q3,3,ok,110105,911238,911238,0,0.0,0,0.71,
case_040,q3,4,ok,110202,911238,964998,53760,0.04138728659162181,39936,0.708,
case_040,q3,5,ok,110337,911238,977286,66048,0.042438667979230925,41472,0.694,
