case,cores,status,no_l2_cycles,l2_cycles,no_l2_added_bytes,l2_added_bytes,cache_hit_rate,hit_bytes,miss_bytes,cache_gain,seconds,plan_sha256,error,l2_speedup,no_l2_speedup,q2_cycles,vs_q2_gain,selected,inference_seconds,candidate_count
case_037,3,ok,73521.0,73521.0,1310720.0,1310720.0,0.5859188544152745,1005568.0,710656.0,1.0,0.33348160000014104,cc01d40e7c472ce5f7b21c73ee3c9e8af4c48fe4a7ce3497918de02144b2a928,,2.8563403653377946,2.8563403653377946,74038.0,1.0070320044613104,valley,0.13352380000014819,7
case_037,4,ok,53320.0,53320.0,614400.0,614400.0,0.0,0.0,1146880.0,1.0,0.2642194999998537,4d24bd054771944e36e861948a03a253392ba949ba60895e107c389e3a2e7163,,3.938503375843961,3.938503375843961,54976.0,1.0310577644411103,component_merged,0.11098989999982223,6
case_037,5,ok,43013.0,43013.0,942080.0,942080.0,0.4222222222222222,622592.0,851968.0,1.0,0.2908938999999009,aa54eafb8549a0852d9bb2262d73494057d6f0f06fff41c1e80ac2fc4310f7d0,,4.882268151489085,4.882268151489085,44890.0,1.0436379699160718,component_affinity,0.12126089999992473,7
case_038,1,ok,1364555.0,1363312.0,5627904.0,5627904.0,0.1736168151396097,1462272.0,6960138.0,1.0009117502083162,3.1219559000001027,b996ca9563f8b4725262fa865cfb53cdb4a432f1f919f7865925088b1ecc5fdc,,1.0009117502083162,1.0,1364555.0,1.0009117502083162,single_core_fixed,0.11665949999996883,1
case_038,2,ok,683459.0,683271.0,6094848.0,6094848.0,0.2215180090701754,1969152.0,6920202.0,1.000275147049999,2.8865341000000626,bf19ca8e2fe24ca92070b01686d2a8f88dd4fc7bced8487f3d7d38037bdd6dc9,,1.9970919298492107,1.996542587046187,683459.0,1.000275147049999,component_merged,1.1700597999997626,7
case_038,3,ok,462076.0,461382.0,7942656.0,7942656.0,0.3343185098632208,3589632.0,7147530.0,1.001504176582528,3.013864800000192,1b0bbb4a427c9a7486ec4e678bcd0ae9dc6a19ad6d797de86bd79126c91e2f09,,2.957538438864108,2.9530964603225445,462076.0,1.001504176582528,component_merged,1.393930299999738,8
case_038,4,ok,348315.0,347778.0,8252564.0,8252564.0,0.41579611851839265,4306432.0,6050644.0,1.001544088470231,3.2363210000003164,74a900811fa19abf7e4d2b645025e1dba64401fcafe8b1863c04b16241504294,,3.9236380679628957,3.91758896401246,348315.0,1.001544088470231,data_wide,1.4289049999997587,8
case_038,5,ok,280243.0,280192.0,7592448.0,7592448.0,0.6323255114059425,6567936.0,3819018.0,1.0001820180447694,2.818854900000133,e6faab60ff18a096a2cdf76240e75d3f11012899bd22c51cf927b5be3e685fc5,,4.870071236866149,4.869184957340594,291895.0,1.0417677878026497,component_reuse_order,1.4454899000002115,8
case_039,1,ok,1435262.0,1435262.0,7929856.0,7929856.0,0.0,0.0,12132352.0,1.0,3.605857200000173,f035f4fc44399d261736f9db40e95c0b99431c914e1d1837c21aedfd4b96e3ed,,1.0,1.0,1435262.0,1.0,single_core_fixed,0.08321640000031039,1
case_039,2,ok,701993.0,701993.0,9576448.0,9576448.0,0.326397146254459,4497408.0,9281536.0,1.0,2.5163164000000506,52b3f7dba411a45b0493685c86ed18868e4598ed1c109af8d2bdbf07cae3edaf,,2.044553150814894,2.044553150814894,712650.0,1.0151810630590334,component_reuse_order,1.4742651999999907,8
case_039,3,ok,479997.0,478645.0,11153408.0,11153408.0,0.1891170978927714,2904064.0,12451840.0,1.002824640391104,2.4821107000002485,332b9c2b0320d857f2772d999c9752474fe6ccb6977876e7fc84268bb46187e3,,2.9985939474976235,2.990147855090761,568523.0,1.1877759090766644,component_reuse_order,1.2604850999996415,8
case_039,4,ok,369494.0,367082.0,13955072.0,13955072.0,0.30678998420933906,5570560.0,12587008.0,1.0065707389629566,2.528075799999897,5757579bf3873b0950070a51ee42b838a9e61f8e113165279128753fc8ef75ca,,3.9099220337690217,3.8843986641190384,367778.0,1.0018960341286143,component_reuse_order,1.3134633000004214,8
case_039,5,ok,529845.0,451777.0,23437312.0,23437312.0,0.2529327022020992,5033984.0,14868480.0,1.1728020682770481,4.011517499999627,8abed586e800a7d1749d6ab1d328ba0d231e279cd4f29e1065bb7c89abe63114,,3.1769257841811336,2.708833715520577,431161.0,0.9543668668391706,valley,1.4762358000002678,8
case_040,1,ok,253454.0,253454.0,0.0,0.0,0.0,0.0,911174.0,1.0,0.9997809999999845,a484af7f1aad58be9a7cd3c14513b27ce33fe4aec507d7bf26460948c3cd2634,,1.0,1.0,253454.0,1.0,single_core_fixed,0.045416299999942567,1
case_040,2,ok,144215.0,144059.0,12288.0,12288.0,0.013306448993028408,12288.0,911174.0,1.0010828896493797,0.9406849000001785,689361fbe5238e12e8b34c66adf8598a6e69fa188cf1c01cc400ff5a38153533,,1.7593763666275624,1.757473217071733,144027.0,0.9997778687898708,component_reuse_order,0.4929050000000643,8
case_040,3,ok,110105.0,110105.0,0.0,0.0,0.0,0.0,911174.0,1.0,1.0552428000000873,9fc2c058fd63f818676217252253dff4922afc5ffe9218815718552327c7cc93,,2.301929975932065,2.301929975932065,110105.0,1.0,component_merged,0.48023090000015145,7
case_040,4,ok,110202.0,110202.0,53760.0,53760.0,0.05571365502718321,53760.0,911174.0,1.0,0.8947987000001376,100a3bc6be11947298e2fa956da2cd11a43738724fbb78141b73d559a76e61aa,,2.2999038129979494,2.2999038129979494,110202.0,1.0,component_vector,0.48642740000013873,7
case_040,5,ok,111360.0,107362.0,3502676.0,3502676.0,0.17604522030094083,511392.0,2393498.0,1.037238501518228,1.7666457000000264,915150765db3a80713b50f7dad13a24c52b04ef3af93b9080ecc6a38dcc9d20f,,2.3607421620312588,2.2759877873563217,110337.0,1.0277099904994318,data_band,0.46334959999967396,7
case_041,1,ok,6003957.0,6001575.0,30898176.0,30898176.0,0.10163681549404405,3643392.0,32203776.0,1.0003968958148486,14.188565299999937,3508f697135884600cc5e0db3cb44e7ba50bf44e4d6e6b14adfed58a148e6543,,1.0003968958148486,1.0,6003957.0,1.0003968958148486,single_core_fixed,0.3390407000001687,1
case_041,2,ok,2967445.0,2967445.0,8973312.0,8973312.0,0.1650485436893204,2297856.0,11624448.0,1.0,8.912511900000027,4f8b1f11e8b96b97249bd01a9f51cd3d88900cbd85f53bbc0734441d7df933c4,,2.0232749048423813,2.0232749048423813,3043073.0,1.0254858978009702,component_reuse_order,4.366079599999921,8
case_041,3,ok,1983137.0,1983137.0,10779648.0,10779648.0,0.337890625,5314560.0,10414080.0,1.0,9.436133100000006,6b2243b2047a653b519b40ab72a8f09a8454cf30ede8655c57cde1ff35fb167d,,3.0275049076286713,3.0275049076286713,1998711.0,1.0078532143770198,component_reuse_order,4.34476050000012,8
case_041,4,ok,1490106.0,1489719.0,15003648.0,15003648.0,0.3913779830638953,7809024.0,12143616.0,1.0002597805357922,9.590412300000025,665cc6204c2e5b6b0261499b17b49afc0dbcb8c4c2c1970f9215c323561ae5ce,,4.030261411715901,4.02921470016227,1528894.0,1.0262969056580469,component_reuse_order,4.40138479999996,8
case_041,5,ok,1191113.0,1190984.0,18745344.0,18745344.0,0.43938804615584076,10411008.0,13283328.0,1.0001083137976665,9.380341900000076,43e86a63a1e72a8b526b818d22fdc2b40822ca8aacc7e713f84acfb21bcec95f,,5.041173517024578,5.040627547512285,1208717.0,1.0148893687908487,component_reuse_order,4.0203786000001855,8
case_042,1,ok,1686740.0,1675633.0,6629376.0,6629376.0,0.3186917583766532,2866176.0,6127392.0,1.0066285397816825,2.4374588000000585,bb944ac48966c775a60348a2e40415292d503474ae429a239b7b355a98ce7058,,1.0066285397816825,1.0,1686740.0,1.0066285397816825,single_core_fixed,0.0791572999996788,1
case_042,2,ok,840934.0,840934.0,3566880.0,3566880.0,0.455278236379528,2700288.0,3230784.0,1.0,1.8802857999999105,e4381fb167f6ae88fff41c98ab19418ab375431ed84f9cc5f876576977e21bda,,2.0057935581151436,2.0057935581151436,849537.0,1.010230291556769,component_reuse_order,1.0236541999997826,7
case_042,3,ok,571990.0,571990.0,4482336.0,4482336.0,0.32803780251829834,2245920.0,4600608.0,1.0,1.8680613000001358,3f6fc5f6a423f8f36fa11527fcdd148a90a6167d8e03dc4b4bad46412daaef19,,2.9488977080018883,2.9488977080018883,567781.0,0.9926414797461494,component_reuse_order,1.0384033000000272,7
case_042,4,ok,433763.0,433754.0,5769504.0,5769504.0,0.4309420956967165,3505152.0,4628544.0,1.000020749088193,1.9837898999999197,e0a67114e1691e942ef50f9619cd7c78f9ecc6d62c5f1ba85cfad9a8428bce68,,3.8887018909335707,3.888621205589227,444517.0,1.024813604024401,component_reuse_order,0.9545508999999583,7
case_042,5,ok,363216.0,362801.0,5065728.0,5065728.0,0.5131080819174365,3812352.0,3617568.0,1.0011438777732145,1.8786712999999509,cf4a3ba93316a53d9030fe4c0b7d10e7255e4ec303be250f76ae64838e058eb3,,4.6492154101008545,4.64390335227523,362266.0,0.9985253623887476,component_affinity,1.1183101000001443,7
case_043,1,ok,677656.0,677656.0,49160.0,49160.0,0.03320740032104811,49152.0,1431000.0,1.0,3.9793993000002956,40c6061a8b3440ba8b55977d0383371c9739a9ddcccbcb0a98c0c68bb7b2f2e8,,1.0,1.0,677656.0,1.0,single_core_fixed,0.1719687999998314,1
case_043,2,ok,356298.0,356298.0,368640.0,368640.0,0.17923624555187828,322560.0,1477076.0,1.0,3.425771799999893,606ca3f860063cf41643e34187bc7944578496bcf88be24771c50f1fae7216fe,,1.9019360198485538,1.9019360198485538,353177.0,0.9912404784758826,component_reuse_order,1.85917980000022,9
case_043,3,ok,286490.0,285942.0,4486308.0,4486308.0,0.4223690656873549,1901824.0,2600930.0,1.0019164725713605,5.645829500000218,802963d05242a097df63a6af5e1bd94969e88ec3bbbc286c5235dbfdb57cd64d,,2.3699071839743726,2.3653740095640337,268777.0,0.939970343636122,valley,1.8839774999996735,9
case_043,4,ok,237551.0,235005.0,5442332.0,5442332.0,0.4707936814460065,2437958.0,2740442.0,1.010833812046552,5.465569899999991,c9c9c3ad3faa7b60a244e35abedd9f5b9fde4fcacb61043727c8fc6779b0297e,,2.8835812003999917,2.852675846449815,269194.0,1.1454820110210422,valley,1.9228330999999343,9
case_043,5,ok,215152.0,212411.0,6231888.0,6231888.0,0.4813540053388337,2736924.0,2948962.0,1.012904228123779,5.24662649999982,dad670f9d1b79073f1ab229d2d57514ca6decd26720c86af840762fc063602bf,,3.1903055868104757,3.1496616345653305,269612.0,1.2692939631186708,valley,1.932245200000125,9
case_044,1,ok,154407.0,107814.0,4438112.0,4438112.0,0.8199885718367201,4408416.0,967776.0,1.4321609438477378,0.4957008000001224,23ff15f4d33ebef334c184eabbbe1bad485c6dce8f4f8b56fbbf4a24cce1f304,,1.4321609438477378,1.0,154407.0,1.4321609438477378,single_core_fixed,0.019838400000026013,1
case_044,2,ok,47521.0,47085.0,930400.0,930400.0,0.049019607843137254,92320.0,1791008.0,1.0092598492088776,0.41843350000044666,cd9c76f3840b92ffe801ddec8251eddcf978097216f9c7cb62885cb5e37c49a6,,3.279324625676967,3.2492371793522863,47521.0,1.0092598492088776,data_band,0.17548900000019785,6
case_044,3,ok,55668.0,55572.0,1860800.0,1860800.0,0.003366352397957443,9472.0,2804256.0,1.0017274886633556,0.39677930000016204,699e24894b7ae76cb8e463e61489e5b1a93851ad800c030e598983cea7e8a6d4,,2.7785035629453683,2.7737120068980383,55668.0,1.0017274886633556,data_band,0.17687350000005608,6
case_044,4,ok,68165.0,67846.0,2791200.0,2791200.0,0.005743393388260231,21504.0,3722624.0,1.004701824720691,0.3807553999999982,03c3f73d883cf557d2e47784584fcbeff463ef26723ef61660b8580a404dd2bf,,2.275845296701353,2.265194748037849,68165.0,1.004701824720691,data_band,0.19721579999986716,6
case_044,5,ok,83237.0,83141.0,3721600.0,3721600.0,0.000424427878065978,1984.0,4672544.0,1.0011546649667433,0.387242299999798,037635b4b1ba83a6ec558b22468b0f1c19e0f4ca324d7def8141fb9e0a5033c8,,1.8571703491658749,1.855028412845249,83237.0,1.0011546649667433,data_band,0.17589259999977003,6
case_045,1,ok,125614.0,125614.0,0.0,0.0,0.0,0.0,278528.0,1.0,0.4743680999999924,6ff4399c84008696e1bc0b0f870dbf2ed77883b7cbba223feca59e73f78f852d,,1.0,1.0,125614.0,1.0,single_core_fixed,0.02381550000018251,1
case_045,2,ok,63059.0,63059.0,0.0,0.0,0.0,0.0,278528.0,1.0,0.39401889999999185,fd8a41237af35939cf7fc007017968c5630e206b0a9d13f0a2a3789f2afc6162,,1.99200748505368,1.99200748505368,63059.0,1.0,component_merged,0.2261844999998175,7
case_045,3,ok,42601.0,42601.0,0.0,0.0,0.0,0.0,278528.0,1.0,0.4440088999999716,0eb6b7af74988a025bde49f4851ea0c80e7c7376111fbbec34cab9a2ebbf6e81,,2.94861622966597,2.94861622966597,42601.0,1.0,component_merged,0.2365828000001784,7
case_045,4,ok,31878.0,31878.0,0.0,0.0,0.0,0.0,278528.0,1.0,0.4337858000003507,ecd749215e7197ecc8e0b63da20682d7e83a77823fbe809d5a12a3d4b4c737d3,,3.940460505677897,3.940460505677897,31878.0,1.0,component_merged,0.22543150000001333,7
case_045,5,ok,26164.0,26164.0,0.0,0.0,0.0,0.0,278528.0,1.0,0.35368749999997817,16c8ee2138dbbf5b3f98a086cfe11187e5ed434b81052b1a0fe1d3026ab8eda2,,4.801024308209754,4.801024308209754,26164.0,1.0,component_merged,0.2561843999997109,7
case_046,1,ok,276455.0,244994.0,3176288.0,3176288.0,0.7530304668077024,3120992.0,1023584.0,1.1284153897646474,0.31332249999968553,084db12ce8f03f46de12b3e65eeae8a14aacea773e697fe01da843a047c0d723,,1.1284153897646474,1.0,276455.0,1.1284153897646474,single_core_fixed,0.013943699999799719,1
case_046,2,ok,112356.0,112356.0,930400.0,930400.0,0.0,0.0,1926336.0,1.0,0.30051670000011654,e356cf4fa425364ec06f45bd25b16c8c5b6ed053c8a3ecc94e52df16f9a2b31f,,2.460527252661184,2.460527252661184,112356.0,1.0,data_band,0.09991040000022622,5
case_046,3,ok,84540.0,84540.0,1860800.0,1860800.0,0.6314115129994511,1803776.0,1052960.0,1.0,0.3020448000002034,ad2613481fc6a736086c8263cdeb5feb84d618de5fbbe42c8231f1070494b4d3,,3.2701088242252188,3.2701088242252188,84540.0,1.0,data_band,0.10127890000012485,5
case_046,4,ok,80168.0,80168.0,2791200.0,2791200.0,0.0,0.0,3787136.0,1.0,0.3367296000001261,7aada3983c968ea15cdf0b3e1b072e83da4adc2d267ec23183ee84714eee7943,,3.4484457638958186,3.4484457638958186,80168.0,1.0,data_band,0.10100970000030429,5
case_046,5,ok,95335.0,94751.0,3721600.0,3721600.0,0.00813984249404774,38400.0,4679136.0,1.0061635233401232,0.2810601000001043,a16b928e56cd55900a92b9729703ca028450b3086baf8d9761a8d74c9692dc05,,2.9177000770440418,2.8998269261026905,95335.0,1.0061635233401232,data_band,0.1173650999999154,5
case_047,1,ok,326508.0,326508.0,0.0,0.0,0.0,0.0,457286.0,1.0,10.32673849999992,021a719b24d258db7e8627918283acbe232f47b3270512d39fbda89af1e4c8e7,,1.0,1.0,326508.0,1.0,single_core_fixed,0.22050519999993412,1
case_047,2,ok,197819.0,197819.0,1539654.0,1539654.0,0.09536484896646562,122886.0,1165702.0,1.0,10.831868799999938,e9ad457cb786310cb7180018b1146921d7dac1ac0b0c689c83dc8d32823f3457,,1.6505391292039693,1.6505391292039693,176096.0,0.8901874946289284,data_band,2.2271856000002117,6
case_047,3,ok,128024.0,127524.0,1353740.0,1353740.0,0.3866469339800245,503180.0,798214.0,1.003920830588752,7.637015400000109,f773632b9cdf6cf73841aae589bd8716523742793d9950c9a501ad09110d0485,,2.5603651077444245,2.550365556458164,128024.0,1.003920830588752,valley,2.128492599999845,6
case_047,4,ok,104182.0,103932.0,1173970.0,1173970.0,0.31854889298283845,385936.0,825608.0,1.0024054189277605,6.810435499999585,d40d99c09d2281c389bb4b0c9c66f4b4c7dea9322d55632beeb7bad744d5c005,,3.1415540930608477,3.134015472922386,104175.0,1.002338067197783,valley,2.2851435999996283,6
case_047,5,ok,94714.0,90802.0,2392856.0,2392856.0,0.5558310854860439,1103248.0,881614.0,1.0430827514812449,7.341073099999903,ad2735f7a4f027a0586e02e7a97b359da58cdc045f3a3ef3dd8ed5cbb1a7140f,,3.595823880531266,3.4473045167557066,94756.0,1.043545296359111,valley,2.1241243999998005,6
case_048,1,ok,222220.0,222220.0,0.0,0.0,0.0,0.0,410182.0,1.0,0.6004172000002654,6927517506735ff4c11d1c83a7b399eb4ec5f9fb31c30a9391a34d45d8d6c1de,,1.0,1.0,222220.0,1.0,single_core_fixed,0.027141800000208605,1
case_048,2,ok,139780.0,139780.0,767654.0,767654.0,0.0217086208114536,18438.0,830902.0,1.0,0.9234769000004235,559ada955ab218d0b48e0dacd244dbe173dedf8bf2cc822800b755ff53c5c491,,1.5897839462011734,1.5897839462011734,148681.0,1.0636786378594936,valley,0.24806959999978062,6
case_048,3,ok,122292.0,121677.0,1094892.0,1094892.0,0.25291904075532295,261450.0,772280.0,1.0050543652456914,0.9548010999997132,1c7ae6d5542434b28e429becfb5213942d43370b487f6a8f1d9ee7c41e5835bf,,1.8263106421098483,1.817126222483891,130128.0,1.0694543751078676,valley,0.23005449999982375,6
case_048,4,ok,111344.0,111329.0,1120402.0,1120402.0,0.2301857585139319,240894.0,805626.0,1.0001347357831294,0.924664600000142,4f1f85841100ec2941a6a50b46ba2d925b73f67da9a527e62439fa635e8b5776,,1.9960657151326249,1.995796809886478,126825.0,1.1391910463580919,valley,0.28772909999997864,6
case_048,5,ok,111467.0,110747.0,1462006.0,1462006.0,0.2584913533921055,314676.0,902680.0,1.00650130477575,1.0083444000001691,80c5a6cd67f579ab3330565d6d1c7ac9a61d8cf16e45339eb070d8075b053401,,2.006555482315548,1.9935945167628086,127339.0,1.1498189567211754,valley,0.23557909999999538,6
case_049,1,ok,196276.0,196276.0,0.0,0.0,0.0,0.0,152504.0,1.0,1.5927787999999055,59600ac44c57711966e0707983e647162c5ce2f62f50748409ef8d2ba3810987,,1.0,1.0,196276.0,1.0,single_core_fixed,0.06203029999960563,1
case_049,2,ok,132212.0,132211.0,795798.0,795798.0,0.05011283003227258,28292.0,536274.0,1.0000075636671684,1.7804424000000836,08890f9adbd0410b361e00474319eded3a8f63d3e551daa34a8736904b1ed368,,1.4845663371429003,1.4845551084621669,132212.0,1.0000075636671684,data_wide,0.6164201999999932,7
case_049,3,ok,104604.0,104567.0,1559248.0,1559248.0,0.07087350289809098,67472.0,884534.0,1.0003538401216445,1.879628700000012,55cb28b8c09a52d197202642e34a1c2fd672d3f081a768f34acea5174cf7f0eb,,1.8770357761052723,1.8763718404649918,115750.0,1.1069457859554162,data_wide,0.6357781000001523,7
case_049,4,ok,88796.0,88693.0,1726822.0,1726822.0,0.11878649792261005,124082.0,920498.0,1.0011613092352272,2.002041300000201,ca621bac3487b120cc791c37a228f2f80df0f744446132ffc051ce99b8f9eda1,,2.212981858771267,2.2104148835533133,102275.0,1.153134971192766,data_wide,0.655665300000237,7
case_049,5,ok,85570.0,85357.0,1871276.0,1871276.0,0.1493050687122074,168248.0,958626.0,1.0024954016659442,1.9585575999999492,aa4729783100c7230eec1ff1353af20e724622d393f72e365b023fb6e44adb55,,2.2994716309148635,2.2937478088114993,97747.0,1.145155054652811,data_wide,0.7269946000001255,7
case_050,1,ok,149690.0,149690.0,0.0,0.0,0.0,0.0,319300.0,1.0,1.8464960999999676,3ae6d344e47cb50f3ae792f5c369afb4d76ed7a1b667cd8f87e5077bb1b1a982,,1.0,1.0,149690.0,1.0,single_core_fixed,0.06307169999990947,1
case_050,2,ok,75386.0,75386.0,597958.0,597958.0,0.19219267313297672,132006.0,554836.0,1.0,2.007970699999987,448fd606e76f57a11ae7dd2393fc9363fdac839cd4aa6beca0d4153075a64516,,1.9856472023983234,1.9856472023983234,75386.0,1.0,valley,0.7009207999999489,8
case_050,3,ok,60423.0,60369.0,919320.0,919320.0,0.2700328250911235,235440.0,636454.0,1.0008944988321822,2.1013293999999405,82ef3c705a26f4cf10d9358b3f173dba7e3bdba6573790e44f123ec428438eff,,2.4795838923951035,2.4773678897108717,60423.0,1.0008944988321822,valley,0.7279475999998795,8
case_050,4,ok,49215.0,48481.0,1303162.0,1303162.0,0.36883782385976327,403648.0,690730.0,1.0151399517336688,2.147771400000238,403cb490188b8110586297a28b75f7186cfda632736da0e1d8066a50d34b7dc0,,3.087601328355438,3.0415523722442344,49215.0,1.0151399517336688,valley,0.7727153000000726,9
case_050,5,ok,47714.0,46479.0,1526304.0,1526304.0,0.3971961537446213,481478.0,730714.0,1.0265711396544677,2.3549808999996458,171dcea75e81965a859a03b2a0d053096cf2114c91ceb58ef8802b18529ccce9,,3.220594246864175,3.1372343546967345,47714.0,1.0265711396544677,valley,0.8051620000001094,9
case_051,1,ok,607628.0,607628.0,0.0,0.0,0.0,0.0,393216.0,1.0,0.353012900000067,d106c8225c552029b8245b91de642aaa533b7e08a727dc48a1265fe1f7024d00,,1.0,1.0,607628.0,1.0,single_core_fixed,0.019318399999974645,1
case_051,2,ok,327449.0,327449.0,668.0,668.0,0.0,0.0,393550.0,1.0,0.5051493999999366,aa937ea6fa3297b6fd50c3f21160057f9ea893b9abb42e031e78909096413840,,1.855641641904541,1.855641641904541,379535.0,1.1590659919559994,fork_join,0.1446498000000247,5
case_051,3,ok,228013.0,228013.0,376.0,376.0,0.00011692814511291192,46.0,393358.0,1.0,0.3908512999996674,496a298c7f7c37a28368c295d600ef35aec7f9485978d69ee18b6ef7f9f2e453,,2.6648831426278328,2.6648831426278328,228013.0,1.0,data_wide,0.14963080000006812,5
case_051,4,ok,178135.0,178135.0,1140.0,1140.0,0.00023362943324546835,92.0,393694.0,1.0,0.5197671999999329,89e436f94bd5983cebd47194a64e3fc8fcdb7f9f7098999fd71d01e86b31c7b1,,3.4110534145451483,3.4110534145451483,192346.0,1.0797765739467258,fork_join,0.16125379999994038,5
case_051,5,ok,179133.0,179133.0,1232.0,1232.0,0.0003504032176156331,138.0,393694.0,1.0,0.5783352000003106,dbd02c5cb1ba1d5ec44d504748df02af50e0b78c00b24d62dcbd94c88dfcdefd,,3.392049482786533,3.392049482786533,191961.0,1.0716115958533603,fork_join,0.16165120000005118,5
case_052,1,ok,180301.0,180301.0,0.0,0.0,0.0,0.0,810044.0,1.0,0.31501499999967564,b8bb2cd3db276700812744c2c435fa26053213465c30f4a9e05fb2996a330fc1,,1.0,1.0,180301.0,1.0,single_core_fixed,0.017651999999998225,1
case_052,2,ok,86544.0,86544.0,268488.0,268488.0,0.061449831973115696,61440.0,938400.0,1.0,0.365786300000309,685bbd46fe56ef9d8abe76c6f6d5c2043ed6b23975df722fa90b608a76b7c4ca,,2.0833448881493806,2.0833448881493806,91254.0,1.0544231835829174,data_wide,0.18610209999997096,8
case_052,3,ok,62667.0,62667.0,640376.0,640376.0,0.15773105134474327,193536.0,1033464.0,1.0,0.40921300000036354,f83a40767bb0d074e0033c85f62da8357bc7a567e415cbad221fa061e7451913,,2.8771283131472707,2.8771283131472707,63361.0,1.0110744091786745,data_wide,0.17810460000009698,8
case_052,4,ok,45722.0,45076.0,651248.0,651248.0,0.1988269960366399,253440.0,1021236.0,1.0143313514952526,0.39712009999993825,6394cceaa0bc8bc2867ac510b85797cfb88b3ce698106bc8538c4d99ce5665eb,,3.99993344573609,3.943418923056734,47721.0,1.0586786760138434,data_wide,0.18259900000020934,8
case_052,5,ok,40532.0,40125.0,884484.0,884484.0,0.14995326534803693,214656.0,1216830.0,1.0101433021806854,0.4712411999998949,0994b2d5c2187eb89662c17a59dc53c7e653f1ab4af8265a31c489219134ffa2,,4.493482866043614,4.448361788216718,51670.0,1.2877258566978194,data_wide,0.1840265000000727,8
case_053,1,ok,1472686.0,1428109.0,5405536.0,5405536.0,0.6248708378144704,5155968.0,3095286.0,1.0312140039730862,7.918261699999675,cf1e7920597114bd4db330d2634728512ab6c83ced7d2b75b26f56856ffe5f7b,,1.0312140039730862,1.0,1472686.0,1.0312140039730862,single_core_fixed,0.20298940000020593,1
case_053,2,ok,718971.0,717639.0,4639598.0,4639598.0,0.15779165627464595,936342.0,4997698.0,1.001856086416708,8.908160199999656,c5d08458592b906767881d30b3cbfb2afd335a0c099459d6c0177acd74324fdb,,2.0521264869941573,2.0483246194909115,718971.0,1.001856086416708,data_band,2.3531802000002244,9
case_053,3,ok,501536.0,497346.0,6877352.0,6877352.0,0.1919509451873865,1488188.0,6264772.0,1.0084247184052952,8.863362499999766,54ff83a16e3837cdb17d591549194a6ee0ddef21b7de3cb0073519007287618d,,2.961089462868908,2.9363515281056594,546106.0,1.0980403984348923,data_band,2.3017869999998766,9
case_053,4,ok,412060.0,401644.0,10218514.0,10218514.0,0.2026694839100248,2056878.0,8092050.0,1.025933413669817,9.712153099999796,2b3ddded4165ef6138f018cd7e3af2ce851a2ac812c40873fa3160095acbae22,,3.6666450886855024,3.573960102897636,492232.0,1.2255430181952176,data_band,2.1821328999999423,8
case_053,5,ok,368746.0,351878.0,12803730.0,12803730.0,0.25416871472482877,3039472.0,8919010.0,1.0479370690978123,9.662719800000104,82cfbc09922f3964eb15cebd5e950b793ca5ba6496ddce45bb90338272091378,,4.185217603828599,3.993768067992602,520446.0,1.4790523988427808,data_band,2.251284900000428,8
case_054,1,ok,815051.0,815051.0,0.0,0.0,0.0,0.0,1606214.0,1.0,12.333925500000078,1c9f22c955565dbec481aaf9dd1e21eee9ff632c82918c3a68255e8ef56e2089,,1.0,1.0,815051.0,1.0,single_core_fixed,0.27646269999968354,1
case_054,2,ok,435929.0,435929.0,661958.0,661958.0,0.05447576592282893,108614.0,1885190.0,1.0,9.909043699999984,6eaf212fce5eb177491a0f3fc0cfb205d0aa5028ec4b31a973e67085480f8467,,1.869687494981981,1.869687494981981,435929.0,1.0,valley,2.748349599999983,7
case_054,3,ok,295182.0,295132.0,1733776.0,1733776.0,0.22216597454689144,595978.0,2086602.0,1.0001694157190681,8.969390799999928,af01a314360fbf80ed5dbabaacd98dcd785d549dabcd5356e3f0ec8b6c22daad,,2.761649024843121,2.76118123733832,295182.0,1.0001694157190681,valley,2.8080055999998876,7
case_054,4,ok,231708.0,230893.0,1766610.0,1766610.0,0.2213748611942524,596874.0,2099340.0,1.0035297735314626,8.068080499999724,3aa929376c23ac63bba428053d465652bb3dc9c10a9f44eededc2f3c450e1e09,,3.5299944129964964,3.517578158717006,231708.0,1.0035297735314626,valley,2.911573800000042,7
case_054,5,ok,202096.0,198945.0,2922392.0,2922392.0,0.3446998185438639,1186130.0,2254922.0,1.0158385483425068,8.454496199999994,eaa8bdb25df6d25770158c8bc8f1050870ad4bb99c310c745ad9dca3c0fb2d69,,4.0968659679811,4.032989272424986,202096.0,1.0158385483425068,valley,2.7477739999999358,7
case_055,1,ok,118835.0,118835.0,69632.0,69632.0,0.10014324257468461,69632.0,625692.0,1.0,0.3287828000002264,50e8c508e994261f5f8932836ff74c53da41585f0b3d194b92eed09232a8e956,,1.0,1.0,118835.0,1.0,single_core_fixed,0.019560199999887118,1
case_055,2,ok,53535.0,53430.0,16384.0,16384.0,0.025517228490085284,16384.0,625692.0,1.001965188096575,0.33708359999991444,8cc447225f0062023ee27f88a80933874c6272ab37578fbbd609e1c70a48cea8,,2.2241250233950964,2.219762772018306,65764.0,1.2308440950776718,component_affinity,0.19812020000017583,9
case_055,3,ok,36456.0,36456.0,74240.0,74240.0,0.10606744655195076,74240.0,625692.0,1.0,0.4052707000000737,7a2f54e19f036edc1fc673069bb1db6259c03d159c89e353c3da227c03bd01c1,,3.2596829054202328,3.2596829054202328,43687.0,1.1983486943164363,component_affinity,0.2152576000003137,9
