case,cores,status,no_l2_cycles,l2_cycles,no_l2_added_bytes,l2_added_bytes,cache_hit_rate,hit_bytes,miss_bytes,cache_gain,seconds,plan_sha256,error,l2_speedup,no_l2_speedup,q2_cycles,vs_q2_gain,selected,inference_seconds,candidate_count
case_019,1,ok,81144.0,81144.0,0.0,0.0,0.0,0.0,179252.0,1.0,0.17559479999999894,ddd068690ce1cff9101b3178e96693a9405171fb66d9695b3294063898629e2e,,1.0,1.0,81144.0,1.0,single_core_fixed,0.010941200000161189,1
case_019,2,ok,42124.0,42124.0,326972.0,326972.0,0.17211274366016907,64544.0,310466.0,1.0,0.21388539999998102,65905a0e06fa6734da2339f7f5bce4f712b640d301560dea6d93f2e555932583,,1.9263127908080904,1.9263127908080904,43224.0,1.026113379546102,data_wide,0.08709399999997913,7
case_019,3,ok,28729.0,28729.0,24576.0,24576.0,0.0,0.0,203828.0,1.0,0.16390920000003462,2a699552116fb842a7da9347c1d12c0a5fb16fb8b84802823cf512e104fdd4c6,,2.8244630860802675,2.8244630860802675,29121.0,1.0136447492081173,component_vector,0.08397409999997762,6
case_019,4,ok,24099.0,24099.0,51744.0,51744.0,0.08214860863391574,18976.0,212020.0,1.0,0.15739729999995689,50a3d17d402b15ef818857241634ad72c30c764a02b70f19b562d586fc2fd06d,,3.3671106684924688,3.3671106684924688,24099.0,1.0,component_affinity,0.09323440000025585,7
case_019,5,ok,22893.0,22848.0,584808.0,584808.0,0.17420237138546998,98848.0,468584.0,1.001969537815126,0.26680439999972805,6d1e70a73c2d19e67f7211c65bc39a72b208a34754b68140b501ab7082985291,,3.551470588235294,3.5444895819682873,24169.0,1.0578168767507004,data_band,0.10565120000001116,7
case_020,1,ok,532746.0,532746.0,0.0,0.0,0.0,0.0,1179648.0,1.0,3.4715541000000485,993559d1089a94ff2e2adc846c6464936db7c9f64f59d4de7188421f9f04a433,,1.0,1.0,532746.0,1.0,single_core_fixed,0.10826510000015332,1
case_020,2,ok,266580.0,266580.0,0.0,0.0,0.0,0.0,1179648.0,1.0,2.540358400000059,d1fb4a5b486caa40baadebfaa21e02143d89cb3d98c603aa82206af6390eb8db,,1.9984469952734638,1.9984469952734638,266580.0,1.0,component_merged,1.1946747000001778,7
case_020,3,ok,177950.0,177950.0,0.0,0.0,0.0,0.0,1179648.0,1.0,2.2722838999998203,1ea58429fc5576c78ca0aee8feaa45e4ad843ae064854985e72d1369d47d2731,,2.993796010115201,2.993796010115201,177950.0,1.0,component_merged,1.1429024999997637,7
case_020,4,ok,133704.0,133704.0,0.0,0.0,0.0,0.0,1179648.0,1.0,2.122623300000214,ecdb20624ab0060d46c2c85f4c87cd9cbd121f607d4900b5fb4365313c1089ab,,3.984518039849219,3.984518039849219,133704.0,1.0,component_merged,1.234737799999948,7
case_020,5,ok,107650.0,107650.0,0.0,0.0,0.0,0.0,1179648.0,1.0,2.0026450000000295,e7becef51f5bdcb7e86664b3eef600e7d40c2d4bcdaa6e90e581c1041c049385,,4.948871342313051,4.948871342313051,107650.0,1.0,component_merged,1.2815315999996528,7
case_021,1,ok,6567937.0,6558837.0,4501504.0,4501504.0,0.5005973715651135,3432448.0,3424256.0,1.0013874410966457,2.1573672999998053,cbc21e36336638cf978979e81549d08ce2b2f7870dbd0a3939d49c92728a4df9,,1.0013874410966457,1.0,6567937.0,1.0013874410966457,single_core_fixed,0.06196730000010575,1
case_021,2,ok,3155757.0,3155757.0,2789376.0,2789376.0,0.4820859872611465,2480128.0,2664448.0,1.0,1.6135340999999244,e16e92c01d1eed1eada297bc0781be2081123de7b7dd98adc407e64d59848910,,2.081255622660427,2.081255622660427,3194570.0,1.0122991092153166,component_reuse_order,0.7225996000001942,6
case_021,3,ok,2115614.0,2115614.0,4710400.0,4710400.0,0.3660869565217391,2586624.0,4478976.0,1.0,1.485661500000333,018f47fbd450aaa5d455d3a065ffc533b3df6ec6554bc5b39ecc7eec5a1a1cc0,,3.104506304080045,3.104506304080045,2155304.0,1.0187605111329383,component_reuse_order,0.8048903999997492,7
case_021,4,ok,1556743.0,1556743.0,4608000.0,4608000.0,0.6123529411764705,4263936.0,2699264.0,1.0,1.3933868999997685,fbbdf973387017d5da1c1009b14afd9f7fe2b75d23c5f6838f1100fa69e24c6e,,4.219024591727729,4.219024591727729,1550324.0,0.9958766475905143,component_reuse_order,0.632690299999922,6
case_021,5,ok,1252641.0,1248535.0,9420800.0,9420800.0,0.5598260869565217,6592512.0,5183488.0,1.003288654302843,1.7231758000002628,5f0a19372c36cfdce8c304d5bc9c5b362d84123585ca7e8af162483f781011ea,,5.260514923490331,5.243271615730285,1250168.0,1.0013079328973558,component_reuse_order,0.8447747000000163,7
case_022,1,ok,56780.0,56780.0,0.0,0.0,0.0,0.0,213540.0,1.0,0.36577429999988453,293b05224b0ff9a9a43c481e398a288fea17c33992e77b9d71d69c6ebdefd8c2,,1.0,1.0,56780.0,1.0,single_core_fixed,0.02105249999976877,1
case_022,2,ok,29109.0,28996.0,528516.0,528516.0,0.177699803581304,93184.0,431206.0,1.0038970892536903,0.48075070000004416,1c120187715940dbeaaaedbfa8f3f57c312922bd5eda95c915c6695ec7e3bd94,,1.958201131190509,1.9505994709540004,28333.0,0.9771347772106498,data_wide,0.23463859999992565,8
case_022,3,ok,19128.0,19128.0,13824.0,13824.0,0.060801182245210326,13824.0,213540.0,1.0,0.3692935999997644,6b13adac102401ca8df5321eefbb61e01717af509bb2f9a3217cd5c068df1333,,2.968423253868674,2.968423253868674,19128.0,1.0,component_merged,0.24642290000019784,9
case_022,4,ok,14555.0,14555.0,13824.0,13824.0,0.060801182245210326,13824.0,213540.0,1.0,0.363281299999926,843e876baf45b88b676b488d57466063bedd215793fd7846d3ae87ef91f618a6,,3.9010649261422192,3.9010649261422192,14654.0,1.0068017863277223,component_reuse_order,0.26040589999956865,8
case_022,5,ok,11828.0,11828.0,20736.0,20736.0,0.08851098704092608,20736.0,213540.0,1.0,0.34753660000023956,4b0a839d963f84618d63b838e1466cf86d074860f725b71414452cc54f2f2ebb,,4.800473452823808,4.800473452823808,11828.0,1.0,component_reuse_order,0.2905895000003511,9
case_023,1,ok,122614.0,122614.0,0.0,0.0,0.0,0.0,434122.0,1.0,0.24891200000001845,706b945e8dd06ae161663093879c4361ffa7748643fdfc41e365abe825d8500f,,1.0,1.0,122614.0,1.0,single_core_fixed,0.02450200000021141,1
case_023,2,ok,59165.0,59165.0,807808.0,807808.0,0.16528946713544623,155424.0,784890.0,1.0,0.3799091999999291,27f4a5f29f243fdf0cbeb18eb11a85854847f20032a95804e2db6be6607c3785,,2.0724076734555905,2.0724076734555905,61227.0,1.0348516859629848,data_wide,0.16564470000002984,8
case_023,3,ok,41619.0,39686.0,1045908.0,1045908.0,0.24701706035321477,273190.0,832766.0,1.0487073527188429,0.4300852000001214,5d4f4aea4559787ef163f224f74ae7b49625bcb1634507f6d30ccbcac301d200,,3.08960338658469,2.9461063456594343,41662.0,1.0497908582371618,data_wide,0.17279770000004646,8
case_023,4,ok,34143.0,32691.0,1131684.0,1131684.0,0.2108636765041492,255016.0,954372.0,1.04441589428283,0.45283999999992375,aee538013f46f586d1a655d209d21ab455706b8cbf8727ebf937afaede7e9ebc,,3.7506959101893487,3.591189995020941,31519.0,0.9641491542014622,data_wide,0.18541080000022703,9
case_023,5,ok,25191.0,25191.0,280992.0,280992.0,0.32420005761319176,231840.0,483274.0,1.0,0.2672032999998919,87fe7e47b1da5f384331823dae640a2845e310bfcb7fa803ac0e99121fb4acc5,,4.867373268230717,4.867373268230717,25191.0,1.0,component_merged,0.17868110000017623,9
case_024,1,ok,2555343.0,2555343.0,0.0,0.0,0.0,0.0,393216.0,1.0,2.667715400000361,76e5b9257fb09e13e0ecaaab4039acb94e3eab1a70c3c7c4dd67ad0f65ad98f4,,1.0,1.0,2555343.0,1.0,single_core_fixed,0.08405579999998736,1
case_024,2,ok,1376112.0,1376112.0,2824.0,2824.0,0.0,0.0,394628.0,1.0,2.9805035999997926,5a1717fb49aa119092ca3bff220de419ebc27c669fd2e6a41950af444b483a93,,1.856929523178346,1.856929523178346,1583353.0,1.1505989338077134,fork_join,0.7419442999998864,5
case_024,3,ok,955894.0,955894.0,1608.0,1608.0,0.0005075884472869397,200.0,393820.0,1.0,2.308557600000313,79a5d28e1278fe56c3f43426dd16a90ffcfc3ac32ff029f6263181301bb9c459,,2.6732493351773314,2.6732493351773314,955894.0,1.0,data_wide,0.7728047999999035,5
case_024,4,ok,743623.0,743623.0,4836.0,4836.0,0.0010110354519581228,400.0,395234.0,1.0,3.046795999999631,fae1eaeda762d440324354630a77c0b5507ae17c6fd398f7ff4f2225bf3fe408,,3.43634207118392,3.43634207118392,796719.0,1.071401772134536,fork_join,0.7562874000000193,5
case_024,5,ok,744621.0,744621.0,5236.0,5236.0,0.0015157869207799229,600.0,395234.0,1.0,3.071215299999949,40d76d768c7f0a3558aa70d931163983df3fa785b831f842ae9e36adcf806835,,3.4317364135580384,3.4317364135580384,795102.0,1.0677942201468935,fork_join,0.8619648000003508,5
case_025,1,ok,4863026.0,4863026.0,0.0,0.0,0.0,0.0,4122624.0,1.0,22.547317999999905,599407c93e5d42698ea920b72b71f3c8ad03ccb16739a144d1ca81b66ea21597,,1.0,1.0,4863026.0,1.0,single_core_fixed,0.662104200000158,1
case_025,2,ok,2431840.0,2431840.0,27648.0,27648.0,0.0,0.0,4150272.0,1.0,15.284537,a5fff6afbed8a85e01d1e635bb90448e13b96d5582558e42512d972ca9c86e9a,,1.9997310678334101,1.9997310678334101,2431840.0,1.0,component_merged,5.750455899999906,4
case_025,3,ok,1622164.0,1622164.0,55296.0,55296.0,0.0,0.0,4177920.0,1.0,12.673187700000199,49bb0fcd9b932f015165169092971b4e0dda3d3ca24621db4c814a276c7b2749,,2.9978633479722148,2.9978633479722148,1622164.0,1.0,component_merged,4.9474411999999575,4
case_025,4,ok,1217444.0,1217444.0,82944.0,82944.0,0.0,0.0,4205568.0,1.0,11.635991500000273,8e00701890b2bf8478c92622d4a978ba4b15c8e9bdaa7149dc3aedde24377bb9,,3.9944555971362954,3.9944555971362954,1217444.0,1.0,component_merged,4.5207273999999416,4
case_025,5,ok,975282.0,975282.0,110592.0,110592.0,0.0,0.0,4233216.0,1.0,11.357657000000017,3863b182c24ce4f308900690c0c83e40425641ccc478f12574bce2d3ece14536,,4.986276789687495,4.986276789687495,975282.0,1.0,component_merged,4.382084400000167,4
case_026,1,ok,99203.0,99203.0,0.0,0.0,0.0,0.0,488886.0,1.0,0.16715770000018892,485961e17b29a64988bfd251662861be9b8263889870380e55374b39e958cf9b,,1.0,1.0,99203.0,1.0,single_core_fixed,0.010428699999920354,1
case_026,2,ok,56363.0,55004.0,1011308.0,1011308.0,0.2624879211043163,300976.0,845652.0,1.0247072940149806,0.2529638999999406,564c68b96e779e0bc31e8f32483ab55cd46e6f53f3e12048f9953ce5bd786f2b,,1.8035597411097375,1.760073097599489,58112.0,1.0565049814558942,data_band,0.0829756000002817,6
case_026,3,ok,41698.0,41698.0,95664.0,95664.0,0.03752630228380806,21936.0,562614.0,1.0,0.16791960000000472,f7eb191f198ecb5cf2647983c812070d5b85c55fa36f90a6dd32a4142c7eebca,,2.379082929636913,2.379082929636913,41655.0,0.9989687754808384,component_vector,0.07945509999990463,5
case_026,4,ok,47004.0,40170.0,1504920.0,1504920.0,0.29305942797348195,429056.0,1035002.0,1.1701269604182225,0.31389690000014525,cd93c28a9188c6fd49b6bccf6aac5057ed2df66fe9b76bb07a2dbb26a8eb2007,,2.4695792880258898,2.110522508722662,42226.0,1.0511824744834453,data_band,0.0806588999998894,5
case_026,5,ok,43993.0,36584.0,1525308.0,1525308.0,0.31887925017978597,480662.0,1026686.0,1.2025202274218239,0.3404833999998118,85f420810481cd13a4f49152da7e9ee9765bfdbc39ac8f62eb5d65dd55abceba,,2.7116499015963265,2.254972381969859,44114.0,1.2058276842335447,data_band,0.08317630000010467,5
case_027,1,ok,2363952.0,2359515.0,1400832.0,1400832.0,0.2689393939393939,872448.0,2371584.0,1.0018804711985303,0.6342082000001028,c6f2b1e7c92ae2648eee7f5469fdfb604babcce40143818be045566c6a998d9a,,1.0018804711985303,1.0,2363952.0,1.0018804711985303,single_core_fixed,0.02311730000019452,1
case_027,2,ok,1145854.0,1145655.0,1728512.0,1728512.0,0.37155963302752293,1327104.0,2244608.0,1.000173699761272,0.5769947999997385,0dd7e7780e85ac69db8c78a573e7816e3ad32acd5ca867b998735c78910b963c,,2.0634065229061105,2.0630481719311535,1120962.0,0.9784463909292065,component_reuse_order,0.2916386000001694,6
case_027,3,ok,1054242.0,1054242.0,16711680.0,16711680.0,0.0,0.0,10199040.0,1.0,0.887122300000101,69511d23bf1e5364b308e8cffead0abb047252e42d948591df635ce8dac8f583,,2.2423238687132554,2.2423238687132554,837049.0,0.7939818371872872,join_tail,0.30554309999979523,7
case_027,4,ok,559196.0,559196.0,3317760.0,3317760.0,0.0,0.0,5160960.0,1.0,0.5641026999996939,62cd079b9653ca2fdbcaff4c339044ce050a8d1d84641ecd8bea5e5f0712a440,,4.227412213249022,4.227412213249022,559196.0,1.0,component_merged,0.269575100000111,6
case_027,5,ok,556428.0,556428.0,17768448.0,17768448.0,0.2745726495726496,3684352.0,9734144.0,1.0,1.0413088999998763,660e2274d45174943bdd1bbd4a338c5fec0ba0aac07c91af3a52a2c0c97c2b80,,4.248441846923591,4.248441846923591,558753.0,1.004178438180681,data_wide,0.2973035999998501,7
case_028,1,ok,43836040.0,43836040.0,277412256.0,277412256.0,0.0,0.0,278067744.0,1.0,27.08461669999997,c65ac88ba5cacd91449e6e58c113e97597afb798b7de4554b7b8526e5235a551,,1.0,1.0,43836040.0,1.0,single_core_fixed,0.35693029999993087,1
case_028,2,ok,20336249.0,20332060.0,17337984.0,17337984.0,0.15581781173321438,2145888.0,11625888.0,1.000206029295605,15.767153700000108,b615ee11f08881bc32e9cc147f9bf6ddd9516e9b7b777ab2711f5a49eeacacf3,,2.156005835119511,2.155561726255417,20602291.0,1.013290881494546,data_wide,3.402224500000102,6
case_028,3,ok,13486869.0,13486869.0,17309952.0,17309952.0,0.0,0.0,14832000.0,1.0,13.136857800000143,3dce058cab1db118466b7bec7606c4a894e8533f82c281538b73cf14169dcc7d,,3.250275508718888,3.250275508718888,13582878.0,1.0071187019018277,data_wide,3.045400900000004,6
case_028,4,ok,10286253.0,10282038.0,17367936.0,17367936.0,0.1346631162947612,2145888.0,13789344.0,1.0004099381854064,11.974361899999622,cdca0c8a6f92aeaa0096bda651d0a39982485e6a8b34e167a2994d2186326aab,,4.263361018506253,4.261614020187915,10343971.0,1.0060234167584285,data_wide,3.078442100000302,6
case_028,5,ok,8203611.0,8175815.0,18342912.0,18342912.0,0.36793042905739054,6437664.0,11059296.0,1.0033997833855095,11.54170890000023,6fed17b4d5520b20c1129628bd0476e1c79a7504ec1a5ed497ec77c29891e3bf,,5.361672200263827,5.343505439251081,8242960.0,1.0082126369053115,data_wide,3.2175609000000804,6
case_029,1,ok,37555.0,37555.0,0.0,0.0,0.0,0.0,258132.0,1.0,0.28193329999976413,3694adfe7e10c19d9c2263208b2bcfe6077336b531861711cb81e099400287ac,,1.0,1.0,37555.0,1.0,single_core_fixed,0.016589000000294618,1
case_029,2,ok,19504.0,19448.0,266530.0,266530.0,0.4959054034839617,258090.0,262352.0,1.0028794734677087,0.34629960000029314,5afbd103b1b4b27a63a37b1f03e5963e8ad2a9bccfc4dbf88014dff17a27a8c6,,1.9310468942821883,1.9255024610336342,19740.0,1.0150143973673385,valley,0.12598479999996925,7
case_029,3,ok,14231.0,14035.0,114800.0,114800.0,0.3075767815574078,114688.0,258188.0,1.0139650872817956,0.2908737999996447,4e9e7ca2bf87a5654c41beef58815abe71879050bbda83012e6a0eb3035250c1,,2.6758104738154613,2.6389572060993607,12743.0,0.9079444246526541,data_wide,0.17057530000010956,7
case_029,4,ok,11028.0,11028.0,0.0,0.0,0.0,0.0,258132.0,1.0,0.24291700000003402,5b44a65da3d901be1efa843fa3fa50a4f56e8b5def1fac6ba4015071e8a2d8ff,,3.405422560754443,3.405422560754443,11028.0,1.0,component_merged,0.13236689999985174,7
case_029,5,ok,9383.0,9383.0,0.0,0.0,0.0,0.0,258132.0,1.0,0.23658380000006218,fe50dd6711824f67b6cdd8a164fa1c3f17ef9d224032948de3e75e0153b0f539,,4.002451241607162,4.002451241607162,9383.0,1.0,component_merged,0.14509629999975004,7
case_030,1,ok,2808034.0,2807891.0,5519360.0,5519360.0,0.259867995341012,2056192.0,5856256.0,1.0000509279028282,5.92724139999973,75f420d509330aa10096424e73d5714ed2eeac5492d77e9e32adbb616530d642,,1.0000509279028282,1.0,2808034.0,1.0000509279028282,single_core_fixed,0.18589830000018992,1
case_030,2,ok,1391882.0,1391813.0,1332224.0,1332224.0,0.3532160527762507,1315840.0,2409472.0,1.0000495756254613,5.069417999999587,6f62e6fe2eab7c0cba9c0745b8328c6ee80057ee8dc07590315a1f8ddda4964d,,2.017536838641398,2.017436822949072,1401423.0,1.0069046631982888,component_affinity,1.9261846999997942,7
case_030,3,ok,929090.0,928900.0,3901440.0,3901440.0,0.5061005368472425,3185664.0,3108864.0,1.0002045430078588,4.345704999999725,294ec56fc4cfdeffb8675c2aa152388135e3bc3fd013a8e01a8423f7cfdb0c4f,,3.0229669501560985,3.022348749852006,933969.0,1.0054569921412424,component_reuse_order,2.009529399999792,7
case_030,4,ok,698261.0,697853.0,5255168.0,5255168.0,0.45849511313428837,3506688.0,4141568.0,1.000584650348999,4.4125183999999535,cb15e7732c4abc2ff9e342c4712b74a83d93a019afc0ed0f24801da12790fb64,,4.023818769855542,4.021467617409536,708655.0,1.0154789045830568,component_reuse_order,1.9491594000000987,7
case_030,5,ok,560856.0,560562.0,7669760.0,7669760.0,0.7137478375903124,7182336.0,2880512.0,1.0005244736532266,4.984012299999904,e065dacf235a888c81cef4c5a87cd95f4aa53532dba78f825bad4a2055f1b821,,5.00931921892672,5.006693340180011,561192.0,1.001123872114057,component_reuse_order,2.152896099999907,7
case_031,1,ok,1414369.0,1414159.0,3491328.0,3491328.0,0.26059362793218216,1479168.0,4196980.0,1.0001484981533193,3.11775949999992,34447dee47bc34c29c86a194dd0d8bc5a7236c3b05dfeb0e268aeaab18512764,,1.0001484981533193,1.0,1414369.0,1.0001484981533193,single_core_fixed,0.10001349999993181,1
case_031,2,ok,730736.0,730736.0,1774080.0,1774080.0,0.3519038116648564,1393152.0,2565748.0,1.0,2.594625200000337,8bd5fceb6b417cfab163f46a8b3a59d411b8a08ff900f7a59229ec428d51850c,,1.935540331939305,1.935540331939305,735345.0,1.0063073394495412,component_reuse_order,1.223547900000085,8
case_031,3,ok,483278.0,483278.0,2786304.0,2786304.0,0.5215657464991821,2592768.0,2378356.0,1.0,2.3764672999996037,66f7adfa60cfcd36a8ca18e8aaf7764507719e00fd5ea6da15de78964f440625,,2.9266157366981322,2.9266157366981322,486363.0,1.0063834894201682,component_reuse_order,1.1574981999997362,9
case_031,4,ok,379916.0,379563.0,8241810.0,8241810.0,0.5419014784986687,5546056.0,4688380.0,1.0009300168878421,2.845414399999754,3c6d05c90a1fcd5b6ee6fbcc2c2a833eba175663a93fecc682e06d18fc24bf31,,3.726308939490941,3.722846629254888,398198.0,1.0490959340083201,valley,1.26726970000027,9
case_031,5,ok,294518.0,292431.0,8696372.0,8696372.0,0.5421473684210526,5781324.0,4882426.0,1.0071367262704707,3.1575419999999212,794c206f4e7ae2284a5b3db865b6af757aa0f15324d149263c4e5951eca2cdfe,,4.836590511949828,4.802317685166951,308135.0,1.0537015569484767,valley,1.278312100000221,9
case_032,1,ok,41443.0,41443.0,0.0,0.0,0.0,0.0,279156.0,1.0,0.22219399999994494,715397ff071391c2671330279eb2d971e4764f0406495abd55cc7c876fbae7b4,,1.0,1.0,41443.0,1.0,single_core_fixed,0.013155399999959627,1
case_032,2,ok,17595.0,17595.0,6216.0,6216.0,0.0217820949497498,6216.0,279156.0,1.0,0.23277729999972507,75b8efd5f84bdc56929f2040a16bc2e27aa9ae8a2df57a995d8042b8acc8e597,,2.3553850525717532,2.3553850525717532,21880.0,1.2435350951974993,component_reuse_order,0.13889880000033372,9
case_032,3,ok,11920.0,11920.0,12360.0,12360.0,0.04239904499238464,12360.0,279156.0,1.0,0.2336537999999564,4435d1809c0bf5c3bff4b8977d218a2dd3e1ea846e35b571f6415fef1b8bfdcb,,3.476761744966443,3.476761744966443,15402.0,1.2921140939597315,component_reuse_order,0.15734530000008817,9
case_032,4,ok,11205.0,11205.0,12360.0,12360.0,0.04239904499238464,12360.0,279156.0,1.0,0.23808539999981804,ef0422fd87428bd2e73b80919250ff5a13657c2079dd1492be6a28f9e3708a15,,3.698616688978135,3.698616688978135,14274.0,1.2738955823293172,component_vector,0.12457620000031966,7
case_032,5,ok,10415.0,10391.0,12360.0,12360.0,0.028348358237626752,8264.0,283252.0,1.0023096910788183,0.21841119999999137,07f86d797d43e1bfed97cbc8ee174678f1e6da5926769783bb19e09ff9ea6aaa,,3.988355307477625,3.9791646663466156,10415.0,1.0023096910788183,component_merged,0.13820549999991272,7
case_033,1,ok,1774196.0,1774080.0,4592640.0,4592640.0,0.09627692445862406,720384.0,6762032.0,1.000065386002886,1.4680449000002227,0bc07706d649333787c2a6b4067cede9127b9bfca785662db77bb9cd9fb262ac,,1.000065386002886,1.0,1774196.0,1.000065386002886,single_core_fixed,0.05722790000027089,1
case_033,2,ok,908199.0,908199.0,3069984.0,3069984.0,0.29097547552250425,1734144.0,4225616.0,1.0,1.3410782999999356,ee27ca8a3f3ef67a18926d75c464df549a095be9a6a815682004b8ba9c8c59d5,,1.9535322104516741,1.9535322104516741,936496.0,1.0311572683960233,component_reuse_order,0.8157685999999558,8
case_033,3,ok,615560.0,615560.0,4309056.0,4309056.0,0.3298001675827412,2374176.0,4824656.0,1.0,1.4310523999997713,bc70aa3bcd9bed70ca12b62db233afa50f9a086bbfce488305060a81130b0ef0,,2.8822470595880176,2.8822470595880176,623371.0,1.01268925856131,component_reuse_order,0.8497013999999581,9
case_033,4,ok,472774.0,472504.0,5873760.0,5873760.0,0.3027599818155594,2653248.0,6110288.0,1.000571423733979,1.5670169999998507,902acdc04fe912ca0f3a817e37bf1b09c9f82620b5176b1ba884ec61648062e5,,3.7548803819650205,3.7527359795589437,482080.0,1.0202664950984541,component_reuse_order,0.7432579000001169,9
case_033,5,ok,362856.0,360688.0,8163996.0,8163996.0,0.3235065398276502,3531904.0,7385662.0,1.0060107350397018,1.7651012999999693,1a0ee8b5de2ca6f385c8ed6178bcd7d14a32ab0f2d1a5aa36e31755cb0167222,,4.918921616466309,4.889531935533655,362856.0,1.0060107350397018,valley,0.7816468000000896,9
case_034,1,ok,842996.0,842733.0,1079832.0,1079832.0,0.309046599146855,1038336.0,2321468.0,1.0003120798639664,1.4638300000001436,ce9cc69aef99da272de815eec7776435c103c628169ed7880fd1a3e90c68d40f,,1.0003120798639664,1.0,842996.0,1.0003120798639664,single_core_fixed,0.062315899999703106,1
case_034,2,ok,415251.0,415251.0,1066496.0,1066496.0,0.30905309459491764,1034240.0,2312240.0,1.0,1.5435311000001093,f0af77411ad881040f2ce84e3058122acd11e63675b39485de4b6395e3e0a4fd,,2.0300878263989732,2.0300878263989732,418129.0,1.0069307479090959,component_reuse_order,0.7165006000000176,9
case_034,3,ok,277444.0,277323.0,2437120.0,2437120.0,0.5085153941910121,2398720.0,2318384.0,1.0004363143338273,1.6109713999999258,0153ea8c5e3505653bfea94ce3d9a1b11b1a6558a622273d9db15d1fd6311999,,3.0397622988356536,3.038436585401018,282515.0,1.0187218514151368,component_reuse_order,0.819530400000076,9
case_034,4,ok,213112.0,212928.0,3176960.0,3176960.0,0.5757127065991514,3141632.0,2315312.0,1.000864141869552,1.4813686000002235,44ece2a59f865bc31fe97da6687cb524b703bad8fed202621d3a2311cbd6eac0,,3.959065975353171,3.955647734524569,213112.0,1.000864141869552,component_merged,0.8022000999999364,9
case_034,5,ok,178096.0,177225.0,3536896.0,3536896.0,0.571335836393393,3323392.0,2493488.0,1.0049146565100862,1.570940199999768,806c10d4431d08eb22870d06d30ee02f2ab1c0ae00a504ec0254644a536b3b26,,4.756642685851319,4.733379750247058,178096.0,1.0049146565100862,component_merged,0.8445763999998235,9
case_035,1,ok,169571.0,169571.0,0.0,0.0,0.0,0.0,396878.0,1.0,1.5758786999999757,24c8a6fa8163cc60528e05c5155554fc48407414f182cc8f8ae0c4bb998d6f39,,1.0,1.0,169571.0,1.0,single_core_fixed,0.05463430000008884,1
case_035,2,ok,95406.0,95406.0,0.0,0.0,0.0,0.0,396878.0,1.0,1.2850122999998348,936ef0ac00fed42fb30caae1cb2ef9c8be8bc8c7f0b2114d0c30a9183725ac93,,1.7773620107750037,1.7773620107750037,95406.0,1.0,component_merged,0.5938685000000987,7
case_035,3,ok,76605.0,75986.0,1067848.0,1067848.0,0.3202433102479907,350318.0,743594.0,1.0081462374647963,1.6805850999999166,7cdae1ddfef2c0d0b8342c6acc430c1db3d5a7964e8471038f7764f24c27ee2c,,2.2316084541889296,2.2135761373278506,92120.0,1.2123285868449452,data_wide,0.5841115000002901,7
case_035,4,ok,72762.0,72824.0,1421056.0,1421056.0,0.2788170467781903,326976.0,845750.0,0.9991486323190157,1.8018510000001697,ac097ac63294990ecefe25e087ddfc46f2482cea8fff4dc97e0c6df4224961c9,,2.3285043392288256,2.3304884417690555,74735.0,1.0262413490058222,valley,0.639643999999862,7
case_035,5,ok,73126.0,72982.0,1562242.0,1562242.0,0.2859801014062948,358722.0,895638.0,1.0019730892548848,1.8650450000000092,667076dace8e251bf90d6069450ba3f3b3e9e2924839259de7c2b785262665be,,2.3234633197226713,2.3188879468314965,74644.0,1.0227727384834617,valley,0.6050099999997656,7
case_036,1,ok,931510.0,931510.0,0.0,0.0,0.0,0.0,3277952.0,1.0,1.3671331000000464,04714fa9ee46ae937699d59b15bc62bada356ca8d67adde6909797bcf4ebdc31,,1.0,1.0,931510.0,1.0,single_core_fixed,0.05213069999990694,1
case_036,2,ok,466068.0,466068.0,1152.0,1152.0,0.0,0.0,3279104.0,1.0,1.1364306999998917,1091950ace1db6366b0a8c01cec87a9da2f235d68013ad2a8c094b1d27116ae4,,1.998656848356892,1.998656848356892,466068.0,1.0,component_merged,0.405920100000003,2
case_036,3,ok,311345.0,311345.0,2304.0,2304.0,0.0,0.0,3280256.0,1.0,1.056209200000012,b5bad51cacdc26bc9066743254ae34f5de87d8385198c90fc229eebb21ceb00d,,2.991890025534375,2.991890025534375,311345.0,1.0,component_merged,0.40328219999992143,2
case_036,4,ok,233584.0,233584.0,3456.0,3456.0,0.0,0.0,3281408.0,1.0,0.9292817999998988,64c91dd4d1bfd63fa955f5c690411caf24d4c1071c32871d990ca064e6fba07a,,3.987901568600589,3.987901568600589,233584.0,1.0,component_merged,0.37946439999996073,2
case_036,5,ok,187182.0,187182.0,4608.0,4608.0,0.0,0.0,3282560.0,1.0,0.969671500000004,44eb0fd5643141ae77ce2094f9599928fea4c7cd89fc95841cadaf777e070f3e,,4.976493466252097,4.976493466252097,187182.0,1.0,component_merged,0.33084580000013375,2
case_037,1,ok,210001.0,210001.0,0.0,0.0,0.0,0.0,532480.0,1.0,0.22125180000011824,04f9316694e08bd337ed723732ca7e988c6f52fb340bccfa267cbd12a7e4455d,,1.0,1.0,210001.0,1.0,single_core_fixed,0.017407299999831594,1
case_037,2,ok,105374.0,105374.0,204800.0,204800.0,0.0,0.0,737280.0,1.0,0.2328085999997711,f797354f61480b6e37404bfc8c2bad088a272a5b578d6e8ecc6359d93ae54745,,1.992910964754114,1.992910964754114,105374.0,1.0,component_merged,0.1109028999999282,6
