case,cores,singlecore_reference_cycles,first_stage_cycles,q3_l2_cycles,same_plan_no_l2_cycles,first_stage_speedup,speedup_vs_reference,same_plan_l2_gain,added_copy_bytes,spill_added_copy_bytes,peak_l1_bytes,peak_ub_bytes,cache_hit_rate,cache_hit_bytes,cache_miss_bytes,official_search_calls,invalid_candidates,selected,branch_called,plan_sha256
case_023,1,122614.0,106169,106169,106303,1.1548945549077414,1.1548945549077414,1.0012621386657121,1033228,1033228,275968,130872,0.10220213666341962,102400,899536,21,0,greedy,False,586914fe96dc7e7368216e4694809a48001c9d5c3e8492899ec490c3dd272342
case_023,2,122614.0,52696,52696,53274,2.3268179747988462,2.3268179747988462,1.010968574464855,1087458,215040,90112,130570,0.2107015703766073,232226,869930,24,0,greedy,False,e7dbb1963d5dfa2c731418dc0716c1f4ccc73926e16ee859a9ac0ee92fe18dc5
case_023,3,122614.0,36179,36179,37258,3.389093120318417,3.389093120318417,1.0298239310097017,1184368,43008,62976,129934,0.21232663490113957,249632,926066,24,0,greedy,False,276eb549bb5b4464a79fc517de68ce91abcf8fe5605db2a80d98c0450e5a93ea
case_023,4,122614.0,30309,30309,30309,4.045465043386453,4.045465043386453,1.0,424384,0,90112,75904,0.20562382583430733,162208,626650,24,0,greedy,False,91e8153e973aa960e7173ec8dced05d7fe474841d05956b15427b5e74b14b49f
case_023,5,122614.0,25191,25191,25191,4.867373268230717,4.867373268230717,1.0,280992,0,90112,28806,0.32420005761319176,231840,483274,24,0,greedy,False,35d66ec23293dd66af34c58bea3c5f9f8a4c935e0383ef2454e9d6c818eba01e
case_024,1,2555343.0,2555343,2555343,2555343,1.0,1.0,1.0,0,0,393216,65544,0.0,0,393216,12,0,greedy,False,60bdfaac27bdd7cbde4e5b65714b5f6b492e1f8b829661c21657b3a1a8c4b1a9
case_024,2,2555343.0,1336312,1336312,1336312,1.9122353163033783,1.9122353163033783,1.0,2824,0,196608,65546,0.0,0,394628,20,0,greedy,False,a9eb3bae023d6477b952c2d1dc57ebcabc6e04e6baa5de0f6c83c033376d8970
case_024,3,2555343.0,953369,953369,953369,2.680329442220169,2.680329442220169,1.0,4032,0,131072,65542,0.0005060319002509918,200,395032,24,0,greedy,False,3f07ea183c570f714075899344794947fe46f9d386bcba3cac1e693aebd0ca72
case_024,4,2555343.0,743623,743623,743623,3.43634207118392,3.43634207118392,1.0,4836,0,98304,65540,0.0010110354519581228,400,395234,24,0,greedy,False,4372d0b83fabad15a502554ae4b5fa8fd245fc72d983a95a606bc629cf49a8ea
case_024,5,2555343.0,743623,743623,743623,3.43634207118392,3.43634207118392,1.0,4836,0,98304,65540,0.0010110354519581228,400,395234,54,0,greedy,True,423c836a9d14333df987a3689ea65280983e405fdebef026a0883619230aed72
case_025,1,4863026.0,4863026,4863026,4863026,1.0,1.0,1.0,0,0,35328,6144,0.0,0,4122624,6,0,greedy,False,3dfdd9e81db84bf4367303e264285f4d7d544e5e7ffae66758d305d0c9896c10
case_025,2,4863026.0,2431840,2431840,2431840,1.9997310678334101,1.9997310678334101,1.0,27648,0,35328,6144,0.0,0,4150272,9,0,greedy,False,5973df0615e7fd1734e467cbc885a5733dbe6fe9d3d8c409fb46f52e96c8f1c6
case_025,3,4863026.0,1622164,1622164,1622164,2.9978633479722148,2.9978633479722148,1.0,55296,0,35328,6144,0.0,0,4177920,10,0,greedy,False,4012a012fd46d09c70027c3ddd7b6147c85c9c5d51c4945e8fb967fd5f2592c4
case_025,4,4863026.0,1217444,1217444,1217444,3.9944555971362954,3.9944555971362954,1.0,82944,0,35328,6144,0.0,0,4205568,11,0,greedy,False,54ba65f9f14e2019661f081a1a6ccef1d988b74ec3e84543c688c08ed2144753
case_025,5,4863026.0,975282,975282,975282,4.986276789687495,4.986276789687495,1.0,110592,0,35328,6144,0.0,0,4233216,21,0,greedy,False,57a2d9942fef78d0c789c0d599cc957d80fff7da665dead938bedcb509739975
case_026,1,99203.0,95268,95268,95476,1.0413045303774615,1.0413045303774615,1.002183314439266,720140,720140,291328,130948,0.11803982247917323,106496,795708,24,0,greedy,False,d5163fd1144d6f8886f34531bbad94029610f8036da61ba6324ddd6e71f6757a
case_026,2,99203.0,54379,54379,55336,1.8242887879512313,1.8242887879512313,1.0175987053825926,845652,139264,143104,126982,0.14955956971788106,147376,838024,24,0,greedy,False,be3576b5ecc3c6d8a994bfb383f35118a3655437d7ce2f5b44c1ce600c709248
case_026,3,99203.0,39633,39633,40756,2.5030403956299043,2.5030403956299043,1.0283349733807685,914864,0,163840,57344,0.24115903240495506,259504,816566,24,0,greedy,False,10cc1ca587b89a79d9d0a113d9ef484c7322855534c3d1da85af1255b5dd6da1
case_026,4,99203.0,39669,39669,44507,2.500768862335829,2.500768862335829,1.1219592124832993,1443488,0,66688,81922,0.28586898890215584,406528,1015550,54,0,greedy,True,f1a99465b7c00a188ba373dd3d6bb3ed2995b6a00e74ec3aa35ba7427afba3ca
case_026,5,99203.0,34829,34829,40041,2.8482873467512704,2.8482873467512704,1.1496454104338338,1408692,0,73728,90112,0.27795889202737556,398344,1034760,54,0,greedy,True,ae221a32355d53b7e99b45675b92d845a11a0690241eebca7757245fee156449
case_027,1,2363952.0,2359515,2359515,2363952,1.0018804711985303,1.0018804711985303,1.0018804711985303,1400832,1400832,524288,0,0.2689393939393939,872448,2371584,13,0,greedy,False,fc190b9e4e6e8f7041e044c2e0bfd673942a4b17c3605109af3b083514832ee1
case_027,2,2363952.0,1120962,1120962,1120962,2.10886006840553,2.10886006840553,1.0,1744896,638976,524288,0,0.08904109589041095,319488,3268608,24,0,greedy,False,3ff854282991133e062f46814a1c900edaa6542147f39f7fba50191f47108e9a
case_027,3,2363952.0,778952,778952,778908,3.034785198574495,3.034785198574495,0.9999435138493771,7751680,884736,524288,0,0.3874488403819918,2908160,4597760,24,0,greedy,False,c5f7515c510523d4e4f673a95b00a021f48451c83c8a52548d36d51c30e3cf6c
case_027,4,2363952.0,559196,559196,559196,4.227412213249022,4.227412213249022,1.0,3317760,0,245760,0,0.0,0,5160960,24,0,greedy,False,2a51555cd1f20a82fb7b0b41b611271fb3d19c0b4a9c8945bfa2d0885ca2c651
case_027,5,2363952.0,474308,474308,474308,4.984001956534573,4.984001956534573,1.0,9207808,0,249856,0,0.35209662716499546,3164160,5822464,24,0,greedy,False,6f906653a7e03577e8df9c88ecdba54c85bf0c97189460f7b64cb0f0a81dcdc9
case_028,1,43836040.0,41093839,41093839,41093839,1.0667302220169792,1.0667302220169792,1.0,55721472,55721472,524184,0,0.01424958141854583,460800,31876992,7,0,greedy,False,2fbe03d67e692181fadd9e07ce917907ce3b26f78c37842ae38fb184f407ac2f
case_028,2,43836040.0,20446265,20446265,20617839,2.143963212841074,2.143963212841074,1.0083914592714123,58372224,56150016,524256,0,0.6543362620054971,32544864,17192352,8,0,greedy,False,fa35c69acf3062fde72dc0c0ad1c2df70b81d54740bc6692c7cd5084422656a1
case_028,3,43836040.0,13548624,13548624,13535588,3.235460663754489,3.235460663754489,0.9990378358717461,36681984,32360448,523776,0,0.10661050406453518,2633856,22071552,11,0,greedy,False,01357a41fe4ddcbd2a126e2e3d2a9ff37bdf096c0e59743cdfab129b6395af61
case_028,4,43836040.0,10143313,10143313,10162894,4.321668866966838,4.321668866966838,1.001930434365971,35747712,18726912,523776,0,0.2280089408528198,5728752,19396368,10,0,greedy,False,f912ba3796e03009d0aa131d568f331841e7910ad6b6ea7ecc338e46468928f2
case_028,5,43836040.0,8070683,8070683,8134463,5.43151552353128,5.43151552353128,1.0079026768862065,33177600,14008320,523776,0,0.344419013270449,8580960,16333344,13,0,greedy,False,3f9967df1044d9ccf966ec2552ad4e843797929173718b8493124449e01e9615
case_029,1,37555.0,37555,37555,37555,1.0,1.0,1.0,0,0,0,14340,0.0,0,258132,9,0,greedy,False,8c0602d829297e24f835c5e6089f7b199c7661b1d5530315bb9a8df1a8869091
case_029,2,37555.0,19009,19009,19009,1.9756431164185386,1.9756431164185386,1.0,114800,0,0,96278,0.23854371193716928,86016,274572,24,0,greedy,False,a22a550d53e56cb9da077ca719f9692e0fc30a2491aca08aa17b3ea85f220ddd
case_029,3,37555.0,12743,12743,12743,2.9471082162756024,2.9471082162756024,1.0,0,0,0,14340,0.0,0,258132,12,0,greedy,False,7d66f428209a8cb076881a3394ece74fab1eb18fa88e84d6e6ec9cffea673a22
case_029,4,37555.0,11028,11028,11028,3.405422560754443,3.405422560754443,1.0,0,0,0,14340,0.0,0,258132,24,0,greedy,False,836d5d075ab0a4b2380c66ee2e325fbc77d3bc320e1cf504f32421e411fb934d
case_029,5,37555.0,9383,9383,9383,4.002451241607162,4.002451241607162,1.0,0,0,0,14340,0.0,0,258132,24,0,greedy,False,712451fa176d4437358c9ab9656c0adb42913a8a78979a0b634803dce20106d9
case_030,1,2808034.0,2807891,2807891,2808034,1.0000509279028282,1.0000509279028282,1.0000509279028282,5519360,5519360,524288,132,0.259867995341012,2056192,5856256,7,0,greedy,False,d6b29aaaa3d69c5f8afc7287bcecbff433206abf031953532a4b863effec05c8
case_030,2,2808034.0,1396787,1396787,1397341,2.010352330025981,2.010352330025981,1.0003966245390314,7035912,5085184,524288,132,0.3982404913524197,3755008,5673988,24,0,greedy,False,9c68ba0caa305bdbfcf821121a3a4cb2accd5b1c16e87a77935bc42cb0a3f994
case_030,3,2808034.0,933208,933208,933846,3.0090119244584272,3.0090119244584272,1.0006836632347773,9072648,5171200,524288,132,0.4820039400886049,5526528,5939204,24,0,greedy,False,084c2c499143e83c6c5e0ac05b56b8a9f97ddb0b89a095ab26e3d397bb95a858
case_030,4,2808034.0,697872,697872,698151,4.023709218882546,4.023709218882546,1.0003997867803838,8629260,3374080,524288,132,0.5003713366905146,5515264,5507078,24,0,greedy,False,19069d9f5454ca4ba5668fca0760989d87f41ef10f019c4321e9c789180c9db8
case_030,5,2808034.0,560134,560134,560613,5.0131468541456154,5.0131468541456154,1.0008551525170764,7725760,1519616,524288,238,0.6265342201054386,6339584,3778912,24,0,greedy,False,25c590201b913b10dab1e667cc1380378a969248f9bece5e3af3170c35eb0628
case_031,1,1414369.0,1405969,1405969,1406179,1.0059745271766305,1.0059745271766305,1.0001493631794158,3761668,3761668,524288,131020,0.2539619694882336,1479170,4345206,24,0,greedy,False,1d18dc52ed07cfb0db299d2d363258fd056feec4b906068392d1a7de23887d6a
case_031,2,1414369.0,710197,710197,710900,1.9915164383966701,1.9915164383966701,1.0009898661920567,5801310,3547680,524288,117026,0.3977272931908578,3092068,4682274,24,0,greedy,False,f29a8103ae1fea548e5560acc7fa7bafb7fd646690e8037a55b04f3eaea4ff3c
case_031,3,1414369.0,483293,483293,484721,2.9265249031126044,2.9265249031126044,1.0029547293256886,6891796,2948832,524288,113734,0.53975922556476,4792710,4086638,24,0,greedy,False,a1a0e04368dfcda8f8ba254d632cc9c4055daff718b3bd92b6754ffe365420e4
case_031,4,1414369.0,364695,364695,365389,3.878224269595141,3.878224269595141,1.0019029600076776,8587392,2817216,524288,117732,0.5073438462490805,5360106,5204930,24,0,greedy,False,3ed3e1afaf183eb34748a0df678b39c622b22d59e2082b420395df2c161b9a78
case_031,5,1414369.0,292413,292413,294749,4.836888236843095,4.836888236843095,1.0079887009127502,8714228,1413600,524288,60612,0.5409502657158775,5773388,4899290,25,0,greedy,False,5e60de3f783f7369df6da3242ab0e6d8ceccb4c5cf7b7c8bc08ecb2c0d59d891
case_032,1,41443.0,37094,37094,37094,1.1172426807569957,1.1172426807569957,1.0,0,0,53248,94982,0.0,0,279156,17,0,greedy,False,d44a6ef4bc795a12c33090bb0bd0b122eefd8fbe126234f0614d572195471ea8
case_032,2,41443.0,19129,19129,19129,2.1665011239479326,2.1665011239479326,1.0,171912,0,53248,60636,0.22870366327555341,94284,317970,24,0,greedy,False,88f6db7626b364338b0f626e908d2a1b092f2498ef05a8e7177b02a1b2e0f7c1
case_032,3,41443.0,13399,13399,13399,3.0929920143294276,3.0929920143294276,1.0,12360,0,92744,81962,0.04239904499238464,12360,279156,24,0,greedy,False,64397e0da74d895f72015e91b1a52a0e47df2d32a7dcb398feb2159e7394147c
case_032,4,41443.0,12791,12791,13015,3.2400125087952465,3.2400125087952465,1.017512313345321,249120,0,53248,40960,0.11426028426000612,49296,382140,24,0,greedy,False,c402f9762b0db65611be73d3c153891d505bf0d4b225554e6c06924a001c3838
case_032,5,41443.0,10391,10391,10415,3.988355307477625,3.988355307477625,1.0023096910788183,12360,0,40960,36876,0.028348358237626752,8264,283252,24,0,greedy,False,e925f6ccd84fd7816492afed101902d332c08ba79c4152eeddbb62db530dfa1f
case_033,1,1774196.0,1774080,1774080,1774196,1.000065386002886,1.000065386002886,1.000065386002886,4592640,4592640,524288,69644,0.09627692445862406,720384,6762032,6,0,greedy,False,4e9616d8b5284e12ac96679481d9c1df20d38f83e1e52aaae2f3765b09f69dfd
case_033,2,1774196.0,894719,894719,896766,1.9829644838211773,1.9829644838211773,1.0022878691522144,6059060,3827712,523776,113674,0.2803465833041587,2490400,6392890,25,0,greedy,False,01f9a77ebef49a842a2551e6e6121ee73e9123494e1bc895eabb1c593df584b1
case_033,3,1774196.0,592230,592230,592284,2.995788798270942,2.995788798270942,1.0000911807912467,6873682,2958336,523776,81936,0.3027008415919377,2924098,6735928,25,0,greedy,False,b919b17e5b5a8cdcb5728d6a0a7f049752c0208027a66486a324e5ea0f64bbba
case_033,4,1774196.0,447805,447805,448507,3.9619834526188855,3.9619834526188855,1.0015676466319046,7873656,2092544,523776,81932,0.34616889744317486,3683424,6957116,27,0,greedy,False,3cdd770545414cfc07a9b2daa262a2e6ab29eed133a979fdfb8da7416d06d375
case_033,5,1774196.0,358366,358366,359011,4.9507933230272965,4.9507933230272965,1.0017998359219347,8182426,1402880,523776,59392,0.32497229012617485,3552898,7380028,27,0,greedy,False,2c5034cfaebbd9fba9dceede974d9e8aace619eeed7ff106b08762788ace9d30
case_034,1,842996.0,842733,842733,842996,1.0003120798639664,1.0003120798639664,1.0003120798639664,1079832,1079832,524288,122906,0.309046599146855,1038336,2321468,10,0,greedy,False,73a6322df4957ae15a9af6cf2a0a89c072427f076e3920c4fe59930b883f40e4
case_034,2,842996.0,417299,417299,417603,2.020124658817778,2.020124658817778,1.0007284944368426,1645064,578560,524288,122898,0.4108998523328656,1612800,2312244,24,0,greedy,False,9507906f86151142154e7922d2b72910741aaffcbaf12b8770a17e57e336aae4
case_034,3,842996.0,281348,281348,282179,2.996275075706954,2.996275075706954,1.002953637488093,3616304,446984,524288,124944,0.5036099016930243,2780672,2740808,24,0,greedy,False,2a2e9f3edc5bb8cb36927ea71974010e77d5f79620a7192229b7dc0d06bb4551
case_034,4,842996.0,212928,212928,213112,3.959065975353171,3.959065975353171,1.000864141869552,3176960,57344,472576,122890,0.5757127065991514,3141632,2315312,24,0,greedy,False,5fc726227508ef6f28d92fb4ff0f1b65ab742201fdbe3df7ea63df3dbbb3ae10
case_034,5,842996.0,177145,177145,177825,4.758790821078778,4.758790821078778,1.003838663241977,3536896,49152,326144,122890,0.5708077182269533,3320320,2496560,24,0,greedy,False,5435a18e88455ed040832c3e5edb2372dd76fb7a3896dec84365f2d165395ecc
case_035,1,169571.0,157542,157542,157542,1.0763542420433916,1.0763542420433916,1.0,579992,579992,188928,130946,0.13161602698365205,96772,638488,9,0,greedy,False,4a89a59c116308596868bdb840fe97cb016368e5843330d0534c07fb98cfc94d
case_035,2,169571.0,95406,95406,95406,1.7773620107750037,1.7773620107750037,1.0,0,0,73728,74792,0.0,0,396878,14,0,greedy,False,24f1aad5ee638fa0488320d73d41e162c21dbada17affeebbc106a17375000fc
case_035,3,169571.0,91278,91278,92120,1.8577422818203728,1.8577422818203728,1.0092245667082977,1214380,0,73856,32086,0.21722764797522423,231188,833078,54,0,greedy,True,71f9c54e4731fb41f3a464d268405f458a8bcc2d7230fdb5fe26e6d5304aa8c5
case_035,4,169571.0,70276,70276,71703,2.412929022710456,2.412929022710456,1.020305652000683,1601930,0,65728,28806,0.3428840928608636,487108,933512,54,0,greedy,True,eff314de934ff9c0163f5f83016b3f4f8a832792f8f44c018fbd123d826f1457
case_035,5,169571.0,63923,63923,67118,2.6527384509487977,2.6527384509487977,1.0499820096053063,1347578,0,73824,61440,0.38702334225279345,501888,794902,54,0,greedy,True,a3b8236fc3b01bd5cad3435d09750c3e3495a4d7c2dd0b4b1a6df340fee93e97
case_036,1,931510.0,931510,931510,931510,1.0,1.0,1.0,0,0,13440,8192,0.0,0,3277952,3,0,greedy,False,d64d21298efb9524f15b22d64f5e48b8064b683e7973cbfeaaf5a044e77b4072
case_036,2,931510.0,466068,466068,466068,1.998656848356892,1.998656848356892,1.0,1152,0,13440,8192,0.0,0,3279104,15,0,greedy,False,de54b31e73c4875104b671c039497deae22323bdae9b75c0504103ee7331162f
case_036,3,931510.0,311345,311345,311345,2.991890025534375,2.991890025534375,1.0,2304,0,13440,8192,0.0,0,3280256,24,0,greedy,False,154db6b8e62d054f80905e5437b6e466ba01c17dcabfe8765c2a6aa187b0b7ba
case_036,4,931510.0,233584,233584,233584,3.987901568600589,3.987901568600589,1.0,3456,0,13440,8192,0.0,0,3281408,24,0,greedy,False,3d3af4a6d8f2e0ba99c9aaa02fe08b61a1a1cf3506b1fb2c91fc009e477731f9
case_036,5,931510.0,187182,187182,187182,4.976493466252097,4.976493466252097,1.0,4608,0,13440,8192,0.0,0,3282560,24,0,greedy,False,18d5ca2a8ee47d8fb48240132ae77abca22643d26a005505bcb7c0c6a95dee06
case_037,1,210001.0,210001,210001,210001,1.0,1.0,1.0,0,0,393216,0,0.0,0,532480,5,0,greedy,False,0a835b6f10c83a84d338adc6b6089fe29ee25797607448b8261d9b4b31947ff2
case_037,2,210001.0,105374,105374,105374,1.992910964754114,1.992910964754114,1.0,204800,0,225280,0,0.0,0,737280,21,0,greedy,False,a7077fbc8b0587ebb2259ddc594c228244f5289ac61eafcea3bc7ae6aabee587
case_037,3,210001.0,73423,73423,73423,2.8601528131511924,2.8601528131511924,1.0,1302528,0,274432,0,0.6076555023923444,1040384,671744,24,0,greedy,False,c94ddf80ae17ce76d8815ad037c0c761d254daae3b2599eeed2af2a50eead1da
case_037,4,210001.0,53320,53320,53320,3.938503375843961,3.938503375843961,1.0,614400,0,110592,0,0.0,0,1146880,24,0,greedy,False,b3b9fb5221a864c1e0bc8b00805860f25929f1f4a949461cba92211711c6b83c
case_037,5,210001.0,43013,43013,43800,4.882268151489085,4.882268151489085,1.0182967939925138,1925120,0,28672,0,0.6425,1579008,878592,24,0,greedy,False,dbdc2a38d97c07496c9a6a7e8ef46821d79b4c8a5a6534397eb9c5b6499c561f
case_038,1,1364555.0,1363312,1363312,1364555,1.0009117502083162,1.0009117502083162,1.0009117502083162,5627904,5627904,524288,36864,0.1736168151396097,1462272,6960138,13,0,greedy,False,364dc9457dbff2fbf7a05fe33764073b773734095f0d85bbb9e6b31910a223b7
case_038,2,1364555.0,683021,683021,683212,1.997822907348383,1.997822907348383,1.0002796400110685,6183940,4329984,524288,37012,0.2422994707452746,2174976,6801420,24,0,greedy,False,a92fad99562e03c941622883fffd42a6d885b11d9d12b1d2753275b3a6390638
case_038,3,1364555.0,453892,453892,454945,3.00634291857975,3.00634291857975,1.0023199351387555,8067076,3190272,524288,51200,0.36430637841703567,3920384,6840844,26,0,greedy,False,5ba31abbd5664b985182c40c00448a6fcabc36184370cb85ed597be1bcb81668
case_038,4,1364555.0,339347,339270,340964,4.021119974539336,4.022032599404604,1.0049930733633978,8604164,1704960,524288,65536,0.33680440702836467,3791872,7466508,27,0,feedback,False,df2f87e40fade604939270fc5adf4406a2ae36b791a5245a9f7fb9668c910bb8
case_038,5,1364555.0,273991,273991,281255,4.980291323437632,4.980291323437632,1.026511819731305,9004032,1413632,524288,73728,0.4290943493481157,5038080,6703114,24,0,greedy,False,7f2c53b4bcd0ed0ae36c9d03d6a117d859fc9d4090c2f698e879fecee914e0ac
case_039,1,1435262.0,1435262,1435262,1435262,1.0,1.0,1.0,7929856,7929856,524288,0,0.0,0,12132352,7,0,greedy,False,d2eb755c04a4f7046f4430f1789c2e9d1423f94eb1adda29cbf4bfd3b9a620d4
case_039,2,1435262.0,705615,705615,708561,2.03405823288904,2.03405823288904,1.004175081312047,11067392,6864896,524288,0,0.3701716738197425,5652480,9617408,23,0,greedy,False,ef1dd515eabeea24150a0a9683aa73a5777cb5db7439fc55ee6338c9e7295728
case_039,3,1435262.0,473625,473625,474850,3.0303763525996303,3.0303763525996303,1.002586434415413,13881344,4698112,524288,0,0.18445448062752556,3178496,14053376,24,0,greedy,False,660d09294f0863af511f0d1bc015a147e98aab0cd6bd1db319a0109addf75e77
case_039,4,1435262.0,361849,361849,368635,3.9664666753258957,3.9664666753258957,1.018753679020807,13230080,6840320,524288,0,0.22564734895191121,3747840,12861440,24,0,greedy,False,7230029d25e80765e69610fce98ede816a4df7f5cf8d9c312a452e5b2dcd6b24
case_039,5,1435262.0,317203,317203,432493,4.524742830301101,4.524742830301101,1.363458100963736,21024768,3280896,524288,0,0.2935381532810152,7200768,17330176,24,0,greedy,False,5fbe701358fd55c28ef7239d6538e8b68889799e245c25fadb332ef6ccadcdff
case_040,1,253454.0,247681,247681,247681,1.023308206927459,1.023308206927459,1.0,0,0,246272,107236,0.0,0,911174,14,0,greedy,False,8ad32d600dd2b756c339c1ee3507da3ba7ea015da2a267e8f42d6ab43804c641
case_040,2,253454.0,137163,137163,137167,1.8478306832017382,1.8478306832017382,1.0000291623834416,278086,0,245760,103270,0.020081614720436073,21574,1052742,24,0,greedy,False,cf5f133cd4dc03ce98f2cf191bd01ba103f7020706fa4ddb3a66ce7aad2abfd9
case_040,3,253454.0,110105,110105,110105,2.301929975932065,2.301929975932065,1.0,0,0,245760,90112,0.0,0,911174,24,0,greedy,False,a330feb04fef6380868f6794d5adb7e53713bb66ffa42cd7a9b258f9d6772ce6
case_040,4,253454.0,106718,106718,108776,2.3749882868869356,2.3749882868869356,1.0192844693491256,3337500,0,82176,90242,0.18789079926511565,527302,2279126,54,0,greedy,True,354023c4a909bfd14336f0c3e84fdd0584bbe0fe0412905ad346abf766b734b5
case_040,5,253454.0,98192,98192,101943,2.5812082450708815,2.5812082450708815,1.0382006680788658,3460690,0,57856,84356,0.22286729882477974,642534,2240500,54,0,greedy,True,6d5c4ef41bf929bcad85bef22b19471a05e6f8c709ec77275e68e4830d1007ac
case_041,1,6003957.0,6001575,6001575,6003957,1.0003968958148486,1.0003968958148486,1.0003968958148486,30898176,30898176,524288,8198,0.10163681549404405,3643392,32203776,9,0,greedy,False,727befc5bd821bdc12309e8d820075590819035055e33c4da63b4c0fd5bcc5f2
case_041,2,6003957.0,2987473,2987473,2990754,2.009710882742706,2.009710882742706,1.0010982526034544,32353304,27420672,524288,8200,0.19188530117887687,7157760,30144524,14,0,greedy,False,6fd2ad7f4d99c4fe211538083dd68085f30a3963a38089d6a120e767243f7b72
case_041,3,6003957.0,1993622,1993622,1997832,3.0115824363896464,3.0115824363896464,1.0021117343207488,34765828,24978432,524288,8198,0.22694924599679647,9013248,30701570,15,0,greedy,False,2ce713dce9a328cf97c452df3966c595d61a658754aeca7aadd91bbb4ce3fa8e
case_041,4,6003957.0,1497441,1497441,1500807,4.009478169757607,4.009478169757607,1.0022478348061794,34956296,21252096,524288,8198,0.26674362222306197,10644480,29260804,14,0,greedy,False,a3f7f81e8f38b9cd8c7143fac00da21e58fe5b908558828d8e0800953a32512d
case_041,5,6003957.0,1196776,1196776,1209096,5.016775904597018,5.016775904597018,1.0102943240840392,39536648,21008384,524288,8198,0.2987132295916821,13288448,31197188,10,0,greedy,False,ba2f6d31f3c27ed7456cc5af938902b3bd5d1c8e49a15affbe4401933b2764c0
case_042,1,1686740.0,1675633,1675633,1686740,1.0066285397816825,1.0066285397816825,1.0066285397816825,6629376,6629376,524288,32776,0.3186917583766532,2866176,6127392,13,0,greedy,False,adcdc424d75206250562abdf2f450b7463cbe57bf684fa8cce47171b1eed198e
case_042,2,1686740.0,845602,845602,849710,1.9947209207168384,1.9947209207168384,1.0048580774406872,6474016,4421632,524288,32776,0.39215025963021705,3465504,5371680,24,0,greedy,False,27b0028a733e112b9494c3be83a5792ce749f478b62a112d09c536495a2871ec
case_042,3,1686740.0,567180,567180,570842,2.9739059910434076,2.9739059910434076,1.0064565041080433,10092832,5947392,524288,32776,0.3748580052133352,4371744,7290656,24,0,greedy,False,3dc753ba488fd6d94f43db69d62a027f40ec26927c6d52ee3f0921038fed7000
case_042,4,1686740.0,423065,423065,423165,3.986952359566497,3.986952359566497,1.0002363702977084,4217704,785408,524288,33800,0.42703203061036943,2555744,3429156,24,0,greedy,False,80765141f27fbd2fd9c52c761c44cc56c80fc7e73e58fc8b4d9cb520124b5f17
case_042,5,1686740.0,353416,353416,358019,4.772675826787695,4.772675826787695,1.013024311293207,12962944,3727360,524288,33802,0.5184534003616228,7643264,7099168,24,0,greedy,False,fb634fcca7883ce26b31c02d809c19cdfb218051e05f4684b03c4ac9e2813b28
case_043,1,677656.0,656758,656758,659318,1.031819939764723,1.031819939764723,1.0038979350080242,3104800,3104800,524288,131072,0.08806457695267313,276496,2863200,14,0,greedy,False,cc1fc354f18483cbdf2c16ab739dbb437c5658b11b9c2d114c58a21172eaf1c5
case_043,2,677656.0,347584,347584,347753,1.9496179340821211,1.9496179340821211,1.0004862134045296,2007782,108296,524176,129734,0.27564879564879563,780472,2050928,24,0,greedy,False,8184a0b70175f2b95ff42f71c71ebfcf9bc365142de29a76ff312bd9638a1285
case_043,3,677656.0,261640,261640,262203,2.5900321051826936,2.5900321051826936,1.0021518116495949,3509668,38116,295232,122900,0.4458893005847438,1781746,2214192,24,0,greedy,False,c941c5e93f590567f0490fc7b86cd33ae9c06ca4055e482d4055a8edb252e934
case_043,4,677656.0,217083,217083,218114,3.1216447165369927,3.1216447165369927,1.004749335507617,4902524,0,236544,104422,0.4788989049341686,2344758,2551386,25,0,greedy,False,0ef90bd617b203d7c5f41dda735ba8dba89a944b42cd055593451ba083d1cbf2
case_043,5,677656.0,185359,185359,187277,3.655910961971094,3.655910961971094,1.010347487847906,5002192,0,244736,115734,0.5388192798816287,2743546,2348228,54,0,greedy,True,820dfe67f189201e8f557dc970ba05786fd1975e8bb2965f2c61909a9b69b2cd
case_044,1,154407.0,74753,74753,74753,2.065562586116945,2.065562586116945,1.0,0,0,192640,0,0.0,0,952928,24,0,greedy,False,2231c8fd1ef14c058a545daea9bcbb45f5f850fdd3e19caa76f6dac2222b179e
case_044,2,154407.0,41678,41678,46712,3.7047603051969866,3.7047603051969866,1.1207831469840204,978976,0,172160,0,0.27957855177504864,533248,1374080,24,0,greedy,False,315f6db366280722eae36f3025fe8bbfab0596bf987ea7ad6dabf302b7d53358
case_044,3,154407.0,41984,41984,51581,3.677758193597561,3.677758193597561,1.2285870807926829,987584,0,319104,0,0.48501531098877193,927520,984832,24,0,greedy,False,8d19b2be8adbfa88bb011704ce49957a59acd4f446b05e1474e7bee08e287b59
case_044,4,154407.0,41678,41678,46712,3.7047603051969866,3.7047603051969866,1.1207831469840204,978976,0,172160,0,0.27957855177504864,533248,1374080,54,0,greedy,True,9d457fe895b0505cede58368cd07a1cddb6b140eb8dac2a7ab740b9dfcc515b6
case_044,5,154407.0,41678,28257,85501,3.7047603051969866,5.464380507484871,3.025834306543511,3755904,0,376832,0,0.7855713612554719,3681024,1004768,54,0,branch,True,230a22e4d387d45153fdcbf444552b8a1bef7b65036cab6433aee9f80e9ec0c4
case_045,1,125614.0,125614,125614,125614,1.0,1.0,1.0,0,0,0,32768,0.0,0,278528,6,0,greedy,False,816f90d0779e0c3ebac9f25935ebab5434272b6902bef41fda2bb061e27a7432
