case,variant,cores,status,makespan_cycles,original_copy_bytes,scheduled_copy_bytes,added_copy_bytes,cache_hit_rate,cache_hit_bytes,wall_seconds,error
case_093,singlecore,1,ok,74205,714752,714752,0,,,0.213,
case_093,q1,2,ok,37827,714752,722944,8192,,,0.148,
case_093,q1,3,ok,25103,714752,731136,16384,,,0.163,
case_093,q1,4,ok,19779,714752,739328,24576,,,0.143,
case_093,q1,5,ok,15876,714752,747520,32768,,,0.151,
case_093,q2,1,ok,74205,714752,714752,0,,,0.135,
case_093,q2,2,ok,37827,714752,722944,8192,,,0.121,
case_093,q2,3,ok,25103,714752,731136,16384,,,0.099,
case_093,q2,4,ok,19779,714752,739328,24576,,,0.112,
case_093,q2,5,ok,15876,714752,747520,32768,,,0.129,
case_093,q3,1,ok,74205,714752,714752,0,0.0,0,0.161,
case_093,q3,2,ok,37827,714752,722944,8192,0.0,0,0.121,
case_093,q3,3,ok,25103,714752,731136,16384,0.0,0,0.11,
case_093,q3,4,ok,19779,714752,739328,24576,0.0,0,0.148,
case_093,q3,5,ok,15876,714752,747520,32768,0.0,0,0.117,
case_094,singlecore,1,ok,94892,526692,526692,0,,,0.229,
case_094,q1,2,ok,53614,526692,632964,106272,,,0.234,
case_094,q1,3,ok,39889,526692,739236,212544,,,0.188,
case_094,q1,4,ok,30709,526692,845508,318816,,,0.224,
case_094,q1,5,ok,25530,526692,785892,259200,,,0.197,
case_094,q2,1,ok,94892,526692,526692,0,,,0.108,
case_094,q2,2,ok,53614,526692,632964,106272,,,0.109,
case_094,q2,3,ok,39889,526692,739236,212544,,,0.103,
case_094,q2,4,ok,30709,526692,845508,318816,,,0.104,
case_094,q2,5,ok,25530,526692,785892,259200,,,0.109,
case_094,q3,1,ok,94892,526692,526692,0,0.0,0,0.125,
case_094,q3,2,ok,53614,526692,632964,106272,0.18398891966759004,106272,0.113,
case_094,q3,3,ok,39889,526692,739236,212544,0.1558186327265921,106560,0.114,
case_094,q3,4,ok,30709,526692,845508,318816,0.1818807710999514,143712,0.106,
case_094,q3,5,ok,25530,526692,785892,259200,0.22865653335669542,167040,0.137,
case_095,singlecore,1,ok,2084853,11355036,11355036,0,,,7.597,
case_095,q1,2,ok,1042890,11355036,11355036,0,,,4.71,
case_095,q1,3,ok,695775,11355036,11355036,0,,,3.201,
case_095,q1,4,ok,524422,11355036,11355036,0,,,2.78,
case_095,q1,5,ok,420852,11355036,11355036,0,,,2.251,
case_095,q2,1,ok,2084853,11355036,11355036,0,,,1.514,
case_095,q2,2,ok,1042890,11355036,11355036,0,,,1.35,
case_095,q2,3,ok,695775,11355036,11355036,0,,,1.237,
case_095,q2,4,ok,524422,11355036,11355036,0,,,1.418,
case_095,q2,5,ok,420852,11355036,11355036,0,,,1.229,
case_095,q3,1,ok,2084853,11355036,11355036,0,0.0,0,1.681,
case_095,q3,2,ok,1042890,11355036,11355036,0,0.0,0,1.489,
case_095,q3,3,ok,695775,11355036,11355036,0,0.0,0,1.3,
case_095,q3,4,ok,524422,11355036,11355036,0,0.0,0,1.323,
case_095,q3,5,ok,420852,11355036,11355036,0,0.0,0,1.165,
case_096,singlecore,1,ok,84194,219558,219558,0,,,0.39,
case_096,q1,2,ok,47175,219558,286950,67392,,,0.37,
case_096,q1,3,ok,33662,219558,286950,67392,,,0.348,
case_096,q1,4,ok,26984,219558,297894,78336,,,0.4,
case_096,q1,5,ok,27053,219558,354342,134784,,,0.373,
case_096,q2,1,ok,84194,219558,219558,0,,,0.215,
case_096,q2,2,ok,47175,219558,286950,67392,,,0.237,
case_096,q2,3,ok,33662,219558,286950,67392,,,0.179,
case_096,q2,4,ok,26984,219558,297894,78336,,,0.185,
case_096,q2,5,ok,27053,219558,354342,134784,,,0.18,
case_096,q3,1,ok,84194,219558,219558,0,0.0,0,0.191,
