returncode,process_wall_s,case,cores,makespan_cycles,initial_cycles,singlecore_cycles,speedup,component_baseline_cycles,baseline_speedup,selected,evaluations,added_copy_bytes
0,1.4081105000004754,case_044,2,74488,131105,154407,2.072911072924498,131105,1.1777354029213225,data_band_w3,3,1976544
0,1.1250698999974702,case_044,5,92751,131105,154407,1.6647475498916453,132892,1.161898383649881,data_band_w8,3,4059520
0,0.9191844000015408,case_051,2,357955,378655,607628,1.6974982888910617,607628,1.0,greedy_schedule,2,9045258
0,1.2854226999988896,case_051,5,253856,274556,607628,2.3935932182024455,607628,1.0,greedy_schedule,3,9045396
