case,cores,A_speedup,A_makespan_cycles,A_added_copy_bytes,A_spill_added_copy_bytes,B_speedup,B_makespan_cycles,B_added_copy_bytes,B_spill_added_copy_bytes
case_063,4,3.959667067418848,270325.0,6948864.0,0.0,4.056408643388233,263878.0,5203968.0,0.0
case_063,5,4.8543861479086265,220501.0,6948864.0,0.0,2.8671220217766886,373335.0,9785856.0,7096320.0
case_064,2,1.0868156234009894,17589.0,21128.0,0.0,1.38793291221956,13773.0,40166.0,0.0
case_064,3,1.4148471615720524,13511.0,106920.0,0.0,1.7897200636644508,10681.0,65868.0,0.0
case_064,4,1.3890422903647726,13762.0,66058.0,0.0,1.8266602962255136,10465.0,83824.0,0.0
case_064,5,1.7688535208661054,10807.0,104956.0,0.0,1.85736494364555,10292.0,83728.0,0.0
case_065,2,1.970736779560309,26928.0,13968.0,0.0,1.970736779560309,26928.0,13968.0,0.0
case_065,3,2.921442334159097,18165.0,27792.0,0.0,2.921442334159097,18165.0,27792.0,0.0
case_065,4,3.659357330023445,14502.0,41616.0,0.0,3.659357330023445,14502.0,41616.0,0.0
case_065,5,4.365580783152352,12156.0,55584.0,0.0,4.365580783152352,12156.0,55584.0,0.0
case_066,2,1.8487702153732088,194221.0,1503212.0,0.0,1.918764962380301,187136.0,962412.0,0.0
case_066,3,2.450270569047993,146543.0,2060548.0,0.0,2.585097192224622,138900.0,1875416.0,0.0
case_066,4,2.885950811766597,124420.0,2080348.0,0.0,3.2039510667344806,112071.0,2276914.0,0.0
case_066,5,3.3277726805126924,107901.0,2170250.0,0.0,3.7835075444659867,94904.0,2420166.0,0.0
case_067,2,1.9549136661514492,32653531.0,286394624.0,0.0,1.9815408136385741,32214746.0,183980416.0,180258816.0
case_067,3,2.8601877365172164,22318407.0,286373248.0,0.0,2.7586713951631703,23139702.0,179768064.0,172324864.0
case_067,4,3.766388212233327,16948554.0,286394624.0,0.0,3.5350617736138004,18057629.0,177194112.0,166029312.0
case_067,5,4.405194630610341,14490809.0,276070656.0,0.0,4.164231833405766,15329318.0,175668736.0,160782336.0
case_068,2,1.7258973980104957,209801.0,1998586.0,0.0,1.8856855689162235,192023.0,1290782.0,0.0
case_068,3,2.18425576836073,165775.0,2629054.0,0.0,2.682681978144101,134975.0,2190516.0,0.0
case_068,4,2.7873187178618717,129908.0,2916530.0,0.0,2.95358701415229,122595.0,3057330.0,0.0
case_068,5,2.6981140511016894,134203.0,3108894.0,0.0,2.923020415412062,123877.0,3420288.0,0.0
case_069,2,1.6674845812056502,15079.0,166470.0,0.0,1.8297191092999563,13742.0,111846.0,0.0
case_069,3,2.2280903854674348,11285.0,218794.0,0.0,2.119352663519892,11864.0,330444.0,0.0
case_069,4,2.220024721878863,11326.0,271118.0,0.0,2.621351125938282,9592.0,262578.0,0.0
case_069,5,2.75309317858316,9133.0,267954.0,0.0,1.7205419460791023,14614.0,331026.0,0.0
case_070,2,2.0042716787697565,58525.0,129536.0,0.0,2.0042716787697565,58525.0,129536.0,0.0
case_070,3,2.568931911259061,45661.0,259072.0,0.0,2.568931911259061,45661.0,259072.0,0.0
case_070,4,3.228203434610304,36336.0,360960.0,0.0,3.228203434610304,36336.0,360960.0,0.0
case_070,5,4.240167727009832,27664.0,462848.0,0.0,4.240167727009832,27664.0,462848.0,0.0
case_071,2,1.6210264758803872,11671.0,117990.0,0.0,1.6570903039327318,11417.0,80358.0,0.0
case_071,3,1.8720562042351079,10106.0,193450.0,0.0,1.7470680579924278,10829.0,277100.0,0.0
case_071,4,2.342040108937856,8078.0,185678.0,0.0,2.2221047686163966,8514.0,211122.0,0.0
case_071,5,2.4088362617774384,7854.0,233394.0,0.0,1.5890307408029565,11906.0,219474.0,0.0
case_072,2,2.0195727057745,11833111.0,113945376.0,102996424.0,2.0101255609937616,11888724.0,113611640.0,102096168.0
case_072,3,3.007669751507401,7945629.0,114002720.0,94198216.0,3.015053676618089,7926170.0,118470700.0,98032936.0
case_072,4,3.9867228395253265,5994354.0,122293024.0,93632968.0,3.9867228395253265,5994354.0,122293024.0,93632968.0
case_072,5,4.9141039376037146,4863110.0,121488048.0,81879040.0,4.9141039376037146,4863110.0,121488048.0,81879040.0
case_073,2,1.6857713910872192,5980423.0,141121024.0,137399424.0,1.8997182162261776,5306906.0,91712384.0,87990784.0
case_073,3,2.232806013961203,4515227.0,140671616.0,133228416.0,2.318713763003575,4347939.0,93073664.0,85630464.0
case_073,4,2.5825246100773427,3903787.0,140222208.0,129057408.0,2.7693594526782364,3640418.0,94434944.0,83270144.0
case_073,5,2.8661216796516857,3517515.0,139772800.0,124886400.0,3.1267904423725907,3224273.0,95796224.0,80909824.0
case_074,2,2.0452505136715664,822510.0,7077888.0,4792320.0,2.0452505136715664,822510.0,7077888.0,4792320.0
case_074,3,3.0375523190096314,553814.0,7614464.0,3043328.0,3.0375523190096314,553814.0,7614464.0,3043328.0
case_074,4,3.9760971712740614,423088.0,8429568.0,1785856.0,3.9760971712740614,423088.0,8429568.0,1785856.0
case_074,5,4.847364295964177,347042.0,9035776.0,1277952.0,4.123437997892002,407970.0,12185740.0,622592.0
case_075,2,1.8431115127916355,782269.0,2960082.0,0.0,1.9519303926851128,738658.0,1401990.0,0.0
case_075,3,2.3183861766001717,621902.0,4795646.0,0.0,2.576315131155743,559640.0,4018700.0,0.0
case_075,4,3.149822061724592,457743.0,4319402.0,0.0,3.6222989320088335,398037.0,3455122.0,0.0
case_075,5,3.641501952325869,395938.0,6346198.0,0.0,3.902064687590494,369499.0,6786072.0,0.0
case_076,2,2.015046600970072,3069464.0,30744576.0,26670080.0,2.015046600970072,3069464.0,30744576.0,26670080.0
case_076,3,3.0001387265965564,2061609.0,35117056.0,26968064.0,3.0001387265965564,2061609.0,35117056.0,26968064.0
case_076,4,3.9899964842225453,1550155.0,35703808.0,23480320.0,3.9899964842225453,1550155.0,35703808.0,23480320.0
case_076,5,4.995568280942074,1238120.0,37194752.0,20896768.0,4.995568280942074,1238120.0,37194752.0,20896768.0
case_077,2,1.9754721119907472,250735.0,57344.0,0.0,1.9754721119907472,250735.0,57344.0,0.0
case_077,3,2.771191513883372,178739.0,114688.0,0.0,2.771191513883372,178739.0,114688.0,0.0
case_077,4,3.4222781101883455,144734.0,172032.0,0.0,3.4222781101883455,144734.0,172032.0,0.0
case_077,5,4.090815239385205,121081.0,172032.0,0.0,4.090815239385205,121081.0,172032.0,0.0
case_078,2,1.8218180866071385,1260358.0,12535344.0,10386864.0,2.1749133309337525,1055740.0,2148480.0,0.0
case_078,3,2.7898078724544284,823047.0,17398656.0,0.0,2.967137381793559,773858.0,5034240.0,0.0
case_078,4,3.3232931552529656,690924.0,13146912.0,6701472.0,4.117430926149079,557664.0,6445440.0,0.0
case_078,5,4.002131664720339,573730.0,16722816.0,0.0,4.347940442985122,528099.0,9331200.0,0.0
case_079,2,2.010311665708304,15446486.0,31780864.0,28131328.0,2.010311665708304,15446486.0,31780864.0,28131328.0
case_079,3,3.049812447675691,10181692.0,39960576.0,28336128.0,3.049812447675691,10181692.0,39960576.0,28336128.0
case_079,4,4.066760097144647,7635624.0,30445568.0,19496960.0,4.066760097144647,7635624.0,30445568.0,19496960.0
case_079,5,5.110660575354478,6075976.0,47677440.0,24428544.0,5.110660575354478,6075976.0,47677440.0,24428544.0
case_080,2,2.0019598974822856,145926.0,2191360.0,286720.0,1.8674004896414622,156441.0,3076096.0,1613824.0
case_080,3,2.9119162721156244,100325.0,3047424.0,0.0,2.9185198505464647,100098.0,983040.0,0.0
case_080,4,2.8877093094517923,101166.0,3452928.0,0.0,3.1528291909042836,92659.0,2584576.0,0.0
case_080,5,2.9119162721156244,100325.0,3047424.0,0.0,2.574923978669957,113455.0,4571136.0,0.0
case_081,2,1.9749544626593807,76860.0,0.0,0.0,1.9749544626593807,76860.0,0.0,0.0
case_081,3,2.9223379473653814,51943.0,0.0,0.0,2.9223379473653814,51943.0,0.0,0.0
case_081,4,3.834369000707285,39588.0,0.0,0.0,3.834369000707285,39588.0,0.0,0.0
case_081,5,4.905632937982743,30943.0,0.0,0.0,4.905632937982743,30943.0,0.0,0.0
case_082,2,1.9002216359951614,379451.0,1237914.0,0.0,1.972455581239485,365555.0,567942.0,0.0
case_082,3,2.694281796135551,267619.0,1844266.0,0.0,2.888982823349347,249583.0,1538572.0,0.0
case_082,4,3.305116910143519,218159.0,1693882.0,0.0,3.56303646345501,202367.0,1418386.0,0.0
case_082,5,3.4892738754869463,206645.0,2687818.0,0.0,3.840656443253666,187739.0,2829592.0,0.0
case_083,2,1.6411337858631987,644672.0,14241216.0,13310816.0,2.3626990330288753,447790.0,930400.0,0.0
case_083,3,2.0638812538649263,512623.0,14842752.0,12981952.0,3.4342951370968002,308067.0,1860800.0,0.0
case_083,4,2.350944050272316,450029.0,14977600.0,12186400.0,4.710376699063707,224609.0,2791200.0,0.0
case_083,5,2.3910527029470257,442480.0,15058048.0,11336448.0,5.369596110315986,197034.0,3721600.0,0.0
case_084,2,1.9978550689533183,1255052.0,0.0,0.0,1.9978550689533183,1255052.0,0.0,0.0
case_084,3,2.998507569778288,836220.0,0.0,0.0,2.998507569778288,836220.0,0.0,0.0
case_084,4,3.986169137144928,629028.0,0.0,0.0,3.986169137144928,629028.0,0.0,0.0
case_084,5,4.98024120507198,503472.0,0.0,0.0,4.98024120507198,503472.0,0.0,0.0
case_085,2,1.9322262885654402,1649858.0,4875082.0,0.0,1.917201110424179,1662788.0,2148486.0,0.0
case_085,3,2.6786973791123887,1190093.0,7265394.0,0.0,2.83023888221554,1126371.0,5683212.0,0.0
case_085,4,3.5704754438035504,892850.0,6393754.0,0.0,3.8015397439245584,838581.0,5003666.0,0.0
case_085,5,3.985815398887987,799811.0,9685570.0,0.0,4.271651042755383,746292.0,10855448.0,0.0
case_086,2,1.5925084061869537,74350.0,867194.0,0.0,1.8834187000922598,62866.0,418278.0,0.0
case_086,3,2.108615899700812,56152.0,1233928.0,0.0,2.4389857042804763,48546.0,1081164.0,0.0
case_086,4,2.4981116948330064,47397.0,1201206.0,0.0,3.0362857728997845,38996.0,952434.0,0.0
case_086,5,2.4179174579836222,48969.0,1602402.0,0.0,2.814227651938298,42073.0,1934424.0,0.0
case_087,2,2.0018148994022873,1985234.0,9999360.0,7994880.0,2.0018148994022873,1985234.0,9999360.0,7994880.0
case_087,3,2.8688412874760063,1385253.0,10722816.0,7059456.0,2.8688412874760063,1385253.0,10722816.0,7059456.0
case_087,4,3.715262125103187,1069661.0,11796480.0,6612480.0,3.715262125103187,1069661.0,11796480.0,6612480.0
case_087,5,4.472766582930409,888504.0,11773440.0,5483520.0,4.472766582930409,888504.0,11773440.0,5483520.0
case_088,2,1.658551695497961,146889.0,1265738.0,0.0,1.7933367194458554,135849.0,850054.0,0.0
case_088,3,2.071307112856876,117618.0,1740380.0,0.0,2.5348087107615154,96111.0,1473104.0,0.0
case_088,4,2.331677577428123,104484.0,2142060.0,0.0,2.7830542164545684,87538.0,2048310.0,0.0
case_088,5,2.423844156360995,100511.0,2205234.0,0.0,2.804680934344888,86863.0,2220472.0,0.0
case_089,2,1.998350786547954,346832.0,238720.0,0.0,1.998350786547954,346832.0,238720.0,0.0
case_089,3,2.8450417463692563,243614.0,477440.0,0.0,2.8450417463692563,243614.0,477440.0,0.0
case_089,4,3.8902784014369107,178160.0,716160.0,0.0,3.8902784014369107,178160.0,716160.0,0.0
case_089,5,4.701096098540344,147432.0,954880.0,0.0,4.701096098540344,147432.0,954880.0,0.0
case_090,2,1.7004040462344334,692990.0,19093104.0,16595952.0,2.442856224773048,482371.0,2171520.0,0.0
case_090,3,2.0823107589434025,565892.0,19430136.0,14784504.0,3.41304203004753,345253.0,4596480.0,0.0
case_090,4,2.253898636409716,522811.0,19748184.0,12973056.0,3.9659898289226128,297117.0,6744960.0,0.0
case_090,5,2.223544574184637,529948.0,20254728.0,11328264.0,4.125054260309459,285660.0,8893440.0,0.0
case_091,2,2.0014546695174733,4590046.0,57827296.0,51348960.0,2.0014546695174733,4590046.0,57827296.0,51348960.0
case_091,3,2.9916445470884057,3070809.0,63099200.0,50142528.0,2.9916445470884057,3070809.0,63099200.0,50142528.0
case_091,4,3.967460135459327,2315529.0,67391136.0,47956128.0,3.967460135459327,2315529.0,67391136.0,47956128.0
case_091,5,4.900909200998878,1874503.0,71279104.0,45365760.0,4.895599658093423,1876536.0,69999104.0,43844096.0
case_092,2,1.702660866146298,2828252.0,66389088.0,65458688.0,1.702660866146298,2828252.0,66389088.0,65458688.0
case_092,3,2.157695747476033,2231804.0,66784736.0,64923936.0,3.4983639855984237,1376516.0,10577088.0,8716288.0
case_092,4,2.4980464048869964,1927728.0,67180384.0,64389184.0,4.680343555038493,1028889.0,6657824.0,3866624.0
case_092,5,2.89878126741928,1661234.0,66980256.0,63258656.0,5.873916225512917,819820.0,4524416.0,802816.0
case_093,2,1.9616940280751844,37827.0,8192.0,0.0,1.9616940280751844,37827.0,8192.0,0.0
case_093,3,2.956021192686133,25103.0,16384.0,0.0,2.956021192686133,25103.0,16384.0,0.0
case_093,4,3.751706355225239,19779.0,24576.0,0.0,3.751706355225239,19779.0,24576.0,0.0
case_093,5,4.674036281179139,15876.0,32768.0,0.0,4.674036281179139,15876.0,32768.0,0.0
case_094,2,1.7699108441824896,53614.0,106272.0,0.0,1.7699108441824896,53614.0,106272.0,0.0
case_094,3,2.37890145152799,39889.0,212544.0,0.0,2.37890145152799,39889.0,212544.0,0.0
case_094,4,3.090038750854798,30709.0,318816.0,0.0,3.090038750854798,30709.0,318816.0,0.0
case_094,5,3.716882099490795,25530.0,259200.0,0.0,3.716882099490795,25530.0,259200.0,0.0
case_095,2,1.9991111238960964,1042890.0,0.0,0.0,1.9991111238960964,1042890.0,0.0,0.0
case_095,3,2.9964471273040854,695775.0,0.0,0.0,2.9964471273040854,695775.0,0.0,0.0
case_095,4,3.9755254356224565,524422.0,0.0,0.0,3.9755254356224565,524422.0,0.0,0.0
case_095,5,4.953886401870491,420852.0,0.0,0.0,4.953886401870491,420852.0,0.0,0.0
case_096,2,1.7847164811870695,47175.0,67392.0,0.0,1.7847164811870695,47175.0,67392.0,0.0
case_096,3,2.5011585764363375,33662.0,67392.0,0.0,2.5011585764363375,33662.0,67392.0,0.0
case_096,4,3.120145271271865,26984.0,78336.0,0.0,3.120145271271865,26984.0,78336.0,0.0
case_096,5,3.112187188112224,27053.0,134784.0,0.0,3.112187188112224,27053.0,134784.0,0.0
case_097,2,2.045625339780212,5617602.0,11796480.0,9240576.0,2.045625339780212,5617602.0,11796480.0,9240576.0
case_097,3,3.1393628503966307,3660459.0,16031744.0,7512064.0,3.1393628503966307,3660459.0,16031744.0,7512064.0
case_097,4,4.37453805005733,2626908.0,14221312.0,6553600.0,4.37453805005733,2626908.0,14221312.0,6553600.0
case_097,5,5.466035594487687,2102348.0,21311488.0,4272128.0,5.466035594487687,2102348.0,21311488.0,4272128.0
case_098,2,1.9768037791345425,89756.0,0.0,0.0,1.9768037791345425,89756.0,0.0,0.0
case_098,3,2.028884416594246,87452.0,3007272.0,0.0,2.0816810193115423,85234.0,901280.0,20480.0
case_098,4,2.2999844446748936,77144.0,3007276.0,0.0,2.2740147388657483,78025.0,1020112.0,0.0
case_098,5,2.219456362658394,79943.0,3007280.0,0.0,2.5003523012316453,70962.0,987336.0,0.0
case_099,2,2.0002649767313456,811392.0,7303168.0,5398528.0,2.0002649767313456,811392.0,7303168.0,5398528.0
case_099,3,3.008155200886693,539533.0,8011776.0,4202496.0,2.895410156598435,560542.0,7594740.0,2887680.0
case_099,4,3.989604407003813,406807.0,9322496.0,3608576.0,3.796133695092857,427540.0,7745504.0,2117632.0
case_099,5,4.81286456062938,337221.0,10698752.0,3080192.0,4.81286456062938,337221.0,10698752.0,3080192.0
case_100,2,1.6757310816351407,90243.0,12288.0,0.0,1.6757310816351407,90243.0,12288.0,0.0
case_100,3,2.6158170590372074,57811.0,72192.0,0.0,2.6158170590372074,57811.0,72192.0,0.0
case_100,4,1.9712311803428273,76715.0,2934762.0,0.0,2.603432840959956,58086.0,144384.0,0.0
case_100,5,2.603477662047,58085.0,211968.0,0.0,2.603477662047,58085.0,211968.0,0.0
