case,cores,status,no_l2_cycles,l2_cycles,no_l2_added_bytes,l2_added_bytes,cache_hit_rate,hit_bytes,miss_bytes,cache_gain,seconds,plan_sha256,error,l2_speedup,no_l2_speedup,q2_cycles,vs_q2_gain
case_002,2,ok,125242,125242,1133568,1133568,0.22585551330798478,456192,1563648,1.0,0.729399000000285,cf3cab9466aca079f33fa27edeee9678302adf44826141748ced71d1161d230f,,2.091510835023395,2.091510835023395,127902.0,1.0212388815253668
case_002,5,ok,60061,60061,491520,491520,0.0,0,1468416,1.0,0.5410668999998052,87ba6d75842a1023453dbafc6ffc75508d5f9cd125e9a9edad18b2325d42a4c7,,4.361315995404672,4.361315995404672,62725.0,1.0443549058457235
case_011,2,ok,95475,95475,180224,180224,0.24431818181818182,176128,544768,1.0,0.19486700000015844,04cbdf7201fb4aa150272301cc44cf66ae7075ac520d2a668d19cc58c2c2c414,,1.9345064152919613,1.9345064152919613,92646.0,0.970369206598586
case_011,5,ok,46777,46777,811008,811008,0.41515151515151516,561152,790528,1.0,0.2531605999997737,73aa60deed3ee1bcd8b04be1183ebe379817c7be60d14897bd51326291e5736e,,3.9484575753041025,3.9484575753041025,47287.0,1.0109027941082156
case_040,2,ok,144215,144059,12288,12288,0.013306448993028408,12288,911174,1.0010828896493797,0.8610452000002624,689361fbe5238e12e8b34c66adf8598a6e69fa188cf1c01cc400ff5a38153533,,1.7593763666275624,1.757473217071733,144027.0,0.9997778687898708
case_040,5,ok,111360,107362,3502676,3502676,0.17604522030094083,511392,2393498,1.037238501518228,1.6147618999998485,915150765db3a80713b50f7dad13a24c52b04ef3af93b9080ecc6a38dcc9d20f,,2.3607421620312588,2.2759877873563217,110337.0,1.0277099904994318
case_071,2,ok,12223,12223,84100,84100,0.19425264371331444,33028,136998,1.0,0.18846929999972417,0f16f89bc2c3b24b8bf7cace439a744b1cd58d557477d194195e2b7e1ee2e3d9,,1.5478196842019145,1.5478196842019145,11417.0,0.9340587417164362
case_071,5,ok,7648,7455,266512,266512,0.2810666188568394,81520,208518,1.025888665325285,0.20882419999998092,51c7c4a5e986532787533012e628063fc6b2e54485f3713558f53275948955c8,,2.53775989268947,2.473718619246862,11906.0,1.5970489604292422
