case,cores,evaluation_budget,completed_evaluations,best_cycles,speedup,elapsed_seconds_at_last_evaluation,stopped_before_budget
case_036,4,2,1,233584,3.987901568600589,0.9278438000037568,True
case_036,4,3,1,233584,3.987901568600589,0.9278438000037568,True
case_036,4,4,1,233584,3.987901568600589,0.9278438000037568,True
case_036,4,5,1,233584,3.987901568600589,0.9278438000037568,True
case_036,4,6,1,233584,3.987901568600589,0.9278438000037568,True
case_036,5,1,1,187182,4.976493466252097,0.8621238999985508,False
case_036,5,2,1,187182,4.976493466252097,0.8621238999985508,True
case_036,5,3,1,187182,4.976493466252097,0.8621238999985508,True
case_036,5,4,1,187182,4.976493466252097,0.8621238999985508,True
case_036,5,5,1,187182,4.976493466252097,0.8621238999985508,True
case_036,5,6,1,187182,4.976493466252097,0.8621238999985508,True
case_037,2,1,1,105374,1.992910964754114,0.2005360999974073,False
case_037,2,2,1,105374,1.992910964754114,0.2005360999974073,True
case_037,2,3,1,105374,1.992910964754114,0.2005360999974073,True
case_037,2,4,1,105374,1.992910964754114,0.2005360999974073,True
case_037,2,5,1,105374,1.992910964754114,0.2005360999974073,True
case_037,2,6,1,105374,1.992910964754114,0.2005360999974073,True
case_037,3,1,1,74038,2.836394824279424,0.2524462000001222,False
case_037,3,2,2,74038,2.836394824279424,0.44357229999877745,False
case_037,3,3,3,74038,2.836394824279424,0.6490015000017593,False
case_037,3,4,3,74038,2.836394824279424,0.6490015000017593,True
case_037,3,5,3,74038,2.836394824279424,0.6490015000017593,True
case_037,3,6,3,74038,2.836394824279424,0.6490015000017593,True
case_037,4,1,1,53320,3.938503375843961,0.2066019999983837,False
case_037,4,2,1,53320,3.938503375843961,0.2066019999983837,True
case_037,4,3,1,53320,3.938503375843961,0.2066019999983837,True
case_037,4,4,1,53320,3.938503375843961,0.2066019999983837,True
case_037,4,5,1,53320,3.938503375843961,0.2066019999983837,True
case_037,4,6,1,53320,3.938503375843961,0.2066019999983837,True
case_037,5,1,1,43800,4.794543378995434,0.26338270000269404,False
case_037,5,2,2,43800,4.794543378995434,0.3826390000031097,False
case_037,5,3,2,43800,4.794543378995434,0.3826390000031097,True
case_037,5,4,2,43800,4.794543378995434,0.3826390000031097,True
case_037,5,5,2,43800,4.794543378995434,0.3826390000031097,True
case_037,5,6,2,43800,4.794543378995434,0.3826390000031097,True
case_038,2,1,1,683459,1.996542587046187,10.810922999997274,False
case_038,2,2,2,683459,1.996542587046187,21.284873699994932,False
case_038,2,3,3,683459,1.996542587046187,27.264779799996177,False
case_038,2,4,3,683459,1.996542587046187,27.264779799996177,True
case_038,2,5,3,683459,1.996542587046187,27.264779799996177,True
case_038,2,6,3,683459,1.996542587046187,27.264779799996177,True
case_038,3,1,1,462076,2.9530964603225445,11.33950460000051,False
case_038,3,2,2,456925,2.986387262679871,21.425315400003456,False
case_038,3,3,3,456925,2.986387262679871,27.25404640000488,False
case_038,3,4,4,456925,2.986387262679871,37.73363020000397,False
case_038,3,5,4,456925,2.986387262679871,37.73363020000397,True
case_038,3,6,4,456925,2.986387262679871,37.73363020000397,True
case_038,4,1,1,346382,3.9394512416926974,10.560684299998684,False
case_038,4,2,2,345027,3.9549223683943575,20.555506500000774,False
case_038,4,3,3,345027,3.9549223683943575,26.135818700000527,False
case_038,4,4,4,344979,3.955472651958525,36.38686050000251,False
case_038,4,5,4,344979,3.955472651958525,36.38686050000251,True
case_038,4,6,4,344979,3.955472651958525,36.38686050000251,True
case_038,5,1,1,280919,4.857467811006019,11.238323900004616,False
case_038,5,2,2,280919,4.857467811006019,21.125989400003164,False
case_038,5,3,2,280919,4.857467811006019,21.125989400003164,True
case_038,5,4,2,280919,4.857467811006019,21.125989400003164,True
case_038,5,5,2,280919,4.857467811006019,21.125989400003164,True
case_038,5,6,2,280919,4.857467811006019,21.125989400003164,True
case_039,2,1,1,708561,2.025601183243221,9.526851599999645,False
case_039,2,2,1,708561,2.025601183243221,9.526851599999645,True
case_039,2,3,1,708561,2.025601183243221,9.526851599999645,True
case_039,2,4,1,708561,2.025601183243221,9.526851599999645,True
case_039,2,5,1,708561,2.025601183243221,9.526851599999645,True
case_039,2,6,1,708561,2.025601183243221,9.526851599999645,True
case_039,3,1,1,485565,2.9558596686334475,9.705783400000655,False
case_039,3,2,2,485565,2.9558596686334475,12.347217499998806,False
case_039,3,3,3,485565,2.9558596686334475,19.275349300005473,False
case_039,3,4,3,485565,2.9558596686334475,19.275349300005473,True
case_039,3,5,3,485565,2.9558596686334475,19.275349300005473,True
case_039,3,6,3,485565,2.9558596686334475,19.275349300005473,True
case_039,4,1,1,395323,3.6306058590064327,8.993394799996167,False
case_039,4,2,1,395323,3.6306058590064327,8.993394799996167,True
case_039,4,3,1,395323,3.6306058590064327,8.993394799996167,True
case_039,4,4,1,395323,3.6306058590064327,8.993394799996167,True
case_039,4,5,1,395323,3.6306058590064327,8.993394799996167,True
case_039,4,6,1,395323,3.6306058590064327,8.993394799996167,True
case_039,5,1,1,395323,3.6306058590064327,9.139485299994703,False
case_039,5,2,2,395323,3.6306058590064327,17.672164099996735,False
case_039,5,3,2,395323,3.6306058590064327,17.672164099996735,True
case_039,5,4,2,395323,3.6306058590064327,17.672164099996735,True
case_039,5,5,2,395323,3.6306058590064327,17.672164099996735,True
case_039,5,6,2,395323,3.6306058590064327,17.672164099996735,True
case_040,2,1,1,144027,1.7597672658598735,1.8272297000003164,False
case_040,2,2,2,144027,1.7597672658598735,2.577503499996965,False
case_040,2,3,3,144027,1.7597672658598735,3.5258949999988545,False
case_040,2,4,3,144027,1.7597672658598735,3.5258949999988545,True
case_040,2,5,3,144027,1.7597672658598735,3.5258949999988545,True
case_040,2,6,3,144027,1.7597672658598735,3.5258949999988545,True
case_040,3,1,1,110105,2.301929975932065,1.622532699999283,False
case_040,3,2,2,110105,2.301929975932065,3.136587699998927,False
case_040,3,3,3,110105,2.301929975932065,4.153686000005109,False
case_040,3,4,4,110105,2.301929975932065,4.89692240000295,False
case_040,3,5,4,110105,2.301929975932065,4.89692240000295,True
case_040,3,6,4,110105,2.301929975932065,4.89692240000295,True
case_040,4,1,1,110202,2.2999038129979494,1.5880962000010186,False
case_040,4,2,2,110105,2.301929975932065,3.005858700002136,False
case_040,4,3,3,110105,2.301929975932065,3.9348695000007865,False
case_040,4,4,4,110105,2.301929975932065,4.716471899999306,False
case_040,4,5,4,110105,2.301929975932065,4.716471899999306,True
case_040,4,6,4,110105,2.301929975932065,4.716471899999306,True
case_040,5,1,1,110337,2.2970898248094476,1.6042366999972728,False
case_040,5,2,2,110105,2.301929975932065,3.0526098999980604,False
case_040,5,3,3,110105,2.301929975932065,4.014832699998806,False
case_040,5,4,4,110105,2.301929975932065,4.884009499997774,False
case_040,5,5,4,110105,2.301929975932065,4.884009499997774,True
case_040,5,6,4,110105,2.301929975932065,4.884009499997774,True
case_041,2,1,1,3002984,1.9993303327623457,139.95518489999813,False
case_041,2,2,1,3002984,1.9993303327623457,139.95518489999813,True
case_041,2,3,1,3002984,1.9993303327623457,139.95518489999813,True
case_041,2,4,1,3002984,1.9993303327623457,139.95518489999813,True
case_041,2,5,1,3002984,1.9993303327623457,139.95518489999813,True
case_041,2,6,1,3002984,1.9993303327623457,139.95518489999813,True
case_041,3,1,1,1998385,3.0044045566795186,125.20494509999844,False
case_041,3,2,1,1998385,3.0044045566795186,125.20494509999844,True
case_041,3,3,1,1998385,3.0044045566795186,125.20494509999844,True
case_041,3,4,1,1998385,3.0044045566795186,125.20494509999844,True
case_041,3,5,1,1998385,3.0044045566795186,125.20494509999844,True
case_041,3,6,1,1998385,3.0044045566795186,125.20494509999844,True
case_041,4,1,1,1501288,3.999204016817559,111.97596099999646,False
case_041,4,2,1,1501288,3.999204016817559,111.97596099999646,True
case_041,4,3,1,1501288,3.999204016817559,111.97596099999646,True
case_041,4,4,1,1501288,3.999204016817559,111.97596099999646,True
case_041,4,5,1,1501288,3.999204016817559,111.97596099999646,True
case_041,4,6,1,1501288,3.999204016817559,111.97596099999646,True
case_041,5,1,1,1213259,4.948619379703756,109.0554994999984,False
case_041,5,2,1,1213259,4.948619379703756,109.0554994999984,True
case_041,5,3,1,1213259,4.948619379703756,109.0554994999984,True
case_041,5,4,1,1213259,4.948619379703756,109.0554994999984,True
case_041,5,5,1,1213259,4.948619379703756,109.0554994999984,True
case_041,5,6,1,1213259,4.948619379703756,109.0554994999984,True
case_042,2,1,1,849537,1.9854815034542346,6.490125500000431,False
case_042,2,2,2,849537,1.9854815034542346,9.61639620000642,False
case_042,2,3,2,849537,1.9854815034542346,9.61639620000642,True
case_042,2,4,2,849537,1.9854815034542346,9.61639620000642,True
case_042,2,5,2,849537,1.9854815034542346,9.61639620000642,True
case_042,2,6,2,849537,1.9854815034542346,9.61639620000642,True
case_042,3,1,1,567781,2.97075809158813,6.46738170000026,False
case_042,3,2,2,567781,2.97075809158813,11.97317390000535,False
case_042,3,3,2,567781,2.97075809158813,11.97317390000535,True
case_042,3,4,2,567781,2.97075809158813,11.97317390000535,True
case_042,3,5,2,567781,2.97075809158813,11.97317390000535,True
case_042,3,6,2,567781,2.97075809158813,11.97317390000535,True
case_042,4,1,1,444517,3.7945455404405233,6.1179240999990725,False
case_042,4,2,2,444517,3.7945455404405233,10.005905099998927,False
case_042,4,3,2,444517,3.7945455404405233,10.005905099998927,True
case_042,4,4,2,444517,3.7945455404405233,10.005905099998927,True
case_042,4,5,2,444517,3.7945455404405233,10.005905099998927,True
case_042,4,6,2,444517,3.7945455404405233,10.005905099998927,True
case_042,5,1,1,362266,4.656081442917635,6.210816200000409,False
case_042,5,2,1,362266,4.656081442917635,6.210816200000409,True
case_042,5,3,1,362266,4.656081442917635,6.210816200000409,True
case_042,5,4,1,362266,4.656081442917635,6.210816200000409,True
case_042,5,5,1,362266,4.656081442917635,6.210816200000409,True
case_042,5,6,1,362266,4.656081442917635,6.210816200000409,True
case_043,2,1,1,353177,1.918743293023045,14.276501400003326,False
case_043,2,2,2,353177,1.918743293023045,17.374751000003016,False
case_043,2,3,3,353177,1.918743293023045,21.096775400001206,False
case_043,2,4,3,353177,1.918743293023045,21.096775400001206,True
case_043,2,5,3,353177,1.918743293023045,21.096775400001206,True
case_043,2,6,3,353177,1.918743293023045,21.096775400001206,True
case_043,3,1,1,268777,2.521257399256633,13.165508600002795,False
case_043,3,2,2,268777,2.521257399256633,16.15740840000217,False
case_043,3,3,3,268777,2.521257399256633,29.570627300003252,False
case_043,3,4,4,268777,2.521257399256633,33.62590679999994,False
case_043,3,5,4,268777,2.521257399256633,33.62590679999994,True
case_043,3,6,4,268777,2.521257399256633,33.62590679999994,True
case_043,4,1,1,272738,2.48464093745646,3.9494329000008292,False
case_043,4,2,2,269194,2.517351798331315,14.984145599999465,False
case_043,4,3,3,268777,2.521257399256633,27.374798500000907,False
case_043,4,4,4,268777,2.521257399256633,31.06322910000017,False
case_043,4,5,4,268777,2.521257399256633,31.06322910000017,True
case_043,4,6,4,268777,2.521257399256633,31.06322910000017,True
case_043,5,1,1,241503,2.805994128437328,4.237214900000254,False
case_043,5,2,2,241503,2.805994128437328,15.047648700005084,False
case_043,5,3,3,241503,2.805994128437328,27.541749200005142,False
case_043,5,4,4,241503,2.805994128437328,31.23892390000401,False
case_043,5,5,5,241503,2.805994128437328,34.76895100000547,False
case_043,5,6,5,241503,2.805994128437328,34.76895100000547,True
case_044,2,1,1,131105,1.1777354029213225,0.35308200000145007,False
case_044,2,2,2,74488,2.072911072924498,0.6502312000011443,False
case_044,2,3,3,74488,2.072911072924498,1.08253600000171,False
case_044,2,4,3,74488,2.072911072924498,1.08253600000171,True
case_044,2,5,3,74488,2.072911072924498,1.08253600000171,True
case_044,2,6,3,74488,2.072911072924498,1.08253600000171,True
case_044,3,1,1,131105,1.1777354029213225,0.3691389000014169,False
case_044,3,2,2,123553,1.2497227910289512,0.6141619999980321,False
case_044,3,3,3,75633,2.0415294910951567,0.8701956000004429,False
case_044,3,4,3,75633,2.0415294910951567,0.8701956000004429,True
case_044,3,5,3,75633,2.0415294910951567,0.8701956000004429,True
case_044,3,6,3,75633,2.0415294910951567,0.8701956000004429,True
case_044,4,1,1,131105,1.1777354029213225,0.35971750000317115,False
case_044,4,2,2,124268,1.2425322689670713,0.5962975000002189,False
case_044,4,3,3,82428,1.8732348231183578,0.8299034000010579,False
case_044,4,4,3,82428,1.8732348231183578,0.8299034000010579,True
case_044,4,5,3,82428,1.8732348231183578,0.8299034000010579,True
case_044,4,6,3,82428,1.8732348231183578,0.8299034000010579,True
case_044,5,1,1,131105,1.1777354029213225,0.3679093000027933,False
case_044,5,2,2,131105,1.1777354029213225,0.5890294000055292,False
case_044,5,3,3,92751,1.6647475498916453,0.8099429000067175,False
case_044,5,4,3,92751,1.6647475498916453,0.8099429000067175,True
case_044,5,5,3,92751,1.6647475498916453,0.8099429000067175,True
case_044,5,6,3,92751,1.6647475498916453,0.8099429000067175,True
case_045,2,1,1,63059,1.99200748505368,0.37306679999892367,False
case_045,2,2,1,63059,1.99200748505368,0.37306679999892367,True
case_045,2,3,1,63059,1.99200748505368,0.37306679999892367,True
case_045,2,4,1,63059,1.99200748505368,0.37306679999892367,True
case_045,2,5,1,63059,1.99200748505368,0.37306679999892367,True
case_045,2,6,1,63059,1.99200748505368,0.37306679999892367,True
case_045,3,1,1,42601,2.94861622966597,0.3404360999993514,False
case_045,3,2,1,42601,2.94861622966597,0.3404360999993514,True
case_045,3,3,1,42601,2.94861622966597,0.3404360999993514,True
case_045,3,4,1,42601,2.94861622966597,0.3404360999993514,True
case_045,3,5,1,42601,2.94861622966597,0.3404360999993514,True
case_045,3,6,1,42601,2.94861622966597,0.3404360999993514,True
case_045,4,1,1,31878,3.940460505677897,0.33520339999813586,False
case_045,4,2,1,31878,3.940460505677897,0.33520339999813586,True
case_045,4,3,1,31878,3.940460505677897,0.33520339999813586,True
case_045,4,4,1,31878,3.940460505677897,0.33520339999813586,True
case_045,4,5,1,31878,3.940460505677897,0.33520339999813586,True
case_045,4,6,1,31878,3.940460505677897,0.33520339999813586,True
case_045,5,1,1,26164,4.801024308209754,0.34684580000612186,False
case_045,5,2,1,26164,4.801024308209754,0.34684580000612186,True
case_045,5,3,1,26164,4.801024308209754,0.34684580000612186,True
case_045,5,4,1,26164,4.801024308209754,0.34684580000612186,True
case_045,5,5,1,26164,4.801024308209754,0.34684580000612186,True
case_045,5,6,1,26164,4.801024308209754,0.34684580000612186,True
case_046,2,1,1,166578,1.6596129140702853,0.23457459999917774,False
case_046,2,2,2,166578,1.6596129140702853,0.5024875000017346,False
case_046,2,3,2,166578,1.6596129140702853,0.5024875000017346,True
case_046,2,4,2,166578,1.6596129140702853,0.5024875000017346,True
case_046,2,5,2,166578,1.6596129140702853,0.5024875000017346,True
case_046,2,6,2,166578,1.6596129140702853,0.5024875000017346,True
case_046,3,1,1,142176,1.9444561670042764,0.23724029999721097,False
case_046,3,2,2,142176,1.9444561670042764,0.4081730999969295,False
case_046,3,3,3,142176,1.9444561670042764,0.733241399997496,False
case_046,3,4,3,142176,1.9444561670042764,0.733241399997496,True
case_046,3,5,3,142176,1.9444561670042764,0.733241399997496,True
case_046,3,6,3,142176,1.9444561670042764,0.733241399997496,True
case_046,4,1,1,124612,2.218526305652746,0.23027300000103423,False
case_046,4,2,2,124612,2.218526305652746,0.3958669999992708,False
case_046,4,3,3,124612,2.218526305652746,0.6422944000005373,False
case_046,4,4,3,124612,2.218526305652746,0.6422944000005373,True
case_046,4,5,3,124612,2.218526305652746,0.6422944000005373,True
case_046,4,6,3,124612,2.218526305652746,0.6422944000005373,True
case_046,5,1,1,124612,2.218526305652746,0.2195886999979848,False
case_046,5,2,2,124612,2.218526305652746,0.3710706999991089,False
case_046,5,3,2,124612,2.218526305652746,0.3710706999991089,True
case_046,5,4,2,124612,2.218526305652746,0.3710706999991089,True
case_046,5,5,2,124612,2.218526305652746,0.3710706999991089,True
case_046,5,6,2,124612,2.218526305652746,0.3710706999991089,True
case_047,2,1,1,204173,1.5991732501359142,4.396002000001317,False
case_047,2,2,2,204173,1.5991732501359142,8.843737399998645,False
case_047,2,3,3,204157,1.5992985790347625,12.466628100002708,False
case_047,2,4,3,204157,1.5992985790347625,12.466628100002708,True
case_047,2,5,3,204157,1.5992985790347625,12.466628100002708,True
case_047,2,6,3,204157,1.5992985790347625,12.466628100002708,True
case_047,3,1,1,158634,2.0582472862059835,4.4875224999996135,False
case_047,3,2,2,158634,2.0582472862059835,8.676803900001687,False
case_047,3,3,3,156983,2.079894001261283,12.302958300002501,False
case_047,3,4,3,156983,2.079894001261283,12.302958300002501,True
case_047,3,5,3,156983,2.079894001261283,12.302958300002501,True
case_047,3,6,3,156983,2.079894001261283,12.302958300002501,True
case_047,4,1,1,130176,2.5082042772861355,4.1273938000013,False
case_047,4,2,2,129665,2.5180889214514326,7.838948800002981,False
case_047,4,3,2,129665,2.5180889214514326,7.838948800002981,True
case_047,4,4,2,129665,2.5180889214514326,7.838948800002981,True
case_047,4,5,2,129665,2.5180889214514326,7.838948800002981,True
case_047,4,6,2,129665,2.5180889214514326,7.838948800002981,True
case_047,5,1,1,123511,2.643554015431824,4.645132899997407,False
case_047,5,2,2,122204,2.6718274360904717,8.412292900000466,False
case_047,5,3,2,122204,2.6718274360904717,8.412292900000466,True
case_047,5,4,2,122204,2.6718274360904717,8.412292900000466,True
case_047,5,5,2,122204,2.6718274360904717,8.412292900000466,True
case_047,5,6,2,122204,2.6718274360904717,8.412292900000466,True
case_048,2,1,1,214533,1.035831317326472,0.6697543999980553,False
case_048,2,2,2,214533,1.035831317326472,1.1866780999989714,False
case_048,2,3,3,172829,1.2857795856019534,1.528185700000904,False
case_048,2,4,4,172445,1.2886427556612252,1.883316699997522,False
case_048,2,5,5,172445,1.2886427556612252,2.2809495000037714,False
case_048,2,6,5,172445,1.2886427556612252,2.2809495000037714,True
case_048,3,1,1,148643,1.4949913551260403,0.6307183000026271,False
case_048,3,2,2,148643,1.4949913551260403,1.126765399996657,False
case_048,3,3,3,148643,1.4949913551260403,1.6615419000008842,False
case_048,3,4,4,141992,1.5650177474787312,2.095386499997403,False
case_048,3,5,4,141992,1.5650177474787312,2.095386499997403,True
case_048,3,6,4,141992,1.5650177474787312,2.095386499997403,True
case_048,4,1,1,121147,1.8343004779317689,0.5114631000033114,False
case_048,4,2,2,111891,1.9860399853428783,0.892207299999427,False
case_048,4,3,2,111891,1.9860399853428783,0.892207299999427,True
case_048,4,4,2,111891,1.9860399853428783,0.892207299999427,True
case_048,4,5,2,111891,1.9860399853428783,0.892207299999427,True
case_048,4,6,2,111891,1.9860399853428783,0.892207299999427,True
case_048,5,1,1,121202,1.8334680945858979,0.5385727000029874,False
case_048,5,2,2,121202,1.8334680945858979,0.9205848000055994,False
case_048,5,3,3,111885,1.9861464896992447,1.3592588000028627,False
case_048,5,4,3,111885,1.9861464896992447,1.3592588000028627,True
case_048,5,5,3,111885,1.9861464896992447,1.3592588000028627,True
case_048,5,6,3,111885,1.9861464896992447,1.3592588000028627,True
case_049,2,1,1,164401,1.193885681960572,2.1360404000006383,False
case_049,2,2,2,164401,1.193885681960572,2.994551900002989,False
case_049,2,3,3,160206,1.2251476224361135,5.567594200001622,False
case_049,2,4,3,160206,1.2251476224361135,5.567594200001622,True
case_049,2,5,3,160206,1.2251476224361135,5.567594200001622,True
case_049,2,6,3,160206,1.2251476224361135,5.567594200001622,True
case_049,3,1,1,136156,1.441552337025177,1.3948581000004197,False
case_049,3,2,2,136156,1.441552337025177,3.099228699997184,False
case_049,3,3,3,136156,1.441552337025177,4.433977499997127,False
case_049,3,4,4,135263,1.4510693981354843,5.468678099998215,False
case_049,3,5,4,135263,1.4510693981354843,5.468678099998215,True
case_049,3,6,4,135263,1.4510693981354843,5.468678099998215,True
case_049,4,1,1,119068,1.6484361877246616,1.3476488999949652,False
case_049,4,2,2,119068,1.6484361877246616,2.7714325999986613,False
case_049,4,3,3,118671,1.6539508388738613,3.894649499998195,False
case_049,4,4,3,118671,1.6539508388738613,3.894649499998195,True
case_049,4,5,3,118671,1.6539508388738613,3.894649499998195,True
case_049,4,6,3,118671,1.6539508388738613,3.894649499998195,True
case_049,5,1,1,111647,1.7580051412039732,1.3438262999989092,False
case_049,5,2,2,111647,1.7580051412039732,2.594955900000059,False
case_049,5,3,3,110442,1.777186215389073,3.69846939999843,False
case_049,5,4,3,110442,1.777186215389073,3.69846939999843,True
case_049,5,5,3,110442,1.777186215389073,3.69846939999843,True
case_049,5,6,3,110442,1.777186215389073,3.69846939999843,True
case_050,2,1,1,94649,1.581527538589948,1.4594760999971186,False
case_050,2,2,2,94649,1.581527538589948,2.8453347999966354,False
case_050,2,3,3,93710,1.5973748799487781,3.9019714999958524,False
case_050,2,4,3,93710,1.5973748799487781,3.9019714999958524,True
case_050,2,5,3,93710,1.5973748799487781,3.9019714999958524,True
case_050,2,6,3,93710,1.5973748799487781,3.9019714999958524,True
case_050,3,1,1,76625,1.9535399673735725,1.526802399996086,False
case_050,3,2,2,76625,1.9535399673735725,2.6616684999971767,False
case_050,3,3,3,74118,2.0196173669014272,3.838646999996854,False
case_050,3,4,3,74118,2.0196173669014272,3.838646999996854,True
case_050,3,5,3,74118,2.0196173669014272,3.838646999996854,True
case_050,3,6,3,74118,2.0196173669014272,3.838646999996854,True
case_050,4,1,1,66972,2.2351131816281433,1.556686500000069,False
case_050,4,2,2,66972,2.2351131816281433,2.763903000006394,False
case_050,4,3,3,61902,2.4181771186714482,4.044586900003196,False
case_050,4,4,4,61739,2.4245614603411134,5.3308172000033665,False
case_050,4,5,4,61739,2.4245614603411134,5.3308172000033665,True
case_050,4,6,4,61739,2.4245614603411134,5.3308172000033665,True
case_050,5,1,1,59260,2.5259871751603105,1.642201800001203,False
case_050,5,2,2,59260,2.5259871751603105,2.670459799999662,False
case_050,5,3,3,58249,2.5698295249703857,4.059182500001043,False
case_050,5,4,3,58249,2.5698295249703857,4.059182500001043,True
case_050,5,5,3,58249,2.5698295249703857,4.059182500001043,True
case_050,5,6,3,58249,2.5698295249703857,4.059182500001043,True
case_051,2,1,1,378655,1.6047008490578496,0.37633190000633476,False
case_051,2,2,2,357955,1.6974982888910617,0.6726332000034745,False
case_051,2,3,2,357955,1.6974982888910617,0.6726332000034745,True
case_051,2,4,2,357955,1.6974982888910617,0.6726332000034745,True
case_051,2,5,2,357955,1.6974982888910617,0.6726332000034745,True
case_051,2,6,2,357955,1.6974982888910617,0.6726332000034745,True
case_051,3,1,1,291222,2.086476983194951,0.40235540000139736,False
case_051,3,2,2,291222,2.086476983194951,0.7499552000008407,False
case_051,3,3,3,291222,2.086476983194951,1.0710378000003402,False
case_051,3,4,3,291222,2.086476983194951,1.0710378000003402,True
case_051,3,5,3,291222,2.086476983194951,1.0710378000003402,True
case_051,3,6,3,291222,2.086476983194951,1.0710378000003402,True
case_051,4,1,1,254308,2.389338911870645,0.4149288999979035,False
case_051,4,2,2,254308,2.389338911870645,0.7427167999994708,False
case_051,4,3,3,254308,2.389338911870645,1.0678307999987737,False
case_051,4,4,3,254308,2.389338911870645,1.0678307999987737,True
case_051,4,5,3,254308,2.389338911870645,1.0678307999987737,True
case_051,4,6,3,254308,2.389338911870645,1.0678307999987737,True
case_051,5,1,1,274556,2.213129561910867,0.4374147000053199,False
case_051,5,2,2,274556,2.213129561910867,0.7070070000045234,False
case_051,5,3,3,253856,2.3935932182024455,1.029818000002706,False
case_051,5,4,3,253856,2.3935932182024455,1.029818000002706,True
case_051,5,5,3,253856,2.3935932182024455,1.029818000002706,True
case_051,5,6,3,253856,2.3935932182024455,1.029818000002706,True
case_052,2,1,1,91254,1.9758147588050934,0.39933030000247527,False
case_052,2,2,2,91254,1.9758147588050934,0.6655830000017886,False
case_052,2,3,3,91254,1.9758147588050934,0.9051825999995344,False
case_052,2,4,4,91254,1.9758147588050934,1.183678499997768,False
case_052,2,5,4,91254,1.9758147588050934,1.183678499997768,True
case_052,2,6,4,91254,1.9758147588050934,1.183678499997768,True
case_052,3,1,1,63361,2.845614810372311,0.37101719999918714,False
case_052,3,2,2,63361,2.845614810372311,0.6425414999976056,False
case_052,3,3,3,63361,2.845614810372311,0.898726200000965,False
case_052,3,4,4,63361,2.845614810372311,1.2003944000025513,False
case_052,3,5,4,63361,2.845614810372311,1.2003944000025513,True
case_052,3,6,4,63361,2.845614810372311,1.2003944000025513,True
case_052,4,1,1,47721,3.778231805703988,0.3821241999976337,False
case_052,4,2,2,47721,3.778231805703988,0.670221100001072,False
case_052,4,3,3,47721,3.778231805703988,0.9098105000011856,False
case_052,4,4,4,47721,3.778231805703988,1.2002906999987317,False
case_052,4,5,4,47721,3.778231805703988,1.2002906999987317,True
case_052,4,6,4,47721,3.778231805703988,1.2002906999987317,True
case_052,5,1,1,51670,3.4894716469905167,0.39923659999476513,False
case_052,5,2,2,47721,3.778231805703988,0.6859499999991385,False
case_052,5,3,3,47721,3.778231805703988,0.9971327999955975,False
case_052,5,4,4,47169,3.8224469460874726,1.2606534999940777,False
case_052,5,5,4,47169,3.8224469460874726,1.2606534999940777,True
case_052,5,6,4,47169,3.8224469460874726,1.2606534999940777,True
case_053,2,1,1,774929,1.900414102453257,22.611576800001785,False
case_053,2,2,2,774929,1.900414102453257,27.24403909999819,False
case_053,2,3,3,774929,1.900414102453257,39.572532899997896,False
case_053,2,4,4,774929,1.900414102453257,45.30254330000025,False
case_053,2,5,4,774929,1.900414102453257,45.30254330000025,True
case_053,2,6,4,774929,1.900414102453257,45.30254330000025,True
case_053,3,1,1,546106,2.6967035703691224,22.239637899998343,False
case_053,3,2,2,546106,2.6967035703691224,26.588627599994652,False
case_053,3,3,3,546106,2.6967035703691224,31.772358900001564,False
case_053,3,4,3,546106,2.6967035703691224,31.772358900001564,True
case_053,3,5,3,546106,2.6967035703691224,31.772358900001564,True
case_053,3,6,3,546106,2.6967035703691224,31.772358900001564,True
case_053,4,1,1,492232,2.991853434965626,20.47125500000402,False
case_053,4,2,2,492232,2.991853434965626,39.14153770000121,False
case_053,4,3,3,492232,2.991853434965626,43.17037810000329,False
case_053,4,4,4,492232,2.991853434965626,48.05116760000237,False
case_053,4,5,4,492232,2.991853434965626,48.05116760000237,True
case_053,4,6,4,492232,2.991853434965626,48.05116760000237,True
case_053,5,1,1,492699,2.9890176355137723,20.02223120000417,False
case_053,5,2,2,492232,2.991853434965626,38.33184460000484,False
case_053,5,3,3,486251,3.0286539256474536,42.32345250000071,False
case_053,5,4,4,486251,3.0286539256474536,47.164180400002806,False
case_053,5,5,5,480055,3.067744320963223,51.4568220000001,False
case_053,5,6,5,480055,3.067744320963223,51.4568220000001,True
case_054,2,1,1,443753,1.836722230610272,6.4819791999980225,False
case_054,2,2,2,443753,1.836722230610272,42.25269280000066,False
case_054,2,3,3,443753,1.836722230610272,49.15557080000144,False
case_054,2,4,4,443753,1.836722230610272,77.52547709999635,False
case_054,2,5,5,443753,1.836722230610272,82.86441049999848,False
case_054,2,6,5,443753,1.836722230610272,82.86441049999848,True
case_054,3,1,1,312064,2.6118071933962264,6.265871600000537,False
case_054,3,2,2,312064,2.6118071933962264,11.732396799998241,False
case_054,3,3,3,311323,2.6180237245561684,16.869141999995918,False
case_054,3,4,3,311323,2.6180237245561684,16.869141999995918,True
case_054,3,5,3,311323,2.6180237245561684,16.869141999995918,True
case_054,3,6,3,311323,2.6180237245561684,16.869141999995918,True
case_054,4,1,1,249519,3.266488724305564,5.712694400004693,False
case_054,4,2,2,249519,3.266488724305564,11.548928000003798,False
case_054,4,3,3,249519,3.266488724305564,16.142013399999996,False
case_054,4,4,3,249519,3.266488724305564,16.142013399999996,True
case_054,4,5,3,249519,3.266488724305564,16.142013399999996,True
