case,cores,singlecore_cycles,initial_cycles,makespan_cycles,initial_speedup,speedup,reduction_percent,added_copy_bytes,spill_bytes,peak_l1_bytes,peak_ub_bytes,locality_ratio,internalized_bytes,buffer85_ok,evaluations,wall_seconds,selected
case_040,4,253454,110202,110202,2.2999038129979494,2.2999038129979494,0.0,53760,0,245760,90112,1.0,9048766,True,8,12.601509185973555,base_w0_k4
case_040,5,253454,110337,110337,2.2970898248094476,2.2970898248094476,0.0,66048,0,245760,90112,1.0,9048766,True,8,13.748331479961053,base_w0_k5
case_041,2,6003957,3002984,2990754,1.9993303327623457,2.0075061339046942,0.4072615771512602,32353304,27420672,524288,8200,0.9999996042035431,60637204,False,8,127.56851166603155,valley_w24_k2
case_041,3,6003957,1998385,1998121,3.0044045566795186,3.004801511019603,0.013210667614098384,34661456,24740864,524288,16386,0.9992896113259003,60594152,False,8,121.15858743799618,valley_w3_k3
case_041,4,6003957,1501288,1501288,3.999204016817559,3.999204016817559,0.0,34759680,21055488,524288,8198,1.0,60637228,False,8,108.41901552601485,base_w0_k4
case_041,5,6003957,1213259,1206232,4.948619379703756,4.977447953627495,0.5791838346140437,38865964,20300800,524288,10242,0.9999315931790286,60633080,False,8,157.14168361399788,move_s11_c1
case_042,2,1686740,849537,849537,1.9854815034542346,1.9854815034542346,0.0,6469920,4417536,524288,32776,1.0,19353348,False,8,22.4766628780053,base_w0_k2
case_042,3,1686740,567781,567781,2.97075809158813,2.97075809158813,0.0,8368416,4263936,524288,32776,1.0,19353348,False,8,25.88929995300714,base_w0_k3
case_042,4,1686740,444517,439506,3.7945455404405233,3.8378088126214434,1.1272909697491884,7557712,73728,523264,32778,0.8708444657740873,16853756,False,8,30.938555194006767,band_w16_k4
case_042,5,1686740,362266,362243,4.656081442917635,4.656377072848889,0.006348925927357246,10243072,2325504,524288,32776,0.999576714065184,19345156,False,8,31.081087899045087,chain_s2_r2254_d24_c1
case_043,2,677656,353177,351138,1.918743293023045,1.929885116392985,0.5773309133947001,2035686,108296,524176,129734,0.9266481771855227,13809734,False,8,49.842140741995536,valley_w24_k2
case_043,3,677656,268777,265496,2.521257399256633,2.552415102299093,1.2207145700710997,3476388,38116,295232,122900,0.8989719308096524,13397278,False,8,56.35833941597957,valley_w24_k3
case_043,4,677656,269194,219116,2.517351798331315,3.0926815020354517,18.602940630177493,4838652,0,236544,104422,0.855499148889799,12749408,True,8,77.9897817139863,chain_s18_r127_d75_c0
case_043,5,677656,269612,187265,2.5134489562779105,3.618700771633781,30.542779994955715,5001936,0,244736,115734,0.8748555313574121,13037874,False,8,62.85116072499659,valley_w24_k5
case_044,2,154407,131105,43931,1.1777354029213225,3.514761785527304,66.4917432592197,930400,0,172160,0,1.0,1284096,True,8,4.55212227901211,band_w2_k2
case_044,3,154407,123553,47127,1.2497227910289512,3.2764020625119357,61.85685495293518,930400,0,171648,0,1.0,1284096,True,8,5.87040924601024,band_w5_k2
case_044,4,154407,124268,47127,1.2425322689670713,3.2764020625119357,62.0763189236167,930400,0,171648,0,1.0,1284096,True,8,7.75376538495766,band_w5_k2
case_044,5,154407,132892,47127,1.161898383649881,3.2764020625119357,64.53736869036511,930400,0,171648,0,1.0,1284096,True,8,10.052226898027584,band_w5_k2
case_045,2,125614,63059,63059,1.99200748505368,1.99200748505368,0.0,0,0,0,32768,1.0,7782400,True,8,5.262735019030515,base_w0_k2
case_045,3,125614,42601,42601,2.94861622966597,2.94861622966597,0.0,0,0,0,32768,1.0,7782400,True,8,5.856083955965005,base_w0_k3
case_045,4,125614,31878,31878,3.940460505677897,3.940460505677897,0.0,0,0,0,32768,1.0,7782400,True,8,5.251389659999404,base_w0_k4
case_045,5,125614,26164,26164,4.801024308209754,4.801024308209754,0.0,0,0,0,32768,1.0,7782400,True,8,5.696346054028254,base_w0_k5
case_046,2,276455,166578,106042,1.6596129140702853,2.607033062371513,36.34093337655633,930400,0,213504,0,1.0,3735552,True,8,4.437728632008657,band_w2_k2
case_046,3,276455,142176,80028,1.9444561670042764,3.454478432548608,43.7120189061445,1860800,0,197120,0,1.0,3735552,True,8,4.429309886007104,band_w2_k3
case_046,4,276455,124612,78210,2.218526305652746,3.53477816136044,37.23718421981832,2791200,0,180736,0,1.0,3735552,True,8,3.672197993961163,band_w2_k4
case_046,5,276455,131039,80002,2.10971542823129,3.4556011099722506,38.94794679446577,2791200,0,180736,0,1.0,3735552,True,8,4.64022559300065,band_w5_k4
case_047,2,326508,326508,175634,1.0,1.859025017935024,46.208362429098216,500422,0,14592,15588,0.9003573321479252,6740608,True,8,80.65761985600693,valley_w6_k2
case_047,3,326508,326508,126977,1.0,2.5713948195342464,61.110600659095645,1334028,0,21504,9572,0.8668895005898545,6490048,True,8,77.85934922698652,valley_w6_k3
case_047,4,326508,326508,103886,1.0,3.1429451514159754,68.18270915260882,1214546,0,13376,9124,0.8515361862914395,6375104,True,8,87.70269197697053,valley_w12_k4
case_047,5,326508,326508,94201,1.0,3.4660778547998428,71.14894581449765,2306200,0,13312,7428,0.8437996888303784,6317184,True,8,93.86032488604542,eft_placement
case_048,2,222220,222220,132789,1.0,1.673481990225094,40.244352443524434,584518,0,13376,12436,0.8935657430205443,2194912,True,8,6.639643891016021,split_s20_d117_c1
case_048,3,222220,222220,94684,1.0,2.3469646402771325,57.39177391773918,695564,0,8448,10628,0.8850457914826539,2173984,True,8,7.708166889031418,eft_placement
case_048,4,222220,222220,94456,1.0,2.352629795883798,57.494374943749435,761806,0,8704,10756,0.875014655879939,2149344,True,8,8.182610146002844,eft_placement
case_048,5,222220,222220,93690,1.0,2.371864660049098,57.83907839078391,634002,0,8704,10308,0.9013040476283529,2213920,True,8,8.553706682985649,release_order
case_049,2,196276,160206,128395,1.2251476224361135,1.5286888118696211,19.856310000873876,1868114,0,76960,85892,0.7967376255537789,4606090,True,8,16.548501968965866,band_w2_k2
case_049,3,196276,160224,108112,1.2250099860195727,1.815487642444872,32.52446574795287,2863240,0,55296,43172,0.7014035869444135,4054946,True,8,18.967795712000225,eft_placement
case_049,4,196276,160242,93574,1.2248723805244568,2.0975484643170113,41.60457308321164,790510,0,19712,37124,0.9098538224323444,5260036,True,8,23.60328912199475,chain_s0_r40_d28_c2
case_049,5,196276,160260,85787,1.224734805940347,2.287945726042407,46.47011106951204,869076,0,19104,35940,0.906848211820823,5242660,True,8,25.672129667014815,chain_s0_r40_d28_c1
case_050,2,149690,108121,74716,1.3844674022622803,2.0034530756464477,30.895940659076405,329996,16582,17216,128304,0.9539851542757982,4369418,False,8,19.18236016400624,split_s2_d22_c0
case_050,3,149690,108134,57230,1.384300959920099,2.6155862309977285,47.0749255553295,713848,0,16576,71436,0.9034512662619367,4137964,True,8,26.27031376294326,chain_s22_r40_d137_c2
case_050,4,149690,108147,43856,1.384134557592906,3.4132159795695003,59.44778865803028,811130,0,15392,57384,0.893873900860535,4094098,True,8,19.334615880041383,valley_w6_k4
case_050,5,149690,108160,42085,1.3839681952662721,3.556849233693715,61.09005177514793,951264,0,15104,65578,0.8968895068178633,4107910,True,8,24.923439668957144,valley_w12_k5
case_051,2,607628,607628,318295,1.0,1.9090089382491084,47.616798435885116,668,0,196608,65546,0.9999800799345605,28312596,True,8,5.251731207012199,eft_placement
case_051,3,607628,607628,227413,1.0,2.6719140946208,62.57364703404056,952,0,131072,65542,0.9999734399127473,28312408,True,8,4.667505007993896,band_w4_k3
case_051,4,607628,607628,178135,1.0,3.4110534145451483,70.68354322052308,1140,0,98304,65540,0.9999701199018407,28312314,True,8,4.867126324039418,band_w4_k4
case_051,5,607628,607628,191961,1.0,3.165372132881158,68.4081378738307,1520,0,98304,131072,0.9999650339276859,28312170,False,8,4.738205508037936,band_w2_k5
case_052,2,180301,91254,84863,1.9758147588050934,2.1246126109140615,7.003528612444386,821924,8192,187520,129054,0.8804790543702445,2133642,False,8,3.755853097012732,eft_placement
case_052,3,180301,63361,60514,2.845614810372311,2.9794923488779457,4.4933002951342305,832012,0,135936,86262,0.9063803763008228,2196408,True,8,4.0450540139572695,valley_w1_k3
case_052,4,180301,47721,47721,3.778231805703988,3.778231805703988,0.0,259584,0,105984,49160,1.0,2423274,True,8,3.9776450189528987,base_w0_k4
case_052,5,180301,51670,46668,3.4894716469905167,3.8634824719293737,9.680665763499128,1143916,0,108288,52776,0.8893653792348698,2155176,True,8,5.609400678949896,eft_placement
case_053,2,1472686,774929,705228,1.900414102453257,2.088240966042188,8.99450143174407,5343438,0,350064,70388,0.8519791436948292,15515140,True,8,78.3740643109777,chain_s56_r1226_d57_c1
case_053,3,1472686,546106,494404,2.6967035703691224,2.9787097191770293,9.467392777226399,8137968,0,235328,47876,0.7975879460783065,14524638,True,8,83.46518036496127,chain_s84_r323_d57_c2
case_053,4,1472686,492232,426732,2.991853434965626,3.4510793659720855,13.306733410261828,12009990,0,201232,38372,0.7457204290399756,13580094,True,8,76.63884759799112,band_w2_k4
case_053,5,1472686,492699,389769,2.9890176355137723,3.7783558979805987,20.89105112857952,14623804,0,190624,33488,0.6961138899407733,12676724,True,8,72.98969617398689,band_w2_k5
case_054,2,815051,517960,419294,1.5735790408525754,1.9438651638229978,19.04896130975365,4776444,0,278528,90340,0.783835377195679,13121434,True,8,111.99221578799188,band_w2_k2
case_054,3,815051,517986,295182,1.573500055986069,2.76118123733832,43.0135177398617,1733776,0,105984,23252,0.9102165717903389,15237060,True,8,99.16228763299296,valley_w1_k3
case_054,4,815051,518015,231708,1.5734119668349371,3.517578158717006,55.270021138384024,1766610,0,101376,21876,0.8965258023906517,15007876,True,8,98.62390064302599,valley_w1_k4
case_054,5,815051,518133,202096,1.5730536368075378,4.032989272424986,60.99534289458498,2922392,0,101376,19124,0.8902175729828092,14902276,True,8,96.87041934899753,valley_w1_k5
case_055,2,118835,65764,59521,1.8069916671735295,1.996522235849532,9.493035703424367,589450,0,75264,106504,0.949783234137878,2162324,True,8,3.9947281969944015,chain_s6_r2328_d12_c1
case_055,3,118835,43687,43687,2.7201455810653057,2.7201455810653057,0.0,115712,0,47616,114704,1.0,2276650,False,8,4.192893364990596,base_w0_k3
case_055,4,118835,31367,31367,3.788535722255874,3.788535722255874,0.0,115712,0,47616,90124,1.0,2276650,True,8,4.437768317991868,base_w0_k4
case_055,5,118835,26781,26781,4.437287629289422,4.437287629289422,0.0,198656,0,40960,65544,1.0,2276650,True,8,4.579968715028372,base_w0_k5
case_056,2,277285,265710,153175,1.0435625305784502,1.8102497143789782,42.352564826314406,2656954,0,22208,71052,0.782812897782239,6457314,True,8,40.36277536198031,valley_w1_k2
case_056,3,277285,265728,102094,1.0434918412813101,2.7159774325621484,61.579509874759154,2598576,0,20992,54568,0.7210453323247091,5947802,True,8,39.55519345699577,valley_w1_k3
case_056,4,277285,265746,110353,1.0434211615602869,2.512709214973766,58.47425737358229,4042582,0,15488,46414,0.6891456516415602,5684666,True,8,49.669306353025604,eft_placement
case_056,5,277285,265764,96721,1.0433504914134344,2.866854147496407,63.60643277494318,3976084,0,18048,50250,0.6664739127588539,5497650,True,8,43.04455270897597,valley_w1_k5
case_057,2,59726,33730,31972,1.7707085680403203,1.8680720630551733,5.211977468129262,333004,0,26240,128012,0.889834100987392,1120908,False,8,3.9509116670233198,split_s0_d2_c0
case_057,3,59726,25250,22930,2.3653861386138613,2.604709986916703,9.188118811881187,243556,0,17280,86026,0.9105536159125874,1147008,True,8,3.796877847984433,band_w8_k3
case_057,4,59726,20957,20258,2.8499308107076393,2.9482673511699082,3.3354010593119243,280428,0,18304,65544,0.8959181761746219,1128572,True,8,3.8169375660363585,band_w8_k4
case_057,5,59726,16538,16538,3.6114403192647235,3.6114403192647235,0.0,27936,0,15744,69644,1.0,1259682,True,8,3.1453596469946206,base_w0_k5
case_058,2,4539717,2271316,2270881,1.9987166030618373,1.9990994684441854,0.019151892559203562,33648640,27009024,524288,0,0.9998774509803922,66838528,False,8,112.79659409396118,chain_s0_r1057_d6_c1
case_058,3,4539717,1554831,1531742,2.9197494775959574,2.9637608683446692,1.4849845417283294,21151744,9175040,524288,0,0.9791666666666666,65454080,False,8,108.56895608297782,valley_w1_k3
case_058,4,4539717,1154519,1154519,3.9321284448328697,3.9321284448328697,0.0,42622976,22753280,524288,0,1.0,66846720,False,8,113.11231313698227,base_w0_k4
case_058,5,4539717,1004819,941646,4.517945022934478,4.821044214067707,6.287002932866517,29990912,8257536,524288,0,0.9749387254901961,65171456,False,8,104.76578143902589,chain_s1_r1057_d4_c0
case_059,2,829473,369318,369318,2.2459587672412393,2.2459587672412393,0.0,360448,0,421888,0,1.0,11010048,True,8,10.968024711997714,base_w0_k2
case_059,3,829473,266217,261372,3.1157777301975456,3.1735342729902207,1.819943880368271,3092480,880640,524288,0,0.9977678571428571,10985472,False,8,13.312662336975336,chain_s0_r353_d17_c1
case_059,4,829473,185216,185216,4.478408992743607,4.478408992743607,0.0,1081344,0,241664,0,1.0,11010048,True,8,12.05736966303084,base_w0_k4
case_059,5,829473,150782,150782,5.501140719714555,5.501140719714555,0.0,4325376,0,520192,0,1.0,11010048,False,8,12.999549318978097,base_w0_k5
case_060,2,888789,469437,456945,1.8933083672569482,1.9450677871516266,2.661059950536494,5535260,3036416,524288,126986,0.9655793493641524,16950282,False,8,27.251769196009263,split_s1_d4_c1
case_060,3,888789,334622,323410,2.656098523109658,2.7481803283757458,3.350646401013681,5976668,1395280,524288,131072,0.9539168259798616,16745552,False,8,31.848258712969255,data_w8_k3
case_060,4,888789,229383,229363,3.8746942885915696,3.875032154270741,0.00871904195167035,3966228,412692,524288,122894,1.0,17554520,False,8,25.94854396500159,split_s2_d19_c2
case_060,5,888789,183272,183263,4.849562399057139,4.849800559851143,0.004910733772753067,4290948,81920,452608,122894,0.9999998860692288,17554518,False,8,24.225579053978436,chain_s1_r2796_d9_c0
case_061,2,77191,39299,39298,1.9641975622789385,1.9642475444042953,0.0025445940100257006,34560,0,49920,47136,1.0,1119252,True,8,3.8641417720355093,split_s1_d23_c1
case_061,3,77191,28409,28409,2.7171318948220633,2.7171318948220633,0.0,43008,0,44544,52260,1.0,1119252,True,8,3.6012466850224882,base_w0_k3
case_061,4,77191,27166,27166,2.8414562320547745,2.8414562320547745,0.0,62208,0,44544,34840,1.0,1119252,True,8,3.870307120960206,base_w0_k4
case_061,5,77191,22283,20949,3.46412063007674,3.684710487374099,5.986626576313782,157028,0,45312,16414,0.9925503818621723,1110914,True,8,4.224829458980821,valley_w1_k5
case_062,2,2854809,2854809,1430904,1.0,1.995108686536623,49.87741736837736,227328,0,12288,64512,0.9962312197606316,30045696,True,7,192.7704162459704,data_w8_k2
case_062,3,2854809,2854809,955129,1.0,2.9889250561965977,66.54315577679628,299520,0,7680,43008,0.9951107715813599,30011904,True,8,202.50684095697943,data_w8_k3
case_062,4,2854809,2854809,717090,1.0,3.981102790444714,74.88133181589382,339456,0,7680,33792,0.9944486885663356,29991936,True,7,186.5585576800513,data_w8_k4
case_062,5,2854809,2854809,567755,1.0,5.028241054680276,80.11232975656165,15037440,251904,514560,130560,0.8881079704609116,26784768,False,8,190.72221633401932,data_w4_k5
case_063,2,1070397,1070397,536956,1.0,1.9934538397932047,49.83580858317055,92160,0,12288,33792,0.9959233591520587,11257344,True,8,49.70999154099263,chain_s3_r3_d18_c0
case_063,3,1070397,1070397,351019,1.0,3.0493990353798512,67.20665323239882,4792320,15360,399360,130560,0.9036553879603207,10214400,False,8,46.621024493011646,data_w4_k3
case_063,4,1070397,1070397,263646,1.0,4.059978152522701,75.36932558667485,5208576,0,247296,84480,0.8945508900665852,10111488,True,8,57.938445158011746,eft_placement
case_063,5,1070397,1070397,212149,1.0,5.04549632569562,80.18034430216079,5555712,0,196608,67584,0.8873488245685555,10030080,True,8,54.80327309202403,data_w4_k5
case_064,2,19116,19116,13795,1.0,1.3857194635737586,27.835321196903116,50086,0,7680,4132,0.8990893428501108,350688,True,8,3.162498991994653,valley_w24_k2
case_064,3,19116,19116,10681,1.0,1.7897200636644508,44.12534002929483,65868,0,8864,4100,0.9343670522602346,364448,True,8,3.7145512080169283,data_w4_k3
case_064,4,19116,19116,10465,1.0,1.8266602962255136,45.25528353211969,83824,0,8224,2916,0.9110673558126179,355360,True,8,4.153184327005874,data_w4_k4
case_064,5,19116,19116,10292,1.0,1.85736494364555,46.16028457836367,83728,0,8288,2916,0.9116416441053409,355584,True,8,4.579383897013031,data_w4_k5
case_065,2,53068,26928,26928,1.970736779560309,1.970736779560309,0.0,13968,0,36864,53330,1.0,937688,True,8,1.9933241389808245,base_w0_k2
case_065,3,53068,18165,18165,2.921442334159097,2.921442334159097,0.0,27792,0,36864,40968,1.0,937688,True,8,2.345613671001047,base_w0_k3
case_065,4,53068,14502,14398,3.659357330023445,3.6857896930129184,0.7171424631085368,41684,0,36864,40968,0.9999637406045507,937654,True,8,3.4393334130290896,chain_s0_r139_d9_c3
case_065,5,53068,12156,12156,4.365580783152352,4.365580783152352,0.0,55584,0,32256,30728,1.0,937688,True,8,2.711825767008122,base_w0_k5
case_066,2,359070,248146,185994,1.44701103382686,1.9305461466498919,25.04654517904782,962412,0,123312,70442,0.8934288773952471,6273872,True,8,29.86599986598594,split_s3_d16_c1
case_066,3,359070,248976,138900,1.442187198766146,2.585097192224622,44.21149026412184,1875416,0,67968,38408,0.8347236779147394,5861630,True,8,26.799081654986367,valley_w1_k3
case_066,4,359070,249811,112071,1.4373666491867851,3.2039510667344806,55.137684089171415,2276914,0,89088,35528,0.8148234751304427,5721886,True,8,28.280084029014688,valley_w1_k4
case_066,5,359070,250449,94904,1.4337050657019992,3.7835075444659867,62.10645680358077,2420166,0,89088,42022,0.8208227004488596,5764014,True,8,27.780650474014692,valley_w1_k5
case_067,2,63834834,33768704,30500185,1.890354868223548,2.0929326822116,9.679136634914979,22365440,17465344,524288,0,0.9822090437361009,65126400,False,8,58.28946721897228,move_s0_c1
case_067,3,63834834,23568859,20336499,2.7084397254869232,3.1389293702913172,13.714537475064024,17584896,10141696,518144,0,1.0,66306048,False,8,68.4978206140222,split_s0_d1_c0
case_067,4,63834834,18473155,15271913,3.4555458447677183,4.179884602538006,17.32915682242692,16931968,5767168,518144,0,1.0,66306048,False,8,58.846338735951576,band_w2_k4
case_067,5,63834834,15931687,12370533,4.006784341168641,5.160233112025165,22.35264852993911,17817984,2441216,518144,0,0.9925871015567087,65814528,False,8,76.44421719003003,move_s0_c1
case_068,2,362095,302408,191768,1.1973724240099468,1.8881930249050936,36.5863336948758,1384620,14478,143424,129044,0.8999352573520257,5782480,False,8,25.36299280100502,eft_placement
case_068,3,362095,303144,134975,1.1944653366057056,2.682681978144101,55.47495579658512,2190516,0,69504,109588,0.8701847655569113,5591320,True,8,23.75917426205706,valley_w1_k3
case_068,4,362095,303921,122595,1.1914115839313506,2.95358701415229,59.66221485188585,3057330,0,66048,98692,0.8544740904903011,5490372,True,8,25.536783813033253,valley_w1_k4
case_068,5,362095,304058,119696,1.1908747673141309,3.0251219756717016,60.63382644100797,3315320,0,58752,113044,0.8487387634154236,5453520,False,8,31.255898255039938,eft_placement
case_069,2,25144,25144,13405,1.0,1.8757180156657964,46.68708240534521,111846,0,37248,34770,0.8953167298321603,1058336,True,8,2.5687703149742447,split_s7_d20_c1
case_069,3,25144,25144,10867,1.0,2.3137940553970737,56.78094177537385,293004,0,28800,13684,0.8613697888467785,1018208,True,8,2.7387008470250294,valley_w6_k3
case_069,4,25144,25144,9592,1.0,2.621351125938282,61.85173401209036,262578,0,26880,11618,0.841797509474824,995072,True,8,2.9998783369665034,valley_w1_k4
case_069,5,25144,25144,9754,1.0,2.5778142300594626,61.20744511613108,338802,0,21888,11618,0.8525175961017867,1007744,True,8,3.9838655149796978,valley_w12_k5
case_070,2,117300,58525,58525,2.0042716787697565,2.0042716787697565,0.0,129536,0,114176,16392,1.0,1806686,True,8,3.2210691039799713,base_w0_k2
case_070,3,117300,45661,45661,2.568931911259061,2.568931911259061,0.0,259072,0,118016,12290,1.0,1806686,True,8,3.7953936580452137,base_w0_k3
case_070,4,117300,36336,36336,3.228203434610304,3.228203434610304,0.0,360960,0,102400,16392,1.0,1806686,True,8,4.094354922010098,base_w0_k4
case_070,5,117300,27664,26584,4.240167727009832,4.412428528438158,3.9039907460960093,462852,0,104192,16392,0.999998893000776,1806684,True,8,4.36508086998947,chain_s0_r166_d9_c1
case_071,2,18919,18919,10171,1.0,1.8600924196244224,46.23923040329827,79782,0,27648,23202,0.8924848942598187,756256,True,8,2.151647549995687,split_s7_d20_c1
case_071,3,18919,18919,9075,1.0,2.084738292011019,52.03234843279243,257100,0,29184,11716,0.85702416918429,726208,True,8,1.9813427840126678,valley_w6_k3
case_071,4,18919,18919,8514,1.0,2.2221047686163966,54.997621438765265,211122,0,24576,11616,0.8390105740181268,710944,True,8,2.0798175769741647,valley_w1_k4
case_071,5,18919,18919,8641,1.0,2.1894456660108785,54.32633860140599,242800,0,25344,11616,0.8654078549848943,733312,True,8,3.6730536409886554,move_s5_c0
case_072,2,23897828,11833111,11833111,2.0195727057745,2.0195727057745,0.0,113945376,102996424,524288,30198,1.0,182374304,False,5,217.8005733639584,base_w0_k2
case_072,3,23897828,7945629,7926170,3.007669751507401,3.015053676618089,0.2449019454595728,118470700,98032936,524288,59542,0.9969078867601875,181810382,False,5,204.18784068297828,valley_w1_k3
case_072,4,23897828,5994354,5972781,3.9867228395253265,4.001122425215323,0.3598886552245663,124242974,92324400,524288,40372,0.9955709549959406,181566560,False,5,206.73252793500433,valley_w1_k4
case_072,5,23897828,4863110,4820122,4.9141039376037146,4.957930110482681,0.8839610866297493,129444980,88998416,524288,59158,0.9962011205262776,181681486,False,5,200.12572942400584,valley_w1_k5
case_073,2,10081626,5980423,4145668,1.6857713910872192,2.4318459654752864,30.679351611081692,3884288,0,459264,0,0.9820062977957715,8941568,False,8,27.251323178003076,move_s0_c1
case_073,3,10081626,4515227,2857238,2.232806013961203,3.528451602561635,36.71994785644221,7443200,0,401920,0,1.0,9105408,True,8,27.509784822992515,band_w2_k3
case_073,4,10081626,3903787,2225808,2.5825246100773427,4.529423023010071,42.98336461492392,11164800,0,377344,0,1.0,9105408,True,8,35.595316710008774,band_w2_k4
case_073,5,10081626,3517515,1849686,2.8661216796516857,5.450452671426394,47.414979040601104,14886400,0,360960,0,1.0,9105408,True,8,37.616843893018086,band_w2_k5
case_074,2,1682239,822510,822510,2.0452505136715664,2.0452505136715664,0.0,7077888,4792320,524288,122892,1.0,15005310,False,8,16.21372300502844,base_w0_k2
case_074,3,1682239,553814,553814,3.0375523190096314,3.0375523190096314,0.0,7614464,3043328,524288,122892,1.0,15005310,False,8,18.06292490696069,base_w0_k3
case_074,4,1682239,423088,423088,3.9760971712740614,3.9760971712740614,0.0,8429568,1785856,524288,122892,1.0,15005310,False,8,18.995071927958634,base_w0_k4
case_074,5,1682239,347042,347042,4.847364295964177,4.847364295964177,0.0,9035776,1277952,524288,122896,1.0,15005310,False,8,18.255853204987943,base_w0_k5
case_075,2,1441809,1441809,736839,1.0,1.9567490320137777,48.89482587499454,1407622,0,47872,37572,0.8952176386188628,13496960,True,8,34.63179613399552,valley_w6_k2
case_075,3,1441809,1441809,555174,1.0,2.5970398469668967,61.494622380634326,3965964,0,45056,28804,0.8590166996357832,12951168,True,8,36.485322542022914,valley_w6_k3
case_075,4,1441809,1441809,398037,1.0,3.6222989320088335,72.39322268067407,3455122,0,39936,23812,0.8433018923989914,12714240,True,8,35.97960237902589,valley_w1_k4
case_075,5,1441809,1441809,364184,1.0,3.9590124772093227,74.74117584229256,6513176,0,25088,21380,0.8372316129963409,12622720,True,8,43.380913721979596,eft_placement
case_076,2,6185113,3069464,3069464,2.015046600970072,2.015046600970072,0.0,30744576,26670080,524288,8192,1.0,91504820,False,4,207.95999254699564,base_w0_k2
case_076,3,6185113,2061609,2061609,3.0001387265965564,3.0001387265965564,0.0,35117056,26968064,524288,8192,1.0,91504820,False,4,199.88743682799395,base_w0_k3
case_076,4,6185113,1550155,1550155,3.9899964842225453,3.9899964842225453,0.0,35703808,23480320,524288,8192,1.0,91504820,False,4,204.04264776600758,base_w0_k4
case_076,5,6185113,1238120,1238120,4.995568280942074,4.995568280942074,0.0,37194752,20896768,524288,8192,1.0,91504820,False,4,202.62799764698138,base_w0_k5
case_077,2,495320,250735,250708,1.9754721119907472,1.9756848604751345,0.010768341077232934,57344,0,106592,50212,1.0,7333400,True,8,19.195517878979445,split_s1_d48_c1
case_077,3,495320,178739,178621,2.771191513883372,2.773022209034772,0.06601804866313452,114688,0,106592,50212,1.0,7333400,True,8,18.750281600980088,split_s2_d48_c2
case_077,4,495320,144734,144734,3.4222781101883455,3.4222781101883455,0.0,172032,0,106496,36864,1.0,7333400,True,8,18.779387922026217,base_w0_k4
case_077,5,495320,121081,121081,4.090815239385205,4.090815239385205,0.0,172032,0,106496,36864,1.0,7333400,True,8,19.485192890046164,base_w0_k5
case_078,2,2296143,1260358,1024634,1.8218180866071385,2.240939691636233,18.7029399583293,2148480,0,430848,0,1.0,5787648,True,8,3.224305515992455,band_w2_k2
case_078,3,2296143,993959,759650,2.3100983038535796,3.0226327914171,23.57330634362182,4849920,0,406272,0,0.9363057324840764,5419008,True,8,3.6445983379962854,band_w2_k3
case_078,4,2296143,690924,520320,3.3232931552529656,4.4129439575645755,24.692151379891275,6445440,0,381696,0,1.0,5787648,True,8,3.7461746169719845,band_w2_k4
case_078,5,2296143,663941,527826,3.458353980248245,4.350189266917507,20.501068619048983,9305088,0,336384,0,0.9349787685774947,5411328,True,8,4.839628779969644,chain_s0_r56_d2_c3
case_079,2,31052251,15446486,15426091,2.010311665708304,2.0129695202757456,0.13203650331861888,32049152,28350464,524288,0,0.9998914930555556,226467840,False,8,145.89941992802778,chain_s0_r1123_d7_c1
case_079,3,31052251,10181692,10174273,3.049812447675691,3.052036346970442,0.07286608159036828,40306688,28633088,524288,0,0.9998914930555556,226467840,False,8,155.08690049900906,chain_s0_r1123_d7_c1
case_079,4,31052251,7635624,7627660,4.066760097144647,4.0710061801391255,0.10430057844650287,30713856,19716096,524288,0,0.9998914930555556,226467840,False,8,135.7587356439908,chain_s0_r1123_d7_c1
case_079,5,31052251,6075976,6075976,5.110660575354478,5.110660575354478,0.0,47677440,24428544,524288,0,1.0,226492416,False,8,157.45470748399384,base_w0_k5
case_080,2,292138,145926,145926,2.0019598974822856,2.0019598974822856,0.0,2191360,286720,524288,0,1.0,4423680,False,8,4.135410895978566,base_w0_k2
case_080,3,292138,100325,100098,2.9119162721156244,2.9185198505464647,0.22626463992025916,983040,0,491520,0,0.9666666666666667,4276224,False,8,6.074857096013147,data_w4_k3
case_080,4,292138,111314,92659,2.6244497547478303,3.1528291909042836,16.75889825179223,2584576,0,413696,0,0.8148148148148148,3604480,True,8,8.737416921998374,data_w2_k4
case_080,5,292138,113455,100325,2.574923978669957,2.9119162721156244,11.572870301000396,3047424,0,159744,0,1.0,4423680,True,8,7.972941624990199,base_w0_k3
case_081,2,151795,76860,76860,1.9749544626593807,1.9749544626593807,0.0,0,0,0,14340,1.0,2790040,True,8,14.899891243025195,base_w0_k2
case_081,3,151795,51943,51943,2.9223379473653814,2.9223379473653814,0.0,0,0,0,14340,1.0,2790040,True,8,14.365401011018548,base_w0_k3
case_081,4,151795,39588,39588,3.834369000707285,3.834369000707285,0.0,0,0,0,14340,1.0,2790040,True,8,14.44991464499617,base_w0_k4
case_081,5,151795,30943,30943,4.905632937982743,4.905632937982743,0.0,0,0,0,14340,1.0,2790040,True,8,14.355737817008048,base_w0_k5
case_082,2,721041,721041,364546,1.0,1.9779149956384106,49.44170997210977,593542,0,53760,50372,0.8975529878456606,7472064,True,8,14.03105119097745,valley_w6_k2
