case,cores,status,no_l2_cycles,l2_cycles,no_l2_added_bytes,l2_added_bytes,cache_hit_rate,hit_bytes,miss_bytes,cache_gain,seconds,plan_sha256,error
case_002,5,ok,53115,53115,1362432,1362432,0.30243572395128554,686592,1583616,1.0,0.6357563999999911,83966f62ad40ad1105f6ed128af18bc77951972cf36cffa9b971eface1c23499,
case_006,5,ok,22039,21943,483828,483828,0.20561978371344827,183938,710616,1.0043749715171124,0.24709669999992911,fb6001b5beed76b978d41efb6fa07776b6c7bb463d871fa8b81a5fef0a51f767,
case_010,5,ok,23614,22992,418324,418324,0.24440699801009905,169988,525524,1.02705288796103,0.24224210000011226,5a317295f3d49ee4f4f1ff1c34a064e944f6ec7872b1146afac9b1e7f425ab25,
case_011,5,ok,65327,47732,3244032,3244032,0.4649859943977591,1359872,1564672,1.368620631861225,0.4600129000000379,fcf1482f9f9201c84fc60b91140c384e9465e493e12ac4ebf8cf73da2a0f252e,
case_015,5,ok,48778,48712,313344,313344,0.07010033176771918,83968,1113858,1.001354902282805,0.2987723000001097,7bdf44dc9f2b1a006cb53fb7a44e6f78429ba9c60d79fc257c8d57b089c4d2fd,
case_040,5,ok,111360,107362,3502676,3502676,0.17604522030094083,511392,2393498,1.037238501518228,1.6714655000000675,915150765db3a80713b50f7dad13a24c52b04ef3af93b9080ecc6a38dcc9d20f,
case_062,5,ok,567755,567755,15037440,15037440,0.0036957191253464737,92160,24844800,1.0,12.792603500000041,444c51f8c4a98cb7ba22795443c04834c3561f100731089f62d253e5486d3b79,
case_071,5,ok,7648,7455,266512,266512,0.2810666188568394,81520,208518,1.025888665325285,0.21818649999977424,51c7c4a5e986532787533012e628063fc6b2e54485f3713558f53275948955c8,
