case,cores,makespan_cycles,added_copy_bytes,scheduled_copy_bytes,spill_bytes,peak_l1_bytes,peak_ub_bytes,evaluations,wall_seconds,selected,bound_pruned,invalid_candidates,stop_reason,global_lower_bound_cycles,certified_gap,singlecore_cycles,baseline_cycles,speedup,baseline_speedup,reduction_percent
case_034,4,213112,3176960,5457346,57344,472576,122890,3,9.693429100007052,component_baseline,1,0,fixed_candidate_budget,187290.0,0.13787174969298954,842996,213112,3.955647734524569,3.955647734524569,0.0
case_034,5,178096,3536896,5817282,49152,326144,122890,3,9.839943700004369,component_baseline,1,0,fixed_candidate_budget,149832.0,0.18863794116076682,842996,178096,4.733379750247058,4.733379750247058,0.0
case_035,2,95406,0,410854,0,73728,74792,3,4.910510699999577,component_baseline,1,0,fixed_candidate_budget,71954.5,0.3259212418959203,169571,95406,1.7773620107750037,1.7773620107750037,0.0
case_035,3,95406,0,410854,0,73728,74792,4,7.030114699999103,reuse_pack_k2,0,0,fixed_candidate_budget,47969.666666666664,0.9888818628438807,169571,95424,1.7773620107750037,1.77702674379611,0.018863179074446457
case_035,4,95406,0,410854,0,73728,74792,4,7.115152799997304,reuse_pack_k2,0,0,fixed_candidate_budget,35977.25,1.6518424837918406,169571,95442,1.7773620107750037,1.7766916032773832,0.03771924310052022
case_035,5,62135,968258,1379112,0,73728,20518,3,3.692811300003086,greedy_schedule,2,0,fixed_candidate_budget,28781.8,1.1588295381108895,169571,95460,2.729073790939084,1.7763565891472868,34.909909909909906
case_036,2,466068,1152,6555904,0,13440,8192,1,1.6014484999977867,component_baseline,0,0,certified_gap,465600.0,0.0010051546391751653,931510,466068,1.998656848356892,1.998656848356892,0.0
case_036,3,311345,2304,6557056,0,13440,8192,1,1.381435800001782,component_baseline,0,0,certified_gap,310400.0,0.003044458762886615,931510,311345,2.991890025534375,2.991890025534375,0.0
case_036,4,233584,3456,6558208,0,13440,8192,1,1.2496590000009746,component_baseline,0,0,certified_gap,232800.0,0.0033676975945016174,931510,233584,3.987901568600589,3.987901568600589,0.0
case_036,5,187182,4608,6559360,0,13440,8192,1,1.1709307999990415,component_baseline,0,0,certified_gap,186240.0,0.005057989690721687,931510,187182,4.976493466252097,4.976493466252097,0.0
case_037,2,105374,204800,819200,0,225280,0,1,0.40331940000032773,component_baseline,0,0,certified_gap,104800.0,0.005477099236641303,210001,105374,1.992910964754114,1.992910964754114,0.0
case_037,3,74038,1064960,1679360,0,274432,0,3,0.8753355000008014,component_baseline,1,0,fixed_candidate_budget,69866.66666666667,0.059704198473282455,210001,74038,2.836394824279424,2.836394824279424,0.0
case_037,4,53320,614400,1228800,0,110592,0,1,0.4330688000045484,component_baseline,0,0,certified_gap,52400.0,0.017557251908396854,210001,53320,3.938503375843961,3.938503375843961,0.0
case_037,5,43800,1925120,2539520,0,28672,0,2,0.6411607000045478,component_baseline,2,0,fixed_candidate_budget,41920.0,0.04484732824427473,210001,43800,4.794543378995434,4.794543378995434,0.0
case_038,2,683459,6094848,8897798,4240896,524288,36864,3,27.776272499999322,component_baseline,1,0,fixed_candidate_budget,662500.0,0.03163622641509445,1364555,683459,1.996542587046187,1.996542587046187,0.0
case_038,3,456925,8155140,10958090,3177984,524288,47104,4,38.19090739999956,valley_w2,1,0,fixed_candidate_budget,441666.6666666667,0.034547169811320666,1364555,462076,2.986387262679871,2.9530964603225445,1.1147516858698525
case_038,4,344979,9466884,12269834,2569728,524288,47104,4,36.86548529999709,greedy_schedule,1,0,fixed_candidate_budget,331250.0,0.041446037735848984,1364555,346382,3.955472651958525,3.9394512416926974,0.40504414201661953
case_038,5,280919,9070080,11873030,1477632,524288,36864,2,21.725790299999062,component_baseline,2,0,fixed_candidate_budget,265000.0,0.06007169811320745,1364555,280919,4.857467811006019,4.857467811006019,0.0
case_039,2,708561,11067392,15556608,6864896,524288,0,1,9.905857499994454,component_baseline,0,0,certified_gap,688940.0,0.028479983743141535,1435262,708561,2.025601183243221,2.025601183243221,0.0
case_039,3,485565,14323712,18812928,5918720,524288,0,3,19.786976999996114,component_baseline,1,0,fixed_candidate_budget,459293.3333333333,0.057200191598687944,1435262,485565,2.9558596686334475,2.9558596686334475,0.0
case_039,4,395323,17604608,22093824,4997120,524288,0,1,9.63886310000089,component_baseline,3,0,fixed_candidate_budget,344470.0,0.14762678898017234,1435262,395323,3.6306058590064327,3.6306058590064327,0.0
case_039,5,395323,17604608,22093824,4997120,524288,0,2,18.314361500000814,reuse_pack_k4,2,0,fixed_candidate_budget,275576.0,0.4345334862252155,1435262,431161,3.6306058590064327,3.3288307615948565,8.311976268725607
case_040,2,144027,12288,923526,0,245760,90112,3,3.91393949999474,component_baseline,1,0,fixed_candidate_budget,92875.5,0.5507534279761617,253454,144027,1.7597672658598735,1.7597672658598735,0.0
case_040,3,110105,0,911238,0,245760,90112,4,5.19084809999913,component_baseline,0,0,fixed_candidate_budget,61917.0,0.7782676809276936,253454,110105,2.301929975932065,2.301929975932065,0.0
case_040,4,110105,0,911238,0,245760,90112,4,5.012614100000064,reuse_pack_k3,0,0,fixed_candidate_budget,46437.75,1.3710235745702581,253454,110202,2.301929975932065,2.2999038129979494,0.08802018112193943
case_040,5,110105,0,911238,0,245760,90112,4,5.159580600004119,reuse_pack_k3,0,0,fixed_candidate_budget,37150.2,1.963779468212823,253454,110337,2.301929975932065,2.2970898248094476,0.21026491566745742
case_041,2,3002984,30557184,35507164,25847808,524288,8198,1,140.74304819999816,component_baseline,0,0,certified_gap,2947620.0,0.018782611055699228,6003957,3002984,1.9993303327623457,1.9993303327623457,0.0
case_041,3,1998385,34762752,39712732,24975360,524288,8198,1,126.0173763999992,component_baseline,0,0,certified_gap,1965080.0,0.016948419402772474,6003957,1998385,3.0044045566795186,3.0044045566795186,0.0
case_041,4,1501288,34759680,39709660,21055488,524288,8198,1,112.82557169999927,component_baseline,0,0,certified_gap,1473810.0,0.018644194299129557,6003957,1501288,3.999204016817559,3.999204016817559,0.0
case_041,5,1213259,38200320,43150300,19897344,524288,8198,1,109.95226600000024,component_baseline,0,0,certified_gap,1179048.0,0.0290157822243029,6003957,1213259,4.948619379703756,4.948619379703756,0.0
case_042,2,849537,6469920,8858884,4417536,524288,32776,2,10.065616399995633,component_baseline,1,0,fixed_candidate_budget,799538.0,0.06253486388389295,1686740,849537,1.9854815034542346,1.9854815034542346,0.0
case_042,3,567781,8368416,10757380,4263936,524288,32776,2,12.429907699995965,component_baseline,1,0,fixed_candidate_budget,533025.3333333334,0.06520453061643083,1686740,567781,2.97075809158813,2.97075809158813,0.0
case_042,4,444517,8168736,10557700,2626560,524288,32776,2,10.550540600001113,component_baseline,1,0,fixed_candidate_budget,399769.0,0.11193464225590288,1686740,444517,3.7945455404405233,3.7945455404405233,0.0
case_042,5,362266,10073088,12462052,2171904,524288,32776,1,6.740034199996444,component_baseline,2,0,fixed_candidate_budget,319815.2,0.13273540469621192,1686740,362266,4.656081442917635,4.656081442917635,0.0
case_043,2,353177,385024,1816146,16384,513024,122896,3,21.683231800001522,component_baseline,1,0,fixed_candidate_budget,258876.0,0.36427092507609826,677656,353177,1.918743293023045,1.918743293023045,0.0
case_043,3,268777,279560,1710682,49160,515072,122896,4,34.09160349999729,component_baseline,0,0,fixed_candidate_budget,172584.0,0.557369165160154,677656,268777,2.521257399256633,2.521257399256633,0.0
case_043,4,268777,279560,1710682,49160,515072,122896,4,31.526188099996943,reuse_pack_k3,0,0,fixed_candidate_budget,129438.0,1.0764922202135385,677656,269194,2.521257399256633,2.517351798331315,0.15490687013826054
case_043,5,241503,6133260,7564382,0,244736,82192,5,35.44650120000006,valley_w4,0,0,fixed_candidate_budget,103550.4,1.3322266258749362,677656,269612,2.805994128437328,2.5134489562779105,10.425722890672517
case_044,2,74488,1976544,2952000,0,147840,0,3,1.3469782000029227,data_band_w3,0,0,fixed_candidate_budget,37202.0,1.0022579431213376,154407,131105,2.072911072924498,1.1777354029213225,43.184470462606306
case_044,3,75633,2559168,3534624,0,148352,0,3,1.1469885999977123,data_band_w5,0,0,fixed_candidate_budget,24801.333333333332,2.0495537874307836,154407,123553,2.0415294910951567,1.2497227910289512,38.78497486908452
case_044,4,82428,3227680,4203136,0,221824,0,3,1.1094685000061872,data_band_w6,0,0,fixed_candidate_budget,18601.0,3.431374657276491,154407,124268,1.8732348231183578,1.2425322689670713,33.66916663984292
case_044,5,92751,4059520,5034976,0,238592,0,3,1.0679716000013286,data_band_w8,0,0,fixed_candidate_budget,14880.8,5.2329310252136985,154407,132892,1.6647475498916453,1.161898383649881,30.20573096950907
case_045,2,63059,0,557056,0,0,32768,1,0.5961483000064618,component_baseline,0,0,certified_gap,62738.0,0.005116516305907037,125614,63059,1.99200748505368,1.99200748505368,0.0
case_045,3,42601,0,557056,0,0,32768,1,0.603222799996729,component_baseline,0,0,certified_gap,41825.333333333336,0.018545379196021505,125614,42601,2.94861622966597,2.94861622966597,0.0
case_045,4,31878,0,557056,0,0,32768,1,0.6304725000009057,component_baseline,0,0,certified_gap,31369.0,0.01622621059007301,125614,31878,3.940460505677897,3.940460505677897,0.0
case_045,5,26164,0,557056,0,0,32768,1,0.6787957000051392,component_baseline,3,0,fixed_candidate_budget,25095.2,0.042589817973158084,125614,26164,4.801024308209754,4.801024308209754,0.0
case_046,2,166578,3521632,4583104,2591232,524288,0,2,0.8537366000018665,component_baseline,1,0,fixed_candidate_budget,104624.0,0.5921585869398991,276455,166578,1.6596129140702853,1.6596129140702853,0.0
case_046,3,142176,4021280,5082752,2160480,524288,0,3,1.0290525000018533,component_baseline,0,0,fixed_candidate_budget,69749.33333333333,1.0383850741703626,276455,142176,1.9444561670042764,1.9444561670042764,0.0
case_046,4,124612,4513952,5575424,1722752,524288,0,3,0.923675900005037,component_baseline,0,0,fixed_candidate_budget,52312.0,1.382092063006576,276455,124612,2.218526305652746,2.218526305652746,0.0
case_046,5,124612,4513952,5575424,1722752,524288,0,2,0.5880982000016957,reuse_pack_k4,1,0,fixed_candidate_budget,41849.6,1.97761507875822,276455,131039,2.218526305652746,2.10971542823129,4.904646708231897
case_047,2,204157,1097874,1561816,0,10304,7234,3,13.118055399994773,greedy_schedule,2,0,fixed_candidate_budget,129685.0,0.5742529976481474,326508,326508,1.5992985790347625,1.0,37.47258872676933
case_047,3,156983,1617022,2080964,0,18944,6210,3,13.0147192000004,greedy_schedule,2,0,fixed_candidate_budget,86456.66666666667,0.81574199020704,326508,326508,2.079894001261283,1.0,51.92062675340268
case_047,4,129665,1490922,1954864,0,10304,6210,2,8.522410800003854,greedy_schedule,3,0,fixed_candidate_budget,64842.5,0.9996915603192351,326508,326508,2.5180889214514326,1.0,60.28734364854766
case_047,5,122204,2337366,2801308,0,11776,6210,2,9.144623700005468,greedy_schedule,3,0,fixed_candidate_budget,51874.0,1.355785171762347,326508,326508,2.6718274360904717,1.0,62.57243314099501
case_048,2,172445,1084394,1499184,0,12800,8192,5,2.526593700000376,greedy_schedule,0,0,fixed_candidate_budget,75960,1.2702080042127437,222220,222220,1.2886427556612252,1.0,22.3989739897399
case_048,3,141992,1273858,1688648,0,8192,10306,4,2.3672743999995873,greedy_schedule,0,0,fixed_candidate_budget,75960,0.8692996313849395,222220,222220,1.5650177474787312,1.0,36.10296102961029
case_048,4,111891,925012,1339802,0,8192,10306,2,1.1919167000014568,greedy_schedule,2,0,fixed_candidate_budget,75960,0.47302527646129544,222220,222220,1.9860399853428783,1.0,49.64854648546485
case_048,5,111885,925782,1340572,0,8192,10306,3,1.624952199999825,greedy_schedule,2,0,fixed_candidate_budget,75960,0.4729462875197472,222220,222220,1.9861464896992447,1.0,49.65124651246512
case_049,2,160206,0,152540,0,31360,44358,3,5.9033837000024505,component_baseline,1,0,fixed_candidate_budget,82857.5,0.9335123555501916,196276,160206,1.2251476224361135,1.2251476224361135,0.0
case_049,3,135263,1567492,1720032,0,29312,39936,4,5.839403300000413,greedy_schedule,1,0,fixed_candidate_budget,55238.333333333336,1.4487161693268562,196276,160224,1.4510693981354843,1.2250099860195727,15.578814659476736
case_049,4,118671,1621840,1774380,0,29312,30976,3,4.265591800001857,greedy_schedule,2,0,fixed_candidate_budget,41428.75,1.86446006698247,196276,160242,1.6539508388738613,1.2248723805244568,25.94263676189763
case_049,5,110442,1570238,1722778,0,29312,30406,3,4.055131299995992,greedy_schedule,2,0,fixed_candidate_budget,33143.0,2.332287360830341,196276,160260,1.777186215389073,1.224734805940347,31.085735679520777
case_050,2,93710,1099542,1418918,0,15648,65544,3,4.268952999998874,greedy_schedule,2,0,fixed_candidate_budget,66705.5,0.40483168554317106,149690,108121,1.5973748799487781,1.3844674022622803,13.328585566171236
case_050,3,74118,1257138,1576514,0,15136,49156,3,4.223510299998452,greedy_schedule,2,0,fixed_candidate_budget,44470.333333333336,0.666684156478851,149690,108134,2.0196173669014272,1.384300959920099,31.457265984796646
case_050,4,61739,1344466,1663842,0,15136,49156,4,5.690348100004485,greedy_coarsen,2,0,fixed_candidate_budget,33352.75,0.8510917390619963,149690,108147,2.4245614603411134,1.384134557592906,42.91196242151886
case_050,5,58249,1463942,1783318,0,14880,49156,3,4.511436100001447,greedy_schedule,2,0,fixed_candidate_budget,26682.2,1.1830658641341416,149690,108160,2.5698295249703857,1.3839681952662721,46.14552514792899
case_051,2,357955,9045258,9438476,0,32768,65538,2,0.9236168999996153,greedy_schedule,2,0,fixed_candidate_budget,303540.0,0.17926797127231997,607628,607628,1.6974982888910617,1.0,41.08977861454706
case_051,3,291222,9045304,9438522,0,32768,65538,3,1.3161739999995916,fork_join_w3,1,0,fixed_candidate_budget,202360.0,0.4391282862225736,607628,607628,2.086476983194951,1.0,52.07232056455595
case_051,4,254308,9045350,9438568,0,32768,65538,3,1.3675227999992785,fork_join_w3,1,0,fixed_candidate_budget,151770.0,0.6756144165513607,607628,607628,2.389338911870645,1.0,58.147419144608214
case_051,5,253856,9045396,9438614,0,32768,65538,3,1.2787991000004695,greedy_schedule,1,0,fixed_candidate_budget,121416.0,1.0907952823351121,607628,607628,2.3935932182024455,1.0,58.221806763348624
case_052,2,91254,102912,913116,0,105984,66668,4,1.3901937999980873,component_baseline,0,0,fixed_candidate_budget,70764.0,0.28955401051382057,180301,91254,1.9758147588050934,1.9758147588050934,0.0
case_052,3,63361,181248,991452,0,101376,50280,4,1.456139499998244,component_baseline,0,0,fixed_candidate_budget,47176.0,0.34307698829913513,180301,63361,2.845614810372311,2.845614810372311,0.0
case_052,4,47721,259584,1069788,0,105984,49160,4,1.4148758000010275,component_baseline,0,0,fixed_candidate_budget,35382.0,0.3487366457520773,180301,47721,3.778231805703988,3.778231805703988,0.0
case_052,5,47169,443464,1253668,0,101376,40978,4,1.4901297000033082,terminal_w2,0,0,fixed_candidate_budget,28305.6,0.6664193657792099,180301,51670,3.8224469460874726,3.4894716469905167,8.711050899941942
case_053,2,774929,5959552,8954840,4924800,520704,54342,4,45.87312349999411,component_baseline,0,0,fixed_candidate_budget,606363.0,0.27799519429780517,1472686,774929,1.900414102453257,1.900414102453257,0.0
case_053,3,546106,5882944,8878232,4768320,519008,54342,3,32.43468690000009,component_baseline,1,0,fixed_candidate_budget,404242.0,0.35093829933554654,1472686,546106,2.6967035703691224,2.6967035703691224,0.0
case_053,4,492232,6360992,9356280,4291488,519008,54342,4,48.62077209999552,component_baseline,0,0,fixed_candidate_budget,303181.5,0.6235555269698183,1472686,492232,2.991853434965626,2.991853434965626,0.0
case_053,5,480055,13154882,16150170,0,150528,53136,5,52.35624649999954,greedy_schedule,0,0,fixed_candidate_budget,242545.2,0.9792393335345329,1472686,492699,3.067744320963223,2.9890176355137723,2.5662727141723463
case_054,2,443753,1442752,3049028,0,98304,12800,5,83.4985267000011,valley_w3,0,0,fixed_candidate_budget,287108.0,0.5455960823104895,815051,517960,1.836722230610272,1.5735790408525754,14.326781990887326
case_054,3,311323,2153244,3759520,0,98304,12434,3,17.593078300000343,greedy_schedule,2,0,fixed_candidate_budget,191405.33333333334,0.6265116262869721,815051,517986,2.6180237245561684,1.573500055986069,39.89741035472001
case_054,4,249519,2064246,3670522,0,98304,12352,3,16.813928399998986,valley_w6,2,0,fixed_candidate_budget,143554.0,0.7381542834055477,815051,518015,3.266488724305564,1.5734119668349371,51.831703715143384
case_054,5,209490,2858836,4465112,0,98304,12352,2,11.389200199999323,greedy_schedule,3,0,fixed_candidate_budget,114843.2,0.8241393482591917,815051,518133,3.8906439448183683,1.5730536368075378,59.56829617106032
case_055,2,63872,287316,913126,0,82432,50196,5,1.8454531000024872,terminal_w2,0,0,fixed_candidate_budget,34524.5,0.8500485162710538,118835,65764,1.8605179108216432,1.8069916671735295,2.8769539565719815
case_055,3,43687,115712,741522,0,47616,114704,4,1.4853654000035021,component_baseline,0,0,fixed_candidate_budget,23016.333333333332,0.8980868658488901,118835,43687,2.7201455810653057,2.7201455810653057,0.0
case_055,4,31367,115712,741522,0,47616,90124,3,1.2248041000057128,component_baseline,1,0,fixed_candidate_budget,17262.25,0.8170864168923517,118835,31367,3.788535722255874,3.788535722255874,0.0
case_055,5,26781,198656,824466,0,40960,65544,3,1.2996129000021028,component_baseline,1,0,fixed_candidate_budget,13809.8,0.9392750076032963,118835,26781,4.437287629289422,4.437287629289422,0.0
case_056,2,195117,4348654,4570254,0,13312,78860,3,8.07859119999921,valley_w3,2,0,fixed_candidate_budget,122976.5,0.5866202079259046,277285,265710,1.4211216859627813,1.0435625305784502,26.56768657558993
case_056,3,146011,3799188,4020788,0,11264,60428,3,7.190438899997389,valley_w4,2,0,fixed_candidate_budget,81984.33333333333,0.78096221635841,277285,265728,1.8990692482073268,1.0434918412813101,45.052459657996145
case_056,4,146032,4613390,4834990,0,11264,53250,3,8.731446999998298,greedy_schedule,2,0,fixed_candidate_budget,61488.25,1.374957817143926,277285,265746,1.8987961542675578,1.0434211615602869,45.04827918388236
case_056,5,134454,4364564,4586164,0,11264,50184,3,8.518062700000883,greedy_schedule,2,0,fixed_candidate_budget,49190.6,1.7333270990799057,277285,265764,2.062303836256266,1.0433504914134344,49.4084977649343
case_057,2,33730,288,342748,0,17280,122900,3,0.7804055999949924,component_baseline,1,0,fixed_candidate_budget,23782.5,0.41826973615053076,59726,33730,1.7707085680403203,1.7707085680403203,0.0
case_057,3,25250,288,342748,0,17280,98320,4,0.9471542000028421,component_baseline,0,0,fixed_candidate_budget,15855.0,0.5925575528224536,59726,25250,2.3653861386138613,2.3653861386138613,0.0
case_057,4,20957,288,342748,0,17280,81932,4,0.9927379000000656,component_baseline,0,0,fixed_candidate_budget,11891.25,0.7623883107326817,59726,20957,2.8499308107076393,2.8499308107076393,0.0
case_057,5,16538,27936,370396,0,15744,69644,4,0.9791980000009062,component_baseline,0,0,fixed_candidate_budget,9513.0,0.7384631556816987,59726,16538,3.6114403192647235,3.6114403192647235,0.0
case_058,2,2271316,33431552,41099264,26808320,524288,0,3,218.85916780000116,component_baseline,1,0,fixed_candidate_budget,2179485.0,0.042134265663677395,4539717,2271316,1.9987166030618373,1.9987166030618373,0.0
case_058,3,1554831,30400512,38068224,21209088,524288,0,3,105.21739800000068,component_baseline,1,0,fixed_candidate_budget,1452990.0,0.07009064067887594,4539717,1554831,2.9197494775959574,2.9197494775959574,0.0
case_058,4,1154519,42622976,50290688,22753280,524288,0,3,170.5224831000014,component_baseline,1,0,fixed_candidate_budget,1089742.5,0.05944202414790656,4539717,1154519,3.9321284448328697,3.9321284448328697,0.0
case_058,5,1004819,32104448,39772160,13721600,524288,0,3,60.30544159999408,component_baseline,1,0,fixed_candidate_budget,871794.0,0.1525876525876526,4539717,1004819,4.517945022934478,4.517945022934478,0.0
case_059,2,369318,360448,1703936,0,421888,0,1,1.3769354000032763,component_baseline,0,0,certified_gap,368896.0,0.00114395385149213,829473,369318,2.2459587672412393,2.2459587672412393,0.0
case_059,3,266217,2998272,4341760,835584,524288,0,1,2.036521599999105,component_baseline,2,0,fixed_candidate_budget,245930.66666666666,0.08248801830326169,829473,266217,3.1157777301975456,3.1157777301975456,0.0
case_059,4,185216,1081344,2424832,0,241664,0,1,1.196718499995768,component_baseline,0,0,certified_gap,184448.0,0.004163775156141636,829473,185216,4.478408992743607,4.478408992743607,0.0
case_059,5,150782,4325376,5668864,0,520192,0,1,1.8307786000004853,component_baseline,0,0,certified_gap,147558.4,0.021846265614156923,829473,150782,5.501140719714555,5.501140719714555,0.0
case_060,2,469437,2768912,4867918,1570832,524288,122908,3,18.321354599996994,component_baseline,1,0,fixed_candidate_budget,360116.0,0.30357162692021467,888789,469437,1.8933083672569482,1.8933083672569482,0.0
case_060,3,334622,3439756,5538762,1033228,524288,122904,3,17.967835399998876,component_baseline,1,0,fixed_candidate_budget,240077.33333333334,0.393809217030068,888789,334622,2.656098523109658,2.656098523109658,0.0
case_060,4,229383,3699968,5798974,146432,524288,122894,2,13.412434899997606,component_baseline,2,0,fixed_candidate_budget,180058.0,0.27393950838063286,888789,229383,3.8746942885915696,3.8746942885915696,0.0
case_060,5,183272,4290944,6389950,81920,452608,122894,3,19.954977299996244,component_baseline,1,0,fixed_candidate_budget,144046.4,0.27231225494007494,888789,183272,4.849562399057139,4.849562399057139,0.0
case_061,2,39299,34560,578748,0,46848,47136,3,1.143703400004597,component_baseline,1,0,fixed_candidate_budget,35728.0,0.09994961934617108,77191,39299,1.9641975622789385,1.9641975622789385,0.0
case_061,3,28409,43008,587196,0,44544,52260,3,1.292443500002264,component_baseline,1,0,fixed_candidate_budget,23818.666666666668,0.1927199955217196,77191,28409,2.7171318948220633,2.7171318948220633,0.0
case_061,4,27166,62208,606396,0,44544,34840,4,1.4286212000006344,component_baseline,0,0,fixed_candidate_budget,17864.0,0.5207120465741155,77191,27166,2.8414562320547745,2.8414562320547745,0.0
case_061,5,22283,83712,627900,0,46848,25616,4,1.5124734999990324,component_baseline,0,0,fixed_candidate_budget,14291.2,0.5592112628750558,77191,22283,3.46412063007674,3.46412063007674,0.0
case_062,2,1349562,54114816,67516416,0,10752,10752,3,181.90197459999763,greedy_coarsen,1,0,fixed_candidate_budget,1309200.0,0.0308295142071493,2854809,2854809,2.115359650019784,1.0,52.72671481699827
case_062,3,1140581,54114816,67516416,0,10752,10752,3,83.3383343999958,greedy_coarsen,1,0,fixed_candidate_budget,872800.0,0.3068068285976169,2854809,2854809,2.502942798450965,1.0,60.047029415978436
case_062,4,1139851,54117888,67519488,0,10752,10752,3,102.95875230000092,greedy_coarsen,1,0,fixed_candidate_budget,654600.0,0.7412939199511153,2854809,2854809,2.5045457695786553,1.0,60.07260030355796
case_062,5,1139999,54117888,67519488,0,10752,10752,3,83.14609470000141,greedy_coarsen,1,0,fixed_candidate_budget,523680.0,1.1769000152765048,2854809,2854809,2.504220617737384,1.0,60.0674160688158
case_063,2,508752,20295168,25316352,0,10752,10752,3,26.567311799997697,greedy_coarsen,1,0,fixed_candidate_budget,490800.0,0.036577017114914456,1070397,1070397,2.1039661760543447,1.0,52.470718808068405
case_063,3,430451,20298240,25319424,0,10752,10752,3,20.814844799999264,greedy_schedule,1,0,fixed_candidate_budget,327200.0,0.3155592909535452,1070397,1070397,2.4866872187542834,1.0,59.78585515467625
case_063,4,430997,20298240,25319424,0,10752,9216,3,16.67565140000079,data_band_w2,1,0,fixed_candidate_budget,245400.0,0.7563039934800326,1070397,1070397,2.4835370083782484,1.0,59.73484604310364
case_063,5,431150,20298240,25319424,0,10752,9216,3,14.262299100002565,data_band_w2,1,0,fixed_candidate_budget,196320.0,1.1961593317033414,1070397,1070397,2.482655688275542,1.0,59.72055228106954
case_064,2,17589,21128,58542,0,11648,5990,3,0.6995443999985582,terminal_w11,0,0,fixed_candidate_budget,7872.0,1.234375,19116,19116,1.0868156234009894,1.0,7.988072818581293
case_064,3,13388,105128,142542,0,5632,3712,4,0.8615812999996706,greedy_coarsen,1,0,fixed_candidate_budget,5248.0,1.551067073170732,19116,19116,1.4278458320884375,1.0,29.964427704540697
case_064,4,14389,105390,142804,0,3328,4130,3,0.708282199993846,greedy_schedule,1,0,fixed_candidate_budget,3936.0,2.655741869918699,19116,19116,1.3285148377232607,1.0,24.727976564134757
case_064,5,10775,104444,141858,0,2624,2594,3,0.7368774000060512,greedy_coarsen,3,0,fixed_candidate_budget,3528,2.054138321995465,19116,19116,1.774106728538283,1.0,43.6336053567692
case_065,2,26928,13968,330170,0,36864,53330,3,0.6982334999993327,component_baseline,1,0,fixed_candidate_budget,14759.0,0.8245138559523002,53068,26928,1.970736779560309,1.970736779560309,0.0
case_065,3,18165,27792,343994,0,36864,40968,4,0.8245058999964385,component_baseline,0,0,fixed_candidate_budget,9839.333333333334,0.8461616640693812,53068,18165,2.921442334159097,2.921442334159097,0.0
case_065,4,14502,41616,357818,0,36864,40968,3,0.7036274999991292,component_baseline,1,0,fixed_candidate_budget,7379.5,0.9651737922623485,53068,14502,3.659357330023445,3.659357330023445,0.0
case_065,5,12156,55584,371786,0,32256,30728,3,0.7594953999941936,component_baseline,1,0,fixed_candidate_budget,5903.6,1.0590825936716577,53068,12156,4.365580783152352,4.365580783152352,0.0
case_066,2,193711,1513292,2620326,0,94208,40898,3,5.9793390999984695,valley_w2,2,0,fixed_candidate_budget,134847.0,0.43652435723449545,359070,248146,1.8536376354466189,1.44701103382686,21.936682436952438
case_066,3,147531,2038660,3145694,0,61440,37826,4,7.686885100003565,greedy_coarsen,2,0,fixed_candidate_budget,89898.0,0.6410932390042048,359070,248976,2.433861357951888,1.442187198766146,40.74489107383844
case_066,4,129142,2220988,3328022,0,89088,33218,4,7.580287700002373,greedy_coarsen,2,0,fixed_candidate_budget,67423.5,0.9153855851446455,359070,249811,2.7804277462018554,1.4373666491867851,48.30411791314233
case_066,5,112718,2342666,3449700,0,89088,30914,3,5.987388500005181,greedy_schedule,2,0,fixed_candidate_budget,53938.8,1.0897387409434396,359070,250449,3.1855604251317446,1.4337050657019992,54.99363143793746
case_067,2,30388702,74518912,80567040,1146880,524288,0,2,18.643679400003748,data_band_w2,1,0,fixed_candidate_budget,29457616.0,0.031607649444544306,63834834,33768704,2.100610746717645,1.890354868223548,10.0092736754126
case_067,3,20383899,77093632,83141760,0,436480,0,2,13.580394700002216,data_band_w2,1,0,fixed_candidate_budget,19638410.666666668,0.03796072635341563,63834834,23568859,3.131630214612033,2.7084397254869232,13.513424642236604
case_067,4,15452799,80815232,86863360,0,338176,0,2,11.953882000001613,data_band_w2,1,0,fixed_candidate_budget,14728808.0,0.0491547584841896,63834834,18473155,4.130956081160442,3.4555458447677183,16.3499737862861
case_067,5,13395817,107833856,113881984,38928384,368640,0,2,9.439419199996337,data_band_w3,1,0,fixed_candidate_budget,11783046.4,0.1368721250219298,63834834,15931687,4.765281132162376,4.006784341168641,15.917146752883104
case_068,2,210904,1983226,4754476,0,138432,98304,2,3.8908129000046756,valley_w3,3,0,fixed_candidate_budget,124550.5,0.6933211829739745,362095,302408,1.716871183097523,1.1973724240099468,30.258458770931984
case_068,3,168253,2646462,5417712,0,67584,98304,3,5.044658999999228,greedy_schedule,2,0,fixed_candidate_budget,83033.66666666667,1.0263226562719536,362095,303144,2.152086441252162,1.1944653366057056,44.49733460005806
case_068,4,144691,3266738,6037988,0,67584,98304,3,5.309307899995474,greedy_schedule,2,0,fixed_candidate_budget,62275.25,1.3234109859053156,362095,303921,2.5025398953632223,1.1914115839313506,52.39190447517612
case_068,5,142558,3419686,6190936,0,43008,98304,4,6.450835000003281,greedy_schedule,2,0,fixed_candidate_budget,49820.2,1.8614497733850928,362095,304058,2.539983725922081,1.1908747673141309,53.11486624262476
case_069,2,15079,166470,292524,0,56928,13920,2,0.6193503999966197,terminal_w3,1,0,fixed_candidate_budget,8337.0,0.8086841789612571,25144,25144,1.6674845812056502,1.0,40.0294304804327
