case,cores,status,no_l2_cycles,l2_cycles,no_l2_added_bytes,l2_added_bytes,cache_hit_rate,hit_bytes,miss_bytes,cache_gain,seconds,plan_sha256,error
case_003,4,ok,180280,180034,2854806,2854806,0.39155151940493926,1278736,1987082,1.0013664085672707,6.466328699999849,4c051abf71059d77bf7f345fa15505d3a737e5d3b2474c6b480385c87c9acfd8,
case_004,1,ok,392357,392357,0,0,0.0,0,451584,1.0,0.22984839999980977,037287961b9d9d6093aeb6d4cb680c005d4a4760fd5ecef1d454930af60e48de,
case_004,2,ok,199074,199074,110592,110592,0.0,0,562176,1.0,0.21531559999993988,9988fe599fad0f2caf2b70c989fa5f054a5f07c606699de1b132096170aab6e3,
case_004,3,ok,134043,134043,221184,221184,0.0,0,672768,1.0,0.2127898999997342,c6380c9f79c67c63fc0afb1aa0442d26baa646556142c3690856816a511bf384,
case_004,4,ok,102290,102290,3726336,3726336,0.23202614379084968,654336,2165760,1.0,0.44170819999999367,aca7ac5323411ba0801da5caaae54d003af49decf12d481f20ba017bb442dde2,
case_005,1,ok,95618,95618,0,0,0.0,0,318822,1.0,1.4678515000000516,6eb39ce98179d639db67413478cb56976f77b63d3afc1ad94cbd85377017ba62,
case_005,2,ok,52497,52497,324774,324774,0.10866797142116061,55302,453606,1.0,1.4305414000000383,7587a3aded8df988ab927fa7698585bec669353166237fbc648207510253f91a,
case_005,3,ok,40393,39266,900684,900684,0.3933882521970902,351564,542118,1.0287016757500127,1.4462956000002123,ca8112116e48403662bff39210bb2f4c43accb4c4511f02a859321f2e7ccaf99,
case_005,4,ok,35109,33363,963570,963570,0.38696829562971297,371536,588584,1.0523334232533046,1.3615341999998236,fd8b09f7fe2ac7175c91dc2435bf92620266bd606e310a8ae7435bb1babd66c7,
case_006,1,ok,82837,82837,16400,16400,0.029275126148920052,16384,543272,1.0,0.18330990000004022,e8d3ed91089efe98f011e9644afe62ac4d6973c59b0d3f59f14753e2fbd6e871,
case_006,2,ok,40831,40831,308812,308812,0.16047797461946334,121728,636806,1.0,0.2234691000003295,44471f472dfcc08a79962af3e1e66206a4192b39e79be98e0581731c52a13a39,
case_006,3,ok,32965,32597,528836,528836,0.1591354712647309,141058,745344,1.0112893824585085,0.2562681999997949,61cdb51ad5bd2a78469bde5cb62dc79e439a971070ac4922c30b83c2ade2014e,
case_006,4,ok,24586,24163,637248,637248,0.15313239353312302,149124,824700,1.0175061043744569,0.25901040000007924,0c2ced26814e342bbaa181780209d0d35b6a2189f758edd492966fd89c01479e,
