case,cores,strategy,status,makespan_cycles,added_copy_bytes,scheduled_copy_bytes,subgraphs,wall_seconds,error
case_064,5,valley_merge_16_heft,ok,12133,121784,159198,31,0.195,
case_056,5,valley_merge_8,ok,123144,4393364,4614964,150,2.963,
case_056,5,valley_merge_12,ok,97390,2755924,2977524,100,2.38,
case_056,5,valley_merge_16,ok,92205,2455444,2677044,90,2.231,
case_056,5,valley_merge_8_heft,ok,122169,4393364,4614964,150,2.817,
case_056,5,valley_merge_12_heft,ok,88638,2755924,2977524,100,1.937,
case_056,5,valley_merge_16_heft,ok,83275,2455444,2677044,90,1.976,
case_088,5,valley_merge_8,ok,100511,2205234,4035032,56,0.785,
case_088,5,valley_merge_12,ok,100511,2205234,4035032,56,0.915,
case_088,5,valley_merge_16,ok,100511,2205234,4035032,56,0.926,
case_088,5,valley_merge_8_heft,ok,98648,2205234,4035032,56,0.918,
case_088,5,valley_merge_12_heft,ok,98648,2205234,4035032,56,1.038,
case_088,5,valley_merge_16_heft,ok,98648,2205234,4035032,56,0.998,
case_049,5,valley_merge_8,ok,111647,1570238,1722778,64,1.305,
case_049,5,valley_merge_12,ok,97104,906942,1059482,44,1.121,
case_049,5,valley_merge_16,ok,137690,977582,1130122,42,1.231,
case_049,5,valley_merge_8_heft,ok,109483,1570238,1722778,64,1.079,
case_049,5,valley_merge_12_heft,ok,96827,906942,1059482,44,0.948,
case_049,5,valley_merge_16_heft,ok,135634,977582,1130122,42,0.986,
case_035,5,valley_merge_8,ok,69712,965760,1376614,105,1.218,
case_035,5,valley_merge_12,ok,100596,1026590,1437444,101,1.275,
case_035,5,valley_merge_16,ok,66988,664576,1075430,77,1.264,
case_035,5,valley_merge_8_heft,ok,63534,965760,1376614,105,1.229,
case_035,5,valley_merge_12_heft,ok,95405,1026590,1437444,101,1.233,
case_035,5,valley_merge_16_heft,ok,60549,664576,1075430,77,1.202,
case_054,5,valley_merge_8,ok,211058,2858836,4465112,105,4.275,
case_054,5,valley_merge_12,ok,211058,2858836,4465112,105,5.242,
case_054,5,valley_merge_16,ok,211058,2858836,4465112,105,4.822,
case_054,5,valley_merge_8_heft,ok,210498,2858836,4465112,105,5.183,
case_054,5,valley_merge_12_heft,ok,210498,2858836,4465112,105,5.114,
case_054,5,valley_merge_16_heft,ok,210498,2858836,4465112,105,5.406,
case_003,5,valley_merge_8_heft,ok,183359,4572928,5857192,90,2.755,
case_003,5,valley_merge_16_heft,ok,183359,4572928,5857192,90,3.942,
case_005,5,valley_merge_8_heft,ok,43683,1568714,1902128,55,0.987,
case_005,5,valley_merge_16_heft,ok,40563,1469634,1803048,45,1.004,
case_006,5,valley_merge_8_heft,ok,31733,63616,606964,5,0.187,
case_006,5,valley_merge_16_heft,ok,31733,63616,606964,5,0.209,
case_009,5,valley_merge_8_heft,ok,59855,963416,1458748,120,1.879,
case_009,5,valley_merge_16_heft,ok,91364,866592,1361924,113,1.888,
case_010,5,valley_merge_8_heft,ok,31015,145152,529302,5,0.192,
case_010,5,valley_merge_16_heft,ok,31015,145152,529302,5,0.182,
case_012,5,valley_merge_8_heft,ok,20543,466796,1021694,15,0.326,
case_012,5,valley_merge_16_heft,ok,14300,49536,604434,5,0.378,
case_015,5,valley_merge_8_heft,ok,43437,321536,1206150,5,0.399,
case_015,5,valley_merge_16_heft,ok,43437,321536,1206150,5,0.4,
case_019,5,valley_merge_8_heft,ok,24169,73728,260712,5,0.13,
case_019,5,valley_merge_16_heft,ok,24169,73728,260712,5,0.13,
case_026,5,valley_merge_8_heft,ok,44114,211680,740534,5,0.152,
case_026,5,valley_merge_16_heft,ok,44114,211680,740534,5,0.143,
case_032,5,valley_merge_8_heft,ok,10415,12360,305448,5,0.202,
case_032,5,valley_merge_16_heft,ok,10415,12360,305448,5,0.251,
case_040,5,valley_merge_8_heft,ok,95187,1275182,2186420,80,1.194,
case_040,5,valley_merge_16_heft,ok,95187,1088726,1999964,67,1.017,
case_043,5,valley_merge_8_heft,ok,238693,6111180,7542302,79,4.433,
case_043,5,valley_merge_16_heft,ok,223176,5294542,6725664,59,4.54,
case_047,5,valley_merge_8_heft,ok,122147,2337366,2801308,160,4.393,
case_047,5,valley_merge_16_heft,ok,119895,2290708,2754650,150,4.079,
case_050,5,valley_merge_8_heft,ok,57603,1463942,1783318,90,1.675,
case_050,5,valley_merge_16_heft,ok,66996,978678,1298054,53,1.423,
case_052,5,valley_merge_8_heft,ok,51670,328704,1138908,5,0.434,
case_052,5,valley_merge_16_heft,ok,51670,328704,1138908,5,0.403,
case_053,5,valley_merge_8_heft,ok,581766,9504784,12500072,45,6.841,
case_053,5,valley_merge_16_heft,ok,581766,9504784,12500072,45,6.631,
case_057,5,valley_merge_8_heft,ok,16538,27936,370396,5,0.295,
case_057,5,valley_merge_16_heft,ok,16538,27936,370396,5,0.236,
case_061,5,valley_merge_8_heft,ok,23831,180576,724764,12,0.373,
case_061,5,valley_merge_16_heft,ok,23831,180576,724764,12,0.371,
case_066,5,valley_merge_8_heft,ok,114032,2336330,3443364,55,2.273,
case_066,5,valley_merge_16_heft,ok,109138,2170250,3277284,45,2.078,
case_068,5,valley_merge_8_heft,ok,142535,3419686,6190936,84,1.733,
case_068,5,valley_merge_16_heft,ok,141173,3389478,6160728,79,1.775,
case_069,5,valley_merge_8_heft,ok,14312,412258,538312,25,0.231,
case_069,5,valley_merge_16_heft,ok,11645,296758,422812,14,0.211,
case_071,5,valley_merge_8_heft,ok,12363,345058,466504,25,0.228,
case_071,5,valley_merge_16_heft,ok,9396,245302,366748,14,0.183,
case_075,5,valley_merge_8_heft,ok,396240,6346198,8183388,160,2.209,
case_075,5,valley_merge_16_heft,ok,402926,6083148,7920338,149,2.41,
case_077,5,valley_merge_8_heft,ok,149314,1385906,3527266,43,1.708,
case_077,5,valley_merge_16_heft,ok,149314,1385906,3527266,43,1.715,
case_078,5,valley_merge_8_heft,ok,681261,13737312,16082400,25,0.207,
case_078,5,valley_merge_16_heft,ok,706838,13735536,16080624,25,0.371,
case_082,5,valley_merge_8_heft,ok,206847,2687818,3279824,55,0.962,
case_082,5,valley_merge_16_heft,ok,222740,2368320,2960326,45,1.008,
case_085,5,valley_merge_8_heft,ok,799692,9685570,11375304,145,7.451,
case_085,5,valley_merge_16_heft,ok,821197,9333048,11022782,135,7.225,
case_086,5,valley_merge_8_heft,ok,51774,1808714,2146736,55,1.582,
case_086,5,valley_merge_16_heft,ok,48342,1686882,2024904,45,1.579,
case_090,5,valley_merge_8_heft,ok,529948,20254728,22483080,25,0.443,
case_090,5,valley_merge_16_heft,ok,510302,20267136,22495488,25,0.461,
case_094,5,valley_merge_8_heft,ok,31162,750724,1277416,15,0.171,
case_094,5,valley_merge_16_heft,ok,34255,783492,1310184,15,0.15,
case_096,5,valley_merge_8_heft,ok,27053,134784,354342,5,0.349,
case_096,5,valley_merge_16_heft,ok,27053,134784,354342,5,0.359,
case_098,5,valley_merge_8_heft,ok,82703,1429710,2127704,17,0.399,
case_098,5,valley_merge_16_heft,ok,91129,1069242,1767236,14,0.358,
case_100,5,valley_merge_8_heft,ok,58085,211968,666566,5,0.513,
case_100,5,valley_merge_16_heft,ok,58085,211968,666566,5,0.56,
case_005,5,valley_merge_4_heft,ok,43683,1568714,1902128,55,0.725,
case_005,5,valley_merge_6_heft,ok,43683,1568714,1902128,55,0.73,
case_005,5,valley_merge_10_heft,ok,40563,1469634,1803048,45,0.707,
case_005,5,valley_merge_14_heft,ok,40563,1469634,1803048,45,0.75,
case_005,5,valley_merge_20_heft,ok,40029,1396674,1730088,40,1.069,
case_005,5,valley_merge_24_heft,ok,39450,1323714,1657128,35,1.108,
case_005,5,valley_merge_32_heft,ok,38428,1266408,1599822,30,1.108,
case_009,5,valley_merge_4_heft,ok,89087,1311512,1806844,225,2.495,
case_009,5,valley_merge_6_heft,ok,89087,1311512,1806844,225,2.499,
case_009,5,valley_merge_10_heft,ok,59855,963416,1458748,120,1.866,
case_009,5,valley_merge_14_heft,ok,91364,866592,1361924,113,1.955,
case_009,5,valley_merge_20_heft,ok,56055,792728,1288060,85,1.759,
case_009,5,valley_merge_24_heft,ok,56055,792728,1288060,85,1.677,
case_009,5,valley_merge_32_heft,ok,51785,777248,1272580,80,1.838,
case_035,5,valley_merge_4_heft,ok,84469,1566990,1977844,168,1.57,
case_035,5,valley_merge_6_heft,ok,84469,1566990,1977844,168,1.708,
case_035,5,valley_merge_10_heft,ok,63891,968258,1379112,101,1.413,
case_035,5,valley_merge_14_heft,ok,95405,1026590,1437444,101,1.358,
case_035,5,valley_merge_20_heft,ok,64667,666036,1076890,73,1.338,
case_035,5,valley_merge_24_heft,ok,57542,611392,1022246,72,1.256,
case_035,5,valley_merge_32_heft,ok,57542,611392,1022246,72,1.247,
case_048,5,valley_merge_4_heft,ok,137760,1421466,1836256,244,0.864,
case_048,5,valley_merge_6_heft,ok,112126,925782,1340572,109,0.537,
case_048,5,valley_merge_10_heft,ok,111155,968758,1383548,107,0.61,
case_048,5,valley_merge_14_heft,ok,145174,858098,1272888,100,0.516,
case_048,5,valley_merge_20_heft,ok,121111,729162,1143952,76,0.397,
case_048,5,valley_merge_24_heft,ok,121111,729162,1143952,76,0.46,
case_048,5,valley_merge_32_heft,ok,112716,717046,1131836,73,0.506,
case_049,5,valley_merge_4_heft,ok,109483,1570238,1722778,64,1.451,
case_049,5,valley_merge_6_heft,ok,109483,1570238,1722778,64,1.376,
case_049,5,valley_merge_10_heft,ok,98099,953918,1106458,44,1.217,
case_049,5,valley_merge_14_heft,ok,135634,977582,1130122,42,1.289,
case_049,5,valley_merge_20_heft,ok,93035,446270,598810,34,1.224,
case_049,5,valley_merge_24_heft,ok,94346,684734,837274,34,1.314,
case_049,5,valley_merge_32_heft,ok,94346,684734,837274,34,1.148,
case_056,5,valley_merge_4_heft,ok,132489,4364564,4586164,180,2.831,
case_056,5,valley_merge_6_heft,ok,132489,4364564,4586164,180,3.042,
case_056,5,valley_merge_10_heft,ok,122169,4393364,4614964,150,2.912,
case_056,5,valley_merge_14_heft,ok,83275,2455444,2677044,90,2.435,
case_056,5,valley_merge_20_heft,ok,190844,2599652,2821252,85,2.493,
case_056,5,valley_merge_24_heft,ok,78891,1286732,1508332,65,2.068,
case_056,5,valley_merge_32_heft,ok,102593,1543166,1764766,64,2.258,
case_064,5,valley_merge_4_heft,ok,21138,219778,257192,76,0.282,
case_064,5,valley_merge_6_heft,ok,21138,219778,257192,76,0.282,
case_064,5,valley_merge_10_heft,ok,11410,145272,182686,39,0.248,
case_064,5,valley_merge_14_heft,ok,18424,141420,178834,39,0.21,
case_064,5,valley_merge_20_heft,ok,14216,114800,152214,31,0.223,
case_064,5,valley_merge_24_heft,ok,14216,114800,152214,31,0.22,
case_064,5,valley_merge_32_heft,ok,10789,104956,142370,28,0.232,
case_088,5,valley_merge_4_heft,ok,98648,2205234,4035032,56,1.04,
case_088,5,valley_merge_6_heft,ok,98648,2205234,4035032,56,1.026,
case_088,5,valley_merge_10_heft,ok,98648,2205234,4035032,56,1.021,
case_088,5,valley_merge_14_heft,ok,98648,2205234,4035032,56,1.005,
case_088,5,valley_merge_20_heft,ok,91069,1994796,3824594,41,1.05,
case_088,5,valley_merge_24_heft,ok,96165,1967150,3796948,41,1.042,
case_088,5,valley_merge_32_heft,ok,89462,1989390,3819188,37,1.062,
case_098,5,valley_merge_4_heft,ok,82854,1429722,2127716,20,0.35,
case_098,5,valley_merge_6_heft,ok,82703,1429710,2127704,17,0.302,
case_098,5,valley_merge_10_heft,ok,82703,1429710,2127704,17,0.323,
case_098,5,valley_merge_14_heft,ok,82703,1429710,2127704,17,0.285,
case_098,5,valley_merge_20_heft,ok,91129,1069242,1767236,14,0.288,
case_098,5,valley_merge_24_heft,ok,88217,766084,1464078,15,0.316,
case_098,5,valley_merge_32_heft,ok,90168,0,697994,5,0.323,
case_005,5,valley_merge_40_heft,ok,58387,739060,1072474,15,0.917,
case_005,5,valley_merge_48_heft,ok,58387,739060,1072474,15,0.911,
case_009,5,valley_merge_40_heft,ok,51785,777248,1272580,80,1.429,
case_009,5,valley_merge_48_heft,ok,77638,688136,1183468,44,1.686,
case_009,5,valley_merge_64_heft,ok,79075,588396,1083728,39,1.646,
case_035,5,valley_merge_40_heft,ok,64752,550900,961754,59,1.237,
case_035,5,valley_merge_48_heft,ok,85531,624820,1035674,41,1.169,
case_035,5,valley_merge_64_heft,ok,91180,382076,792930,27,0.893,
case_048,5,valley_merge_40_heft,ok,126043,642222,1057012,61,0.367,
case_048,5,valley_merge_48_heft,ok,151575,530526,945316,35,0.327,
case_048,5,valley_merge_64_heft,ok,171326,419174,833964,27,0.32,
case_049,5,valley_merge_40_heft,ok,120062,633454,785994,24,0.974,
case_049,5,valley_merge_48_heft,ok,127895,246304,398844,14,1.095,
case_049,5,valley_merge_64_heft,ok,127895,246304,398844,14,1.033,
case_056,5,valley_merge_40_heft,ok,75870,1048300,1269900,60,1.757,
case_056,5,valley_merge_48_heft,ok,107630,872984,1094584,45,1.787,
case_056,5,valley_merge_64_heft,ok,144308,1184864,1406464,34,1.778,
case_064,5,valley_merge_40_heft,ok,13700,69552,106966,15,0.141,
case_064,5,valley_merge_48_heft,ok,13700,69552,106966,15,0.141,
case_088,5,valley_merge_40_heft,ok,125440,1426818,3256616,24,0.747,
case_088,5,valley_merge_48_heft,ok,127401,1469826,3299624,23,0.698,
case_088,5,valley_merge_64_heft,ok,176903,890214,2720012,14,0.757,
case_098,5,valley_merge_40_heft,ok,90168,0,697994,5,0.315,
case_098,5,valley_merge_48_heft,ok,90168,0,697994,5,0.319,
case_098,5,valley_merge_64_heft,ok,90168,0,697994,5,0.345,
case_043,5,valley_merge_40_heft,ok,174128,4424184,5855306,40,4.22,
case_043,5,valley_merge_48_heft,ok,247037,3737670,5168792,25,5.018,
case_043,5,valley_merge_64_heft,ok,307427,2937486,4368608,18,4.781,
case_050,5,valley_merge_40_heft,ok,43279,656902,976278,40,1.384,
case_050,5,valley_merge_48_heft,ok,61307,650702,970078,25,1.364,
case_050,5,valley_merge_64_heft,ok,95056,470628,790004,14,1.458,
case_068,5,valley_merge_40_heft,ok,130967,3025948,5797198,54,1.776,
case_068,5,valley_merge_48_heft,ok,204510,1950024,4721274,28,1.66,
case_068,5,valley_merge_64_heft,ok,236759,1474820,4246070,22,1.844,
case_003,5,valley_merge_20_heft,ok,183359,4572928,5857192,90,2.741,
case_003,5,valley_merge_24_heft,ok,180060,4404992,5689256,80,3.689,
case_003,5,valley_merge_32_heft,ok,171132,4103936,5388200,60,4.004,
case_003,5,valley_merge_40_heft,ok,168388,4050696,5334960,60,3.759,
case_012,5,valley_merge_20_heft,ok,14300,49536,604434,5,0.338,
case_012,5,valley_merge_24_heft,ok,14300,49536,604434,5,0.338,
case_012,5,valley_merge_32_heft,ok,14300,49536,604434,5,0.33,
case_012,5,valley_merge_40_heft,ok,14300,49536,604434,5,0.34,
case_040,5,valley_merge_20_heft,ok,95187,978654,1889892,50,0.92,
case_040,5,valley_merge_24_heft,ok,95187,978654,1889892,50,0.954,
case_040,5,valley_merge_32_heft,ok,95187,971758,1882996,50,0.985,
case_040,5,valley_merge_40_heft,ok,95187,971758,1882996,50,0.925,
case_043,5,valley_merge_20_heft,ok,245843,5316422,6747544,58,4.178,
case_043,5,valley_merge_24_heft,ok,223114,4931514,6362636,44,4.03,
case_043,5,valley_merge_32_heft,ok,223114,4931514,6362636,44,4.211,
case_047,5,valley_merge_20_heft,ok,120262,2257428,2721370,145,4.018,
case_047,5,valley_merge_24_heft,ok,123742,1991188,2455130,105,4.247,
case_047,5,valley_merge_32_heft,ok,122882,1956692,2420634,100,4.415,
case_047,5,valley_merge_40_heft,ok,143653,1716800,2180742,85,4.384,
case_050,5,valley_merge_20_heft,ok,44324,773638,1093014,45,1.393,
case_050,5,valley_merge_24_heft,ok,57589,752086,1071462,40,1.399,
case_050,5,valley_merge_32_heft,ok,43279,656902,976278,40,1.335,
case_052,5,valley_merge_20_heft,ok,51670,328704,1138908,5,0.399,
case_052,5,valley_merge_24_heft,ok,51670,328704,1138908,5,0.396,
case_052,5,valley_merge_32_heft,ok,51670,328704,1138908,5,0.405,
case_052,5,valley_merge_40_heft,ok,51670,328704,1138908,5,0.379,
case_053,5,valley_merge_20_heft,ok,581766,9504784,12500072,45,6.312,
case_053,5,valley_merge_24_heft,ok,579620,9191440,12186728,35,6.467,
case_053,5,valley_merge_32_heft,ok,576763,9239824,12235112,30,6.105,
case_053,5,valley_merge_40_heft,ok,576763,9239824,12235112,30,5.944,
case_054,5,valley_merge_20_heft,ok,210498,2858836,4465112,105,5.637,
case_054,5,valley_merge_24_heft,ok,209852,2795860,4402136,100,5.594,
case_054,5,valley_merge_32_heft,ok,199283,2566484,4172760,70,5.3,
case_054,5,valley_merge_40_heft,ok,202100,2415260,4021536,70,5.895,
case_061,5,valley_merge_20_heft,ok,22283,83712,627900,5,0.438,
case_061,5,valley_merge_24_heft,ok,22283,83712,627900,5,0.428,
case_061,5,valley_merge_32_heft,ok,22283,83712,627900,5,0.42,
case_061,5,valley_merge_40_heft,ok,22283,83712,627900,5,0.431,
case_066,5,valley_merge_20_heft,ok,118083,2158338,3265372,44,1.911,
case_066,5,valley_merge_24_heft,ok,106598,2093258,3200292,40,2.022,
case_066,5,valley_merge_32_heft,ok,103766,2059272,3166306,35,1.902,
case_066,5,valley_merge_40_heft,ok,100171,2062280,3169314,30,2.332,
case_068,5,valley_merge_20_heft,ok,133083,3108894,5880144,59,1.83,
case_068,5,valley_merge_24_heft,ok,133083,3108894,5880144,59,1.774,
case_068,5,valley_merge_32_heft,ok,130967,3025948,5797198,54,1.812,
case_075,5,valley_merge_20_heft,ok,401512,5996108,7833298,144,2.282,
case_075,5,valley_merge_24_heft,ok,393032,5299788,7136978,104,2.208,
case_075,5,valley_merge_32_heft,ok,388059,5348052,7185242,100,2.232,
case_075,5,valley_merge_40_heft,ok,514612,4718912,6556102,85,2.238,
case_077,5,valley_merge_20_heft,ok,146827,1312176,3453536,39,1.642,
case_077,5,valley_merge_24_heft,ok,143409,1244964,3386324,28,1.715,
case_077,5,valley_merge_32_heft,ok,130565,1287380,3428740,30,1.777,
case_077,5,valley_merge_40_heft,ok,130565,1287380,3428740,30,1.778,
case_078,5,valley_merge_20_heft,ok,706838,13735536,16080624,25,0.26,
case_078,5,valley_merge_24_heft,ok,706838,13735536,16080624,25,0.274,
case_078,5,valley_merge_32_heft,ok,686864,14051352,16396440,15,0.337,
case_078,5,valley_merge_40_heft,ok,738504,13054128,15399216,15,0.245,
case_082,5,valley_merge_20_heft,ok,231118,2240320,2832326,40,0.946,
case_082,5,valley_merge_24_heft,ok,237990,2112320,2704326,35,0.865,
case_082,5,valley_merge_32_heft,ok,242453,2133064,2725070,30,0.901,
case_082,5,valley_merge_40_heft,ok,427513,1198644,1790650,15,1.015,
case_085,5,valley_merge_20_heft,ok,821032,9164088,10853822,130,6.744,
case_085,5,valley_merge_24_heft,ok,821032,9164088,10853822,130,6.896,
case_085,5,valley_merge_32_heft,ok,804592,8345912,10035646,90,6.488,
case_085,5,valley_merge_40_heft,ok,805006,7936192,9625926,90,6.323,
case_086,5,valley_merge_20_heft,ok,47745,1602402,1940424,40,1.478,
case_086,5,valley_merge_24_heft,ok,46644,1517922,1855944,35,1.405,
case_086,5,valley_merge_32_heft,ok,45811,1439784,1777806,30,1.522,
case_086,5,valley_merge_40_heft,ok,70009,815668,1153690,15,1.759,
case_090,5,valley_merge_20_heft,ok,510302,20267136,22495488,25,0.472,
case_090,5,valley_merge_24_heft,ok,510302,20267136,22495488,25,0.506,
case_090,5,valley_merge_32_heft,ok,516615,21713160,23941512,15,0.557,
case_090,5,valley_merge_40_heft,ok,514569,20220168,22448520,15,0.447,
case_094,5,valley_merge_20_heft,ok,25530,259200,785892,5,0.18,
case_094,5,valley_merge_24_heft,ok,25530,259200,785892,5,0.136,
case_094,5,valley_merge_32_heft,ok,25530,259200,785892,5,0.142,
case_094,5,valley_merge_40_heft,ok,25530,259200,785892,5,0.147,
case_016,5,fork_join_heft,ok,3223183,119555952,119949170,1830,18.193,
case_016,5,fork_join_k4_heft,ok,3241338,119555344,119948562,1525,19.941,
case_016,5,first_join_heft,ok,7700909,393264,786482,6,70.296,
case_024,5,fork_join_heft,ok,1067515,39327648,39720866,606,3.5,
case_024,5,fork_join_k4_heft,ok,1072818,39327448,39720666,505,3.062,
case_024,5,first_join_heft,ok,2540729,393264,786482,6,6.947,
case_051,5,fork_join_heft,ok,253856,9045396,9438614,144,0.404,
case_051,5,fork_join_k4_heft,ok,254308,9045350,9438568,120,0.359,
case_051,5,first_join_heft,ok,593014,393264,786482,6,0.429,
case_069,5,terminal_branch_heft,ok,9133,267954,394008,6,0.193,
case_069,5,first_join_heft,ok,26363,40364,166418,6,0.243,
case_071,5,terminal_branch_heft,ok,7854,233394,354840,6,0.17,
case_071,5,first_join_heft,ok,20206,33068,154514,6,0.198,
case_064,5,terminal_branch_heft,ok,16589,31408,68822,5,0.207,
case_064,5,first_join_heft,ok,19665,7664,45078,6,0.229,
case_044,5,fork_join_k4_heft,ok,124268,5678624,6654080,4,0.327,
case_044,5,first_join_heft,ok,152226,4526784,5502240,6,0.488,
case_046,5,fork_join_k4_heft,ok,124612,4513952,5575424,4,0.205,
case_046,5,first_join_heft,ok,268828,3443488,4504960,6,0.334,
case_083,5,fork_join_k4_heft,ok,450029,14977600,16415904,4,1.351,
case_083,5,first_join_heft,ok,1020144,14935104,16373408,6,4.102,
case_044,2,band_12,ok,65418,1231712,2207168,22,0.208,
case_044,3,band_12,ok,69671,2162112,3137568,33,0.206,
case_044,4,band_12,ok,79864,3092512,4067968,44,0.201,
case_046,2,band_12,ok,139590,1806944,2868416,22,0.151,
case_046,3,band_12,ok,119885,2737344,3798816,33,0.153,
case_046,4,band_12,ok,116778,3667744,4729216,44,0.146,
case_053,2,band_12,ok,776339,5903754,8899042,39,4.269,
case_053,3,band_12,ok,570297,6979860,9975148,57,4.379,
case_053,4,band_12,ok,490398,8579742,11575030,75,4.479,
case_083,2,band_12,ok,464956,4327008,5765312,22,0.913,
case_083,3,band_12,ok,329146,5257408,6695712,33,0.842,
case_083,4,band_12,ok,281246,6187808,7626112,44,0.854,
case_092,2,band_12,ok,2063114,16816736,20073664,22,6.557,
case_092,3,band_12,ok,1410436,17419456,20676384,33,7.057,
case_092,4,band_12,ok,1076446,18349856,21606784,44,6.2,
case_090,2,band_6,ok,515918,3445632,5673984,42,0.299,
case_090,3,band_6,ok,404627,5548032,7776384,63,0.311,
case_090,4,band_6,ok,365222,7748352,9976704,84,0.339,
case_006,4,baseline_k3,ok,31153,30080,573428,3,0.13,
case_026,4,baseline_k3,ok,41655,95664,624518,3,0.114,
case_080,4,baseline_k3,ok,100325,3047424,5025792,3,0.248,
case_100,4,baseline_k3,ok,57811,72192,526790,3,0.354,
case_002,2,first_join,ok,139290,611328,1835520,3,0.558,
case_002,3,first_join,ok,96229,611328,1835520,4,0.443,
case_002,4,first_join,ok,74162,611328,1835520,5,0.404,
case_062,2,first_join,ok,1506870,6700032,20101632,3,86.838,
case_062,3,first_join,ok,1031305,6700032,20101632,4,61.873,
case_062,4,first_join,ok,794216,6700032,20101632,5,45.238,
case_063,2,first_join,ok,565710,2509824,7531008,3,13.098,
case_063,3,first_join,ok,387925,2509824,7531008,4,9.07,
case_063,4,first_join,ok,299084,2509824,7531008,5,6.763,
case_016,2,fork_join_heft,ok,4550194,119554128,119947346,915,14.916,
case_016,3,fork_join_heft,ok,3712678,119554736,119947954,1220,18.887,
case_016,4,fork_join_heft,ok,3241338,119555344,119948562,1525,21.306,
case_024,2,fork_join_heft,ok,1506718,39327048,39720266,303,2.746,
case_024,3,fork_join_heft,ok,1228774,39327248,39720466,404,2.889,
case_024,4,fork_join_heft,ok,1072818,39327448,39720666,505,2.758,
case_051,2,fork_join_heft,ok,357955,9045258,9438476,72,0.308,
case_051,3,fork_join_heft,ok,291222,9045304,9438522,96,0.319,
case_051,4,fork_join_heft,ok,254308,9045350,9438568,120,0.332,
case_067,2,mask_band_32,ok,32117600,267491584,273539712,284,2.939,
case_067,3,mask_band_32,ok,22946938,267491584,273539712,284,3.636,
case_067,4,mask_band_32,ok,17920570,267491584,273539712,284,3.562,
case_073,2,mask_band_32,ok,5326965,142379264,146420352,156,1.578,
case_073,3,mask_band_32,ok,4562666,142379264,146420352,156,1.472,
case_073,4,mask_band_32,ok,3812826,142379264,146420352,156,1.534,
case_078,2,mask_band_32,ok,1104028,15629184,17974272,32,0.218,
case_078,3,mask_band_32,ok,764960,15629184,17974272,32,0.228,
case_078,4,mask_band_32,ok,641964,15629184,17974272,32,0.208,
case_071,2,terminal_branch,ok,12639,117990,239436,3,0.12,
case_071,3,terminal_branch,ok,10106,193450,314896,4,0.117,
case_071,4,terminal_branch,ok,9190,185678,307124,5,0.119,
case_069,2,terminal_branch_heft,ok,15079,166470,292524,3,0.19,
case_069,3,terminal_branch_heft,ok,11285,218794,344848,4,0.172,
case_069,4,terminal_branch_heft,ok,11326,271118,397172,5,0.169,
case_048,2,valley_merge_10_heft,ok,138281,843532,1258322,58,0.348,
case_048,3,valley_merge_10_heft,ok,117377,937780,1352570,87,0.463,
case_048,4,valley_merge_10_heft,ok,112953,964532,1379322,97,0.431,
case_047,2,valley_merge_16_heft,ok,202068,1097622,1561564,60,3.455,
case_047,3,valley_merge_16_heft,ok,154800,1594560,2058502,90,4.677,
case_047,4,valley_merge_16_heft,ok,128336,1496234,1960176,120,4.633,
case_049,2,valley_merge_20_heft,ok,148975,272632,425172,14,0.933,
case_049,3,valley_merge_20_heft,ok,118835,331140,483680,20,0.928,
case_049,4,valley_merge_20_heft,ok,98817,385552,538092,27,1.012,
case_035,2,valley_merge_24_heft,ok,108191,443962,854816,32,0.87,
case_035,3,valley_merge_24_heft,ok,90451,536476,947330,48,0.976,
case_035,4,valley_merge_24_heft,ok,72321,583578,994432,64,0.906,
case_005,2,valley_merge_32_heft,ok,56091,599742,933156,12,1.047,
case_005,3,valley_merge_32_heft,ok,45163,852140,1185554,18,0.971,
case_005,4,valley_merge_32_heft,ok,39415,1080058,1413472,24,0.907,
case_009,2,valley_merge_32_heft,ok,91777,490242,985574,32,2.009,
case_009,3,valley_merge_32_heft,ok,69092,634496,1129828,48,1.951,
case_009,4,valley_merge_32_heft,ok,57977,702550,1197882,64,1.882,
case_054,2,valley_merge_32_heft,ok,434781,1279424,2885700,28,7.627,
case_054,3,valley_merge_32_heft,ok,299804,1872156,3478432,42,6.965,
case_054,4,valley_merge_32_heft,ok,271073,1801590,3407866,56,6.404,
case_064,2,valley_merge_32_heft,ok,14655,69918,107332,12,0.198,
case_064,3,valley_merge_32_heft,ok,12379,94124,131538,18,0.213,
case_064,4,valley_merge_32_heft,ok,10810,103002,140416,24,0.256,
case_075,2,valley_merge_32_heft,ok,777727,2560982,4398172,40,2.407,
case_075,3,valley_merge_32_heft,ok,670080,3844608,5681798,60,2.347,
case_075,4,valley_merge_32_heft,ok,469639,4409642,6246832,80,2.393,
case_086,2,valley_merge_32_heft,ok,66125,731742,1069764,12,2.242,
case_086,3,valley_merge_32_heft,ok,52489,977996,1316018,18,1.875,
case_086,4,valley_merge_32_heft,ok,42049,1138234,1476256,24,1.682,
case_088,2,valley_merge_32_heft,ok,145177,1013802,2843600,16,1.065,
case_088,3,valley_merge_32_heft,ok,112321,1769340,3599138,24,1.046,
case_088,4,valley_merge_32_heft,ok,91718,1878990,3708788,32,1.113,
case_003,2,valley_merge_40_heft,ok,334673,1692218,2976482,24,6.159,
case_003,3,valley_merge_40_heft,ok,229451,2471380,3755644,36,4.688,
