case,cores,returncode,makespan_cycles,cache_hit_rate,process_wall_s
case_093,4,0,19779,0.0,2.378539700002875
case_094,1,0,94739,0.023424543156594445,1.3526827000023331
case_094,2,0,45604,0.05538012520617324,2.950572799993097
case_094,3,0,34843,0.24579260523624513,3.7047302999999374
case_094,4,0,29056,0.35371964893823193,4.479582700005267
case_095,1,0,1144413,0.0,17.125494699997944
case_095,2,0,573788,0.0,35.63778090001142
case_095,3,0,474501,0.0,40.71029989999079
case_095,4,0,468207,0.0,40.585843000008026
case_096,1,0,76345,0.10540604875287093,1.465443699999014
case_096,2,0,45512,0.1758662650362066,5.90608919999795
case_096,3,0,33645,0.2427211041159437,5.873195499996655
case_096,4,0,26984,0.2714382735727453,5.415092900002492
case_097,1,0,11491509,0.0,62.252974800008815
case_097,2,0,5562335,0.13791361454912857,83.16186360000574
case_097,3,0,3633841,0.21968053638335633,91.18177779999678
case_097,4,0,2610557,0.2825449979070741,95.2208862999978
case_098,1,0,177430,0.0,1.5999376999970991
case_098,2,0,89756,0.0,2.0443251999968197
case_098,3,0,79320,0.33909873109392175,9.15467859999626
case_098,4,0,58495,0.15551407585512336,13.503790799994022
case_099,1,0,1618902,0.25235465023466686,28.445958399999654
case_099,2,0,807009,0.42663792875146256,62.82574790000217
case_099,3,0,537450,0.47211525648397196,75.45362589998695
case_099,4,0,403560,0.5178673786695357,67.05741819999821
case_100,1,0,144355,0.037645180518829154,8.08640000000014
case_100,2,0,80069,0.1751152197899167,12.213285499994527
case_100,3,0,57811,0.01712718271224995,8.01132819999475
case_100,4,0,45587,0.39612156272617927,14.38865850000002
