case,scene,cores,speedup,makespan_cycles,added_copy_bytes,spill_added_copy_bytes,other_added_copy_bytes
case_019,B,3,2.7864427732564128,29121,24576,0,24576
case_019,B,4,3.3671106684924688,24099,51744,0,51744
case_019,B,5,3.357358599859324,24169,73728,0,73728
case_020,B,2,1.9984469952734638,266580,0,0,0
case_020,B,3,2.993796010115201,177950,0,0,0
case_020,B,4,3.984518039849219,133704,0,0,0
case_020,B,5,4.948871342313051,107650,0,0,0
case_021,B,2,2.0559690349561914,3194570,3174400,1638400,1536000
case_021,B,3,3.047336709809846,2155304,8882176,4761600,4120576
case_021,B,4,4.236493145948847,1550324,4608000,0,4608000
case_021,B,5,5.253643510312214,1250168,11431936,2011136,9420800
case_022,B,2,2.004023576747962,28333,6912,0,6912
case_022,B,3,2.968423253868674,19128,13824,0,13824
case_022,B,4,3.874709976798144,14654,13824,0,13824
case_022,B,5,4.800473452823808,11828,20736,0,20736
case_023,B,2,2.0026132261910594,61227,84384,0,84384
case_023,B,3,2.943065623349815,41662,196896,0,196896
case_023,B,4,3.890161489894984,31519,281280,0,281280
case_023,B,5,4.867373268230717,25191,280992,0,280992
case_024,B,2,1.6138807960069548,1583353,39720044,39716816,3228
case_024,B,3,2.6732493351773314,955894,1608,0,1608
case_024,B,4,3.2073328237433776,796719,5644,0,5644
case_024,B,5,3.2138555807934077,795102,6448,0,6448
case_025,B,2,1.9997310678334101,2431840,27648,0,27648
case_025,B,3,2.9978633479722148,1622164,55296,0,55296
case_025,B,4,3.9944555971362954,1217444,82944,0,82944
case_025,B,5,4.986276789687495,975282,110592,0,110592
case_026,B,2,1.707100082599119,58112,288,0,288
case_026,B,3,2.3815388308726444,41655,95664,0,95664
case_026,B,4,2.3493345332259743,42226,170832,0,170832
case_026,B,5,2.2487872330779344,44114,211680,0,211680
case_027,B,2,2.10886006840553,1120962,1744896,638976,1105920
case_027,B,3,2.8241500796249683,837049,3686400,0,3686400
case_027,B,4,4.227412213249022,559196,3317760,0,3317760
case_027,B,5,4.230763861670542,558753,5529600,0,5529600
case_028,B,2,2.1277264746915767,20602291,41688192,39447552,2240640
case_028,B,3,3.227301312726213,13582878,27152640,22855680,4296960
case_028,B,4,4.237834773512029,10343971,23009664,16564224,6445440
case_028,B,5,5.317997418403098,8242960,21778944,13185024,8593920
case_029,B,2,1.9024822695035462,19740,0,0,0
case_029,B,3,2.9471082162756024,12743,0,0,0
case_029,B,4,3.405422560754443,11028,0,0,0
case_029,B,5,4.002451241607162,9383,0,0,0
case_030,B,2,2.003701951516423,1401423,6940672,4989952,1950720
case_030,B,3,3.0065601749094455,933969,9071616,5170176,3901440
case_030,B,4,3.9624838602705124,708655,6354536,1826816,4527720
case_030,B,5,5.0036957048568045,561192,11644416,3974656,7669760
case_031,B,2,1.923408740115184,735345,5564928,3833856,1731072
case_031,B,3,2.9080522161430866,486363,5018112,2231808,2786304
case_031,B,4,3.5519239172471986,398198,7971840,2913792,5058048
case_031,B,5,4.590095250458403,308135,8217600,1496064,6721536
case_032,B,2,1.8941042047531993,21880,6216,0,6216
case_032,B,3,2.690754447474354,15402,12360,0,12360
case_032,B,4,2.9033907804399606,14274,12360,0,12360
case_032,B,5,3.9791646663466156,10415,12360,0,12360
case_033,B,2,1.894504621482633,936496,7731434,5157888,2573546
case_033,B,3,2.8461317578135654,623371,6634254,2472448,4161806
case_033,B,4,3.6802937271822103,482080,9210708,2103808,7106900
case_033,B,5,4.889531935533655,362856,8163996,1402880,6761116
case_034,B,2,2.016114644045259,418129,1648128,581632,1066496
case_034,B,3,2.9838982000955703,282515,2638336,201216,2437120
case_034,B,4,3.955647734524569,213112,3176960,57344,3119616
case_034,B,5,4.733379750247058,178096,3536896,49152,3487744
case_035,B,2,1.7773620107750037,95406,0,0,0
case_035,B,3,1.8407620495006514,92120,1214380,0,1214380
case_035,B,4,2.268963671639794,74735,1211328,0,1211328
case_035,B,5,2.2717298108354322,74644,1568002,0,1568002
case_036,B,2,1.998656848356892,466068,1152,0,1152
case_036,B,3,2.991890025534375,311345,2304,0,2304
case_036,B,4,3.987901568600589,233584,3456,0,3456
case_036,B,5,4.976493466252097,187182,4608,0,4608
case_037,B,2,1.992910964754114,105374,204800,0,204800
case_037,B,3,2.836394824279424,74038,1064960,0,1064960
case_037,B,4,3.8198668509895226,54976,532480,0,532480
case_037,B,5,4.678124303853865,44890,655360,0,655360
case_038,B,2,1.996542587046187,683459,6094848,4240896,1853952
case_038,B,3,2.9530964603225445,462076,7942656,3323904,4618752
case_038,B,4,3.91758896401246,348315,8252564,2232320,6020244
case_038,B,5,4.6748145737337055,291895,9579520,847872,8731648
case_039,B,2,2.0139788114782853,712650,8159232,6922240,1236992
case_039,B,3,2.524545181109647,568523,15192064,5976064,9216000
case_039,B,4,3.902522717508932,367778,12492800,6103040,6389760
case_039,B,5,3.3288307615948565,431161,20480000,3670016,16809984
case_040,B,2,1.7597672658598735,144027,12288,0,12288
case_040,B,3,2.301929975932065,110105,0,0,0
case_040,B,4,2.2999038129979494,110202,53760,0,53760
case_040,B,5,2.2970898248094476,110337,66048,0,66048
case_041,B,2,1.9729914464753229,3043073,23538096,21516288,2021808
case_041,B,3,3.0039145229100157,1998711,34737276,24736768,10000508
case_041,B,4,3.9269936306898976,1528894,24485928,16074752,8411176
case_041,B,5,4.967214823651855,1208717,39054488,20263936,18790552
case_042,B,2,1.9854815034542346,849537,6469920,4417536,2052384
case_042,B,3,2.97075809158813,567781,8368416,4263936,4104480
case_042,B,4,3.7945455404405233,444517,8168736,2626560,5542176
case_042,B,5,4.656081442917635,362266,10073088,2171904,7901184
case_043,B,2,1.918743293023045,353177,385024,16384,368640
case_043,B,3,2.521257399256633,268777,279560,49160,230400
case_043,B,4,2.517351798331315,269194,648200,49160,599040
case_043,B,5,2.5134489562779105,269612,1155080,49160,1105920
case_044,B,2,3.2492371793522863,47521,930400,0,930400
case_044,B,3,2.7737120068980383,55668,1860800,0,1860800
case_044,B,4,2.265194748037849,68165,2791200,0,2791200
case_044,B,5,1.855028412845249,83237,3721600,0,3721600
case_045,B,2,1.99200748505368,63059,0,0,0
case_045,B,3,2.94861622966597,42601,0,0,0
case_045,B,4,3.940460505677897,31878,0,0,0
case_045,B,5,4.801024308209754,26164,0,0,0
case_046,B,2,2.460527252661184,112356,930400,0,930400
case_046,B,3,3.2701088242252188,84540,1860800,0,1860800
case_046,B,4,3.4484457638958186,80168,2791200,0,2791200
case_046,B,5,2.8998269261026905,95335,3721600,0,3721600
case_047,B,2,1.854147737597674,176096,494022,0,494022
case_047,B,3,2.550365556458164,128024,1353740,0,1353740
case_047,B,4,3.134226061915047,104175,1170770,0,1170770
case_047,B,5,3.4457765207480264,94756,2385816,0,2385816
case_048,B,2,1.4946092641292432,148681,424582,0,424582
case_048,B,3,1.707703184556744,130128,638220,0,638220
case_048,B,4,1.7521781983047506,126825,415310,0,415310
case_048,B,5,1.7451055843064576,127339,415760,0,415760
case_049,B,2,1.4845551084621669,132212,795798,0,795798
case_049,B,3,1.6956889848812096,115750,1226378,0,1226378
case_049,B,4,1.9191004644341236,102275,1531118,0,1531118
case_049,B,5,2.008000245531832,97747,1726740,0,1726740
case_050,B,2,1.9856472023983234,75386,597958,0,597958
case_050,B,3,2.4773678897108717,60423,919320,0,919320
case_050,B,4,3.0415523722442344,49215,1303162,0,1303162
case_050,B,5,3.1372343546967345,47714,1526304,0,1526304
case_051,B,2,1.6009801467585334,379535,9438408,9437644,764
case_051,B,3,2.6648831426278328,228013,376,0,376
case_051,B,4,3.159036319965063,192346,1332,0,1332
case_051,B,5,3.165372132881158,191961,1520,0,1520
case_052,B,2,1.9758147588050934,91254,102912,0,102912
case_052,B,3,2.845614810372311,63361,181248,0,181248
case_052,B,4,3.778231805703988,47721,259584,0,259584
case_052,B,5,3.4894716469905167,51670,328704,0,328704
case_053,B,2,2.0483246194909115,718971,4639598,0,4639598
case_053,B,3,2.6967035703691224,546106,5882944,4768320,1114624
case_053,B,4,2.991853434965626,492232,6360992,4291488,2069504
case_053,B,5,2.829661482651418,520446,9600548,3831888,5768660
case_054,B,2,1.869687494981981,435929,661958,0,661958
case_054,B,3,2.76118123733832,295182,1733776,0,1733776
case_054,B,4,3.517578158717006,231708,1766610,0,1766610
case_054,B,5,4.032989272424986,202096,2922392,0,2922392
case_055,B,2,1.8069916671735295,65764,57856,0,57856
case_055,B,3,2.7201455810653057,43687,115712,0,115712
case_055,B,4,3.788535722255874,31367,115712,0,115712
case_055,B,5,4.437287629289422,26781,198656,0,198656
case_056,B,2,1.4813657296107532,187182,1022802,0,1022802
case_056,B,3,1.9171097298754813,144637,1371916,0,1371916
case_056,B,4,2.2907596348465447,121045,1936314,0,1936314
case_056,B,5,2.456131803888569,112895,2504008,0,2504008
case_057,B,2,1.7707085680403203,33730,288,0,288
case_057,B,3,2.3653861386138613,25250,288,0,288
case_057,B,4,2.8499308107076393,20957,288,0,288
case_057,B,5,3.6114403192647235,16538,27936,0,27936
case_058,B,2,1.9594104828089858,2316879,31506432,29216768,2289664
case_058,B,3,2.9197494775959574,1554831,30400512,21209088,9191424
case_058,B,4,3.562314173322881,1274373,27066368,13930496,13135872
case_058,B,5,4.517945022934478,1004819,32104448,13721600,18382848
case_059,B,2,2.2459587672412393,369318,360448,0,360448
case_059,B,3,3.1157777301975456,266217,2998272,835584,2162688
case_059,B,4,4.478408992743607,185216,1081344,0,1081344
case_059,B,5,5.501140719714555,150782,4325376,0,4325376
case_060,B,2,1.8933083672569482,469437,2768912,1570832,1198080
case_060,B,3,2.656098523109658,334622,3439756,1033228,2406528
case_060,B,4,3.8746942885915696,229383,3699968,146432,3553536
case_060,B,5,4.849562399057139,183272,4290944,81920,4209024
case_061,B,2,1.9641975622789385,39299,34560,0,34560
case_061,B,3,2.7171318948220633,28409,43008,0,43008
case_061,B,4,2.8414562320547745,27166,62208,0,62208
case_061,B,5,3.684710487374099,20949,157028,0,157028
case_062,B,2,1.7566768956611793,1625119,16422912,7180800,9242112
case_062,B,3,2.5352710434914663,1126037,15585792,3941376,11644416
case_062,B,4,3.2245996371941508,885322,14976000,1124352,13851648
case_062,B,5,5.028241054680276,567755,15037440,251904,14785536
case_063,B,2,1.828100983051079,585524,5064192,1598976,3465216
case_063,B,3,3.0493990353798512,351019,4792320,15360,4776960
case_063,B,4,4.056408643388233,263878,5203968,0,5203968
case_063,B,5,2.8671220217766886,373335,9785856,7096320,2689536
case_064,B,2,1.38793291221956,13773,40166,0,40166
case_064,B,3,1.7897200636644508,10681,65868,0,65868
case_064,B,4,1.8266602962255136,10465,83824,0,83824
case_064,B,5,1.85736494364555,10292,83728,0,83728
case_065,B,2,1.970736779560309,26928,13968,0,13968
case_065,B,3,2.921442334159097,18165,27792,0,27792
case_065,B,4,3.659357330023445,14502,41616,0,41616
case_065,B,5,4.365580783152352,12156,55584,0,55584
case_066,B,2,1.918764962380301,187136,962412,0,962412
case_066,B,3,2.585097192224622,138900,1875416,0,1875416
case_066,B,4,3.2039510667344806,112071,2276914,0,2276914
case_066,B,5,3.7835075444659867,94904,2420166,0,2420166
case_067,B,2,1.9815408136385741,32214746,183980416,180258816,3721600
case_067,B,3,2.7586713951631703,23139702,179768064,172324864,7443200
case_067,B,4,3.5350617736138004,18057629,177194112,166029312,11164800
case_067,B,5,4.164231833405766,15329318,175668736,160782336,14886400
case_068,B,2,1.8856855689162235,192023,1290782,0,1290782
case_068,B,3,2.682681978144101,134975,2190516,0,2190516
case_068,B,4,2.95358701415229,122595,3057330,0,3057330
case_068,B,5,2.923020415412062,123877,3420288,0,3420288
case_069,B,2,1.8297191092999563,13742,111846,0,111846
case_069,B,3,2.119352663519892,11864,330444,0,330444
case_069,B,4,2.621351125938282,9592,262578,0,262578
case_069,B,5,1.7205419460791023,14614,331026,0,331026
case_070,B,2,2.0042716787697565,58525,129536,0,129536
case_070,B,3,2.568931911259061,45661,259072,0,259072
case_070,B,4,3.228203434610304,36336,360960,0,360960
case_070,B,5,4.240167727009832,27664,462848,0,462848
case_071,B,2,1.6570903039327318,11417,80358,0,80358
case_071,B,3,1.7470680579924278,10829,277100,0,277100
case_071,B,4,2.2221047686163966,8514,211122,0,211122
case_071,B,5,1.5890307408029565,11906,219474,0,219474
case_072,B,2,2.0101255609937616,11888724,113611640,102096168,11515472
case_072,B,3,3.015053676618089,7926170,118470700,98032936,20437764
case_072,B,4,3.9867228395253265,5994354,122293024,93632968,28660056
case_072,B,5,4.9141039376037146,4863110,121488048,81879040,39609008
case_073,B,2,1.8997182162261776,5306906,91712384,87990784,3721600
case_073,B,3,2.318713763003575,4347939,93073664,85630464,7443200
case_073,B,4,2.7693594526782364,3640418,94434944,83270144,11164800
case_073,B,5,3.1267904423725907,3224273,95796224,80909824,14886400
case_074,B,2,2.0452505136715664,822510,7077888,4792320,2285568
case_074,B,3,3.0375523190096314,553814,7614464,3043328,4571136
case_074,B,4,3.9760971712740614,423088,8429568,1785856,6643712
case_074,B,5,4.123437997892002,407970,12185740,622592,11563148
case_075,B,2,1.9519303926851128,738658,1401990,0,1401990
case_075,B,3,2.576315131155743,559640,4018700,0,4018700
case_075,B,4,3.6222989320088335,398037,3455122,0,3455122
case_075,B,5,3.902064687590494,369499,6786072,0,6786072
case_076,B,2,2.015046600970072,3069464,30744576,26670080,4074496
case_076,B,3,3.0001387265965564,2061609,35117056,26968064,8148992
case_076,B,4,3.9899964842225453,1550155,35703808,23480320,12223488
case_076,B,5,4.995568280942074,1238120,37194752,20896768,16297984
case_077,B,2,1.9754721119907472,250735,57344,0,57344
case_077,B,3,2.771191513883372,178739,114688,0,114688
case_077,B,4,3.4222781101883455,144734,172032,0,172032
case_077,B,5,4.090815239385205,121081,172032,0,172032
case_078,B,2,2.1749133309337525,1055740,2148480,0,2148480
case_078,B,3,2.967137381793559,773858,5034240,0,5034240
case_078,B,4,4.117430926149079,557664,6445440,0,6445440
case_078,B,5,4.347940442985122,528099,9331200,0,9331200
case_079,B,2,2.010311665708304,15446486,31780864,28131328,3649536
case_079,B,3,3.049812447675691,10181692,39960576,28336128,11624448
case_079,B,4,4.066760097144647,7635624,30445568,19496960,10948608
case_079,B,5,5.110660575354478,6075976,47677440,24428544,23248896
case_080,B,2,1.8674004896414622,156441,3076096,1613824,1462272
case_080,B,3,2.9185198505464647,100098,983040,0,983040
case_080,B,4,3.1528291909042836,92659,2584576,0,2584576
case_080,B,5,2.574923978669957,113455,4571136,0,4571136
case_081,B,2,1.9749544626593807,76860,0,0,0
case_081,B,3,2.9223379473653814,51943,0,0,0
case_081,B,4,3.834369000707285,39588,0,0,0
case_081,B,5,4.905632937982743,30943,0,0,0
case_082,B,2,1.972455581239485,365555,567942,0,567942
case_082,B,3,2.888982823349347,249583,1538572,0,1538572
case_082,B,4,3.56303646345501,202367,1418386,0,1418386
case_082,B,5,3.840656443253666,187739,2829592,0,2829592
case_083,B,2,2.3626990330288753,447790,930400,0,930400
case_083,B,3,3.4342951370968002,308067,1860800,0,1860800
case_083,B,4,4.710376699063707,224609,2791200,0,2791200
case_083,B,5,5.369596110315986,197034,3721600,0,3721600
case_084,B,2,1.9978550689533183,1255052,0,0,0
case_084,B,3,2.998507569778288,836220,0,0,0
case_084,B,4,3.986169137144928,629028,0,0,0
case_084,B,5,4.98024120507198,503472,0,0,0
case_085,B,2,1.917201110424179,1662788,2148486,0,2148486
case_085,B,3,2.83023888221554,1126371,5683212,0,5683212
case_085,B,4,3.8015397439245584,838581,5003666,0,5003666
case_085,B,5,4.271651042755383,746292,10855448,0,10855448
case_086,B,2,1.8834187000922598,62866,418278,0,418278
case_086,B,3,2.4389857042804763,48546,1081164,0,1081164
case_086,B,4,3.0362857728997845,38996,952434,0,952434
case_086,B,5,2.814227651938298,42073,1934424,0,1934424
case_087,B,2,2.0018148994022873,1985234,9999360,7994880,2004480
case_087,B,3,2.8688412874760063,1385253,10722816,7059456,3663360
case_087,B,4,3.715262125103187,1069661,11796480,6612480,5184000
case_087,B,5,4.472766582930409,888504,11773440,5483520,6289920
case_088,B,2,1.7933367194458554,135849,850054,0,850054
case_088,B,3,2.5348087107615154,96111,1473104,0,1473104
case_088,B,4,2.7830542164545684,87538,2048310,0,2048310
case_088,B,5,2.804680934344888,86863,2220472,0,2220472
case_089,B,2,1.998350786547954,346832,238720,0,238720
case_089,B,3,2.8450417463692563,243614,477440,0,477440
case_089,B,4,3.8902784014369107,178160,716160,0,716160
case_089,B,5,4.701096098540344,147432,954880,0,954880
case_090,B,2,2.442856224773048,482371,2171520,0,2171520
case_090,B,3,3.41304203004753,345253,4596480,0,4596480
case_090,B,4,3.9659898289226128,297117,6744960,0,6744960
case_090,B,5,4.125054260309459,285660,8893440,0,8893440
case_091,B,2,2.0014546695174733,4590046,57827296,51348960,6478336
case_091,B,3,2.9916445470884057,3070809,63099200,50142528,12956672
case_091,B,4,3.967460135459327,2315529,67391136,47956128,19435008
case_091,B,5,4.895599658093423,1876536,69999104,43844096,26155008
case_092,B,2,1.702660866146298,2828252,66389088,65458688,930400
case_092,B,3,3.4983639855984237,1376516,10577088,8716288,1860800
case_092,B,4,4.680343555038493,1028889,6657824,3866624,2791200
case_092,B,5,5.873916225512917,819820,4524416,802816,3721600
case_093,B,2,1.9616940280751844,37827,8192,0,8192
case_093,B,3,2.956021192686133,25103,16384,0,16384
case_093,B,4,3.751706355225239,19779,24576,0,24576
case_093,B,5,4.674036281179139,15876,32768,0,32768
case_094,B,2,1.7699108441824896,53614,106272,0,106272
case_094,B,3,2.37890145152799,39889,212544,0,212544
case_094,B,4,3.090038750854798,30709,318816,0,318816
case_094,B,5,3.716882099490795,25530,259200,0,259200
case_095,B,2,1.9991111238960964,1042890,0,0,0
case_095,B,3,2.9964471273040854,695775,0,0,0
case_095,B,4,3.9755254356224565,524422,0,0,0
case_095,B,5,4.953886401870491,420852,0,0,0
case_096,B,2,1.7847164811870695,47175,67392,0,67392
case_096,B,3,2.5011585764363375,33662,67392,0,67392
case_096,B,4,3.120145271271865,26984,78336,0,78336
case_096,B,5,3.112187188112224,27053,134784,0,134784
case_097,B,2,2.045625339780212,5617602,11796480,9240576,2555904
case_097,B,3,3.1393628503966307,3660459,16031744,7512064,8519680
case_097,B,4,4.37453805005733,2626908,14221312,6553600,7667712
case_097,B,5,5.466035594487687,2102348,21311488,4272128,17039360
case_098,B,2,1.9768037791345425,89756,0,0,0
case_098,B,3,2.0816810193115423,85234,901280,20480,880800
case_098,B,4,2.2740147388657483,78025,1020112,0,1020112
case_098,B,5,2.5003523012316453,70962,987336,0,987336
case_099,B,2,2.0002649767313456,811392,7303168,5398528,1904640
case_099,B,3,2.895410156598435,560542,7594740,2887680,4707060
case_099,B,4,3.796133695092857,427540,7745504,2117632,5627872
case_099,B,5,4.81286456062938,337221,10698752,3080192,7618560
case_100,B,2,1.6757310816351407,90243,12288,0,12288
case_100,B,3,2.6158170590372074,57811,72192,0,72192
case_100,B,4,2.603432840959956,58086,144384,0,144384
case_100,B,5,2.603477662047,58085,211968,0,211968
