case,cores,returncode,makespan_cycles,cache_hit_rate,process_wall_s
case_005,5,0,30287,0.5508851295750303,21.15469650000159
case_044,5,0,41678,0.27957855177504864,13.463120899992646
case_069,5,0,9200,0.2805420227351383,4.7236097999993945
case_071,5,0,7944,0.30931367715215463,4.308978999993997
case_074,5,0,339417,0.3581358465052651,31.790271200006828
case_082,5,0,185171,0.5339353935274856,22.20618839999952
case_091,5,0,1844100,0.3674760642042521,186.03501150000375
