case,cores,strategy,active_cores,band_width,data_aware,status,makespan_cycles,added_copy_bytes,partition_added_copy_bytes,spill_added_copy_bytes,peak_l1_bytes,peak_ub_bytes,wall_seconds,error
case_064,5,band_w3_k4,4,3,0,ok,13821,144816,144816,0,6656,3620,0.177,
case_019,5,band_w12_k2,2,12,0,ok,43727,94252,94252,0,36864,50692,0.108,
case_019,5,band_w4_k3,3,4,0,ok,31353,416364,416364,0,34048,88064,0.126,
case_064,5,band_w1_k5,5,1,0,ok,19558,212598,212598,0,3616,2628,0.235,
case_019,5,band_w8_k3,3,8,0,ok,34124,190560,190560,0,43520,55296,0.107,
case_019,5,band_w12_k3,3,12,0,ok,30405,127024,127024,0,36864,50688,0.095,
case_064,5,band_w2_k5,5,2,0,ok,16747,202900,202900,0,4608,2882,0.205,
case_019,5,band_w4_k4,4,4,0,ok,25828,484232,484232,0,32512,58368,0.115,
case_019,5,band_w8_k4,4,8,0,ok,28311,312960,312960,0,40192,63490,0.112,
case_064,5,band_w3_k5,5,3,0,ok,14112,145236,145236,0,6784,3204,0.175,
case_019,5,band_w12_k4,4,12,0,ok,26291,148048,148048,0,36864,71168,0.094,
case_019,5,band_w4_k5,5,4,0,ok,22891,556132,556132,0,23296,45056,0.114,
case_019,5,band_w8_k5,5,8,0,ok,24811,321664,321664,0,36864,35842,0.116,
case_098,5,band_w1_k2,2,1,0,ok,124830,3584604,1462736,2121868,197632,131072,0.371,
case_019,5,band_w12_k5,5,12,0,ok,21198,133716,133716,0,36864,39040,0.1,
case_098,5,band_w2_k2,2,2,0,ok,109574,3223980,2121072,1102908,262144,131072,0.331,
case_098,5,band_w3_k2,2,3,0,ok,101538,2820008,2342424,477584,262144,131072,0.303,
case_098,5,band_w1_k3,3,1,0,ok,126153,5124312,4941984,182328,106496,131072,0.447,
case_098,5,band_w2_k3,3,2,0,ok,101697,4195738,4195738,0,245760,131072,0.362,
case_098,5,band_w3_k3,3,3,0,ok,86347,3645608,3645608,0,262144,131072,0.325,
case_098,5,band_w1_k4,4,1,0,ok,80174,2727822,2682762,45060,106496,131072,0.424,
case_098,5,band_w2_k4,4,2,0,ok,85436,3612330,3612330,0,229376,114690,0.378,
case_020,5,band_w4_k2,2,4,0,ok,516133,25255936,2949120,22306816,0,131072,2.511,
case_098,5,band_w3_k4,4,3,0,ok,80564,3449168,3449168,0,262144,124454,0.367,
case_098,5,band_w1_k5,5,1,0,ok,120955,5386970,5386970,0,70144,118784,0.447,
case_098,5,band_w2_k5,5,2,0,ok,104797,5001860,5001860,0,229376,98306,0.377,
case_098,5,band_w3_k5,5,3,0,ok,88649,4220980,4220980,0,225280,98306,0.344,
case_020,5,band_w8_k2,2,8,0,ok,412624,17408000,2359296,15048704,0,131072,2.011,
case_020,5,band_w12_k2,2,12,0,ok,307186,8224768,1966080,6258688,0,131072,1.541,
case_020,5,band_w4_k3,3,4,0,ok,535016,26656768,6029312,20627456,0,131072,2.175,
case_020,5,band_w8_k3,3,8,0,ok,426488,19623936,4980736,14643200,0,131072,1.906,
case_020,5,band_w12_k3,3,12,0,ok,282372,10764288,3932160,6832128,0,131072,1.645,
case_020,5,band_w4_k4,4,4,0,ok,485969,25923584,5996544,19927040,0,131072,2.183,
case_020,5,band_w8_k4,4,8,0,ok,399768,19087360,4915200,14172160,0,131072,1.738,
case_020,5,band_w12_k4,4,12,0,ok,255940,10551296,3932160,6619136,0,131072,1.424,
case_020,5,band_w4_k5,5,4,0,ok,481337,25710592,7254016,18456576,0,131072,2.055,
case_020,5,band_w8_k5,5,8,0,ok,372650,19652608,5992448,13660160,0,131072,1.916,
case_020,5,band_w12_k5,5,12,0,ok,250632,12001280,5120000,6881280,0,131072,1.559,
case_021,5,band_w4_k2,2,4,0,ok,3276874,14610432,5959680,8650752,524288,0,0.91,
case_021,5,band_w8_k2,2,8,0,ok,3194570,3174400,1536000,1638400,524288,0,0.816,
case_021,5,band_w12_k2,2,12,0,duplicate,,,,,,,0.02,
case_021,5,band_w4_k3,3,4,0,ok,2217595,14743552,8052736,6690816,524288,0,0.917,
case_021,5,band_w8_k3,3,8,0,ok,2144024,7766016,4710400,3055616,524288,0,0.951,
case_021,5,band_w12_k3,3,12,0,duplicate,,,,,,,0.022,
case_021,5,band_w4_k4,4,4,0,ok,1670422,15446016,10506240,4939776,524288,0,0.916,
case_021,5,band_w8_k4,4,8,0,ok,1550324,4608000,4608000,0,425984,0,0.758,
case_021,5,band_w12_k4,4,12,0,duplicate,,,,,,,0.019,
case_021,5,band_w4_k5,5,4,0,ok,1363563,23482368,17285120,6197248,524288,0,1.117,
case_021,5,band_w8_k5,5,8,0,duplicate,,,,,,,0.019,
case_021,5,band_w12_k5,5,12,0,duplicate,,,,,,,0.018,
case_022,5,band_w4_k2,2,4,0,ok,28370,708568,708568,0,20480,120322,0.297,
case_022,5,band_w8_k2,2,8,0,ok,28500,444248,362316,81932,25088,129034,0.252,
case_022,5,band_w12_k2,2,12,0,ok,28607,165644,165644,0,29696,110606,0.211,
case_022,5,band_w4_k3,3,4,0,ok,22675,877044,877044,0,15360,84992,0.326,
case_022,5,band_w8_k3,3,8,0,ok,20192,587380,587380,0,24576,111626,0.262,
case_022,5,band_w12_k3,3,12,0,ok,19579,223748,223748,0,31232,90120,0.232,
case_022,5,band_w4_k4,4,4,0,ok,21463,924660,924660,0,15360,81924,0.309,
case_022,5,band_w8_k4,4,8,0,ok,18577,644736,644736,0,21504,81926,0.242,
case_022,5,band_w12_k4,4,12,0,ok,15248,223760,223760,0,26624,76800,0.222,
case_022,5,band_w4_k5,5,4,0,ok,22981,1008684,1008684,0,12288,59396,0.308,
case_022,5,band_w8_k5,5,8,0,ok,15978,541316,541316,0,20480,90116,0.25,
case_022,5,band_w12_k5,5,12,0,ok,13547,286988,286988,0,29696,67592,0.215,
case_023,5,band_w4_k2,2,4,0,ok,58867,855920,656728,199192,64512,130310,0.209,
case_023,5,band_w8_k2,2,8,0,ok,66844,571460,454696,116764,130176,129154,0.189,
case_023,5,band_w12_k2,2,12,0,ok,62133,272396,272396,0,90112,116746,0.164,
case_023,5,band_w4_k3,3,4,0,ok,37942,1147244,1112428,34816,62976,129934,0.21,
case_023,5,band_w8_k3,3,8,0,ok,42923,776680,717284,59396,98304,129158,0.195,
case_023,5,band_w12_k3,3,12,0,ok,41784,414300,414300,0,90240,114816,0.194,
case_023,5,band_w4_k4,4,4,0,ok,36957,1350040,1350040,0,67072,92296,0.251,
case_023,5,band_w8_k4,4,8,0,ok,35367,852324,852324,0,83968,82048,0.2,
case_023,5,band_w12_k4,4,12,0,ok,32158,497984,497984,0,90112,94338,0.215,
case_023,5,band_w4_k5,5,4,0,ok,34407,1379940,1379940,0,61440,72834,0.226,
case_023,5,band_w8_k5,5,8,0,ok,30992,702956,702956,0,79872,112770,0.188,
case_023,5,band_w12_k5,5,12,0,ok,26039,514492,514492,0,90112,87042,0.162,
case_024,5,band_w4_k2,2,4,0,ok,1376112,2824,2824,0,196608,65546,1.541,
case_024,5,band_w8_k2,2,8,0,ok,2555343,0,0,0,393216,65544,1.448,
case_024,5,band_w12_k2,2,12,0,ok,2555343,0,0,0,393216,65558,1.332,
case_024,5,band_w4_k3,3,4,0,ok,953369,4032,4032,0,131072,65542,1.489,
case_024,5,band_w8_k3,3,8,0,duplicate,,,,,,,0.028,
case_024,5,band_w12_k3,3,12,0,duplicate,,,,,,,0.03,
case_024,5,band_w4_k4,4,4,0,ok,743623,4836,4836,0,98304,65540,1.468,
case_024,5,band_w8_k4,4,8,0,duplicate,,,,,,,0.032,
case_024,5,band_w12_k4,4,12,0,duplicate,,,,,,,0.029,
case_024,5,band_w4_k5,5,4,0,ok,744621,5236,5236,0,98304,65540,1.507,
case_024,5,band_w8_k5,5,8,0,duplicate,,,,,,,0.027,
case_024,5,band_w12_k5,5,12,0,duplicate,,,,,,,0.031,
case_025,5,band_w4_k2,2,4,0,ok,2774940,18994176,27648,18966528,523776,129024,11.705,
case_025,5,band_w8_k2,2,8,0,ok,2431840,27648,27648,0,35328,6144,8.309,
case_025,5,band_w12_k2,2,12,0,duplicate,,,,,,,0.103,
case_025,5,band_w4_k3,3,4,0,ok,1825620,18267648,55296,18212352,523776,129024,9.91,
case_025,5,band_w8_k3,3,8,0,ok,1622164,55296,55296,0,35328,6144,7.008,
case_025,5,band_w12_k3,3,12,0,duplicate,,,,,,,0.105,
case_025,5,band_w4_k4,4,4,0,ok,1350616,17541120,82944,17458176,523776,129024,8.746,
case_025,5,band_w8_k4,4,8,0,ok,1217444,82944,82944,0,35328,6144,6.796,
case_025,5,band_w12_k4,4,12,0,duplicate,,,,,,,0.095,
case_025,5,band_w4_k5,5,4,0,ok,1059380,16814592,110592,16704000,523776,129024,8.127,
case_025,5,band_w8_k5,5,8,0,duplicate,,,,,,,0.101,
case_025,5,band_w12_k5,5,12,0,duplicate,,,,,,,0.123,
case_026,5,band_w4_k2,2,4,0,ok,61382,1132684,980620,152064,228480,131072,0.143,
case_026,5,band_w8_k2,2,8,0,ok,63066,601688,131664,470024,203392,131072,0.106,
case_026,5,band_w12_k2,2,12,0,ok,61463,26172,26172,0,202240,115464,0.093,
case_026,5,band_w4_k3,3,4,0,ok,58725,1687988,1514420,173568,193664,131072,0.144,
case_026,5,band_w8_k3,3,8,0,ok,56774,591476,360564,230912,196992,131072,0.121,
case_026,5,band_w12_k3,3,12,0,ok,42932,153280,153280,0,177280,106500,0.092,
case_026,5,band_w4_k4,4,4,0,ok,48793,1384692,1286388,98304,163840,131072,0.127,
case_026,5,band_w8_k4,4,8,0,ok,51010,795768,599160,196608,177280,131072,0.137,
case_026,5,band_w12_k4,4,12,0,ok,42773,316020,316020,0,163840,90880,0.12,
case_026,5,band_w4_k5,5,4,0,ok,49884,1549028,1450724,98304,164992,131072,0.138,
case_026,5,band_w8_k5,5,8,0,ok,47394,762640,566032,196608,163840,131072,0.11,
case_026,5,band_w12_k5,5,12,0,ok,47514,337544,337544,0,163840,90116,0.103,
case_027,5,band_w4_k2,2,4,0,ok,1247106,16736256,8970240,7766016,524288,0,0.525,
case_027,5,band_w8_k2,2,8,0,ok,1234386,15065088,8183808,6881280,524288,0,0.505,
case_027,5,band_w12_k2,2,12,0,ok,1225168,13344768,7397376,5947392,524288,0,0.474,
case_027,5,band_w4_k3,3,4,0,ok,874861,18628608,14499840,4128768,524288,0,0.513,
case_027,5,band_w8_k3,3,8,0,ok,862581,16859136,13271040,3588096,524288,0,0.534,
case_027,5,band_w12_k3,3,12,0,ok,850527,14141440,9994240,4147200,524288,0,0.463,
case_027,5,band_w4_k4,4,4,0,ok,749748,16785408,15114240,1671168,524288,0,0.434,
case_027,5,band_w8_k4,4,8,0,ok,728004,15114240,13934592,1179648,524288,0,0.449,
case_027,5,band_w12_k4,4,12,0,ok,707492,13443072,12754944,688128,524288,0,0.403,
case_027,5,band_w4_k5,5,4,0,ok,560557,18087936,18087936,0,501760,0,0.562,
case_027,5,band_w8_k5,5,8,0,ok,551332,17121280,17121280,0,415744,0,0.451,
case_027,5,band_w12_k5,5,12,0,ok,537810,15810560,15810560,0,393216,0,0.449,
case_028,5,band_w4_k2,2,4,0,ok,20602291,41688192,2240640,39447552,523776,0,10.69,
case_028,5,band_w8_k2,2,8,0,ok,20644029,58699392,2209920,56489472,524256,0,9.391,
case_028,5,band_w12_k2,2,12,0,ok,21481465,146094720,16064640,130030080,523776,0,9.22,
case_028,5,band_w4_k3,3,4,0,ok,13725435,33456384,4296960,29159424,523776,0,7.928,
case_028,5,band_w8_k3,3,8,0,ok,14004606,55229184,4296960,50932224,523776,0,7.05,
case_028,5,band_w12_k3,3,12,0,ok,15512061,139085568,4296960,134788608,523536,0,7.192,
case_028,5,band_w4_k4,4,4,0,ok,10387905,34603392,20545920,14057472,519336,0,10.825,
case_028,5,band_w8_k4,4,8,0,ok,10625272,52493184,6721920,45771264,523776,0,6.822,
case_028,5,band_w12_k4,4,12,0,ok,12046514,141808512,20269440,121539072,521208,0,6.149,
case_028,5,band_w4_k5,5,4,0,ok,8280730,32745984,22694400,10051584,517392,0,6.982,
case_028,5,band_w8_k5,5,8,0,ok,8578580,52726272,13294080,39432192,523776,0,6.281,
case_028,5,band_w12_k5,5,12,0,ok,9745536,138038784,9331200,128707584,521208,0,5.369,
case_029,5,band_w4_k2,2,4,0,ok,19706,266326,266326,0,0,53270,0.161,
case_029,5,band_w8_k2,2,8,0,ok,19740,0,0,0,0,96278,0.121,
case_029,5,band_w12_k2,2,12,0,ok,19740,0,0,0,0,14340,0.126,
case_029,5,band_w4_k3,3,4,0,ok,12815,258216,258216,0,0,36880,0.153,
case_029,5,band_w8_k3,3,8,0,ok,12743,0,0,0,0,63502,0.116,
case_029,5,band_w12_k3,3,12,0,ok,12743,0,0,0,0,14340,0.114,
case_029,5,band_w4_k4,4,4,0,ok,17688,520486,520486,0,0,26650,0.224,
case_029,5,band_w8_k4,4,8,0,ok,11028,0,0,0,0,55308,0.122,
case_029,5,band_w12_k4,4,12,0,ok,11028,0,0,0,0,14340,0.111,
case_029,5,band_w4_k5,5,4,0,ok,17774,553286,553286,0,0,22548,0.196,
case_029,5,band_w8_k5,5,8,0,ok,9383,0,0,0,0,47114,0.117,
case_029,5,band_w12_k5,5,12,0,duplicate,,,,,,,0.004,
case_030,5,band_w4_k2,2,4,0,ok,1476064,11149628,4001084,7148544,524288,218,2.652,
case_030,5,band_w8_k2,2,8,0,ok,1402366,4650308,1551684,3098624,524288,220,2.602,
case_030,5,band_w12_k2,2,12,0,ok,1401423,6940672,1950720,4989952,524288,132,2.464,
case_030,5,band_w4_k3,3,4,0,ok,1014071,13372864,7963072,5409792,524288,170,2.605,
case_030,5,band_w8_k3,3,8,0,ok,933815,6868416,3901888,2966528,524288,168,2.454,
case_030,5,band_w12_k3,3,12,0,ok,933969,9071616,3901440,5170176,524288,132,2.436,
case_030,5,band_w4_k4,4,4,0,ok,757747,12533252,8760836,3772416,524288,148,2.46,
case_030,5,band_w8_k4,4,8,0,ok,701739,5370372,4431364,939008,524288,150,2.216,
case_030,5,band_w12_k4,4,12,0,ok,699591,8632320,5255168,3377152,524288,132,2.248,
case_030,5,band_w4_k5,5,4,0,ok,623066,16080388,13093380,2987008,524288,146,2.606,
case_030,5,band_w8_k5,5,8,0,ok,560435,7753200,6205936,1547264,524288,154,2.353,
case_030,5,band_w12_k5,5,12,0,duplicate,,,,,,,0.048,
case_031,5,band_w4_k2,2,4,0,ok,717338,4453748,2100884,2352864,524288,130322,1.933,
case_031,5,band_w8_k2,2,8,0,ok,716080,4866228,2417386,2448842,524288,130050,1.696,
case_031,5,band_w12_k2,2,12,0,ok,714328,5943150,2187534,3755616,524288,131012,1.56,
case_031,5,band_w4_k3,3,4,0,ok,492290,5299228,4305884,993344,524288,130066,1.476,
case_031,5,band_w8_k3,3,8,0,ok,484719,4003202,2956422,1046780,524288,131072,1.348,
case_031,5,band_w12_k3,3,12,0,ok,484805,6991704,4046520,2945184,524288,128096,1.425,
case_031,5,band_w4_k4,4,4,0,ok,383855,6009188,5243460,765728,524288,125058,1.558,
case_031,5,band_w8_k4,4,8,0,ok,374276,7788110,6206926,1581184,524288,130066,1.542,
case_031,5,band_w12_k4,4,12,0,ok,363420,8740064,5923328,2816736,524288,122050,1.475,
case_031,5,band_w4_k5,5,4,0,ok,317091,10510186,10277514,232672,524288,108896,1.691,
case_031,5,band_w8_k5,5,8,0,ok,306929,8376148,7909414,466734,524288,128002,1.514,
case_031,5,band_w12_k5,5,12,0,ok,305233,8914468,7131844,1782624,524288,131072,1.441,
case_032,5,band_w4_k2,2,4,0,ok,20568,288944,288944,0,47104,71692,0.14,
case_032,5,band_w8_k2,2,8,0,ok,21290,169128,169128,0,54784,53264,0.137,
case_032,5,band_w12_k2,2,12,0,ok,21178,82000,82000,0,53248,63510,0.125,
case_032,5,band_w4_k3,3,4,0,ok,16599,476456,476456,0,32768,38918,0.153,
case_032,5,band_w8_k3,3,8,0,ok,14950,221452,221452,0,53248,43018,0.136,
case_032,5,band_w12_k3,3,12,0,ok,16749,112728,112728,0,53248,51216,0.123,
case_032,5,band_w4_k4,4,4,0,ok,15944,456004,456004,0,36864,36870,0.154,
case_032,5,band_w8_k4,4,8,0,ok,14154,187652,187652,0,53248,40960,0.14,
case_032,5,band_w12_k4,4,12,0,ok,14823,151644,151644,0,53248,46080,0.124,
case_032,5,band_w4_k5,5,4,0,ok,16043,548192,548192,0,24576,26634,0.157,
case_032,5,band_w8_k5,5,8,0,ok,14149,207128,207128,0,40960,40960,0.15,
case_032,5,band_w12_k5,5,12,0,ok,13248,174240,174240,0,51200,46082,0.126,
case_033,5,band_w4_k2,2,4,0,ok,903135,6864536,3355800,3508736,523776,128020,0.787,
case_033,5,band_w8_k2,2,8,0,ok,893740,6290596,2372732,3917864,524288,126984,0.81,
case_033,5,band_w12_k2,2,12,0,ok,895196,6414888,2199592,4215296,524288,130052,0.752,
case_033,5,band_w4_k3,3,4,0,ok,604867,4596966,2533606,2063360,523776,75778,0.769,
case_033,5,band_w8_k3,3,8,0,ok,598061,7528152,4624580,2903572,523776,130060,0.745,
case_033,5,band_w12_k3,3,12,0,ok,599970,7962184,4258888,3703296,523776,128004,0.737,
case_033,5,band_w4_k4,4,4,0,ok,451620,10032392,8806664,1225728,523776,63488,0.83,
case_033,5,band_w8_k4,4,8,0,ok,455152,8659176,6686948,1972228,523776,128010,0.767,
case_033,5,band_w12_k4,4,12,0,ok,455118,7841384,6072416,1768968,523776,126984,0.724,
case_033,5,band_w4_k5,5,4,0,ok,368296,11367198,11367198,0,519168,72714,0.869,
case_033,5,band_w8_k5,5,8,0,ok,358066,9318688,8778016,540672,523776,123910,0.81,
case_033,5,band_w12_k5,5,12,0,ok,365139,8524424,7234184,1290240,524288,111616,0.725,
case_034,5,band_w4_k2,2,4,0,ok,440932,5596972,2991838,2605134,524288,129168,0.959,
case_034,5,band_w8_k2,2,8,0,ok,437026,3021500,1821300,1200200,523776,122892,0.773,
case_034,5,band_w12_k2,2,12,0,ok,423298,2413628,1641000,772628,523776,123924,0.718,
case_034,5,band_w4_k3,3,4,0,ok,317234,6489360,5682448,806912,524288,130070,0.958,
case_034,5,band_w8_k3,3,8,0,ok,299413,4081872,3377320,704552,523776,123018,0.759,
case_034,5,band_w12_k3,3,12,0,ok,282179,3616304,3169320,446984,524288,124944,0.719,
case_034,5,band_w4_k4,4,4,0,ok,239488,6394682,6359866,34816,470528,125962,0.915,
case_034,5,band_w8_k4,4,8,0,ok,238608,4551372,4149948,401424,343040,122894,0.753,
case_034,5,band_w12_k4,4,12,0,ok,233336,4076084,3871272,204812,419328,122894,0.745,
case_034,5,band_w4_k5,5,4,0,ok,226535,7948660,7891316,57344,326144,122894,0.957,
case_034,5,band_w8_k5,5,8,0,ok,206956,5091552,4739272,352280,364544,123020,0.804,
case_034,5,band_w12_k5,5,12,0,ok,181359,4677692,4585528,92164,338432,130056,0.778,
case_035,5,band_w4_k2,2,4,0,ok,101580,1010566,1010566,0,113600,113636,0.851,
case_035,5,band_w8_k2,2,8,0,ok,104926,949842,949842,0,131264,62050,0.77,
case_035,5,band_w12_k2,2,12,0,ok,104426,424222,424222,0,97792,100694,0.932,
case_035,5,band_w4_k3,3,4,0,ok,82016,1484932,1484932,0,108224,84294,1.14,
case_035,5,band_w8_k3,3,8,0,ok,80298,1106104,1106104,0,131200,62018,1.091,
case_035,5,band_w12_k3,3,12,0,ok,85389,545122,545122,0,92160,75482,1.082,
case_035,5,band_w4_k4,4,4,0,ok,73607,1772670,1772670,0,100480,84100,1.421,
case_035,5,band_w8_k4,4,8,0,ok,73865,1302646,1302646,0,131168,61504,1.206,
case_035,5,band_w12_k4,4,12,0,ok,76129,694478,694478,0,74848,64098,1.11,
case_035,5,band_w4_k5,5,4,0,ok,74627,1911376,1911376,0,100384,81988,1.332,
case_035,5,band_w8_k5,5,8,0,ok,72953,1282318,1282318,0,131072,61440,1.046,
case_035,5,band_w12_k5,5,12,0,ok,74970,721098,721098,0,73728,61440,1.084,
case_036,5,band_w4_k2,2,4,0,ok,466068,1152,1152,0,13440,8192,0.74,
case_036,5,band_w8_k2,2,8,0,duplicate,,,,,,,0.014,
case_036,5,band_w12_k2,2,12,0,duplicate,,,,,,,0.018,
case_036,5,band_w4_k3,3,4,0,ok,311345,2304,2304,0,13440,8192,0.733,
case_036,5,band_w8_k3,3,8,0,duplicate,,,,,,,0.017,
case_036,5,band_w12_k3,3,12,0,duplicate,,,,,,,0.02,
case_036,5,band_w4_k4,4,4,0,ok,233584,3456,3456,0,13440,8192,0.71,
case_036,5,band_w8_k4,4,8,0,duplicate,,,,,,,0.021,
case_036,5,band_w12_k4,4,12,0,duplicate,,,,,,,0.022,
case_036,5,band_w4_k5,5,4,0,duplicate,,,,,,,0.032,
case_036,5,band_w8_k5,5,8,0,duplicate,,,,,,,0.025,
case_036,5,band_w12_k5,5,12,0,duplicate,,,,,,,0.019,
case_037,5,band_w4_k2,2,4,0,ok,106948,204800,204800,0,249856,0,0.163,
case_037,5,band_w8_k2,2,8,0,ok,105374,204800,204800,0,225280,0,0.18,
case_037,5,band_w12_k2,2,12,0,duplicate,,,,,,,0.006,
case_037,5,band_w4_k3,3,4,0,ok,73521,1310720,1310720,0,262144,0,0.254,
case_037,5,band_w8_k3,3,8,0,ok,74038,1064960,1064960,0,274432,0,0.204,
case_037,5,band_w12_k3,3,12,0,duplicate,,,,,,,0.006,
case_037,5,band_w4_k4,4,4,0,ok,54976,532480,532480,0,163840,0,0.182,
case_037,5,band_w8_k4,4,8,0,ok,53320,614400,614400,0,110592,0,0.188,
case_037,5,band_w12_k4,4,12,0,duplicate,,,,,,,0.006,
case_037,5,band_w4_k5,5,4,0,ok,47548,2187264,2187264,0,57344,0,0.24,
case_037,5,band_w8_k5,5,8,0,duplicate,,,,,,,0.008,
case_037,5,band_w12_k5,5,12,0,duplicate,,,,,,,0.004,
case_038,5,band_w4_k2,2,4,0,ok,697562,5557276,2262556,3294720,524288,106496,2.269,
case_038,5,band_w8_k2,2,8,0,ok,680340,4273240,1496664,2776576,524288,115758,1.849,
case_038,5,band_w12_k2,2,12,0,ok,683929,6349852,2013712,4336140,524288,129026,1.998,
case_038,5,band_w4_k3,3,4,0,ok,475050,4720848,3005648,1715200,524288,83968,2.089,
case_038,5,band_w8_k3,3,8,0,ok,456366,6225452,4177964,2047488,524288,109128,1.756,
case_038,5,band_w12_k3,3,12,0,ok,462658,8237076,4875284,3361792,524288,129024,2.046,
case_038,5,band_w4_k4,4,4,0,ok,361718,7241624,5896600,1345024,523264,81920,2.077,
case_038,5,band_w8_k4,4,8,0,ok,344336,7129036,5400452,1728584,523776,129120,1.874,
case_038,5,band_w12_k4,4,12,0,ok,349034,8852504,6226964,2625540,524288,127040,1.981,
case_038,5,band_w4_k5,5,4,0,ok,301759,10826320,10551888,274432,524288,77824,2.327,
case_038,5,band_w8_k5,5,8,0,ok,287430,8615360,7930304,685056,523776,106688,1.747,
case_038,5,band_w12_k5,5,12,0,ok,294234,9448464,7707664,1740800,523776,129088,1.921,
case_039,5,band_w4_k2,2,4,0,ok,756432,12640256,6496256,6144000,524288,0,2.08,
case_039,5,band_w8_k2,2,8,0,ok,708561,11067392,4202496,6864896,524288,0,2.088,
case_039,5,band_w12_k2,2,12,0,duplicate,,,,,,,0.039,
case_039,5,band_w4_k3,3,4,0,ok,504041,8953856,3883008,5070848,524288,0,1.818,
case_039,5,band_w8_k3,3,8,0,ok,485565,14323712,8404992,5918720,524288,0,1.831,
case_039,5,band_w12_k3,3,12,0,duplicate,,,,,,,0.034,
case_039,5,band_w4_k4,4,4,0,ok,427970,19890176,16588800,3301376,524288,0,2.075,
case_039,5,band_w8_k4,4,8,0,ok,395323,17604608,12607488,4997120,524288,0,1.909,
case_039,5,band_w12_k4,4,12,0,duplicate,,,,,,,0.044,
case_039,5,band_w4_k5,5,4,0,ok,485010,24387584,20938752,3448832,524288,0,2.317,
case_039,5,band_w8_k5,5,8,0,duplicate,,,,,,,0.04,
case_039,5,band_w12_k5,5,12,0,duplicate,,,,,,,0.041,
case_040,5,band_w4_k2,2,4,0,ok,153121,1911970,1786596,125374,155648,131072,0.932,
case_040,5,band_w8_k2,2,8,0,ok,158419,1069062,542210,526852,243200,131072,0.8,
case_040,5,band_w12_k2,2,12,0,ok,161627,334554,283864,50690,288512,123712,0.864,
case_040,5,band_w4_k3,3,4,0,ok,119898,2557586,2557586,0,90624,128454,0.885,
case_040,5,band_w8_k3,3,8,0,ok,133330,1477852,1017820,460032,229568,131072,0.789,
case_040,5,band_w12_k3,3,12,0,ok,144692,608992,608992,0,245760,74242,0.809,
case_040,5,band_w4_k4,4,4,0,ok,108776,3337500,3337500,0,82176,90242,0.901,
case_040,5,band_w8_k4,4,8,0,ok,123322,1745644,1285224,460420,237184,131072,0.744,
case_040,5,band_w12_k4,4,12,0,ok,141309,834946,834946,0,245760,81920,0.767,
case_040,5,band_w4_k5,5,4,0,ok,103094,3525904,3525904,0,57856,84356,0.885,
case_040,5,band_w8_k5,5,8,0,ok,114964,1892132,1433252,458880,229568,131072,0.839,
case_040,5,band_w12_k5,5,12,0,ok,137160,1063302,1063302,0,245760,49666,0.772,
case_041,5,band_w4_k2,2,4,0,ok,3087810,25431596,6141484,19290112,524288,14338,8.144,
case_041,5,band_w8_k2,2,8,0,ok,3029365,24463764,1977748,22486016,524288,12288,8.216,
case_041,5,band_w12_k2,2,12,0,ok,3015864,31085612,4811820,26273792,524288,14338,7.673,
case_041,5,band_w4_k3,3,4,0,ok,2069282,26951400,11746024,15205376,524288,16396,8.387,
case_041,5,band_w8_k3,3,8,0,ok,2021941,33394228,9837108,23557120,524288,12288,6.656,
case_041,5,band_w12_k3,3,12,0,ok,1998921,34673708,9797676,24876032,524288,14338,5.228,
case_041,5,band_w4_k4,4,4,0,ok,1578981,27915116,15089516,12825600,524288,12288,5.39,
case_041,5,band_w8_k4,4,8,0,ok,1525579,27615884,8621708,18994176,524288,12288,4.886,
case_041,5,band_w12_k4,4,12,0,ok,1500477,34744364,13714476,21029888,524288,14338,4.772,
case_041,5,band_w4_k5,5,4,0,ok,1272049,38923152,25924496,12998656,524288,10242,5.462,
case_041,5,band_w8_k5,5,8,0,ok,1223160,34620064,18221728,16398336,524288,12288,4.841,
case_041,5,band_w12_k5,5,12,0,ok,1214530,38270024,18372680,19897344,524288,8198,4.787,
case_042,5,band_w4_k2,2,4,0,ok,947868,16567456,8810908,7756548,524288,128004,1.595,
case_042,5,band_w8_k2,2,8,0,ok,919665,13198676,7278932,5919744,524288,63488,1.469,
case_042,5,band_w12_k2,2,12,0,ok,899027,11416864,5495072,5921792,524288,131072,1.303,
case_042,5,band_w4_k3,3,4,0,ok,707072,18834696,13257992,5576704,524288,131072,1.634,
case_042,5,band_w8_k3,3,8,0,ok,643042,18548344,12528248,6020096,524288,60430,1.526,
case_042,5,band_w12_k3,3,12,0,ok,626652,16099920,10820176,5279744,524288,131072,1.391,
case_042,5,band_w4_k4,4,4,0,ok,562463,19190712,15944760,3245952,524288,131072,1.577,
case_042,5,band_w8_k4,4,8,0,ok,504350,15091628,12579756,2511872,524288,58370,1.411,
case_042,5,band_w12_k4,4,12,0,ok,471958,11996016,10277744,1718272,524288,131072,1.249,
case_042,5,band_w4_k5,5,4,0,ok,534789,28019284,23344212,4675072,524288,131072,1.909,
case_042,5,band_w8_k5,5,8,0,ok,451957,22474668,18891692,3582976,524288,38912,1.598,
case_042,5,band_w12_k5,5,12,0,ok,398334,18389136,16045200,2343936,524288,131072,1.434,
case_043,5,band_w4_k2,2,4,0,ok,388010,4467408,4123372,344036,411008,127382,2.757,
