case,cores,strategy,active_cores,band_width,data_aware,status,makespan_cycles,added_copy_bytes,partition_added_copy_bytes,spill_added_copy_bytes,peak_l1_bytes,peak_ub_bytes,wall_seconds,error
case_043,5,band_w8_k2,2,8,0,ok,381567,3469276,3086476,382800,418976,129682,2.59,
case_043,5,band_w12_k2,2,12,0,ok,376861,3147758,2815738,332020,507536,122896,2.408,
case_043,5,band_w4_k3,3,4,0,ok,301494,7190596,7154592,36004,210608,123912,2.97,
case_043,5,band_w8_k3,3,8,0,ok,289250,4883064,4770738,112326,426224,130210,2.633,
case_043,5,band_w12_k3,3,12,0,ok,282541,4146012,3983510,162502,313712,123922,2.394,
case_043,5,band_w4_k4,4,4,0,ok,265094,8654494,8654494,0,166064,88074,3.006,
case_043,5,band_w8_k4,4,8,0,ok,258681,6189948,6100276,89672,124928,130514,2.566,
case_043,5,band_w12_k4,4,12,0,ok,247447,5121748,4943182,178566,214160,126702,2.311,
case_043,5,band_w4_k5,5,4,0,ok,248241,8913762,8913762,0,91312,78866,2.996,
case_043,5,band_w8_k5,5,8,0,ok,236260,6096792,6081780,15012,75008,129874,2.505,
case_043,5,band_w12_k5,5,12,0,ok,217036,5674954,5609222,65732,133040,130826,2.272,
case_045,5,band_w4_k2,2,4,0,ok,98622,4902912,1241088,3661824,0,131072,0.344,
case_045,5,band_w8_k2,2,8,0,ok,90914,3956736,1105920,2850816,0,131072,0.31,
case_045,5,band_w12_k2,2,12,0,ok,66863,1654784,491520,1163264,0,131072,0.229,
case_045,5,band_w4_k3,3,4,0,ok,81526,4141056,1437696,2703360,0,131072,0.319,
case_045,5,band_w8_k3,3,8,0,ok,72309,3551232,1191936,2359296,0,131072,0.307,
case_045,5,band_w12_k3,3,12,0,ok,57223,2072576,942080,1130496,0,131072,0.254,
case_045,5,band_w4_k4,4,4,0,ok,75884,3817472,1675264,2142208,0,131072,0.337,
case_045,5,band_w8_k4,4,8,0,ok,65190,3231744,1298432,1933312,0,131072,0.279,
case_045,5,band_w12_k4,4,12,0,ok,51681,2174976,1167360,1007616,0,131072,0.244,
case_045,5,band_w4_k5,5,4,0,ok,67216,3293184,1720320,1572864,0,131072,0.284,
case_045,5,band_w8_k5,5,8,0,ok,59070,2875392,1425408,1449984,0,131072,0.27,
case_045,5,band_w12_k5,5,12,0,ok,45392,1908736,1126400,782336,0,131072,0.236,
case_046,5,band_w4_k2,2,4,0,ok,112408,930400,930400,0,214016,0,0.144,
case_046,5,band_w8_k2,2,8,0,ok,112410,930400,930400,0,323072,0,0.132,
case_046,5,band_w12_k2,2,12,0,ok,117940,930400,930400,0,433152,0,0.124,
case_046,5,band_w4_k3,3,4,0,ok,84364,1860800,1860800,0,197632,0,0.129,
case_046,5,band_w8_k3,3,8,0,ok,85996,1860800,1860800,0,306688,0,0.13,
case_046,5,band_w12_k3,3,12,0,ok,89972,1860800,1860800,0,417280,0,0.129,
case_046,5,band_w4_k4,4,4,0,ok,79860,2791200,2791200,0,181248,0,0.127,
case_046,5,band_w8_k4,4,8,0,ok,79814,2791200,2791200,0,290304,0,0.138,
case_046,5,band_w12_k4,4,12,0,ok,81620,2791200,2791200,0,401408,0,0.135,
case_046,5,band_w4_k5,5,4,0,ok,95027,3721600,3721600,0,181248,0,0.137,
case_046,5,band_w8_k5,5,8,0,ok,94927,3721600,3721600,0,290304,0,0.132,
case_046,5,band_w12_k5,5,12,0,ok,96787,3721600,3721600,0,401408,0,0.13,
case_047,5,band_w4_k2,2,4,0,ok,192692,864806,864806,0,22144,34692,4.348,
case_047,5,band_w8_k2,2,8,0,ok,201629,682822,682822,0,20800,50084,4.324,
case_047,5,band_w12_k2,2,12,0,ok,212564,740070,740070,0,20736,48932,4.37,
case_047,5,band_w4_k3,3,4,0,ok,153692,1387916,1387916,0,21312,28868,4.406,
case_047,5,band_w8_k3,3,8,0,ok,164770,1231180,1231180,0,19456,43844,3.954,
case_047,5,band_w12_k3,3,12,0,ok,178528,1138348,1138348,0,19712,46772,4.025,
case_047,5,band_w4_k4,4,4,0,ok,129978,2133042,2133042,0,21248,22148,4.468,
case_047,5,band_w8_k4,4,8,0,ok,141283,1738642,1738642,0,19456,43716,4.062,
case_047,5,band_w12_k4,4,12,0,ok,161948,1699154,1699154,0,19456,46420,4.102,
case_047,5,band_w4_k5,5,4,0,ok,129615,3025272,3025272,0,21504,21252,4.715,
case_047,5,band_w8_k5,5,8,0,ok,136291,2125144,2125144,0,19712,43524,3.963,
case_047,5,band_w12_k5,5,12,0,ok,156608,1982424,1982424,0,19456,46388,4.265,
case_049,5,band_w4_k2,2,4,0,ok,118841,977242,977242,0,86176,110564,1.006,
case_049,5,band_w8_k2,2,8,0,ok,128403,706050,706050,0,80960,122660,0.838,
case_049,5,band_w12_k2,2,12,0,ok,124211,808952,808952,0,36224,121922,0.882,
case_049,5,band_w4_k3,3,4,0,ok,100334,1503824,1503824,0,60032,92130,0.989,
case_049,5,band_w8_k3,3,8,0,ok,106583,1107208,1107208,0,64512,119746,0.907,
case_049,5,band_w12_k3,3,12,0,ok,102593,1069668,1069668,0,23776,120642,0.905,
case_049,5,band_w4_k4,4,4,0,ok,86256,1742718,1742718,0,54432,95842,1.012,
case_049,5,band_w8_k4,4,8,0,ok,94990,1247790,1247790,0,55840,118562,0.842,
case_049,5,band_w12_k4,4,12,0,ok,90392,1304396,1304396,0,23840,119490,0.866,
case_049,5,band_w4_k5,5,4,0,ok,82372,2032176,2032176,0,49280,95778,1.035,
case_049,5,band_w8_k5,5,8,0,ok,93612,1386366,1386366,0,49152,118562,0.907,
case_049,5,band_w12_k5,5,12,0,ok,89816,1412370,1412370,0,22528,119490,0.91,
case_050,5,band_w4_k2,2,4,0,ok,85848,1047684,1047684,0,43392,130086,0.983,
case_050,5,band_w8_k2,2,8,0,ok,89581,606598,530998,75600,40960,129666,1.021,
case_050,5,band_w12_k2,2,12,0,ok,91899,663388,588880,74508,17216,128522,0.973,
case_050,5,band_w4_k3,3,4,0,ok,71321,1640694,1640694,0,31872,86276,1.099,
case_050,5,band_w8_k3,3,8,0,ok,69576,1216664,1216664,0,33280,86090,0.996,
case_050,5,band_w12_k3,3,12,0,ok,72510,892896,892896,0,16384,106568,0.906,
case_050,5,band_w4_k4,4,4,0,ok,64339,1755440,1755440,0,27904,86148,1.05,
case_050,5,band_w8_k4,4,8,0,ok,62846,1257186,1257186,0,29696,65540,0.988,
case_050,5,band_w12_k4,4,12,0,ok,61684,977118,977118,0,16960,98468,0.914,
case_050,5,band_w4_k5,5,4,0,ok,64867,2159210,2159210,0,25344,65572,1.105,
case_050,5,band_w8_k5,5,8,0,ok,59871,1487086,1487086,0,27392,53634,1.0,
case_050,5,band_w12_k5,5,12,0,ok,57939,1113660,1113660,0,15168,86150,0.932,
case_051,5,band_w4_k2,2,4,0,ok,327449,668,668,0,196608,65546,0.232,
case_051,5,band_w8_k2,2,8,0,ok,607628,0,0,0,393216,65544,0.195,
case_051,5,band_w12_k2,2,12,0,ok,607628,0,0,0,393216,65558,0.185,
case_051,5,band_w4_k3,3,4,0,ok,227413,952,952,0,131072,65542,0.244,
case_051,5,band_w8_k3,3,8,0,duplicate,,,,,,,0.006,
case_051,5,band_w12_k3,3,12,0,duplicate,,,,,,,0.006,
case_051,5,band_w4_k4,4,4,0,ok,178135,1140,1140,0,98304,65540,0.281,
case_051,5,band_w8_k4,4,8,0,duplicate,,,,,,,0.009,
case_051,5,band_w12_k4,4,12,0,duplicate,,,,,,,0.01,
case_051,5,band_w4_k5,5,4,0,ok,179133,1232,1232,0,98304,65540,0.297,
case_051,5,band_w8_k5,5,8,0,duplicate,,,,,,,0.009,
case_051,5,band_w12_k5,5,12,0,duplicate,,,,,,,0.008,
case_052,5,band_w4_k2,2,4,0,ok,86318,485988,477796,8192,85632,130590,0.22,
case_052,5,band_w8_k2,2,8,0,ok,90535,260132,260132,0,107520,67092,0.174,
case_052,5,band_w12_k2,2,12,0,ok,90809,233996,233996,0,105984,83056,0.165,
case_052,5,band_w4_k3,3,4,0,ok,63670,791708,791708,0,89088,68620,0.214,
case_052,5,band_w8_k3,3,8,0,ok,64595,311868,311868,0,100608,79372,0.189,
case_052,5,band_w12_k3,3,12,0,ok,69783,336908,336908,0,105984,102424,0.177,
case_052,5,band_w4_k4,4,4,0,ok,48635,917940,917940,0,85248,58626,0.203,
case_052,5,band_w8_k4,4,8,0,ok,51723,507480,507480,0,89856,67082,0.179,
case_052,5,band_w12_k4,4,12,0,ok,49020,425492,425492,0,101376,53260,0.207,
case_052,5,band_w4_k5,5,4,0,ok,47791,1278420,1278420,0,59904,30722,0.218,
case_052,5,band_w8_k5,5,8,0,ok,41457,599624,599624,0,59904,54792,0.177,
case_052,5,band_w12_k5,5,12,0,ok,47276,517132,517132,0,96768,102418,0.178,
case_053,5,band_w4_k2,2,4,0,ok,748722,3427310,3427310,0,258448,92676,3.901,
case_053,5,band_w8_k2,2,8,0,ok,731721,3251338,3251338,0,354592,101158,3.701,
case_053,5,band_w12_k2,2,12,0,ok,735308,3172404,3172404,0,494336,123028,3.798,
case_053,5,band_w4_k3,3,4,0,ok,533122,5828916,5828916,0,196256,77988,3.815,
case_053,5,band_w8_k3,3,8,0,ok,518285,5687408,5687408,0,305152,114002,3.609,
case_053,5,band_w12_k3,3,12,0,ok,519587,5141434,5141434,0,439168,106196,3.665,
case_053,5,band_w4_k4,4,4,0,ok,458448,8352358,8352358,0,188672,64644,3.898,
case_053,5,band_w8_k4,4,8,0,ok,443420,7881506,7881506,0,273184,111874,3.486,
case_053,5,band_w12_k4,4,12,0,ok,437275,7017212,7017212,0,420224,96932,3.552,
case_053,5,band_w4_k5,5,4,0,ok,398635,11582098,11582098,0,162576,46212,4.031,
case_053,5,band_w8_k5,5,8,0,ok,390387,9218292,9218292,0,272896,111060,3.34,
case_053,5,band_w12_k5,5,12,0,duplicate,,,,,,,0.071,
case_054,5,band_w4_k2,2,4,0,ok,456868,1952892,1952892,0,155648,107654,5.807,
case_054,5,band_w8_k2,2,8,0,ok,474338,2100070,1819744,280326,105728,130722,5.766,
case_054,5,band_w12_k2,2,12,0,ok,467117,2239218,1954278,284940,117760,130948,5.697,
case_054,5,band_w4_k3,3,4,0,ok,343288,4102098,4102098,0,118336,91524,5.882,
case_054,5,band_w8_k3,3,8,0,ok,366693,2952700,2812790,139910,102080,130994,5.391,
case_054,5,band_w12_k3,3,12,0,ok,356201,2983668,2818476,165192,116544,130498,5.489,
case_054,5,band_w4_k4,4,4,0,ok,288601,4469316,4469316,0,131072,68612,5.57,
case_054,5,band_w8_k4,4,8,0,ok,317557,3204232,3143368,60864,101632,130786,5.154,
case_054,5,band_w12_k4,4,12,0,ok,305366,3407602,3303918,103684,114176,130322,5.078,
case_054,5,band_w4_k5,5,4,0,ok,260456,6078860,6078860,0,109824,63876,5.915,
case_054,5,band_w8_k5,5,8,0,ok,285188,3856868,3793924,62944,100096,130482,5.584,
case_054,5,band_w12_k5,5,12,0,ok,284131,3961402,3861558,99844,114176,130994,5.423,
case_055,5,band_w4_k2,2,4,0,ok,67224,730620,717564,13056,128512,128582,0.232,
case_055,5,band_w8_k2,2,8,0,ok,60919,407128,300628,106500,93184,128016,0.195,
case_055,5,band_w12_k2,2,12,0,ok,60976,355880,355880,0,65536,118800,0.199,
case_055,5,band_w4_k3,3,4,0,ok,46515,1104000,1071232,32768,102912,129684,0.25,
case_055,5,band_w8_k3,3,8,0,ok,44551,628876,522376,106500,68608,128016,0.206,
case_055,5,band_w12_k3,3,12,0,ok,42897,473160,473160,0,64000,108556,0.208,
case_055,5,band_w4_k4,4,4,0,ok,41716,1291920,1291920,0,78336,115214,0.262,
case_055,5,band_w8_k4,4,8,0,ok,30952,514712,514712,0,82432,82950,0.218,
case_055,5,band_w12_k4,4,12,0,ok,32954,571468,571468,0,47616,90124,0.211,
case_055,5,band_w4_k5,5,4,0,ok,40582,1516492,1516492,0,78336,49664,0.267,
case_055,5,band_w8_k5,5,8,0,ok,29649,703144,703144,0,57344,108554,0.203,
case_055,5,band_w12_k5,5,12,0,ok,26682,601664,601664,0,47616,61448,0.206,
case_056,5,band_w4_k2,2,4,0,ok,176926,1538318,1538318,0,84992,111204,2.183,
case_056,5,band_w8_k2,2,8,0,ok,185390,946946,946946,0,83456,123460,2.042,
case_056,5,band_w12_k2,2,12,0,ok,170279,822250,822250,0,84736,120710,1.947,
case_056,5,band_w4_k3,3,4,0,ok,135701,2032140,2032140,0,62464,91524,2.003,
case_056,5,band_w8_k3,3,8,0,ok,148271,1366640,1366640,0,62464,116706,1.851,
case_056,5,band_w12_k3,3,12,0,ok,135029,1231268,1231268,0,62464,113572,1.91,
case_056,5,band_w4_k4,4,4,0,ok,126333,2910138,2910138,0,50176,79844,2.191,
case_056,5,band_w8_k4,4,8,0,ok,137024,1640410,1640410,0,52736,116386,1.787,
case_056,5,band_w12_k4,4,12,0,ok,121190,1507078,1507078,0,54784,112484,1.806,
case_056,5,band_w4_k5,5,4,0,ok,122679,3468836,3468836,0,46592,75524,2.389,
case_056,5,band_w8_k5,5,8,0,ok,130164,1839172,1839172,0,49152,116226,1.992,
case_056,5,band_w12_k5,5,12,0,ok,115720,1649260,1649260,0,54784,112484,1.701,
case_057,5,band_w4_k2,2,4,0,ok,32998,300224,300224,0,21632,129034,0.164,
case_057,5,band_w8_k2,2,8,0,ok,32922,280404,280404,0,19968,107534,0.181,
case_057,5,band_w12_k2,2,12,0,ok,33213,233248,233248,0,17280,129044,0.161,
case_057,5,band_w4_k3,3,4,0,ok,27326,615048,615048,0,14720,102408,0.157,
case_057,5,band_w8_k3,3,8,0,ok,22930,243556,243556,0,17280,86026,0.15,
case_057,5,band_w12_k3,3,12,0,ok,23774,401184,401184,0,17920,102416,0.17,
case_057,5,band_w4_k4,4,4,0,ok,23226,522508,522508,0,16768,77830,0.156,
case_057,5,band_w8_k4,4,8,0,ok,20258,280428,280428,0,18304,65544,0.146,
case_057,5,band_w12_k4,4,12,0,ok,19820,392992,392992,0,17920,77836,0.14,
case_057,5,band_w4_k5,5,4,0,ok,22071,571564,571564,0,12672,54276,0.158,
case_057,5,band_w8_k5,5,8,0,ok,21378,242304,242304,0,15744,53252,0.133,
case_057,5,band_w12_k5,5,12,0,ok,20029,471840,471840,0,17920,53256,0.142,
case_058,5,band_w4_k2,2,4,0,ok,2379772,35553280,4378624,31174656,524288,0,6.38,
case_058,5,band_w8_k2,2,8,0,ok,2271316,33431552,6623232,26808320,524288,0,7.47,
case_058,5,band_w12_k2,2,12,0,duplicate,,,,,,,0.076,
case_058,5,band_w4_k3,3,4,0,ok,1579098,19365888,13369344,5996544,524288,0,4.677,
case_058,5,band_w8_k3,3,8,0,ok,1554831,30400512,9191424,21209088,524288,0,5.843,
case_058,5,band_w12_k3,3,12,0,duplicate,,,,,,,0.075,
case_058,5,band_w4_k4,4,4,0,ok,1207454,18907136,6868992,12038144,524288,0,4.891,
case_058,5,band_w8_k4,4,8,0,ok,1154519,42622976,19869696,22753280,524288,0,6.038,
case_058,5,band_w12_k4,4,12,0,duplicate,,,,,,,0.074,
case_058,5,band_w4_k5,5,4,0,ok,977119,30605312,25067520,5537792,524288,0,4.897,
case_058,5,band_w8_k5,5,8,0,duplicate,,,,,,,0.081,
case_058,5,band_w12_k5,5,12,0,duplicate,,,,,,,0.092,
case_059,5,band_w4_k2,2,4,0,ok,451313,9060352,4784128,4276224,524288,0,0.857,
case_059,5,band_w8_k2,2,8,0,ok,428314,6799360,3801088,2998272,524288,0,0.769,
case_059,5,band_w12_k2,2,12,0,ok,412106,4915200,2818048,2097152,524288,0,0.647,
case_059,5,band_w4_k3,3,4,0,ok,319500,9072640,6746112,2326528,524288,0,0.771,
case_059,5,band_w8_k3,3,8,0,ok,302320,8863744,7086080,1777664,524288,0,0.813,
case_059,5,band_w12_k3,3,12,0,ok,284114,7094272,5832704,1261568,524288,0,0.759,
case_059,5,band_w4_k4,4,4,0,ok,247665,7815168,7569408,245760,524288,0,0.711,
case_059,5,band_w8_k4,4,8,0,ok,229945,6127616,6127616,0,481280,0,0.661,
case_059,5,band_w12_k4,4,12,0,ok,214722,4685824,4685824,0,415744,0,0.604,
case_059,5,band_w4_k5,5,4,0,ok,230939,12173312,11886592,286720,524288,0,0.915,
case_059,5,band_w8_k5,5,8,0,ok,208192,10207232,10207232,0,458752,0,0.776,
case_059,5,band_w12_k5,5,12,0,ok,176789,6627328,6627328,0,450560,0,0.679,
case_060,5,band_w4_k2,2,4,0,ok,471644,7283856,5385308,1898548,523264,131072,1.445,
case_060,5,band_w8_k2,2,8,0,ok,456993,4968856,2498844,2470012,524288,126986,1.319,
case_060,5,band_w12_k2,2,12,0,ok,466065,5008716,2345232,2663484,524288,131072,1.245,
case_060,5,band_w4_k3,3,4,0,ok,341230,6507660,5589612,918048,523776,131072,1.186,
case_060,5,band_w8_k3,3,8,0,ok,310619,5723688,4481516,1242172,524288,126980,1.253,
case_060,5,band_w12_k3,3,12,0,ok,333874,5692844,3705232,1987612,524288,126996,1.149,
case_060,5,band_w4_k4,4,4,0,ok,287441,9854264,9411872,442392,462848,131072,1.399,
case_060,5,band_w8_k4,4,8,0,ok,247623,6748724,6056452,692272,524288,126984,1.217,
case_060,5,band_w12_k4,4,12,0,ok,252264,6513200,5327408,1185792,524288,126988,1.179,
case_060,5,band_w4_k5,5,4,0,ok,255720,9561384,9380640,180744,124288,126978,1.414,
case_060,5,band_w8_k5,5,8,0,ok,202888,5724840,5311076,413764,155648,129028,1.189,
case_060,5,band_w12_k5,5,12,0,ok,210003,6975928,6193584,782344,448512,126986,1.339,
case_061,5,band_w4_k2,2,4,0,ok,47105,253592,253592,0,63744,43088,0.23,
case_061,5,band_w8_k2,2,8,0,ok,47990,98124,98124,0,54784,55322,0.195,
case_061,5,band_w12_k2,2,12,0,ok,48105,74500,74500,0,48896,60454,0.173,
case_061,5,band_w4_k3,3,4,0,ok,34912,390192,390192,0,57728,17410,0.228,
case_061,5,band_w8_k3,3,8,0,ok,38148,148320,148320,0,46848,52244,0.205,
case_061,5,band_w12_k3,3,12,0,ok,30177,136192,136192,0,51456,56358,0.186,
case_061,5,band_w4_k4,4,4,0,ok,28908,442272,442272,0,49792,22594,0.231,
case_061,5,band_w8_k4,4,8,0,ok,27960,184164,184164,0,44544,48146,0.213,
case_061,5,band_w12_k4,4,12,0,ok,28039,190216,190216,0,44544,43032,0.193,
case_061,5,band_w4_k5,5,4,0,ok,26503,505096,505096,0,42496,25612,0.231,
case_061,5,band_w8_k5,5,8,0,ok,28606,211080,211080,0,44544,52242,0.18,
case_061,5,band_w12_k5,5,12,0,ok,22043,207616,207616,0,44544,20492,0.178,
case_062,5,band_w4_k2,2,4,0,ok,1736588,21614592,3586560,18028032,523776,130560,10.968,
case_062,5,band_w8_k2,2,8,0,ok,1481164,6226944,3385344,2841600,12288,130560,8.182,
case_062,5,band_w12_k2,2,12,0,ok,1430904,227328,227328,0,12288,64512,6.895,
case_062,5,band_w4_k3,3,4,0,ok,1248490,20645376,4692480,15952896,523776,130560,8.835,
case_062,5,band_w8_k3,3,8,0,ok,1004062,5991936,4514304,1477632,7680,130560,7.103,
case_062,5,band_w12_k3,3,12,0,ok,955129,299520,299520,0,7680,43008,5.69,
case_062,5,band_w4_k4,4,4,0,ok,982709,19663872,5368320,14295552,523776,130560,7.855,
case_062,5,band_w8_k4,4,8,0,ok,764060,5740032,5073408,666624,7680,130560,6.237,
case_062,5,band_w12_k4,4,12,0,ok,717090,339456,339456,0,7680,33792,5.031,
case_062,5,band_w4_k5,5,4,0,ok,835824,18633216,5586432,13046784,523776,130560,6.931,
case_062,5,band_w8_k5,5,8,0,ok,619175,5532672,5403648,129024,12288,130560,5.887,
case_062,5,band_w12_k5,5,12,0,ok,578617,360960,360960,0,7680,29184,5.047,
case_063,5,band_w4_k2,2,4,0,ok,630995,6809088,1351680,5457408,523776,130560,3.129,
case_063,5,band_w8_k2,2,8,0,ok,553362,2019840,1279488,740352,7680,130560,2.448,
case_063,5,band_w12_k2,2,12,0,ok,537090,99840,99840,0,7680,36864,1.903,
case_063,5,band_w4_k3,3,4,0,ok,438576,5795328,1721856,4073472,523776,130560,2.586,
case_063,5,band_w8_k3,3,8,0,ok,372667,1778688,1701888,76800,12288,130560,2.289,
case_063,5,band_w12_k3,3,12,0,ok,358781,130560,130560,0,7680,19968,1.852,
case_063,5,band_w4_k4,4,4,0,ok,316019,5174784,2027520,3147264,523776,130560,2.15,
case_063,5,band_w8_k4,4,8,0,ok,283021,1918464,1918464,0,7680,104448,1.558,
case_063,5,band_w12_k4,4,12,0,ok,274106,142848,142848,0,7680,16896,1.3,
case_063,5,band_w4_k5,5,4,0,ok,251494,4434432,2068992,2365440,523776,130560,1.723,
case_063,5,band_w8_k5,5,8,0,ok,229190,2041344,2041344,0,7680,86016,1.509,
case_063,5,band_w12_k5,5,12,0,ok,221945,148992,148992,0,7680,15360,1.251,
case_065,5,band_w4_k2,2,4,0,ok,27140,303948,303948,0,50688,61852,0.129,
case_065,5,band_w8_k2,2,8,0,ok,31594,134316,134316,0,44032,65612,0.109,
case_065,5,band_w12_k2,2,12,0,ok,28478,77464,77464,0,36864,90132,0.101,
case_065,5,band_w4_k3,3,4,0,ok,20138,444840,444840,0,41472,34820,0.136,
case_065,5,band_w8_k3,3,8,0,ok,18299,167228,167228,0,39680,34824,0.106,
case_065,5,band_w12_k3,3,12,0,ok,19016,147764,147764,0,36864,36936,0.102,
case_065,5,band_w4_k4,4,4,0,ok,18209,514992,514992,0,41472,33028,0.136,
case_065,5,band_w8_k4,4,8,0,ok,15421,218440,218440,0,36864,36932,0.115,
case_065,5,band_w12_k4,4,12,0,ok,15673,151352,151352,0,36864,45064,0.113,
case_065,5,band_w4_k5,5,4,0,ok,16344,460484,460484,0,36864,34834,0.135,
case_065,5,band_w8_k5,5,8,0,ok,13383,254572,254572,0,34048,57418,0.109,
case_065,5,band_w12_k5,5,12,0,ok,11645,175696,175696,0,32256,36872,0.102,
case_066,5,band_w4_k2,2,4,0,ok,203845,1434248,1434248,0,126000,83590,1.456,
case_066,5,band_w8_k2,2,8,0,ok,206692,971784,971784,0,122928,97814,1.235,
case_066,5,band_w12_k2,2,12,0,ok,215015,931084,931084,0,95232,101446,1.218,
case_066,5,band_w4_k3,3,4,0,ok,164718,2120094,2120094,0,96032,55286,1.501,
case_066,5,band_w8_k3,3,8,0,ok,160661,1741206,1741206,0,90352,97860,1.398,
case_066,5,band_w12_k3,3,12,0,ok,175217,1692544,1692544,0,95232,79652,1.493,
case_066,5,band_w4_k4,4,4,0,ok,140628,2733772,2733772,0,98496,56854,1.881,
case_066,5,band_w8_k4,4,8,0,ok,136134,1937724,1937724,0,81920,96068,1.506,
case_066,5,band_w12_k4,4,12,0,ok,161066,1871190,1871190,0,86016,78150,1.271,
case_066,5,band_w4_k5,5,4,0,ok,135199,3336914,3336914,0,79616,56006,1.641,
case_066,5,band_w8_k5,5,8,0,ok,130900,2387336,2387336,0,71968,96292,1.262,
case_066,5,band_w12_k5,5,12,0,ok,151324,2237376,2237376,0,77824,73602,1.155,
case_067,5,band_w4_k2,2,4,0,ok,32052517,144149888,3721600,140428288,524288,0,2.552,
case_067,5,band_w8_k2,2,8,0,ok,33177893,208615808,3721600,204894208,524288,0,2.283,
case_067,5,band_w12_k2,2,12,0,ok,33030652,204951936,3721600,201230336,524032,0,2.136,
case_067,5,band_w4_k3,3,4,0,ok,22532481,140141312,7443200,132698112,510208,0,2.178,
case_067,5,band_w8_k3,3,8,0,ok,23393537,206138112,7443200,198694912,512512,0,2.025,
case_067,5,band_w12_k3,3,12,0,ok,23366782,203997952,7443200,196554752,516992,0,1.914,
case_067,5,band_w4_k4,4,4,0,ok,17443433,138147968,11164800,126983168,510208,0,1.983,
case_067,5,band_w8_k4,4,8,0,ok,18306160,204938368,11164800,193773568,512512,0,1.964,
case_067,5,band_w12_k4,4,12,0,ok,18306178,203781248,11164800,192616448,516992,0,2.253,
case_067,5,band_w4_k5,5,4,0,ok,14661412,137203200,14886400,122316800,510208,0,2.395,
case_067,5,band_w8_k5,5,8,0,ok,15646380,204262912,14886400,189376512,511360,0,1.939,
case_067,5,band_w12_k5,5,12,0,ok,15655092,203826688,14886400,188940288,511360,0,1.661,
case_068,5,band_w4_k2,2,4,0,ok,221789,1879312,1855886,23426,86016,130574,1.261,
case_068,5,band_w8_k2,2,8,0,ok,224814,1493164,1468714,24450,82944,127502,1.213,
case_068,5,band_w12_k2,2,12,0,ok,227209,1226966,1194454,32512,82944,130578,1.169,
case_068,5,band_w4_k3,3,4,0,ok,181796,2971528,2971528,0,83328,93766,1.22,
case_068,5,band_w8_k3,3,8,0,ok,188036,2382878,2382878,0,76800,82502,1.143,
case_068,5,band_w12_k3,3,12,0,ok,188691,2193288,2182276,11012,76800,130258,1.118,
case_068,5,band_w4_k4,4,4,0,ok,167256,3466250,3466250,0,79104,70600,1.295,
case_068,5,band_w8_k4,4,8,0,ok,169449,2674714,2674714,0,51712,78026,1.127,
case_068,5,band_w12_k4,4,12,0,ok,167468,2441390,2441390,0,51712,115466,1.112,
case_068,5,band_w4_k5,5,4,0,ok,161866,3486732,3486732,0,66432,57540,1.281,
case_068,5,band_w8_k5,5,8,0,ok,169607,2863980,2863980,0,46080,67462,1.119,
case_068,5,band_w12_k5,5,12,0,ok,162739,2496248,2496248,0,51712,74506,1.09,
case_069,5,band_w4_k2,2,4,0,ok,17818,175524,175524,0,43392,48324,0.137,
case_069,5,band_w8_k2,2,8,0,ok,17351,151076,151076,0,40704,64356,0.132,
case_069,5,band_w12_k2,2,12,0,ok,17995,143010,143010,0,43392,41220,0.129,
case_069,5,band_w4_k3,3,4,0,ok,17099,392100,392100,0,44160,39812,0.193,
case_069,5,band_w8_k3,3,8,0,ok,16050,293670,293670,0,38400,63092,0.147,
case_069,5,band_w12_k3,3,12,0,ok,15715,286660,286660,0,39552,37124,0.158,
case_069,5,band_w4_k4,4,4,0,ok,15263,350440,350440,0,43776,30596,0.163,
case_069,5,band_w8_k4,4,8,0,ok,15984,299112,299112,0,36096,62948,0.152,
case_069,5,band_w12_k4,4,12,0,ok,14587,290182,290182,0,38784,28676,0.136,
case_069,5,band_w4_k5,5,4,0,ok,17267,500138,500138,0,38400,24676,0.179,
case_069,5,band_w8_k5,5,8,0,ok,17036,359818,359818,0,34944,61828,0.156,
case_069,5,band_w12_k5,5,12,0,ok,15263,350600,350600,0,35712,24580,0.148,
case_070,5,band_w4_k2,2,4,0,ok,58528,496880,496880,0,112896,59392,0.195,
case_070,5,band_w8_k2,2,8,0,ok,68338,170784,170784,0,134144,21028,0.165,
case_070,5,band_w12_k2,2,12,0,ok,60305,132608,132608,0,129024,40966,0.158,
case_070,5,band_w4_k3,3,4,0,ok,44915,623020,623020,0,69632,58118,0.199,
case_070,5,band_w8_k3,3,8,0,ok,49707,278632,278632,0,116736,19978,0.171,
case_070,5,band_w12_k3,3,12,0,ok,42239,373256,373256,0,116224,25622,0.165,
case_070,5,band_w4_k4,4,4,0,ok,33350,811200,811200,0,67584,31744,0.201,
case_070,5,band_w8_k4,4,8,0,ok,35920,399700,399700,0,116736,19468,0.165,
case_070,5,band_w12_k4,4,12,0,ok,33833,468504,468504,0,116224,23308,0.182,
case_070,5,band_w4_k5,5,4,0,ok,30387,914140,914140,0,67584,38912,0.21,
case_070,5,band_w8_k5,5,8,0,ok,34468,532300,532300,0,98304,22598,0.168,
case_070,5,band_w12_k5,5,12,0,ok,30486,578572,578572,0,101888,14336,0.181,
case_071,5,band_w4_k2,2,4,0,ok,14173,109572,109572,0,36096,30276,0.103,
case_071,5,band_w8_k2,2,8,0,ok,13947,140100,140100,0,35328,43380,0.106,
