case,cores,strategy,component_rank,cut_level,source_core,target_core,status,makespan_cycles,added_copy_bytes,spill_added_copy_bytes,peak_l1_bytes,peak_ub_bytes,wall_seconds,error
case_094,5,component0_cut4_to4,0,4,0,4,ok,25530,268416,0,80640,40960,0.099,
case_094,5,component0_cut5_to1,0,5,0,1,ok,25530,268416,0,80640,40960,0.091,
case_094,5,component0_cut5_to2,0,5,0,2,ok,25530,268416,0,80640,40960,0.099,
case_094,5,component0_cut5_to3,0,5,0,3,ok,25531,268416,0,80640,40960,0.087,
case_094,5,component0_cut5_to4,0,5,0,4,ok,25530,268416,0,80640,40960,0.1,
case_094,5,component0_cut6_to1,0,6,0,1,ok,25530,259392,0,80640,40960,0.087,
case_094,5,component0_cut6_to2,0,6,0,2,ok,25530,259392,0,80640,40960,0.087,
case_094,5,component0_cut6_to3,0,6,0,3,ok,25531,259392,0,80640,40960,0.09,
case_094,5,component0_cut6_to4,0,6,0,4,ok,25530,259392,0,80640,40960,0.105,
case_094,5,component1_cut2_to0,1,2,1,0,ok,25530,296064,0,80640,40960,0.091,
case_094,5,component1_cut2_to2,1,2,1,2,ok,25530,296064,0,80640,40960,0.106,
case_094,5,component1_cut2_to3,1,2,1,3,ok,25811,296064,0,80640,40960,0.091,
case_094,5,component1_cut2_to4,1,2,1,4,ok,25530,296064,0,80640,40960,0.097,
case_094,5,component1_cut3_to0,1,3,1,0,ok,25530,277632,0,80640,40960,0.102,
case_094,5,component1_cut3_to2,1,3,1,2,ok,25530,277632,0,80640,40960,0.096,
case_094,5,component1_cut3_to3,1,3,1,3,ok,25643,277632,0,80640,40960,0.092,
case_094,5,component1_cut3_to4,1,3,1,4,ok,25530,277632,0,80640,40960,0.092,
case_094,5,component1_cut4_to0,1,4,1,0,ok,25530,268416,0,80640,40960,0.084,
case_094,5,component1_cut4_to2,1,4,1,2,ok,25530,268416,0,80640,40960,0.096,
case_094,5,component1_cut4_to3,1,4,1,3,ok,25559,268416,0,80640,40960,0.095,
case_094,5,component1_cut4_to4,1,4,1,4,ok,25530,268416,0,80640,40960,0.089,
case_094,5,component1_cut5_to0,1,5,1,0,ok,25530,268416,0,80640,40960,0.081,
case_094,5,component1_cut5_to2,1,5,1,2,ok,25530,268416,0,80640,40960,0.091,
case_094,5,component1_cut5_to3,1,5,1,3,ok,25531,268416,0,80640,40960,0.089,
case_094,5,component1_cut5_to4,1,5,1,4,ok,25530,268416,0,80640,40960,0.084,
case_094,5,component1_cut6_to0,1,6,1,0,ok,25530,259392,0,80640,40960,0.089,
case_094,5,component1_cut6_to2,1,6,1,2,ok,25530,259392,0,80640,40960,0.092,
case_094,5,component1_cut6_to3,1,6,1,3,ok,25531,259392,0,80640,40960,0.084,
case_094,5,component1_cut6_to4,1,6,1,4,ok,25530,259392,0,80640,40960,0.086,
case_026,5,component0_cut10_to1,0,10,0,1,ok,44773,375560,0,163840,57344,0.087,
case_026,5,component0_cut10_to2,0,10,0,2,ok,44773,375560,0,163840,57344,0.09,
case_026,5,component0_cut10_to3,0,10,0,3,ok,44773,375560,0,163840,57344,0.085,
case_026,5,component0_cut10_to4,0,10,0,4,ok,44773,375560,0,163840,57344,0.085,
case_026,5,component0_cut16_to1,0,16,0,1,ok,42791,703200,0,163840,57344,0.084,
case_026,5,component0_cut16_to2,0,16,0,2,ok,42791,703200,0,163840,57344,0.083,
case_026,5,component0_cut16_to3,0,16,0,3,ok,42791,703200,0,163840,57344,0.089,
case_026,5,component0_cut16_to4,0,16,0,4,ok,42791,703200,0,163840,57344,0.104,
case_026,5,component0_cut20_to1,0,20,0,1,ok,44878,375528,0,163840,57344,0.087,
case_026,5,component0_cut20_to2,0,20,0,2,ok,44878,375528,0,163840,57344,0.089,
case_026,5,component0_cut20_to3,0,20,0,3,ok,44878,375528,0,163840,57344,0.116,
case_026,5,component0_cut20_to4,0,20,0,4,ok,44878,375528,0,163840,57344,0.091,
case_026,5,component0_cut23_to1,0,23,0,1,ok,42791,703200,0,163840,57344,0.089,
case_026,5,component0_cut23_to2,0,23,0,2,ok,42791,703200,0,163840,57344,0.088,
case_026,5,component0_cut23_to3,0,23,0,3,ok,42791,703200,0,163840,57344,0.088,
case_026,5,component0_cut23_to4,0,23,0,4,ok,42791,703200,0,163840,57344,0.092,
case_026,5,component0_cut29_to1,0,29,0,1,ok,43047,539360,0,163840,57344,0.086,
case_026,5,component0_cut29_to2,0,29,0,2,ok,43047,539360,0,163840,57344,0.085,
case_026,5,component0_cut29_to3,0,29,0,3,ok,43047,539360,0,163840,57344,0.09,
case_026,5,component0_cut29_to4,0,29,0,4,ok,43047,539360,0,163840,57344,0.088,
case_026,5,component1_cut4_to0,1,4,1,0,ok,46691,230112,0,163840,57344,0.084,
case_026,5,component1_cut4_to2,1,4,1,2,ok,44512,205536,0,163840,57344,0.082,
case_026,5,component1_cut4_to3,1,4,1,3,ok,44634,205536,0,163840,57344,0.08,
case_026,5,component1_cut4_to4,1,4,1,4,ok,44512,230112,0,163840,57344,0.086,
case_026,5,component1_cut7_to0,1,7,1,0,ok,44906,216032,0,163840,57344,0.08,
case_026,5,component1_cut7_to2,1,7,1,2,ok,44786,216032,0,163840,57344,0.085,
case_026,5,component1_cut7_to3,1,7,1,3,ok,44803,216032,0,163840,57344,0.086,
case_026,5,component1_cut7_to4,1,7,1,4,ok,44786,216032,0,163840,57344,0.083,
case_026,5,component1_cut8_to0,1,8,1,0,ok,44923,213732,0,163840,57344,0.082,
case_026,5,component1_cut8_to2,1,8,1,2,ok,44817,213732,0,163840,57344,0.089,
case_026,5,component1_cut8_to3,1,8,1,3,ok,44836,213732,0,163840,57344,0.084,
case_026,5,component1_cut8_to4,1,8,1,4,ok,44817,213732,0,163840,57344,0.086,
case_026,5,component1_cut10_to0,1,10,1,0,ok,44745,211688,0,163840,57344,0.082,
case_026,5,component1_cut10_to2,1,10,1,2,ok,44680,211688,0,163840,57344,0.086,
case_026,5,component1_cut10_to3,1,10,1,3,ok,44682,211688,0,163840,57344,0.086,
case_026,5,component1_cut10_to4,1,10,1,4,ok,44680,211688,0,163840,57344,0.086,
case_026,5,component1_cut12_to0,1,12,1,0,ok,44718,211684,0,163840,57344,0.086,
case_026,5,component1_cut12_to2,1,12,1,2,ok,44679,211684,0,163840,57344,0.09,
case_026,5,component1_cut12_to3,1,12,1,3,ok,44680,211684,0,163840,57344,0.082,
case_026,5,component1_cut12_to4,1,12,1,4,ok,44679,211684,0,163840,57344,0.096,
case_040,5,component0_cut13_to1,0,13,0,1,ok,174719,754192,0,245760,90112,0.446,
case_040,5,component0_cut13_to2,0,13,0,2,ok,110337,754192,0,245760,90112,0.506,
case_040,5,component0_cut13_to3,0,13,0,3,ok,110337,754192,0,245760,90112,0.476,
case_040,5,component0_cut13_to4,0,13,0,4,ok,110337,754192,0,245760,90112,0.483,
case_040,5,component0_cut20_to1,0,20,0,1,ok,155829,295456,0,245760,90112,0.434,
case_040,5,component0_cut20_to2,0,20,0,2,ok,110337,295456,0,245760,90112,0.488,
case_040,5,component0_cut20_to3,0,20,0,3,ok,110337,295456,0,245760,90112,0.471,
case_040,5,component0_cut20_to4,0,20,0,4,ok,110337,295456,0,245760,90112,0.507,
case_040,5,component0_cut25_to1,0,25,0,1,ok,152012,754184,0,245760,90112,0.44,
case_040,5,component0_cut25_to2,0,25,0,2,ok,110337,754184,0,245760,90112,0.471,
case_040,5,component0_cut25_to3,0,25,0,3,ok,110337,754184,0,245760,90112,0.482,
case_040,5,component0_cut25_to4,0,25,0,4,ok,110337,754184,0,245760,90112,0.472,
case_040,5,component0_cut30_to1,0,30,0,1,ok,133252,295488,0,245760,90112,0.44,
case_040,5,component0_cut30_to2,0,30,0,2,ok,110337,295488,0,245760,90112,0.457,
case_040,5,component0_cut30_to3,0,30,0,3,ok,110337,295488,0,245760,90112,0.488,
case_040,5,component0_cut30_to4,0,30,0,4,ok,110337,295488,0,245760,90112,0.477,
case_040,5,component0_cut37_to1,0,37,0,1,ok,129305,524800,0,245760,90112,0.401,
case_040,5,component0_cut37_to2,0,37,0,2,ok,110337,524800,0,245760,90112,0.453,
case_040,5,component0_cut37_to3,0,37,0,3,ok,110337,524800,0,245760,90112,0.465,
case_040,5,component0_cut37_to4,0,37,0,4,ok,110337,524800,0,245760,90112,0.463,
case_040,5,component1_cut58_to0,1,58,1,0,ok,175018,152388,0,245760,90112,0.479,
case_040,5,component1_cut58_to2,1,58,1,2,ok,110320,152388,0,245760,90112,0.515,
case_040,5,component1_cut58_to3,1,58,1,3,ok,110320,152388,0,245760,90112,0.465,
case_040,5,component1_cut58_to4,1,58,1,4,ok,110320,152388,0,245760,90112,0.47,
case_040,5,component1_cut92_to0,1,92,1,0,ok,160807,99332,0,245760,90112,0.449,
case_040,5,component1_cut92_to2,1,92,1,2,ok,110638,99332,0,245760,90112,0.426,
case_040,5,component1_cut92_to3,1,92,1,3,ok,110638,99332,0,245760,90112,0.449,
case_040,5,component1_cut92_to4,1,92,1,4,ok,110638,99332,0,245760,90112,0.439,
case_040,5,component1_cut115_to0,1,115,1,0,ok,149179,158020,0,245760,90112,0.503,
case_040,5,component1_cut115_to2,1,115,1,2,ok,111404,158020,0,245760,90112,0.461,
case_040,5,component1_cut115_to3,1,115,1,3,ok,111404,158020,0,245760,90112,0.468,
case_040,5,component1_cut115_to4,1,115,1,4,ok,111404,158020,0,245760,90112,0.427,
case_040,5,component1_cut138_to0,1,138,1,0,ok,138836,112132,0,245760,90112,0.461,
case_040,5,component1_cut138_to2,1,138,1,2,ok,110516,112132,0,245760,90112,0.411,
case_040,5,component1_cut138_to3,1,138,1,3,ok,110516,112132,0,245760,90112,0.457,
case_040,5,component1_cut138_to4,1,138,1,4,ok,110516,112132,0,245760,90112,0.481,
case_040,5,component1_cut172_to0,1,172,1,0,ok,123871,97348,0,245760,90112,0.45,
case_040,5,component1_cut172_to2,1,172,1,2,ok,110373,97348,0,245760,90112,0.446,
case_040,5,component1_cut172_to3,1,172,1,3,ok,110373,97348,0,245760,90112,0.427,
case_040,5,component1_cut172_to4,1,172,1,4,ok,110373,97348,0,245760,90112,0.423,
case_046,5,component0_cut32_to1,0,32,0,1,ok,148486,5027136,1272768,524288,0,0.132,
case_046,5,component0_cut32_to2,0,32,0,2,ok,148486,5027136,1272768,524288,0,0.135,
case_046,5,component0_cut32_to3,0,32,0,3,ok,125910,5027424,1273056,524288,0,0.138,
case_046,5,component0_cut32_to4,0,32,0,4,ok,125910,5027424,1273056,524288,0,0.134,
case_046,5,component0_cut50_to1,0,50,0,1,ok,142687,4901184,1147840,524288,0,0.129,
case_046,5,component0_cut50_to2,0,50,0,2,ok,142687,4901184,1147840,524288,0,0.134,
case_046,5,component0_cut50_to3,0,50,0,3,ok,125341,4901472,1148128,524288,0,0.165,
case_046,5,component0_cut50_to4,0,50,0,4,ok,125341,4901472,1148128,524288,0,0.152,
case_046,5,component0_cut63_to1,0,63,0,1,ok,136767,4836928,1082560,524288,0,0.148,
case_046,5,component0_cut63_to2,0,63,0,2,ok,136767,4836928,1082560,524288,0,0.134,
case_046,5,component0_cut63_to3,0,63,0,3,ok,124375,4836928,1082560,524288,0,0.134,
case_046,5,component0_cut63_to4,0,63,0,4,ok,124375,4836928,1082560,524288,0,0.162,
case_046,5,component0_cut75_to1,0,75,0,1,ok,137639,4982336,1230016,524288,0,0.14,
case_046,5,component0_cut75_to2,0,75,0,2,ok,137639,4982336,1230016,524288,0,0.157,
case_046,5,component0_cut75_to3,0,75,0,3,ok,127337,4982336,1230016,524288,0,0.146,
case_046,5,component0_cut75_to4,0,75,0,4,ok,127337,4982336,1230016,524288,0,0.14,
case_046,5,component0_cut94_to1,0,94,0,1,ok,137201,5035072,1280704,524288,0,0.132,
case_046,5,component0_cut94_to2,0,94,0,2,ok,137201,5035072,1280704,524288,0,0.143,
case_046,5,component0_cut94_to3,0,94,0,3,ok,131335,5035072,1280704,524288,0,0.144,
case_046,5,component0_cut94_to4,0,94,0,4,ok,131335,5035072,1280704,524288,0,0.135,
case_046,5,component1_cut32_to0,1,32,1,0,ok,148486,5027136,1272768,524288,0,0.136,
case_046,5,component1_cut32_to2,1,32,1,2,ok,148486,5027136,1272768,524288,0,0.135,
case_046,5,component1_cut32_to3,1,32,1,3,ok,125910,5027424,1273056,524288,0,0.132,
case_046,5,component1_cut32_to4,1,32,1,4,ok,125910,5027424,1273056,524288,0,0.136,
case_046,5,component1_cut50_to0,1,50,1,0,ok,142687,4901184,1147840,524288,0,0.147,
case_046,5,component1_cut50_to2,1,50,1,2,ok,142687,4901184,1147840,524288,0,0.139,
case_046,5,component1_cut50_to3,1,50,1,3,ok,125341,4901472,1148128,524288,0,0.139,
case_046,5,component1_cut50_to4,1,50,1,4,ok,125341,4901472,1148128,524288,0,0.132,
case_046,5,component1_cut63_to0,1,63,1,0,ok,136767,4836928,1082560,524288,0,0.134,
case_046,5,component1_cut63_to2,1,63,1,2,ok,136767,4836928,1082560,524288,0,0.136,
case_046,5,component1_cut63_to3,1,63,1,3,ok,124375,4836928,1082560,524288,0,0.138,
case_046,5,component1_cut63_to4,1,63,1,4,ok,124375,4836928,1082560,524288,0,0.173,
case_046,5,component1_cut75_to0,1,75,1,0,ok,137639,4982336,1230016,524288,0,0.145,
case_046,5,component1_cut75_to2,1,75,1,2,ok,137639,4982336,1230016,524288,0,0.139,
case_046,5,component1_cut75_to3,1,75,1,3,ok,127337,4982336,1230016,524288,0,0.13,
case_046,5,component1_cut75_to4,1,75,1,4,ok,127337,4982336,1230016,524288,0,0.14,
case_046,5,component1_cut94_to0,1,94,1,0,ok,137201,5035072,1280704,524288,0,0.146,
case_046,5,component1_cut94_to2,1,94,1,2,ok,137201,5035072,1280704,524288,0,0.144,
case_046,5,component1_cut94_to3,1,94,1,3,ok,131335,5035072,1280704,524288,0,0.138,
case_046,5,component1_cut94_to4,1,94,1,4,ok,131335,5035072,1280704,524288,0,0.142,
case_048,5,component0_cut93_to1,0,93,0,1,ok,221851,45700,0,36608,17540,0.281,
case_048,5,component0_cut93_to2,0,93,0,2,ok,221851,45700,0,36608,17540,0.32,
case_048,5,component0_cut93_to3,0,93,0,3,ok,221851,45700,0,36608,17540,0.264,
case_048,5,component0_cut93_to4,0,93,0,4,ok,221851,45700,0,36608,17540,0.284,
case_048,5,component0_cut148_to1,0,148,0,1,ok,220489,23940,0,36608,17542,0.277,
case_048,5,component0_cut148_to2,0,148,0,2,ok,220489,23940,0,36608,17542,0.251,
case_048,5,component0_cut148_to3,0,148,0,3,ok,220489,23940,0,36608,17542,0.269,
case_048,5,component0_cut148_to4,0,148,0,4,ok,220489,23940,0,36608,17542,0.275,
case_048,5,component0_cut185_to1,0,185,0,1,ok,220957,43652,0,36608,17542,0.306,
case_048,5,component0_cut185_to2,0,185,0,2,ok,220957,43652,0,36608,17542,0.294,
case_048,5,component0_cut185_to3,0,185,0,3,ok,220957,43652,0,36608,17542,0.277,
case_048,5,component0_cut185_to4,0,185,0,4,ok,220957,43652,0,36608,17542,0.264,
case_048,5,component0_cut222_to1,0,222,0,1,ok,221428,43204,0,36608,19762,0.273,
case_048,5,component0_cut222_to2,0,222,0,2,ok,221428,43204,0,36608,19762,0.265,
case_048,5,component0_cut222_to3,0,222,0,3,ok,221428,43204,0,36608,19762,0.262,
case_048,5,component0_cut222_to4,0,222,0,4,ok,221428,43204,0,36608,19762,0.281,
case_048,5,component0_cut277_to1,0,277,0,1,ok,222085,30084,0,36608,17542,0.313,
case_048,5,component0_cut277_to2,0,277,0,2,ok,222085,30084,0,36608,17542,0.262,
case_048,5,component0_cut277_to3,0,277,0,3,ok,222085,30084,0,36608,17542,0.279,
case_048,5,component0_cut277_to4,0,277,0,4,ok,222085,30084,0,36608,17542,0.282,
case_049,5,component0_cut47_to1,0,47,0,1,ok,161296,34180,0,29216,44356,0.728,
case_049,5,component0_cut47_to2,0,47,0,2,ok,161296,34180,0,29216,44356,0.799,
case_049,5,component0_cut47_to3,0,47,0,3,ok,161296,34180,0,29216,44356,0.721,
case_049,5,component0_cut47_to4,0,47,0,4,ok,161296,34180,0,29216,44356,0.715,
case_049,5,component0_cut75_to1,0,75,0,1,ok,161844,33540,0,31360,44356,0.677,
case_049,5,component0_cut75_to2,0,75,0,2,ok,161844,33540,0,31360,44356,0.654,
case_049,5,component0_cut75_to3,0,75,0,3,ok,161844,33540,0,31360,44356,0.62,
case_049,5,component0_cut75_to4,0,75,0,4,ok,161844,33540,0,31360,44356,0.603,
case_049,5,component0_cut94_to1,0,94,0,1,ok,160946,33988,0,31360,42822,0.602,
case_049,5,component0_cut94_to2,0,94,0,2,ok,160946,33988,0,31360,42822,0.624,
case_049,5,component0_cut94_to3,0,94,0,3,ok,160946,33988,0,31360,42822,0.636,
case_049,5,component0_cut94_to4,0,94,0,4,ok,160946,33988,0,31360,42822,0.638,
case_049,5,component0_cut112_to1,0,112,0,1,ok,161847,263748,0,31360,130722,0.655,
case_049,5,component0_cut112_to2,0,112,0,2,ok,161847,263748,0,31360,130722,0.717,
case_049,5,component0_cut112_to3,0,112,0,3,ok,161847,263748,0,31360,130722,0.673,
case_049,5,component0_cut112_to4,0,112,0,4,ok,161847,263748,0,31360,130722,0.676,
case_049,5,component0_cut140_to1,0,140,0,1,ok,160893,32836,0,31360,44358,0.679,
case_049,5,component0_cut140_to2,0,140,0,2,ok,160893,32836,0,31360,44358,0.711,
case_049,5,component0_cut140_to3,0,140,0,3,ok,160893,32836,0,31360,44358,0.688,
case_049,5,component0_cut140_to4,0,140,0,4,ok,160893,32836,0,31360,44358,0.705,
case_049,5,component1_cut11_to0,1,11,1,0,ok,163820,10268,0,31360,44358,0.743,
case_049,5,component1_cut11_to2,1,11,1,2,ok,160260,10268,0,31360,44358,0.725,
case_049,5,component1_cut11_to3,1,11,1,3,ok,160260,10268,0,31360,44358,0.811,
case_049,5,component1_cut11_to4,1,11,1,4,ok,160260,10268,0,31360,44358,0.775,
case_049,5,component1_cut18_to0,1,18,1,0,ok,162681,10272,0,31360,44358,0.777,
case_049,5,component1_cut18_to2,1,18,1,2,ok,160260,10272,0,31360,44358,0.749,
case_049,5,component1_cut18_to3,1,18,1,3,ok,160260,10272,0,31360,44358,0.772,
case_049,5,component1_cut18_to4,1,18,1,4,ok,160260,10272,0,31360,44358,0.774,
case_049,5,component1_cut22_to0,1,22,1,0,ok,162629,10256,0,31360,44358,0.879,
case_049,5,component1_cut22_to2,1,22,1,2,ok,160260,10256,0,31360,44358,0.768,
case_049,5,component1_cut22_to3,1,22,1,3,ok,160260,10256,0,31360,44358,0.734,
case_049,5,component1_cut22_to4,1,22,1,4,ok,160260,10256,0,31360,44358,0.729,
case_049,5,component1_cut26_to0,1,26,1,0,ok,161749,30732,0,31360,44358,0.778,
case_049,5,component1_cut26_to2,1,26,1,2,ok,160260,30732,0,31360,44358,0.778,
case_049,5,component1_cut26_to3,1,26,1,3,ok,160260,30732,0,31360,44358,0.775,
case_049,5,component1_cut26_to4,1,26,1,4,ok,160260,30732,0,31360,44358,0.854,
case_049,5,component1_cut33_to0,1,33,1,0,ok,161438,10244,0,31360,44358,0.819,
case_049,5,component1_cut33_to2,1,33,1,2,ok,160260,10244,0,31360,44358,0.812,
case_049,5,component1_cut33_to3,1,33,1,3,ok,160260,10244,0,31360,44358,0.787,
case_049,5,component1_cut33_to4,1,33,1,4,ok,160260,10244,0,31360,44358,0.862,
case_064,5,component0_cut31_to1,0,31,0,1,ok,19348,12292,0,10272,6500,0.132,
case_064,5,component0_cut31_to2,0,31,0,2,ok,19348,12292,0,10272,6500,0.118,
case_064,5,component0_cut31_to3,0,31,0,3,ok,19348,12292,0,10272,6500,0.116,
case_064,5,component0_cut31_to4,0,31,0,4,ok,19348,12292,0,10272,6500,0.107,
case_064,5,component0_cut50_to1,0,50,0,1,ok,18904,8068,0,10272,5988,0.099,
case_064,5,component0_cut50_to2,0,50,0,2,ok,18904,8068,0,10272,5988,0.1,
case_064,5,component0_cut50_to3,0,50,0,3,ok,18904,8068,0,10272,5988,0.097,
case_064,5,component0_cut50_to4,0,50,0,4,ok,18904,8068,0,10272,5988,0.107,
case_064,5,component0_cut62_to1,0,62,0,1,ok,19470,20612,0,11648,5990,0.11,
case_064,5,component0_cut62_to2,0,62,0,2,ok,19470,20612,0,11648,5990,0.113,
case_064,5,component0_cut62_to3,0,62,0,3,ok,19470,20612,0,11648,5990,0.105,
case_064,5,component0_cut62_to4,0,62,0,4,ok,19470,20612,0,11648,5990,0.107,
case_064,5,component0_cut74_to1,0,74,0,1,ok,19487,8292,0,11648,5990,0.1,
case_064,5,component0_cut74_to2,0,74,0,2,ok,19487,8292,0,11648,5990,0.104,
case_064,5,component0_cut74_to3,0,74,0,3,ok,19487,8292,0,11648,5990,0.119,
case_064,5,component0_cut74_to4,0,74,0,4,ok,19487,8292,0,11648,5990,0.1,
case_064,5,component0_cut93_to1,0,93,0,1,ok,19693,19972,0,11648,5990,0.112,
case_064,5,component0_cut93_to2,0,93,0,2,ok,19693,19972,0,11648,5990,0.102,
case_064,5,component0_cut93_to3,0,93,0,3,ok,19693,19972,0,11648,5990,0.111,
case_064,5,component0_cut93_to4,0,93,0,4,ok,19693,19972,0,11648,5990,0.112,
case_068,5,component0_cut67_to1,0,67,0,1,ok,301689,62524,0,162048,98304,1.007,
case_068,5,component0_cut67_to2,0,67,0,2,ok,301689,62524,0,162048,98304,0.993,
case_068,5,component0_cut67_to3,0,67,0,3,ok,301689,62524,0,162048,98304,0.969,
case_068,5,component0_cut67_to4,0,67,0,4,ok,301689,62524,0,162048,98304,0.939,
case_068,5,component0_cut106_to1,0,106,0,1,ok,299959,95644,0,162048,98304,0.929,
case_068,5,component0_cut106_to2,0,106,0,2,ok,299959,95644,0,162048,98304,0.888,
case_068,5,component0_cut106_to3,0,106,0,3,ok,299959,95644,0,162048,98304,0.877,
case_068,5,component0_cut106_to4,0,106,0,4,ok,299959,95644,0,162048,98304,0.917,
case_068,5,component0_cut133_to1,0,133,0,1,ok,303701,56700,0,162048,98304,0.877,
case_068,5,component0_cut133_to2,0,133,0,2,ok,303701,56700,0,162048,98304,0.874,
case_068,5,component0_cut133_to3,0,133,0,3,ok,303701,56700,0,162048,98304,0.86,
case_068,5,component0_cut133_to4,0,133,0,4,ok,303701,56700,0,162048,98304,0.849,
case_068,5,component0_cut159_to1,0,159,0,1,ok,297970,32668,0,162048,98304,0.885,
case_068,5,component0_cut159_to2,0,159,0,2,ok,297970,32668,0,162048,98304,0.917,
case_068,5,component0_cut159_to3,0,159,0,3,ok,297970,32668,0,162048,98304,0.936,
case_068,5,component0_cut159_to4,0,159,0,4,ok,297970,32668,0,162048,98304,0.877,
case_068,5,component0_cut199_to1,0,199,0,1,ok,304079,71836,0,162048,98304,0.976,
case_068,5,component0_cut199_to2,0,199,0,2,ok,304079,71836,0,162048,98304,0.92,
case_068,5,component0_cut199_to3,0,199,0,3,ok,304079,71836,0,162048,98304,0.957,
case_068,5,component0_cut199_to4,0,199,0,4,ok,304079,71836,0,162048,98304,0.95,
case_068,5,component1_cut11_to0,1,11,1,0,ok,309094,42904,0,162048,81920,1.035,
case_068,5,component1_cut11_to2,1,11,1,2,ok,304702,42904,0,162048,81920,1.106,
case_068,5,component1_cut11_to3,1,11,1,3,ok,304702,42904,0,162048,81920,1.089,
case_068,5,component1_cut11_to4,1,11,1,4,ok,304702,42904,0,162048,81920,1.024,
case_068,5,component1_cut17_to0,1,17,1,0,ok,307924,59288,0,162048,81920,1.043,
case_068,5,component1_cut17_to2,1,17,1,2,ok,304372,59288,0,162048,81920,1.044,
case_068,5,component1_cut17_to3,1,17,1,3,ok,304372,59288,0,162048,81920,1.025,
case_068,5,component1_cut17_to4,1,17,1,4,ok,304372,59288,0,162048,81920,1.083,
case_068,5,component1_cut21_to0,1,21,1,0,ok,306990,59288,0,162048,81920,1.07,
case_068,5,component1_cut21_to2,1,21,1,2,ok,304138,59288,0,162048,81920,1.024,
case_068,5,component1_cut21_to3,1,21,1,3,ok,304138,59288,0,162048,81920,1.043,
case_068,5,component1_cut21_to4,1,21,1,4,ok,304138,59288,0,162048,81920,1.1,
case_068,5,component1_cut25_to0,1,25,1,0,ok,306350,75672,0,162048,81920,1.049,
case_068,5,component1_cut25_to2,1,25,1,2,ok,304058,75672,0,162048,81920,1.038,
case_068,5,component1_cut25_to3,1,25,1,3,ok,304058,75672,0,162048,81920,1.037,
case_068,5,component1_cut25_to4,1,25,1,4,ok,304058,75672,0,162048,81920,1.089,
case_068,5,component1_cut31_to0,1,31,1,0,ok,305090,59288,0,162048,90112,1.013,
case_068,5,component1_cut31_to2,1,31,1,2,ok,304058,59288,0,162048,90112,1.014,
case_068,5,component1_cut31_to3,1,31,1,3,ok,304058,59288,0,162048,90112,1.027,
case_068,5,component1_cut31_to4,1,31,1,4,ok,304058,59288,0,162048,90112,1.006,
case_069,5,component0_cut12_to1,0,12,0,1,ok,24764,169090,0,41088,14594,0.142,
case_069,5,component0_cut12_to2,0,12,0,2,ok,24764,169090,0,41088,14594,0.139,
case_069,5,component0_cut12_to3,0,12,0,3,ok,24764,169090,0,41088,14594,0.133,
case_069,5,component0_cut12_to4,0,12,0,4,ok,24764,169090,0,41088,14594,0.15,
case_069,5,component0_cut19_to1,0,19,0,1,ok,24288,171138,0,41088,77920,0.138,
case_069,5,component0_cut19_to2,0,19,0,2,ok,24288,171138,0,41088,77920,0.152,
case_069,5,component0_cut19_to3,0,19,0,3,ok,24288,171138,0,41088,77920,0.141,
case_069,5,component0_cut19_to4,0,19,0,4,ok,24288,171138,0,41088,77920,0.134,
case_069,5,component0_cut24_to1,0,24,0,1,ok,24198,169090,0,41088,19634,0.135,
case_069,5,component0_cut24_to2,0,24,0,2,ok,24198,169090,0,41088,19634,0.16,
case_069,5,component0_cut24_to3,0,24,0,3,ok,24198,169090,0,41088,19634,0.145,
case_069,5,component0_cut24_to4,0,24,0,4,ok,24198,169090,0,41088,19634,0.143,
case_069,5,component0_cut28_to1,0,28,0,1,ok,24740,39042,0,27648,19730,0.121,
case_069,5,component0_cut28_to2,0,28,0,2,ok,24740,39042,0,27648,19730,0.121,
case_069,5,component0_cut28_to3,0,28,0,3,ok,24740,39042,0,27648,19730,0.123,
case_069,5,component0_cut28_to4,0,28,0,4,ok,24740,39042,0,27648,19730,0.114,
case_069,5,component0_cut35_to1,0,35,0,1,ok,24290,50306,0,55392,20018,0.12,
case_069,5,component0_cut35_to2,0,35,0,2,ok,24290,50306,0,55392,20018,0.117,
case_069,5,component0_cut35_to3,0,35,0,3,ok,24290,50306,0,55392,20018,0.125,
case_069,5,component0_cut35_to4,0,35,0,4,ok,24290,50306,0,55392,20018,0.122,
case_071,5,component0_cut12_to1,0,12,0,1,ok,18608,117442,0,38784,12290,0.092,
case_071,5,component0_cut12_to2,0,12,0,2,ok,18608,117442,0,38784,12290,0.096,
case_071,5,component0_cut12_to3,0,12,0,3,ok,18608,117442,0,38784,12290,0.101,
case_071,5,component0_cut12_to4,0,12,0,4,ok,18608,117442,0,38784,12290,0.098,
case_071,5,component0_cut19_to1,0,19,0,1,ok,18230,119106,0,38784,53280,0.096,
case_071,5,component0_cut19_to2,0,19,0,2,ok,18230,119106,0,38784,53280,0.094,
case_071,5,component0_cut19_to3,0,19,0,3,ok,18230,119106,0,38784,53280,0.101,
case_071,5,component0_cut19_to4,0,19,0,4,ok,18230,119106,0,38784,53280,0.103,
case_071,5,component0_cut24_to1,0,24,0,1,ok,18005,117442,0,38784,16178,0.098,
case_071,5,component0_cut24_to2,0,24,0,2,ok,18005,117442,0,38784,16178,0.096,
case_071,5,component0_cut24_to3,0,24,0,3,ok,18005,117442,0,38784,16178,0.1,
